table_id,row_id,time_period,_b_graduate_students_b_level_1,_b_graduate_students_b_level_2,_b_graduate_students_b_level_3,_b_graduate_students_b_hierarchy_depth,value
3489,r001,1977,Graduate students,Total,,2,242932
3489,r002,1977,Graduate students,Male,Number,3,168724
3489,r003,1977,Graduate students,Male,Percent,3,69.5
3489,r004,1977,Graduate students,Female,Number,3,74208
3489,r005,1977,Graduate students,Female,Percent,3,30.5
3489,r006,1977,Postdoctoral appointees,Total,,2,na
3489,r007,1977,Postdoctoral appointees,Male,Number,3,na
3489,r008,1977,Postdoctoral appointees,Male,Percent,3,na
3489,r009,1977,Postdoctoral appointees,Female,Number,3,na
3489,r010,1977,Postdoctoral appointees,Female,Percent,3,na
3489,r011,1977,Doctorate-holding nonfaculty researchers,Total,,2,na
3489,r012,1977,Doctorate-holding nonfaculty researchers,Male,Number,3,na
3489,r013,1977,Doctorate-holding nonfaculty researchers,Male,Percent,3,na
3489,r014,1977,Doctorate-holding nonfaculty researchers,Female,Number,3,na
3489,r015,1977,Doctorate-holding nonfaculty researchers,Female,Percent,3,na
3489,r016,1978,Graduate students,Total,,2,236465
3489,r017,1978,Graduate students,Male,Number,3,NA
3489,r018,1978,Graduate students,Male,Percent,3,NA
3489,r019,1978,Graduate students,Female,Number,3,NA
3489,r020,1978,Graduate students,Female,Percent,3,NA
3489,r021,1978,Postdoctoral appointees,Total,,2,na
3489,r022,1978,Postdoctoral appointees,Male,Number,3,na
3489,r023,1978,Postdoctoral appointees,Male,Percent,3,na
3489,r024,1978,Postdoctoral appointees,Female,Number,3,na
3489,r025,1978,Postdoctoral appointees,Female,Percent,3,na
3489,r026,1978,Doctorate-holding nonfaculty researchers,Total,,2,na
3489,r027,1978,Doctorate-holding nonfaculty researchers,Male,Number,3,na
3489,r028,1978,Doctorate-holding nonfaculty researchers,Male,Percent,3,na
3489,r029,1978,Doctorate-holding nonfaculty researchers,Female,Number,3,na
3489,r030,1978,Doctorate-holding nonfaculty researchers,Female,Percent,3,na
3489,r031,1979,Graduate students,Total,,2,247235
3489,r032,1979,Graduate students,Male,Number,3,163845
3489,r033,1979,Graduate students,Male,Percent,3,66.3
3489,r034,1979,Graduate students,Female,Number,3,83390
3489,r035,1979,Graduate students,Female,Percent,3,33.7
3489,r036,1979,Postdoctoral appointees,Total,,2,12519
3489,r037,1979,Postdoctoral appointees,Male,Number,3,10045
3489,r038,1979,Postdoctoral appointees,Male,Percent,3,80.2
3489,r039,1979,Postdoctoral appointees,Female,Number,3,2474
3489,r040,1979,Postdoctoral appointees,Female,Percent,3,19.8
3489,r041,1979,Doctorate-holding nonfaculty researchers,Total,,2,1915
3489,r042,1979,Doctorate-holding nonfaculty researchers,Male,Number,3,1448
3489,r043,1979,Doctorate-holding nonfaculty researchers,Male,Percent,3,75.6
3489,r044,1979,Doctorate-holding nonfaculty researchers,Female,Number,3,467
3489,r045,1979,Doctorate-holding nonfaculty researchers,Female,Percent,3,24.4
3489,r046,1980,Graduate students,Total,,2,251265
3489,r047,1980,Graduate students,Male,Number,3,163212
3489,r048,1980,Graduate students,Male,Percent,3,65.0
3489,r049,1980,Graduate students,Female,Number,3,88053
3489,r050,1980,Graduate students,Female,Percent,3,35.0
3489,r051,1980,Postdoctoral appointees,Total,,2,13042
3489,r052,1980,Postdoctoral appointees,Male,Number,3,10427
3489,r053,1980,Postdoctoral appointees,Male,Percent,3,79.9
3489,r054,1980,Postdoctoral appointees,Female,Number,3,2615
3489,r055,1980,Postdoctoral appointees,Female,Percent,3,20.1
3489,r056,1980,Doctorate-holding nonfaculty researchers,Total,,2,2184
3489,r057,1980,Doctorate-holding nonfaculty researchers,Male,Number,3,1662
3489,r058,1980,Doctorate-holding nonfaculty researchers,Male,Percent,3,76.1
3489,r059,1980,Doctorate-holding nonfaculty researchers,Female,Number,3,522
3489,r060,1980,Doctorate-holding nonfaculty researchers,Female,Percent,3,23.9
3489,r061,1981,Graduate students,Total,,2,252404
3489,r062,1981,Graduate students,Male,Number,3,160306
3489,r063,1981,Graduate students,Male,Percent,3,63.5
3489,r064,1981,Graduate students,Female,Number,3,92098
3489,r065,1981,Graduate students,Female,Percent,3,36.5
3489,r066,1981,Postdoctoral appointees,Total,,2,13731
3489,r067,1981,Postdoctoral appointees,Male,Number,3,10859
3489,r068,1981,Postdoctoral appointees,Male,Percent,3,79.1
3489,r069,1981,Postdoctoral appointees,Female,Number,3,2872
3489,r070,1981,Postdoctoral appointees,Female,Percent,3,20.9
3489,r071,1981,Doctorate-holding nonfaculty researchers,Total,,2,2445
3489,r072,1981,Doctorate-holding nonfaculty researchers,Male,Number,3,1910
3489,r073,1981,Doctorate-holding nonfaculty researchers,Male,Percent,3,78.1
3489,r074,1981,Doctorate-holding nonfaculty researchers,Female,Number,3,535
3489,r075,1981,Doctorate-holding nonfaculty researchers,Female,Percent,3,21.9
3489,r076,1982,Graduate students,Total,,2,255146
3489,r077,1982,Graduate students,Male,Number,3,160354
3489,r078,1982,Graduate students,Male,Percent,3,62.8
3489,r079,1982,Graduate students,Female,Number,3,94792
3489,r080,1982,Graduate students,Female,Percent,3,37.2
3489,r081,1982,Postdoctoral appointees,Total,,2,13698
3489,r082,1982,Postdoctoral appointees,Male,Number,3,10538
3489,r083,1982,Postdoctoral appointees,Male,Percent,3,76.9
3489,r084,1982,Postdoctoral appointees,Female,Number,3,3160
3489,r085,1982,Postdoctoral appointees,Female,Percent,3,23.1
3489,r086,1982,Doctorate-holding nonfaculty researchers,Total,,2,2809
3489,r087,1982,Doctorate-holding nonfaculty researchers,Male,Number,3,2177
3489,r088,1982,Doctorate-holding nonfaculty researchers,Male,Percent,3,77.5
3489,r089,1982,Doctorate-holding nonfaculty researchers,Female,Number,3,632
3489,r090,1982,Doctorate-holding nonfaculty researchers,Female,Percent,3,22.5
3489,r091,1983,Graduate students,Total,,2,255820
3489,r092,1983,Graduate students,Male,Number,3,159126
3489,r093,1983,Graduate students,Male,Percent,3,62.2
3489,r094,1983,Graduate students,Female,Number,3,96694
3489,r095,1983,Graduate students,Female,Percent,3,37.8
3489,r096,1983,Postdoctoral appointees,Total,,2,14562
3489,r097,1983,Postdoctoral appointees,Male,Number,3,11191
