table_id,row_id,time_period,column_level_1,column_level_2,column_level_3,column_level_4,column_hierarchy_depth,value
6061,r001,2000,Total,,,,1,234000
6061,r002,2000,U.S. citizens and permanent residents,Hispanic or Latino,Number,,3,14185
6061,r003,2000,U.S. citizens and permanent residents,Hispanic or Latino,Percent,,3,6.1
6061,r004,2000,U.S. citizens and permanent residents,Not Hispanic or Latino,American Indian or Alaska Native,Number,4,1394
6061,r005,2000,U.S. citizens and permanent residents,Not Hispanic or Latino,American Indian or Alaska Native,Percent,4,0.6
6061,r006,2000,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,Number,4,16839
6061,r007,2000,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,Percent,4,7.2
6061,r008,2000,U.S. citizens and permanent residents,Not Hispanic or Latino,Black or African American,Number,4,17857
6061,r009,2000,U.S. citizens and permanent residents,Not Hispanic or Latino,Black or African American,Percent,4,7.6
6061,r010,2000,U.S. citizens and permanent residents,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,Number,4,945
6061,r011,2000,U.S. citizens and permanent residents,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,Percent,4,0.4
6061,r012,2000,U.S. citizens and permanent residents,Not Hispanic or Latino,White,Number,4,166486
6061,r013,2000,U.S. citizens and permanent residents,Not Hispanic or Latino,White,Percent,4,71.1
6061,r014,2000,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,Number,4,399
6061,r015,2000,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,Percent,4,0.2
6061,r016,2000,U.S. citizens and permanent residents,Unknown ethnicity and race,Number,,3,15895
6061,r017,2000,U.S. citizens and permanent residents,Unknown ethnicity and race,Percent,,3,6.8
6061,r018,2001,Total,,,,1,237718
6061,r019,2001,U.S. citizens and permanent residents,Hispanic or Latino,Number,,3,14791
6061,r020,2001,U.S. citizens and permanent residents,Hispanic or Latino,Percent,,3,6.2
6061,r021,2001,U.S. citizens and permanent residents,Not Hispanic or Latino,American Indian or Alaska Native,Number,4,1456
6061,r022,2001,U.S. citizens and permanent residents,Not Hispanic or Latino,American Indian or Alaska Native,Percent,4,0.6
6061,r023,2001,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,Number,4,17698
6061,r024,2001,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,Percent,4,7.4
6061,r025,2001,U.S. citizens and permanent residents,Not Hispanic or Latino,Black or African American,Number,4,18540
6061,r026,2001,U.S. citizens and permanent residents,Not Hispanic or Latino,Black or African American,Percent,4,7.8
6061,r027,2001,U.S. citizens and permanent residents,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,Number,4,870
6061,r028,2001,U.S. citizens and permanent residents,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,Percent,4,0.4
6061,r029,2001,U.S. citizens and permanent residents,Not Hispanic or Latino,White,Number,4,167559
6061,r030,2001,U.S. citizens and permanent residents,Not Hispanic or Latino,White,Percent,4,70.5
6061,r031,2001,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,Number,4,429
6061,r032,2001,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,Percent,4,0.2
6061,r033,2001,U.S. citizens and permanent residents,Unknown ethnicity and race,Number,,3,16375
6061,r034,2001,U.S. citizens and permanent residents,Unknown ethnicity and race,Percent,,3,6.9
6061,r035,2002,Total,,,,1,247842
6061,r036,2002,U.S. citizens and permanent residents,Hispanic or Latino,Number,,3,16173
6061,r037,2002,U.S. citizens and permanent residents,Hispanic or Latino,Percent,,3,6.5
6061,r038,2002,U.S. citizens and permanent residents,Not Hispanic or Latino,American Indian or Alaska Native,Number,4,1490
6061,r039,2002,U.S. citizens and permanent residents,Not Hispanic or Latino,American Indian or Alaska Native,Percent,4,0.6
6061,r040,2002,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,Number,4,19160
6061,r041,2002,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,Percent,4,7.7
6061,r042,2002,U.S. citizens and permanent residents,Not Hispanic or Latino,Black or African American,Number,4,19594
6061,r043,2002,U.S. citizens and permanent residents,Not Hispanic or Latino,Black or African American,Percent,4,7.9
6061,r044,2002,U.S. citizens and permanent residents,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,Number,4,770
6061,r045,2002,U.S. citizens and permanent residents,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,Percent,4,0.3
6061,r046,2002,U.S. citizens and permanent residents,Not Hispanic or Latino,White,Number,4,172576
6061,r047,2002,U.S. citizens and permanent residents,Not Hispanic or Latino,White,Percent,4,69.6
6061,r048,2002,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,Number,4,330
6061,r049,2002,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,Percent,4,0.1
6061,r050,2002,U.S. citizens and permanent residents,Unknown ethnicity and race,Number,,3,17749
6061,r051,2002,U.S. citizens and permanent residents,Unknown ethnicity and race,Percent,,3,7.2
6061,r052,2003,Total,,,,1,259871
6061,r053,2003,U.S. citizens and permanent residents,Hispanic or Latino,Number,,3,17262
6061,r054,2003,U.S. citizens and permanent residents,Hispanic or Latino,Percent,,3,6.6
6061,r055,2003,U.S. citizens and permanent residents,Not Hispanic or Latino,American Indian or Alaska Native,Number,4,1575
6061,r056,2003,U.S. citizens and permanent residents,Not Hispanic or Latino,American Indian or Alaska Native,Percent,4,0.6
6061,r057,2003,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,Number,4,20280
6061,r058,2003,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,Percent,4,7.8
6061,r059,2003,U.S. citizens and permanent residents,Not Hispanic or Latino,Black or African American,Number,4,20962
6061,r060,2003,U.S. citizens and permanent residents,Not Hispanic or Latino,Black or African American,Percent,4,8.1
6061,r061,2003,U.S. citizens and permanent residents,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,Number,4,819
6061,r062,2003,U.S. citizens and permanent residents,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,Percent,4,0.3
6061,r063,2003,U.S. citizens and permanent residents,Not Hispanic or Latino,White,Number,4,179205
6061,r064,2003,U.S. citizens and permanent residents,Not Hispanic or Latino,White,Percent,4,69.0
6061,r065,2003,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,Number,4,357
6061,r066,2003,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,Percent,4,0.1
6061,r067,2003,U.S. citizens and permanent residents,Unknown ethnicity and race,Number,,3,19411
6061,r068,2003,U.S. citizens and permanent residents,Unknown ethnicity and race,Percent,,3,7.5
6061,r069,2004,Total,,,,1,265643
6061,r070,2004,U.S. citizens and permanent residents,Hispanic or Latino,Number,,3,18048
6061,r071,2004,U.S. citizens and permanent residents,Hispanic or Latino,Percent,,3,6.8
6061,r072,2004,U.S. citizens and permanent residents,Not Hispanic or Latino,American Indian or Alaska Native,Number,4,1575
6061,r073,2004,U.S. citizens and permanent residents,Not Hispanic or Latino,American Indian or Alaska Native,Percent,4,0.6
6061,r074,2004,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,Number,4,20007
6061,r075,2004,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,Percent,4,7.5
6061,r076,2004,U.S. citizens and permanent residents,Not Hispanic or Latino,Black or African American,Number,4,21225
6061,r077,2004,U.S. citizens and permanent residents,Not Hispanic or Latino,Black or African American,Percent,4,8.0
6061,r078,2004,U.S. citizens and permanent residents,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,Number,4,926
6061,r079,2004,U.S. citizens and permanent residents,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,Percent,4,0.3
6061,r080,2004,U.S. citizens and permanent residents,Not Hispanic or Latino,White,Number,4,181615
6061,r081,2004,U.S. citizens and permanent residents,Not Hispanic or Latino,White,Percent,4,68.4
6061,r082,2004,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,Number,4,437
6061,r083,2004,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,Percent,4,0.2
6061,r084,2004,U.S. citizens and permanent residents,Unknown ethnicity and race,Number,,3,21810
6061,r085,2004,U.S. citizens and permanent residents,Unknown ethnicity and race,Percent,,3,8.2
6061,r086,2005,Total,,,,1,271962
6061,r087,2005,U.S. citizens and permanent residents,Hispanic or Latino,Number,,3,19297
6061,r088,2005,U.S. citizens and permanent residents,Hispanic or Latino,Percent,,3,7.1
6061,r089,2005,U.S. citizens and permanent residents,Not Hispanic or Latino,American Indian or Alaska Native,Number,4,1685
6061,r090,2005,U.S. citizens and permanent residents,Not Hispanic or Latino,American Indian or Alaska Native,Percent,4,0.6
6061,r091,2005,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,Number,4,19952
6061,r092,2005,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,Percent,4,7.3
6061,r093,2005,U.S. citizens and permanent residents,Not Hispanic or Latino,Black or African American,Number,4,21778
6061,r094,2005,U.S. citizens and permanent residents,Not Hispanic or Latino,Black or African American,Percent,4,8.0
6061,r095,2005,U.S. citizens and permanent residents,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,Number,4,892
6061,r096,2005,U.S. citizens and permanent residents,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,Percent,4,0.3
6061,r097,2005,U.S. citizens and permanent residents,Not Hispanic or Latino,White,Number,4,182908
6061,r098,2005,U.S. citizens and permanent residents,Not Hispanic or Latino,White,Percent,4,67.3
6061,r099,2005,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,Number,4,454
6061,r100,2005,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,Percent,4,0.2
6061,r101,2005,U.S. citizens and permanent residents,Unknown ethnicity and race,Number,,3,24996
6061,r102,2005,U.S. citizens and permanent residents,Unknown ethnicity and race,Percent,,3,9.2
6061,r103,2006,Total,,,,1,275905
6061,r104,2006,U.S. citizens and permanent residents,Hispanic or Latino,Number,,3,19759
6061,r105,2006,U.S. citizens and permanent residents,Hispanic or Latino,Percent,,3,7.2
6061,r106,2006,U.S. citizens and permanent residents,Not Hispanic or Latino,American Indian or Alaska Native,Number,4,1822
6061,r107,2006,U.S. citizens and permanent residents,Not Hispanic or Latino,American Indian or Alaska Native,Percent,4,0.7
6061,r108,2006,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,Number,4,20182
6061,r109,2006,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,Percent,4,7.3
6061,r110,2006,U.S. citizens and permanent residents,Not Hispanic or Latino,Black or African American,Number,4,22092
6061,r111,2006,U.S. citizens and permanent residents,Not Hispanic or Latino,Black or African American,Percent,4,8.0
6061,r112,2006,U.S. citizens and permanent residents,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,Number,4,818
6061,r113,2006,U.S. citizens and permanent residents,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,Percent,4,0.3
6061,r114,2006,U.S. citizens and permanent residents,Not Hispanic or Latino,White,Number,4,184700
6061,r115,2006,U.S. citizens and permanent residents,Not Hispanic or Latino,White,Percent,4,66.9
6061,r116,2006,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,Number,4,448
6061,r117,2006,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,Percent,4,0.2
6061,r118,2006,U.S. citizens and permanent residents,Unknown ethnicity and race,Number,,3,26084
6061,r119,2006,U.S. citizens and permanent residents,Unknown ethnicity and race,Percent,,3,9.5
6061,r120,2007old<sup>a</sup>,Total,,,,1,282785
6061,r121,2007old<sup>a</sup>,U.S. citizens and permanent residents,Hispanic or Latino,Number,,3,20515
6061,r122,2007old<sup>a</sup>,U.S. citizens and permanent residents,Hispanic or Latino,Percent,,3,7.3
6061,r123,2007old<sup>a</sup>,U.S. citizens and permanent residents,Not Hispanic or Latino,American Indian or Alaska Native,Number,4,1882
