table_id,row_id,_b_characteristic_b_full_path,_b_characteristic_b_level_1,_b_characteristic_b_level_2,_b_characteristic_b_level_3,_b_characteristic_b_level_4,_b_characteristic_b_level_5,_b_characteristic_b_hierarchy_depth,field_all_graduate_students_number,field_all_graduate_students_percent,field_master_s_students_number,field_master_s_students_percent,field_doctoral_students_number,field_doctoral_students_percent
10735,r001,Institutions,Institutions,,,,,1,273,39.6,266,38.6,118,17.1
10735,r002,Schools,Schools,,,,,1,291,37.5,283,36.5,124,16.0
10735,r003,Units,Units,,,,,1,600,2.7,513,2.3,218,1.0
10735,r004,All graduate students,All graduate students,,,,,1,39217,100.0,33251,100.0,5966,100.0
10735,r005,All graduate students -> Male,All graduate students,Male,,,,2,9227,23.5,7530,22.6,1697,28.4
10735,r006,All graduate students -> Female,All graduate students,Female,,,,2,29990,76.5,25721,77.4,4269,71.6
10735,r007,All graduate students -> U.S. citizens and permanent residents<sup>a</sup>,All graduate students,U.S. citizens and permanent residents<sup>a</sup>,,,,2,34718,88.5,29940,90.0,4778,80.1
10735,r008,All graduate students -> U.S. citizens and permanent residents<sup>a</sup> -> Hispanic or Latino,All graduate students,U.S. citizens and permanent residents<sup>a</sup>,Hispanic or Latino,,,3,4991,12.7,4339,13.0,652,10.9
10735,r009,All graduate students -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino,All graduate students,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,,,3,,,,,,
10735,r010,All graduate students -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> American Indian or Alaska Native,All graduate students,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,American Indian or Alaska Native,,4,270,0.7,209,0.6,61,1.0
10735,r011,All graduate students -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Asian,All graduate students,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Asian,,4,4461,11.4,3923,11.8,538,9.0
10735,r012,All graduate students -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Black or African American,All graduate students,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Black or African American,,4,5843,14.9,5050,15.2,793,13.3
10735,r013,All graduate students -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Native Hawaiian or Other Pacific Islander,All graduate students,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,,4,75,0.2,66,0.2,9,0.2
10735,r014,All graduate students -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> White,All graduate students,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,White,,4,15660,39.9,13323,40.1,2337,39.2
10735,r015,All graduate students -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> More than one race,All graduate students,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,More than one race,,4,1367,3.5,1185,3.6,182,3.1
10735,r016,All graduate students -> U.S. citizens and permanent residents<sup>a</sup> -> Unknown ethnicity and race,All graduate students,U.S. citizens and permanent residents<sup>a</sup>,Unknown ethnicity and race,,,3,2051,5.2,1845,5.5,206,3.5
10735,r017,All graduate students -> Temporary visa holders,All graduate students,Temporary visa holders,,,,2,4499,11.5,3311,10.0,1188,19.9
10735,r018,All graduate students -> Part time,All graduate students,Part time,,,,2,16002,40.8,13732,41.3,2270,38.0
10735,r019,All graduate students -> Full time,All graduate students,Full time,,,,2,23215,59.2,19519,58.7,3696,62.0
10735,r020,All graduate students -> Full time -> First time,All graduate students,Full time,First time,,,3,9181,23.4,8403,25.3,778,13.0
10735,r021,All graduate students -> Primary source of support for full-time students<sup>b</sup>,All graduate students,Primary source of support for full-time students<sup>b</sup>,,,,2,,,,,,
10735,r022,All graduate students -> Primary source of support for full-time students<sup>b</sup> -> Federal,All graduate students,Primary source of support for full-time students<sup>b</sup>,Federal,,,3,1828,4.7,1058,3.2,770,12.9
10735,r023,All graduate students -> Primary source of support for full-time students<sup>b</sup> -> Federal -> DOD,All graduate students,Primary source of support for full-time students<sup>b</sup>,Federal,DOD,,4,98,0.2,73,0.2,25,0.4
10735,r024,All graduate students -> Primary source of support for full-time students<sup>b</sup> -> Federal -> DOE,All graduate students,Primary source of support for full-time students<sup>b</sup>,Federal,DOE,,4,10,0.05,6,0.05,4,0.1
