table_id,row_id,state_full_path,state_level_1,state_level_2,state_hierarchy_depth,field_total,field_paid_for_by_the_company,field_foreign_owner,field_another_u_s_company,field_other_businesses_outside_the_united_states,field_u_s_university_or_college,field_u_s_nonprofit_organization,field_u_s_federal_government,field_u_s_state_or_local_government,field_all_other_organizations_outside_the_united_states
7388,r001,All states,All states,,1,"['5,218,911 ', '&nbsp;']","['4,109,445', '&nbsp;']","['114,719', '&nbsp;']","['211,608', '&nbsp;']","['22,991', '&nbsp;']","['12,065', '&nbsp;']","['9,387', '&nbsp;']","['712,053', '&nbsp;']","['22,908', '&nbsp;']","['3,736', '&nbsp;']"
7388,r002,All states -> Alabama,All states,Alabama,2,"['108,536 ', 'r']","['25,633', '&nbsp;']","['0', '&nbsp;']","['196', 'r']","['51', '&nbsp;']","['0', '&nbsp;']","['114', '&nbsp;']","['82,543', 'r']","['0', '&nbsp;']","['0', '&nbsp;']"
7388,r003,All states -> Alaska,All states,Alaska,2,"['535 ', '&nbsp;']","['535', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']"
7388,r004,All states -> Arizona,All states,Arizona,2,"['58,705 ', '&nbsp;']","['50,103', '&nbsp;']","['0', '&nbsp;']","['415', 'r']","['0', '&nbsp;']","['155', 'r']","['40', '&nbsp;']","['7,991', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']"
7388,r005,All states -> Arkansas,All states,Arkansas,2,"['4,879 ', '&nbsp;']","['1,710', '&nbsp;']","['0', '&nbsp;']","['968', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['1,975', '&nbsp;']","['36', '&nbsp;']","['190', '&nbsp;']"
7388,r006,All states -> California,All states,California,2,"['1,424,295 ', '&nbsp;']","['1,207,963', '&nbsp;']","['41,376', '&nbsp;']","['31,658', '&nbsp;']","['6,551', 'r']","['669', '&nbsp;']","['0', '&nbsp;']","['134,734', '&nbsp;']","['1,343', '&nbsp;']","['0', '&nbsp;']"
7388,r007,All states -> Colorado,All states,Colorado,2,"['263,950 ', '&nbsp;']","['200,529', 'r']","['0', '&nbsp;']","['7,876', 'r']","['106', 'r']","['490', 'r']","['393', 'r']","['54,015', '&nbsp;']","['294', '&nbsp;']","['248', '&nbsp;']"
7388,r008,All states -> Connecticut,All states,Connecticut,2,"['108,367 ', '&nbsp;']","['99,665', '&nbsp;']","['0', '&nbsp;']","['1,877', '&nbsp;']","['0', '&nbsp;']","['871', 'r']","['0', '&nbsp;']","['5,687', '&nbsp;']","['212', '&nbsp;']","['55', '&nbsp;']"
7388,r009,All states -> Delaware,All states,Delaware,2,"['49,146 ', '&nbsp;']","['37,221', '&nbsp;']","['5,644', 'r']","['633', '&nbsp;']","['0', '&nbsp;']","['337', 'r']","['0', '&nbsp;']","['4,405', '&nbsp;']","['232', '&nbsp;']","['673', 'r']"
7388,r010,All states -> District of Columbia,All states,District of Columbia,2,"['15,224 ', '&nbsp;']","['9,687', '&nbsp;']","['2,342', '&nbsp;']","['121', 'r']","['243', 'r']","['0', '&nbsp;']","['229', 'r']","['2,126', 'r']","['0', '&nbsp;']","['475', 'r']"
7388,r011,All states -> Florida,All states,Florida,2,"['284,522 ', '&nbsp;']","['218,872', '&nbsp;']","['16,316', 'r']","['15,525', 'r']","['125', 'r']","['1,533', 'r']","['8', 'r']","['31,945', 'r']","['191', 'r']","['8', 'r']"
7388,r012,All states -> Georgia,All states,Georgia,2,"['67,080 ', '&nbsp;']","['52,336', '&nbsp;']","['0', '&nbsp;']","['5,595', 'r']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['9,150', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']"
7388,r013,All states -> Hawaii,All states,Hawaii,2,"['5,575 ', '&nbsp;']","['4,485', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['1,017', 'r']","['73', 'r']","['0', '&nbsp;']"
7388,r014,All states -> Idaho,All states,Idaho,2,"['20,342 ', 'r']","['19,837', 'r']","['0', '&nbsp;']","['32', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['473', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']"
7388,r015,All states -> Illinois,All states,Illinois,2,"['137,873 ', '&nbsp;']","['100,475', '&nbsp;']","['4,374', '&nbsp;']","['15,512', 'r']","['8', '&nbsp;']","['0', '&nbsp;']","['635', 'r']","['14,049', '&nbsp;']","['2,820', 'r']","['0', '&nbsp;']"
7388,r016,All states -> Indiana,All states,Indiana,2,"['47,889 ', '&nbsp;']","['36,130', '&nbsp;']","['477', 'r']","['4,078', 'r']","['0', '&nbsp;']","['0', '&nbsp;']","['1,843', 'r']","['5,291', '&nbsp;']","['72', '&nbsp;']","['0', '&nbsp;']"
7388,r017,All states -> Iowa,All states,Iowa,2,"['35,499 ', 'r']","['32,972', 'r']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['2,527', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']"
7388,r018,All states -> Kansas,All states,Kansas,2,"['22,344 ', '&nbsp;']","['17,602', '&nbsp;']","['0', '&nbsp;']","['1,460', 'r']","['0', '&nbsp;']","['0', '&nbsp;']","['1,773', 'r']","['1,508', 'r']","['0', '&nbsp;']","['0', '&nbsp;']"
7388,r019,All states -> Kentucky,All states,Kentucky,2,"['12,993 ', '&nbsp;']","['4,857', '&nbsp;']","['735', 'r']","['1,510', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['5,523', '&nbsp;']","['368', 'r']","['0', '&nbsp;']"
7388,r020,All states -> Louisiana,All states,Louisiana,2,"['16,467 ', '&nbsp;']","['10,638', '&nbsp;']","['0', '&nbsp;']","['254', '&nbsp;']","['0', '&nbsp;']","['253', '&nbsp;']","['0', '&nbsp;']","['5,322', 'r']","['0', '&nbsp;']","['0', '&nbsp;']"
7388,r021,All states -> Maine,All states,Maine,2,"['12,988 ', '&nbsp;']","['10,584', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['263', 'r']","['643', 'r']","['0', '&nbsp;']","['1,318', 'r']","['180', 'r']","['0', '&nbsp;']"
