table_id,row_id,time_period,column_level_1,column_level_2,column_hierarchy_depth,value
1154,r001,Both sexes  -> 2006,All fields,,1,1502922
1154,r002,Both sexes  -> 2006,S&E,,1,478858
1154,r003,Both sexes  -> 2006,Science,All sciences,2,410631
1154,r004,Both sexes  -> 2006,Science,Agricultural sciences,2,17307
1154,r005,Both sexes  -> 2006,Science,Biological sciences,2,72972
1154,r006,Both sexes  -> 2006,Science,Computer sciences,2,48000
1154,r007,Both sexes  -> 2006,Science,"Earth, atmospheric, and ocean sciences",2,3987
1154,r008,Both sexes  -> 2006,Science,Mathematics and statistics,2,15310
1154,r009,Both sexes  -> 2006,Science,Physical sciences,2,16390
1154,r010,Both sexes  -> 2006,Science,Psychology,2,88551
1154,r011,Both sexes  -> 2006,Science,Social sciences,2,148114
1154,r012,Both sexes  -> 2006,Engineering,,1,68227
1154,r013,Both sexes  -> 2006,Non-S&E,,1,1024064
1154,r014,Both sexes  -> 2007,All fields,,1,1541704
1154,r015,Both sexes  -> 2007,S&E,,1,485772
1154,r016,Both sexes  -> 2007,Science,All sciences,2,417498
1154,r017,Both sexes  -> 2007,Science,Agricultural sciences,2,17696
1154,r018,Both sexes  -> 2007,Science,Biological sciences,2,79348
1154,r019,Both sexes  -> 2007,Science,Computer sciences,2,42596
1154,r020,Both sexes  -> 2007,Science,"Earth, atmospheric, and ocean sciences",2,4077
1154,r021,Both sexes  -> 2007,Science,Mathematics and statistics,2,15551
1154,r022,Both sexes  -> 2007,Science,Physical sciences,2,17007
1154,r023,Both sexes  -> 2007,Science,Psychology,2,90498
1154,r024,Both sexes  -> 2007,Science,Social sciences,2,150725
1154,r025,Both sexes  -> 2007,Engineering,,1,68274
1154,r026,Both sexes  -> 2007,Non-S&E,,1,1055932
1154,r027,Both sexes  -> 2008,All fields,,1,1580413
1154,r028,Both sexes  -> 2008,S&E,,1,496168
1154,r029,Both sexes  -> 2008,Science,All sciences,2,426260
1154,r030,Both sexes  -> 2008,Science,Agricultural sciences,2,18474
1154,r031,Both sexes  -> 2008,Science,Biological sciences,2,82398
1154,r032,Both sexes  -> 2008,Science,Computer sciences,2,38922
1154,r033,Both sexes  -> 2008,Science,"Earth, atmospheric, and ocean sciences",2,4314
1154,r034,Both sexes  -> 2008,Science,Mathematics and statistics,2,15841
1154,r035,Both sexes  -> 2008,Science,Physical sciences,2,17652
1154,r036,Both sexes  -> 2008,Science,Psychology,2,92989
1154,r037,Both sexes  -> 2008,Science,Social sciences,2,155670
1154,r038,Both sexes  -> 2008,Engineering,,1,69908
1154,r039,Both sexes  -> 2008,Non-S&E,,1,1084245
1154,r040,Both sexes  -> 2009,All fields,,1,1619028
1154,r041,Both sexes  -> 2009,S&E,,1,505435
1154,r042,Both sexes  -> 2009,Science,All sciences,2,434835
1154,r043,Both sexes  -> 2009,Science,Agricultural sciences,2,19152
1154,r044,Both sexes  -> 2009,Science,Biological sciences,2,85574
1154,r045,Both sexes  -> 2009,Science,Computer sciences,2,38496
1154,r046,Both sexes  -> 2009,Science,"Earth, atmospheric, and ocean sciences",2,4542
1154,r047,Both sexes  -> 2009,Science,Mathematics and statistics,2,16208
1154,r048,Both sexes  -> 2009,Science,Physical sciences,2,17942
1154,r049,Both sexes  -> 2009,Science,Psychology,2,94743
1154,r050,Both sexes  -> 2009,Science,Social sciences,2,158178
1154,r051,Both sexes  -> 2009,Engineering,,1,70600
1154,r052,Both sexes  -> 2009,Non-S&E,,1,1113593
1154,r053,Both sexes  -> 2010,All fields,,1,1668227
1154,r054,Both sexes  -> 2010,S&E,,1,525374
1154,r055,Both sexes  -> 2010,Science,All sciences,2,450975
1154,r056,Both sexes  -> 2010,Science,Agricultural sciences,2,20400
1154,r057,Both sexes  -> 2010,Science,Biological sciences,2,89615
1154,r058,Both sexes  -> 2010,Science,Computer sciences,2,40107
1154,r059,Both sexes  -> 2010,Science,"Earth, atmospheric, and ocean sciences",2,4802
1154,r060,Both sexes  -> 2010,Science,Mathematics and statistics,2,16832
1154,r061,Both sexes  -> 2010,Science,Physical sciences,2,18402
1154,r062,Both sexes  -> 2010,Science,Psychology,2,97746
1154,r063,Both sexes  -> 2010,Science,Social sciences,2,163071
1154,r064,Both sexes  -> 2010,Engineering,,1,74399
1154,r065,Both sexes  -> 2010,Non-S&E,,1,1142853
1154,r066,Both sexes  -> 2011,All fields,,1,1734229
1154,r067,Both sexes  -> 2011,S&E,,1,554365
1154,r068,Both sexes  -> 2011,Science,All sciences,2,476266
1154,r069,Both sexes  -> 2011,Science,Agricultural sciences,2,22759
1154,r070,Both sexes  -> 2011,Science,Biological sciences,2,93654
1154,r071,Both sexes  -> 2011,Science,Computer sciences,2,43586
1154,r072,Both sexes  -> 2011,Science,"Earth, atmospheric, and ocean sciences",2,5299
1154,r073,Both sexes  -> 2011,Science,Mathematics and statistics,2,18021
1154,r074,Both sexes  -> 2011,Science,Physical sciences,2,19198
1154,r075,Both sexes  -> 2011,Science,Psychology,2,101568
1154,r076,Both sexes  -> 2011,Science,Social sciences,2,172181
1154,r077,Both sexes  -> 2011,Engineering,,1,78099
1154,r078,Both sexes  -> 2011,Non-S&E,,1,1179864
1154,r079,Both sexes  -> 2012,All fields,,1,1811404
1154,r080,Both sexes  -> 2012,S&E,,1,589567
1154,r081,Both sexes  -> 2012,Science,All sciences,2,506304
1154,r082,Both sexes  -> 2012,Science,Agricultural sciences,2,25060
1154,r083,Both sexes  -> 2012,Science,Biological sciences,2,99894
1154,r084,Both sexes  -> 2012,Science,Computer sciences,2,48034
1154,r085,Both sexes  -> 2012,Science,"Earth, atmospheric, and ocean sciences",2,5865
1154,r086,Both sexes  -> 2012,Science,Mathematics and statistics,2,19819
1154,r087,Both sexes  -> 2012,Science,Physical sciences,2,20421
1154,r088,Both sexes  -> 2012,Science,Psychology,2,109782
1154,r089,Both sexes  -> 2012,Science,Social sciences,2,177429
1154,r090,Both sexes  -> 2012,Engineering,,1,83263
1154,r091,Both sexes  -> 2012,Non-S&E,,1,1221837
1154,r092,Both sexes  -> 2013,All fields,,1,1861034
1154,r093,Both sexes  -> 2013,S&E,,1,615475
1154,r094,Both sexes  -> 2013,Science,All sciences,2,527663
1154,r095,Both sexes  -> 2013,Science,Agricultural sciences,2,27609
1154,r096,Both sexes  -> 2013,Science,Biological sciences,2,104703
1154,r097,Both sexes  -> 2013,Science,Computer sciences,2,51586
1154,r098,Both sexes  -> 2013,Science,"Earth, atmospheric, and ocean sciences",2,6291
1154,r099,Both sexes  -> 2013,Science,Mathematics and statistics,2,21567
1154,r100,Both sexes  -> 2013,Science,Physical sciences,2,21276
1154,r101,Both sexes  -> 2013,Science,Psychology,2,115373
1154,r102,Both sexes  -> 2013,Science,Social sciences,2,179258
1154,r103,Both sexes  -> 2013,Engineering,,1,87812
1154,r104,Both sexes  -> 2013,Non-S&E,,1,1245559
1154,r105,Both sexes  -> 2014,All fields,,1,1890941
1154,r106,Both sexes  -> 2014,S&E,,1,635915
1154,r107,Both sexes  -> 2014,Science,All sciences,2,541965
1154,r108,Both sexes  -> 2014,Science,Agricultural sciences,2,28796
1154,r109,Both sexes  -> 2014,Science,Biological sciences,2,109520
1154,r110,Both sexes  -> 2014,Science,Computer sciences,2,56130
1154,r111,Both sexes  -> 2014,Science,"Earth, atmospheric, and ocean sciences",2,6730
1154,r112,Both sexes  -> 2014,Science,Mathematics and statistics,2,22226
1154,r113,Both sexes  -> 2014,Science,Physical sciences,2,22222
1154,r114,Both sexes  -> 2014,Science,Psychology,2,118405
1154,r115,Both sexes  -> 2014,Science,Social sciences,2,177936
1154,r116,Both sexes  -> 2014,Engineering,,1,93950
1154,r117,Both sexes  -> 2014,Non-S&E,,1,1255026
1154,r118,Both sexes  -> 2015,All fields,,1,1916129
1154,r119,Both sexes  -> 2015,S&E,,1,650057
1154,r120,Both sexes  -> 2015,Science,All sciences,2,550151
1154,r121,Both sexes  -> 2015,Science,Agricultural sciences,2,29460
1154,r122,Both sexes  -> 2015,Science,Biological sciences,2,115124
1154,r123,Both sexes  -> 2015,Science,Computer sciences,2,60309
1154,r124,Both sexes  -> 2015,Science,"Earth, atmospheric, and ocean sciences",2,7155
1154,r125,Both sexes  -> 2015,Science,Mathematics and statistics,2,23136
1154,r126,Both sexes  -> 2015,Science,Physical sciences,2,22481
1154,r127,Both sexes  -> 2015,Science,Psychology,2,118768
1154,r128,Both sexes  -> 2015,Science,Social sciences,2,173718
1154,r129,Both sexes  -> 2015,Engineering,,1,99906
1154,r130,Both sexes  -> 2015,Non-S&E,,1,1266072
1154,r131,Both sexes  -> 2016,All fields,,1,1942140
1154,r132,Both sexes  -> 2016,S&E,,1,666157
1154,r133,Both sexes  -> 2016,Science,All sciences,2,557181
1154,r134,Both sexes  -> 2016,Science,Agricultural sciences,2,30540
1154,r135,Both sexes  -> 2016,Science,Biological sciences,2,119073
1154,r136,Both sexes  -> 2016,Science,Computer sciences,2,65186
1154,r137,Both sexes  -> 2016,Science,"Earth, atmospheric, and ocean sciences",2,7283
1154,r138,Both sexes  -> 2016,Science,Mathematics and statistics,2,24293
1154,r139,Both sexes  -> 2016,Science,Physical sciences,2,22746
1154,r140,Both sexes  -> 2016,Science,Psychology,2,118646
1154,r141,Both sexes  -> 2016,Science,Social sciences,2,169414
1154,r142,Both sexes  -> 2016,Engineering,,1,108976
1154,r143,Both sexes  -> 2016,Non-S&E,,1,1275983
1154,r144,Both sexes  -> Female  -> 2006,All fields,,1,866363
1154,r145,Both sexes  -> Female  -> 2006,S&E,,1,240829
1154,r146,Both sexes  -> Female  -> 2006,Science,All sciences,2,227491
1154,r147,Both sexes  -> Female  -> 2006,Science,Agricultural sciences,2,8909
1154,r148,Both sexes  -> Female  -> 2006,Science,Biological sciences,2,45055
1154,r149,Both sexes  -> Female  -> 2006,Science,Computer sciences,2,9939
1154,r150,Both sexes  -> Female  -> 2006,Science,"Earth, atmospheric, and ocean sciences",2,1646
1154,r151,Both sexes  -> Female  -> 2006,Science,Mathematics and statistics,2,6875
1154,r152,Both sexes  -> Female  -> 2006,Science,Physical sciences,2,6953
1154,r153,Both sexes  -> Female  -> 2006,Science,Psychology,2,68576
1154,r154,Both sexes  -> Female  -> 2006,Science,Social sciences,2,79538
1154,r155,Both sexes  -> Female  -> 2006,Engineering,,1,13338
1154,r156,Both sexes  -> Female  -> 2006,Non-S&E,,1,625534
1154,r157,Both sexes  -> Female  -> 2007,All fields,,1,886311
1154,r158,Both sexes  -> Female  -> 2007,S&E,,1,244075
1154,r159,Both sexes  -> Female  -> 2007,Science,All sciences,2,231422
1154,r160,Both sexes  -> Female  -> 2007,Science,Agricultural sciences,2,8915
1154,r161,Both sexes  -> Female  -> 2007,Science,Biological sciences,2,48001
1154,r162,Both sexes  -> Female  -> 2007,Science,Computer sciences,2,7944
1154,r163,Both sexes  -> Female  -> 2007,Science,"Earth, atmospheric, and ocean sciences",2,1678
1154,r164,Both sexes  -> Female  -> 2007,Science,Mathematics and statistics,2,6827
1154,r165,Both sexes  -> Female  -> 2007,Science,Physical sciences,2,6986
1154,r166,Both sexes  -> Female  -> 2007,Science,Psychology,2,70052
1154,r167,Both sexes  -> Female  -> 2007,Science,Social sciences,2,81019
1154,r168,Both sexes  -> Female  -> 2007,Engineering,,1,12653
1154,r169,Both sexes  -> Female  -> 2007,Non-S&E,,1,642236
1154,r170,Both sexes  -> Female  -> 2008,All fields,,1,906625
1154,r171,Both sexes  -> Female  -> 2008,S&E,,1,249449
1154,r172,Both sexes  -> Female  -> 2008,Science,All sciences,2,236528
1154,r173,Both sexes  -> Female  -> 2008,Science,Agricultural sciences,2,9457
1154,r174,Both sexes  -> Female  -> 2008,Science,Biological sciences,2,49262
1154,r175,Both sexes  -> Female  -> 2008,Science,Computer sciences,2,6884
1154,r176,Both sexes  -> Female  -> 2008,Science,"Earth, atmospheric, and ocean sciences",2,1755
1154,r177,Both sexes  -> Female  -> 2008,Science,Mathematics and statistics,2,6957
1154,r178,Both sexes  -> Female  -> 2008,Science,Physical sciences,2,7284
1154,r179,Both sexes  -> Female  -> 2008,Science,Psychology,2,71682
1154,r180,Both sexes  -> Female  -> 2008,Science,Social sciences,2,83247
1154,r181,Both sexes  -> Female  -> 2008,Engineering,,1,12921
1154,r182,Both sexes  -> Female  -> 2008,Non-S&E,,1,657176
1154,r183,Both sexes  -> Female  -> 2009,All fields,,1,927600
1154,r184,Both sexes  -> Female  -> 2009,S&E,,1,254693
1154,r185,Both sexes  -> Female  -> 2009,Science,All sciences,2,241943
1154,r186,Both sexes  -> Female  -> 2009,Science,Agricultural sciences,2,9818
1154,r187,Both sexes  -> Female  -> 2009,Science,Biological sciences,2,51097
1154,r188,Both sexes  -> Female  -> 2009,Science,Computer sciences,2,6894
1154,r189,Both sexes  -> Female  -> 2009,Science,"Earth, atmospheric, and ocean sciences",2,1768
1154,r190,Both sexes  -> Female  -> 2009,Science,Mathematics and statistics,2,6971
1154,r191,Both sexes  -> Female  -> 2009,Science,Physical sciences,2,7451
1154,r192,Both sexes  -> Female  -> 2009,Science,Psychology,2,73164
1154,r193,Both sexes  -> Female  -> 2009,Science,Social sciences,2,84780
1154,r194,Both sexes  -> Female  -> 2009,Engineering,,1,12750
1154,r195,Both sexes  -> Female  -> 2009,Non-S&E,,1,672907
1154,r196,Both sexes  -> Female  -> 2010,All fields,,1,954891
1154,r197,Both sexes  -> Female  -> 2010,S&E,,1,264283
1154,r198,Both sexes  -> Female  -> 2010,Science,All sciences,2,250590
1154,r199,Both sexes  -> Female  -> 2010,Science,Agricultural sciences,2,10709
1154,r200,Both sexes  -> Female  -> 2010,Science,Biological sciences,2,52878
1154,r201,Both sexes  -> Female  -> 2010,Science,Computer sciences,2,7306
1154,r202,Both sexes  -> Female  -> 2010,Science,"Earth, atmospheric, and ocean sciences",2,1889
1154,r203,Both sexes  -> Female  -> 2010,Science,Mathematics and statistics,2,7248
1154,r204,Both sexes  -> Female  -> 2010,Science,Physical sciences,2,7598
1154,r205,Both sexes  -> Female  -> 2010,Science,Psychology,2,75336
1154,r206,Both sexes  -> Female  -> 2010,Science,Social sciences,2,87626
1154,r207,Both sexes  -> Female  -> 2010,Engineering,,1,13693
1154,r208,Both sexes  -> Female  -> 2010,Non-S&E,,1,690608
1154,r209,Both sexes  -> Female  -> 2011,All fields,,1,993872
1154,r210,Both sexes  -> Female  -> 2011,S&E,,1,279107
1154,r211,Both sexes  -> Female  -> 2011,Science,All sciences,2,264449
1154,r212,Both sexes  -> Female  -> 2011,Science,Agricultural sciences,2,11855
1154,r213,Both sexes  -> Female  -> 2011,Science,Biological sciences,2,55794
1154,r214,Both sexes  -> Female  -> 2011,Science,Computer sciences,2,7700
1154,r215,Both sexes  -> Female  -> 2011,Science,"Earth, atmospheric, and ocean sciences",2,2080
1154,r216,Both sexes  -> Female  -> 2011,Science,Mathematics and statistics,2,7745
1154,r217,Both sexes  -> Female  -> 2011,Science,Physical sciences,2,7794
1154,r218,Both sexes  -> Female  -> 2011,Science,Psychology,2,78167
1154,r219,Both sexes  -> Female  -> 2011,Science,Social sciences,2,93314
1154,r220,Both sexes  -> Female  -> 2011,Engineering,,1,14658
1154,r221,Both sexes  -> Female  -> 2011,Non-S&E,,1,714765
1154,r222,Both sexes  -> Female  -> 2012,All fields,,1,1038807
1154,r223,Both sexes  -> Female  -> 2012,S&E,,1,297677
1154,r224,Both sexes  -> Female  -> 2012,Science,All sciences,2,281696
1154,r225,Both sexes  -> Female  -> 2012,Science,Agricultural sciences,2,13444
1154,r226,Both sexes  -> Female  -> 2012,Science,Biological sciences,2,59216
1154,r227,Both sexes  -> Female  -> 2012,Science,Computer sciences,2,8751
1154,r228,Both sexes  -> Female  -> 2012,Science,"Earth, atmospheric, and ocean sciences",2,2295
1154,r229,Both sexes  -> Female  -> 2012,Science,Mathematics and statistics,2,8536
1154,r230,Both sexes  -> Female  -> 2012,Science,Physical sciences,2,8284
1154,r231,Both sexes  -> Female  -> 2012,Science,Psychology,2,84181
1154,r232,Both sexes  -> Female  -> 2012,Science,Social sciences,2,96989
1154,r233,Both sexes  -> Female  -> 2012,Engineering,,1,15981
1154,r234,Both sexes  -> Female  -> 2012,Non-S&E,,1,741130
1154,r235,Both sexes  -> Female  -> 2013,All fields,,1,1066182
1154,r236,Both sexes  -> Female  -> 2013,S&E,,1,309698
1154,r237,Both sexes  -> Female  -> 2013,Science,All sciences,2,292764
1154,r238,Both sexes  -> Female  -> 2013,Science,Agricultural sciences,2,14826
