table_id,row_id,_b_agency_b_full_path,_b_agency_b_level_1,_b_agency_b_level_2,_b_agency_b_level_3,_b_agency_b_level_4,_b_agency_b_hierarchy_depth,field_total,field_agricultural_sciences,field_biological_sciences_excluding_environmental_biology_,field_environmental_biology,field_medical_sciences,field_other_life_sciences
3947,r001,All agencies surveyed,All agencies surveyed,,,,1,9545271.6,254024.9,4936824.6,102092.1,3225633.1,1026697.0
3947,r002,All agencies surveyed -> Departments,All agencies surveyed,Departments,,,2,,,,,,
3947,r003,All agencies surveyed -> Departments -> Department of Agriculture,All agencies surveyed,Departments,Department of Agriculture,,3,450764.3,245457.7,109728.7,91314.9,4075.6,187.5
3947,r004,All agencies surveyed -> Departments -> Department of Agriculture -> Agricultural Research Service,All agencies surveyed,Departments,Department of Agriculture,Agricultural Research Service,4,46787.0,36346.9,3259.4,6350.6,830.1,0.0
3947,r005,All agencies surveyed -> Departments -> Department of Agriculture -> Forest Service,All agencies surveyed,Departments,Department of Agriculture,Forest Service,4,7826.8,281.0,3267.9,4090.4,0.0,187.5
3947,r006,All agencies surveyed -> Departments -> Department of Agriculture -> National Institute of Food and Agriculture,All agencies surveyed,Departments,Department of Agriculture,National Institute of Food and Agriculture,4,396150.5,208829.8,103201.4,80873.8,3245.5,0.0
3947,r007,All agencies surveyed -> Departments -> Department of Defense,All agencies surveyed,Departments,Department of Defense,,3,101373.1,0.0,34682.2,10729.8,51556.3,4404.9
3947,r008,All agencies surveyed -> Departments -> Department of Defense -> Defense Advanced Research Projects Agency,All agencies surveyed,Departments,Department of Defense,Defense Advanced Research Projects Agency,4,84216.6,0.0,23676.9,10729.8,49810.0,0.0
3947,r009,All agencies surveyed -> Departments -> Department of Defense -> Department of the Air Force,All agencies surveyed,Departments,Department of Defense,Department of the Air Force,4,3576.4,0.0,356.9,0.0,2.1,3217.4
3947,r010,All agencies surveyed -> Departments -> Department of Defense -> Department of the Navy,All agencies surveyed,Departments,Department of Defense,Department of the Navy,4,3828.8,0.0,1439.1,0.0,1223.3,1166.4
3947,r011,All agencies surveyed -> Departments -> Department of Defense -> Other defense agencies,All agencies surveyed,Departments,Department of Defense,Other defense agencies,4,9751.4,0.0,9209.4,0.0,521.0,21.0
3947,r012,All agencies surveyed -> Departments -> Department of Energy,All agencies surveyed,Departments,Department of Energy,,3,8567.2,8567.2,0.0,0.0,0.0,0.0
3947,r013,All agencies surveyed -> Departments -> Department of Energy -> Advanced Research Projects Agency&#8212;Energy,All agencies surveyed,Departments,Department of Energy,Advanced Research Projects Agency&#8212;Energy,4,8567.2,8567.2,0.0,0.0,0.0,0.0
3947,r014,All agencies surveyed -> Departments -> Department of Health and Human Services,All agencies surveyed,Departments,Department of Health and Human Services,,3,8948189.6,0.0,4786700.5,0.0,3170001.1,991487.9
3947,r015,All agencies surveyed -> Departments -> Department of Health and Human Services -> Agency for Healthcare Research and Quality,All agencies surveyed,Departments,Department of Health and Human Services,Agency for Healthcare Research and Quality,4,77447.9,0.0,0.0,0.0,76256.0,1191.9
3947,r016,All agencies surveyed -> Departments -> Department of Health and Human Services -> Centers for Disease Control and Prevention,All agencies surveyed,Departments,Department of Health and Human Services,Centers for Disease Control and Prevention,4,66048.0,0.0,378.1,0.0,10598.5,55071.4
3947,r017,All agencies surveyed -> Departments -> Department of Health and Human Services -> Centers for Medicare and Medicaid Services,All agencies surveyed,Departments,Department of Health and Human Services,Centers for Medicare and Medicaid Services,4,11554.7,0.0,0.0,0.0,11554.7,0.0
3947,r018,All agencies surveyed -> Departments -> Department of Health and Human Services -> Food and Drug Administration,All agencies surveyed,Departments,Department of Health and Human Services,Food and Drug Administration,4,72300.0,0.0,72300.0,0.0,0.0,0.0
3947,r019,All agencies surveyed -> Departments -> Department of Health and Human Services -> Health Resources and Services Administration,All agencies surveyed,Departments,Department of Health and Human Services,Health Resources and Services Administration,4,10953.9,0.0,0.0,0.0,10953.9,0.0
3947,r020,All agencies surveyed -> Departments -> Department of Health and Human Services -> National Institutes of Health,All agencies surveyed,Departments,Department of Health and Human Services,National Institutes of Health,4,8709885.1,0.0,4714022.5,0.0,3060638.0,935224.6
3947,r021,All agencies surveyed -> Departments -> Department of Homeland Security,All agencies surveyed,Departments,Department of Homeland Security,,3,462.0,0.0,462.0,0.0,0.0,0.0
3947,r022,All agencies surveyed -> Departments -> Department of Homeland Security -> Science and Technology Directorate,All agencies surveyed,Departments,Department of Homeland Security,Science and Technology Directorate,4,462.0,0.0,462.0,0.0,0.0,0.0
3947,r023,All agencies surveyed -> Other agencies,All agencies surveyed,Other agencies,,,2,,,,,,
3947,r024,All agencies surveyed -> Other agencies -> National Aeronautics and Space Administration,All agencies surveyed,Other agencies,National Aeronautics and Space Administration,,3,30616.7,0.0,0.0,0.0,0.0,30616.7
3947,r025,All agencies surveyed -> Other agencies -> National Science Foundation,All agencies surveyed,Other agencies,National Science Foundation,,3,5298.7,0.0,5251.3,47.4,0.0,0.0
