table_id,row_id,time_period,_b_graduate_students_b_level_1,_b_graduate_students_b_level_2,_b_graduate_students_b_level_3,_b_graduate_students_b_hierarchy_depth,value
10657,r001,1980,Graduate students,Total,,2,74335
10657,r002,1980,Graduate students,U.S. citizens and permanent residents,Number,3,56438
10657,r003,1980,Graduate students,U.S. citizens and permanent residents,Percent,3,75.9
10657,r004,1980,Graduate students,Temporary visa holders,Number,3,17897
10657,r005,1980,Graduate students,Temporary visa holders,Percent,3,24.1
10657,r006,1980,Postdoctoral appointees,Total,,2,981
10657,r007,1980,Postdoctoral appointees,U.S. citizens and permanent residents,Number,3,303
10657,r008,1980,Postdoctoral appointees,U.S. citizens and permanent residents,Percent,3,30.9
10657,r009,1980,Postdoctoral appointees,Temporary visa holders,Number,3,678
10657,r010,1980,Postdoctoral appointees,Temporary visa holders,Percent,3,69.1
10657,r011,1981,Graduate students,Total,,2,79585
10657,r012,1981,Graduate students,U.S. citizens and permanent residents,Number,3,59898
10657,r013,1981,Graduate students,U.S. citizens and permanent residents,Percent,3,75.3
10657,r014,1981,Graduate students,Temporary visa holders,Number,3,19687
10657,r015,1981,Graduate students,Temporary visa holders,Percent,3,24.7
10657,r016,1981,Postdoctoral appointees,Total,,2,1040
10657,r017,1981,Postdoctoral appointees,U.S. citizens and permanent residents,Number,3,332
10657,r018,1981,Postdoctoral appointees,U.S. citizens and permanent residents,Percent,3,31.9
10657,r019,1981,Postdoctoral appointees,Temporary visa holders,Number,3,708
10657,r020,1981,Postdoctoral appointees,Temporary visa holders,Percent,3,68.1
10657,r021,1982,Graduate students,Total,,2,83720
10657,r022,1982,Graduate students,U.S. citizens and permanent residents,Number,3,58656
10657,r023,1982,Graduate students,U.S. citizens and permanent residents,Percent,3,70.1
10657,r024,1982,Graduate students,Temporary visa holders,Number,3,25064
10657,r025,1982,Graduate students,Temporary visa holders,Percent,3,29.9
10657,r026,1982,Postdoctoral appointees,Total,,2,980
10657,r027,1982,Postdoctoral appointees,U.S. citizens and permanent residents,Number,3,323
