table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_2018,field_2019,field_2020,field_2021_all_social_sciences,field_2021_anthropology,field_2021_economics,field_2021_political_science_and_government,field_2021_sociology_demography_and_population_studies,field_2021_social_sciences_nec
7994,r001,All institutions,All institutions,,1,-,"['2,721,777', '']","['2,805,154', '']","['2,953,545', '']","['2,842,033', '']","['109,546', '']","['549,132', '']","['425,661', '']","['552,551', '']","['1,205,143', '']"
7994,r002,"All institutions -> U. Michigan, Ann Arbor",All institutions,"U. Michigan, Ann Arbor",2,1,"['192,919', '']","['191,336', '']","['187,421', '']","['175,698', '']","['5,288', '']","['31,218', '']","['30,233', '']","['27,044', '']","['81,915', '']"
7994,r003,All institutions -> Harvard U.,All institutions,Harvard U.,2,2,"['134,493', '']","['141,321', '']","['142,484', '']","['136,543', '']","['1,692', '']","['30,422', '']","['37,058', '']","['5,495', '']","['61,876', '']"
7994,r004,All institutions -> U. Southern California,All institutions,U. Southern California,2,3,"['39,649', '']","['52,212', '']","['59,926', '']","['75,520', '']","['120', '']","['476', '']","['250', '']","['2,326', '']","['72,348', '']"
7994,r005,All institutions -> Arizona State U.,All institutions,Arizona State U.,2,4,"['80,110', '']","['86,570', '']","['83,980', '']","['73,205', '']","['12,679', '']","['7,814', '']","['13,141', '']","['3,802', '']","['35,769', '']"
7994,r006,"All institutions -> U. North Carolina, Chapel Hill",All institutions,"U. North Carolina, Chapel Hill",2,5,"['114,814', '']","['108,095', '']","['82,154', '']","['67,325', '']","['199', '']","['214', '']","['2,912', '']","['52,687', '']","['11,313', '']"
7994,r007,All institutions -> U. Wisconsin-Madison,All institutions,U. Wisconsin-Madison,2,6,"['47,110', '']","['48,019', '']","['59,239', '']","['63,043', '']","['682', '']","['8,813', '']","['8,695', '']","['6,042', '']","['38,811', '']"
7994,r008,"All institutions -> U. California, Los Angeles",All institutions,"U. California, Los Angeles",2,7,"['69,184', '']","['58,050', '']","['60,591', '']","['62,413', '']","['0', '']","['543', '']","['4,097', '']","['12,279', '']","['45,494', '']"
7994,r009,All institutions -> U. Maryland<sup>a</sup>,All institutions,U. Maryland<sup>a</sup>,2,8,"['na', '']","['66,691', '']","['64,636', '']","['58,423', '']","['688', '']","['1,275', '']","['5,583', '']","['5,473', '']","['45,404', '']"
7994,r010,All institutions -> Princeton U.,All institutions,Princeton U.,2,9,"['50,613', '']","['58,918', '']","['57,913', '']","['57,323', '']","['305', '']","['8,419', '']","['27,318', '']","['17,047', '']","['4,234', '']"
7994,r011,"All institutions -> U. California, Berkeley",All institutions,"U. California, Berkeley",2,10,"['58,150', '']","['61,374', '']","['60,568', '']","['56,908', '']","['512', '']","['29,543', '']","['8,965', '']","['4,810', '']","['13,078', '']"
7994,r012,All institutions -> George Mason U.,All institutions,George Mason U.,2,11,"['51,552', '']","['57,278', '']","['65,405', '']","['48,250', '']","['176', '']","['32,770', '']","['2,288', '']","['3,108', '']","['9,908', '']"
7994,r013,All institutions -> Massachusetts Institute of Technology,All institutions,Massachusetts Institute of Technology,2,12,"['38,166', '']","['46,532', '']","['51,477', '']","['47,850', '']","['0', '']","['32,590', '']","['2,958', '']","['25', '']","['12,277', '']"
7994,r014,All institutions -> U. Pennsylvania,All institutions,U. Pennsylvania,2,13,"['49,776', '']","['49,088', '']","['51,374', '']","['46,021', '']","['1,378', '']","['5,756', '']","['3,782', '']","['19,644', '']","['15,461', '']"
7994,r015,All institutions -> Michigan State U.,All institutions,Michigan State U.,2,14,"['25,610', '']","['27,037', '']","['50,407', '']","['45,620', '']","['1,122', '']","['18,907', '']","['2,661', '']","['3,383', '']","['19,547', '']"
7994,r016,"All institutions -> Indiana U., Bloomington",All institutions,"Indiana U., Bloomington",2,15,"['38,541', '']","['44,681', '']","['47,426', '']","['40,800', '']","['1,569', '']","['4,432', '']","['10,814', '']","['9,205', '']","['14,780', '']"
7994,r017,All institutions -> Duke U.,All institutions,Duke U.,2,16,"['34,186', '']","['34,532', '']","['36,760', '']","['36,432', '']","['1,278', '']","['2,930', '']","['469', '']","['11,349', '']","['20,406', '']"
7994,r018,All institutions -> Brandeis U.,All institutions,Brandeis U.,2,17,"['15,709', '']","['18,222', '']","['25,117', '']","['34,261', '']","['2,002', '']","['0', '']","['543', '']","['7,047', '']","['24,669', '']"
