table_id,row_id,time_period,_b_graduate_students_b_level_1,_b_graduate_students_b_level_2,_b_graduate_students_b_level_3,_b_graduate_students_b_hierarchy_depth,value
10655,r001,1980,Graduate students,Total,,2,367078
10655,r002,1980,Graduate students,U.S. citizens and permanent residents,Number,3,316776
10655,r003,1980,Graduate students,U.S. citizens and permanent residents,Percent,3,86.3
10655,r004,1980,Graduate students,Temporary visa holders,Number,3,50302
10655,r005,1980,Graduate students,Temporary visa holders,Percent,3,13.7
10655,r006,1980,Postdoctoral appointees,Total,,2,18399
10655,r007,1980,Postdoctoral appointees,U.S. citizens and permanent residents,Number,3,11893
10655,r008,1980,Postdoctoral appointees,U.S. citizens and permanent residents,Percent,3,64.6
10655,r009,1980,Postdoctoral appointees,Temporary visa holders,Number,3,6506
10655,r010,1980,Postdoctoral appointees,Temporary visa holders,Percent,3,35.4
10655,r011,1981,Graduate students,Total,,2,375130
10655,r012,1981,Graduate students,U.S. citizens and permanent residents,Number,3,320655
10655,r013,1981,Graduate students,U.S. citizens and permanent residents,Percent,3,85.5
10655,r014,1981,Graduate students,Temporary visa holders,Number,3,54475
10655,r015,1981,Graduate students,Temporary visa holders,Percent,3,14.5
10655,r016,1981,Postdoctoral appointees,Total,,2,19634
10655,r017,1981,Postdoctoral appointees,U.S. citizens and permanent residents,Number,3,12340
10655,r018,1981,Postdoctoral appointees,U.S. citizens and permanent residents,Percent,3,62.9
10655,r019,1981,Postdoctoral appointees,Temporary visa holders,Number,3,7294
10655,r020,1981,Postdoctoral appointees,Temporary visa holders,Percent,3,37.1
10655,r021,1982,Graduate students,Total,,2,382291
10655,r022,1982,Graduate students,U.S. citizens and permanent residents,Number,3,314458
10655,r023,1982,Graduate students,U.S. citizens and permanent residents,Percent,3,82.3
10655,r024,1982,Graduate students,Temporary visa holders,Number,3,67833
10655,r025,1982,Graduate students,Temporary visa holders,Percent,3,17.7
10655,r026,1982,Postdoctoral appointees,Total,,2,19363
10655,r027,1982,Postdoctoral appointees,U.S. citizens and permanent residents,Number,3,12129
10655,r028,1982,Postdoctoral appointees,U.S. citizens and permanent residents,Percent,3,62.6
10655,r029,1982,Postdoctoral appointees,Temporary visa holders,Number,3,7234
10655,r030,1982,Postdoctoral appointees,Temporary visa holders,Percent,3,37.4
10655,r031,1983,Graduate students,Total,,2,390432
10655,r032,1983,Graduate students,U.S. citizens and permanent residents,Number,3,317185
10655,r033,1983,Graduate students,U.S. citizens and permanent residents,Percent,3,81.2
10655,r034,1983,Graduate students,Temporary visa holders,Number,3,73247
10655,r035,1983,Graduate students,Temporary visa holders,Percent,3,18.8
10655,r036,1983,Postdoctoral appointees,Total,,2,20712
10655,r037,1983,Postdoctoral appointees,U.S. citizens and permanent residents,Number,3,13193
10655,r038,1983,Postdoctoral appointees,U.S. citizens and permanent residents,Percent,3,63.7
10655,r039,1983,Postdoctoral appointees,Temporary visa holders,Number,3,7519
10655,r040,1983,Postdoctoral appointees,Temporary visa holders,Percent,3,36.3
10655,r041,1984,Graduate students,Total,,2,394670
10655,r042,1984,Graduate students,U.S. citizens and permanent residents,Number,3,319648
10655,r043,1984,Graduate students,U.S. citizens and permanent residents,Percent,3,81.0
10655,r044,1984,Graduate students,Temporary visa holders,Number,3,75022
10655,r045,1984,Graduate students,Temporary visa holders,Percent,3,19.0
10655,r046,1984,Postdoctoral appointees,Total,,2,21535
10655,r047,1984,Postdoctoral appointees,U.S. citizens and permanent residents,Number,3,13548
10655,r048,1984,Postdoctoral appointees,U.S. citizens and permanent residents,Percent,3,62.9
10655,r049,1984,Postdoctoral appointees,Temporary visa holders,Number,3,7987
10655,r050,1984,Postdoctoral appointees,Temporary visa holders,Percent,3,37.1
10655,r051,1985,Graduate students,Total,,2,404021
10655,r052,1985,Graduate students,U.S. citizens and permanent residents,Number,3,324081
10655,r053,1985,Graduate students,U.S. citizens and permanent residents,Percent,3,80.2
10655,r054,1985,Graduate students,Temporary visa holders,Number,3,79940
10655,r055,1985,Graduate students,Temporary visa holders,Percent,3,19.8
10655,r056,1985,Postdoctoral appointees,Total,,2,22387
10655,r057,1985,Postdoctoral appointees,U.S. citizens and permanent residents,Number,3,13528
10655,r058,1985,Postdoctoral appointees,U.S. citizens and permanent residents,Percent,3,60.4
10655,r059,1985,Postdoctoral appointees,Temporary visa holders,Number,3,8859
10655,r060,1985,Postdoctoral appointees,Temporary visa holders,Percent,3,39.6
10655,r061,1986,Graduate students,Total,,2,415520
10655,r062,1986,Graduate students,U.S. citizens and permanent residents,Number,3,328234
10655,r063,1986,Graduate students,U.S. citizens and permanent residents,Percent,3,79.0
10655,r064,1986,Graduate students,Temporary visa holders,Number,3,87286
10655,r065,1986,Graduate students,Temporary visa holders,Percent,3,21.0
