table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_total_2016,field_total_2017,field_total_2018,field_total_2019,field_federally_financed_2016,field_federally_financed_2017,field_federally_financed_2018,field_federally_financed_2019
3161,r001,All institutions,All institutions,,1,-,"['13,028,867', '']","['13,723,718', '']","['14,512,898', '']","['15,386,607', '']","['7,698,393', '']","['8,178,673', '']","['8,569,283', '']","['9,260,282', '']"
3161,r002,All institutions -> U. Pennsylvania,All institutions,U. Pennsylvania,2,1,"['628,134', '']","['692,343', '']","['727,296', '']","['743,835', '']","['353,058', '']","['366,337', '']","['373,564', '']","['390,906', '']"
3161,r003,All institutions -> Harvard U.,All institutions,Harvard U.,2,2,"['421,924', '']","['479,595', '']","['486,362', '']","['536,371', '']","['252,430', '']","['286,092', '']","['299,638', '']","['337,304', '']"
3161,r004,All institutions -> Scripps Research Institute,All institutions,Scripps Research Institute,2,3,"['364,670', '']","['354,582', '']","['396,839', '']","['427,734', '']","['242,489', '']","['250,090', '']","['267,088', '']","['267,122', '']"
3161,r005,All institutions -> Icahn School of Medicine at Mount Sinai,All institutions,Icahn School of Medicine at Mount Sinai,2,4,"['263,875', '']","['275,705', '']","['300,271', '']","['359,149', '']","['144,627', '']","['159,892', '']","['169,196', '']","['198,767', '']"
3161,r006,"All institutions -> Washington U., Saint Louis",All institutions,"Washington U., Saint Louis",2,5,"['284,931', '']","['297,046', '']","['327,959', '']","['354,062', '']","['167,146', '']","['188,943', '']","['198,645', '']","['211,425', '']"
3161,r007,All institutions -> Johns Hopkins U.<sup>a</sup>,All institutions,Johns Hopkins U.<sup>a</sup>,2,6,"['295,388', 'i']","['289,980', 'i']","['288,079', 'i']","['326,327', 'i']","['207,407', '']","['201,514', '']","['194,395', '']","['228,297', '']"
3161,r008,All institutions -> Rockefeller U.,All institutions,Rockefeller U.,2,7,"['301,692', '']","['314,916', '']","['319,636', '']","['318,581', '']","['68,848', '']","['75,193', '']","['76,714', '']","['75,507', '']"
3161,r009,All institutions -> Cornell U.,All institutions,Cornell U.,2,8,"['318,787', '']","['299,232', '']","['298,172', '']","['314,443', '']","['127,086', '']","['127,657', '']","['128,421', '']","['146,718', '']"
3161,r010,All institutions -> Baylor C. of Medicine,All institutions,Baylor C. of Medicine,2,9,"['289,513', '']","['319,076', '']","['309,943', '']","['298,881', '']","['168,295', '']","['191,895', '']","['189,614', '']","['171,688', '']"
