table_id,row_id,_b_characteristic_b_full_path,_b_characteristic_b_level_1,_b_characteristic_b_level_2,_b_characteristic_b_level_3,_b_characteristic_b_level_4,_b_characteristic_b_hierarchy_depth,field_postdoctoral_appointees_number,field_postdoctoral_appointees_percent,field_doctorate_holding_nonfaculty_researchers_number,field_doctorate_holding_nonfaculty_researchers_percent
8360,r001,Institutions,Institutions,,,,1,137,19.6,89,12.7
8360,r002,Schools,Schools,,,,1,141,17.9,90,11.4
8360,r003,Units,Units,,,,1,158,0.7,102,0.5
8360,r004,All individuals,All individuals,,,,1,1200,100.0,529,100.0
8360,r005,All individuals -> Male,All individuals,Male,,,2,966,80.5,425,80.3
8360,r006,All individuals -> Female,All individuals,Female,,,2,234,19.5,104,19.7
8360,r007,All individuals -> U.S. citizens and permanent residents<sup>a</sup>,All individuals,U.S. citizens and permanent residents<sup>a</sup>,,,2,382,31.8,na,na
8360,r008,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Hispanic or Latino,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Hispanic or Latino,,3,22,1.8,na,na
8360,r009,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,,3,,,,
8360,r010,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> American Indian or Alaska Native,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,American Indian or Alaska Native,4,0,0.0,na,na
8360,r011,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Asian,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Asian,4,119,9.9,na,na
8360,r012,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Black or African American,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Black or African American,4,5,0.4,na,na
8360,r013,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Native Hawaiian or Other Pacific Islander,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,4,0,0.0,na,na
8360,r014,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> White,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,White,4,193,16.1,na,na
8360,r015,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> More than one race,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,More than one race,4,14,1.2,na,na
8360,r016,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Unknown ethnicity and race,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Unknown ethnicity and race,,3,29,2.4,na,na
8360,r017,All individuals -> Temporary visa holders,All individuals,Temporary visa holders,,,2,818,68.2,na,na
8360,r018,Primary source of support,Primary source of support,,,,1,,,,
8360,r019,Primary source of support -> Federal,Primary source of support,Federal,,,2,615,51.3,na,na
8360,r020,Primary source of support -> Nonfederal<sup>b</sup>,Primary source of support,Nonfederal<sup>b</sup>,,,2,519,43.3,na,na
8360,r021,Primary source of support -> Personal resources,Primary source of support,Personal resources,,,2,12,1.0,na,na
8360,r022,Primary source of support -> Unknown or not stated,Primary source of support,Unknown or not stated,,,2,54,4.5,na,na
8360,r023,Primary mechanism of support,Primary mechanism of support,,,,1,,,,
8360,r024,Primary mechanism of support -> Fellowships,Primary mechanism of support,Fellowships,,,2,138,11.5,na,na
8360,r025,Primary mechanism of support -> Research grants,Primary mechanism of support,Research grants,,,2,848,70.7,na,na
8360,r026,Primary mechanism of support -> Traineeships,Primary mechanism of support,Traineeships,,,2,11,0.9,na,na
8360,r027,Primary mechanism of support -> Other types of support,Primary mechanism of support,Other types of support,,,2,203,16.9,na,na
8360,r028,Degree type<sup>c</sup>,Degree type<sup>c</sup>,,,,1,,,,
8360,r029,Degree type<sup>c</sup> -> Doctoral degree,Degree type<sup>c</sup>,Doctoral degree,,,2,953,79.4,424,80.2
8360,r030,Degree type<sup>c</sup> -> Professional degree,Degree type<sup>c</sup>,Professional degree,,,2,17,1.4,26,4.9
8360,r031,Degree type<sup>c</sup> -> Dual degree,Degree type<sup>c</sup>,Dual degree,,,2,5,0.4,7,1.3
8360,r032,Degree type<sup>c</sup> -> Doctoral degree type unknown,Degree type<sup>c</sup>,Doctoral degree type unknown,,,2,225,18.8,72,13.6
8360,r033,Degree origin,Degree origin,,,,1,,,,
8360,r034,Degree origin -> United States,Degree origin,United States,,,2,524,43.7,na,na
8360,r035,Degree origin -> Foreign country,Degree origin,Foreign country,,,2,226,18.8,na,na
8360,r036,Degree origin -> Unknown,Degree origin,Unknown,,,2,450,37.5,na,na
