table_id,row_id,citizenship_ethnicity_race_sex_and_enrollment_status_full_path,citizenship_ethnicity_race_sex_and_enrollment_status_level_1,citizenship_ethnicity_race_sex_and_enrollment_status_level_2,citizenship_ethnicity_race_sex_and_enrollment_status_level_3,citizenship_ethnicity_race_sex_and_enrollment_status_level_4,citizenship_ethnicity_race_sex_and_enrollment_status_level_5,citizenship_ethnicity_race_sex_and_enrollment_status_level_6,citizenship_ethnicity_race_sex_and_enrollment_status_hierarchy_depth,field_2008,field_2009,field_2010,field_2011,field_2012,field_2013,field_2014,field_2015,field_2016,field_2017,field_2018
3242,r001,All enrolled,All enrolled,,,,,,1,6994763,7550124,7728586,7548346,7205476,7005973,6754202,6523745,6118995,5967768,5764720
3242,r002,All enrolled -> U.S. citizen and permanent resident,All enrolled,U.S. citizen and permanent resident,,,,,2,6889912,7451093,7628969,7452665,7111959,6914211,6658338,6418866,6025258,5878662,5677625
3242,r003,All enrolled -> U.S. citizen and permanent resident -> Hispanic or Latino<sup>a</sup>,All enrolled,U.S. citizen and permanent resident,Hispanic or Latino<sup>a</sup>,,,,3,1111309,1195768,1330306,1394763,1413299,1459329,1497385,1524700,1469476,1477144,1463807
3242,r004,All enrolled -> U.S. citizen and permanent resident -> Not Hispanic or Latino  ,All enrolled,U.S. citizen and permanent resident,Not Hispanic or Latino  ,,,,3,5778603,6255325,6298663,6057902,5698660,5454882,5160953,4894166,4555782,4401518,4213818
3242,r005,All enrolled -> U.S. citizen and permanent resident -> Not Hispanic or Latino   -> American Indian or Alaska Native,All enrolled,U.S. citizen and permanent resident,Not Hispanic or Latino  ,American Indian or Alaska Native,,,4,80195,83490,82205,77046,71647,68012,63563,60566,56562,53861,51196
3242,r006,All enrolled -> U.S. citizen and permanent resident -> Not Hispanic or Latino   -> Asian,All enrolled,U.S. citizen and permanent resident,Not Hispanic or Latino  ,Asian,,,4,na,na,na,394349,381298,377346,372386,369522,349161,343746,340365
3242,r007,All enrolled -> U.S. citizen and permanent resident -> Not Hispanic or Latino   -> Asian or Pacific Islander<sup>b</sup>,All enrolled,U.S. citizen and permanent resident,Not Hispanic or Latino  ,Asian or Pacific Islander<sup>b</sup>,,,4,442061,448451,440001,na,na,na,na,na,na,na,na
3242,r008,All enrolled -> U.S. citizen and permanent resident -> Not Hispanic or Latino   -> Black or African American,All enrolled,U.S. citizen and permanent resident,Not Hispanic or Latino  ,Black or African American,,,4,958205,1062455,1123604,1134855,1063846,1025336,971511,900731,835178,813268,772822
3242,r009,All enrolled -> U.S. citizen and permanent resident -> Not Hispanic or Latino   -> Native Hawaiian or Other Pacific Islander  ,All enrolled,U.S. citizen and permanent resident,Not Hispanic or Latino  ,Native Hawaiian or Other Pacific Islander  ,,,4,na,na,na,33950,29511,27967,26027,24602,21803,20933,19259
3242,r010,All enrolled -> U.S. citizen and permanent resident -> Not Hispanic or Latino   -> White,All enrolled,U.S. citizen and permanent resident,Not Hispanic or Latino  ,White,,,4,3828150,4013866,4023102,3837400,3633249,3453102,3245768,3075680,2863036,2747504,2607862
3242,r011,All enrolled -> U.S. citizen and permanent resident -> Not Hispanic or Latino   -> More than one race<sup>c</sup>,All enrolled,U.S. citizen and permanent resident,Not Hispanic or Latino  ,More than one race<sup>c</sup>,,,4,na,na,na,148929,165028,182465,193487,204471,193488,198739,201837
3242,r012,All enrolled -> U.S. citizen and permanent resident -> Not Hispanic or Latino   -> Other or unknown race or ethnicity,All enrolled,U.S. citizen and permanent resident,Not Hispanic or Latino  ,Other or unknown race or ethnicity,,,4,469992,647063,629751,431373,354081,320654,288211,258594,236554,223467,220477
3242,r013,All enrolled -> Temporary resident ,All enrolled,Temporary resident ,,,,,2,104851,99031,99617,95681,93517,91762,95864,104879,93737,89106,87095
3242,r014,All enrolled -> Female,All enrolled,Female,,,,,2,4047583,4339602,4441382,4353773,4140870,3989708,3841468,3691528,3468264,3391949,3303297
3242,r015,All enrolled -> Female -> U.S. citizen and permanent resident,All enrolled,Female,U.S. citizen and permanent resident,,,,3,3990288,4286525,4388088,4303814,4092746,3943506,3794163,3640336,3422016,3346700,3258664
3242,r016,All enrolled -> Female -> U.S. citizen and permanent resident -> Hispanic or Latino<sup>a</sup>,All enrolled,Female,U.S. citizen and permanent resident,Hispanic or Latino<sup>a</sup>,,,4,642976,688719,764614,804894,813689,835353,857400,873512,843592,851583,848182
3242,r017,All enrolled -> Female -> U.S. citizen and permanent resident -> Not Hispanic or Latino  ,All enrolled,Female,U.S. citizen and permanent resident,Not Hispanic or Latino  ,,,4,3347312,3597806,3623474,3498920,3279057,3108153,2936763,2766824,2578424,2495117,2410482
3242,r018,All enrolled -> Female -> U.S. citizen and permanent resident -> Not Hispanic or Latino   -> American Indian or Alaska Native,All enrolled,Female,U.S. citizen and permanent resident,Not Hispanic or Latino  ,American Indian or Alaska Native,,5,48529,49818,48804,46435,43229,40583,37717,36305,33839,32439,30994
3242,r019,All enrolled -> Female -> U.S. citizen and permanent resident -> Not Hispanic or Latino   -> Asian,All enrolled,Female,U.S. citizen and permanent resident,Not Hispanic or Latino  ,Asian,,5,na,na,na,209212,201454,197784,194751,193391,183424,181233,180794
3242,r020,All enrolled -> Female -> U.S. citizen and permanent resident -> Not Hispanic or Latino   -> Asian or Pacific Islander<sup>b</sup>,All enrolled,Female,U.S. citizen and permanent resident,Not Hispanic or Latino  ,Asian or Pacific Islander<sup>b</sup>,,5,239734,241908,235446,na,na,na,na,na,na,na,na
3242,r021,All enrolled -> Female -> U.S. citizen and permanent resident -> Not Hispanic or Latino   -> Black or African American,All enrolled,Female,U.S. citizen and permanent resident,Not Hispanic or Latino  ,Black or African American,,5,616786,676000,712632,718650,667307,632051,601008,555746,519181,506810,485958
3242,r022,All enrolled -> Female -> U.S. citizen and permanent resident -> Not Hispanic or Latino   -> Native Hawaiian or Other Pacific Islander  ,All enrolled,Female,U.S. citizen and permanent resident,Not Hispanic or Latino  ,Native Hawaiian or Other Pacific Islander  ,,5,na,na,na,18782,15982,15160,14135,12970,11941,11382,10829
3242,r023,All enrolled -> Female -> U.S. citizen and permanent resident -> Not Hispanic or Latino   -> White,All enrolled,Female,U.S. citizen and permanent resident,Not Hispanic or Latino  ,White,,5,2184852,2275388,2278055,2185067,2064316,1946744,1825581,1717741,1596474,1534178,1467337
3242,r024,All enrolled -> Female -> U.S. citizen and permanent resident -> Not Hispanic or Latino   -> More than one race<sup>c</sup>,All enrolled,Female,U.S. citizen and permanent resident,Not Hispanic or Latino  ,More than one race<sup>c</sup>,,5,na,na,na,86312,94744,104101,110296,116747,110551,114036,116944
3242,r025,All enrolled -> Female -> U.S. citizen and permanent resident -> Not Hispanic or Latino   -> Other or unknown race or ethnicity,All enrolled,Female,U.S. citizen and permanent resident,Not Hispanic or Latino  ,Other or unknown race or ethnicity,,5,257411,354692,348537,234462,192025,171730,153275,133924,123014,115039,117626
