table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_all_federal_obligations,field_r_d,field_r_d_plant,field_facilities_and_equipment_for_instruction_in_s_e,field_s_e_fellowships_traineeships_and_training_grants,field_other_general_support_for_s_e
10402,r030,"All institutions -> U. California, Davis",All institutions,"U. California, Davis",2,29,410039,385616,2473,0,11902,10048
10402,r031,"All institutions -> Ohio State U., The",All institutions,"Ohio State U., The",2,30,380003,353315,1418,0,11906,13364
10402,r032,"All institutions -> U. Alabama, The, Birmingham",All institutions,"U. Alabama, The, Birmingham",2,31,363792,336501,3546,0,13555,10190
10402,r033,All institutions -> Georgia Institute of Technology,All institutions,Georgia Institute of Technology,2,32,363429,345516,8596,0,1526,7791
10402,r034,"All institutions -> U. Texas, The, Austin",All institutions,"U. Texas, The, Austin",2,33,354482,330082,11759,0,11119,1522
10402,r035,All institutions -> U. Florida,All institutions,U. Florida,2,34,351105,319865,0,0,12370,18871
10402,r036,"All institutions -> U. Chicago, The",All institutions,"U. Chicago, The",2,35,337367,317243,6984,0,11045,2096
10402,r037,"All institutions -> Rutgers, The State U. New Jersey",All institutions,"Rutgers, The State U. New Jersey",2,36,330079,300545,4687,94,14688,10065
10402,r038,All institutions -> Boston U.,All institutions,Boston U.,2,37,329790,316001,256,0,9554,3979
10402,r039,"All institutions -> U. Utah, The",All institutions,"U. Utah, The",2,38,329498,301093,400,0,13665,14341
10402,r040,"All institutions -> Texas A&M U., College Station",All institutions,"Texas A&M U., College Station",2,39,321733,299165,153,1000,8947,12468
10402,r041,"All institutions -> U. California, Berkeley",All institutions,"U. California, Berkeley",2,40,320625,304630,750,0,13633,1611
10402,r042,"All institutions -> U. Maryland, College Park",All institutions,"U. Maryland, College Park",2,41,320385,310753,314,0,4837,4481
10402,r043,All institutions -> Michigan State U.,All institutions,Michigan State U.,2,42,309883,274656,12021,0,4548,18657
10402,r044,All institutions -> Oregon Health and Science U.,All institutions,Oregon Health and Science U.,2,43,301959,286096,0,0,10436,5427
10402,r045,"All institutions -> U. Illinois, Chicago",All institutions,"U. Illinois, Chicago",2,44,299000,263576,6749,0,19830,8845
10402,r046,"All institutions -> Purdue U., West Lafayette",All institutions,"Purdue U., West Lafayette",2,45,281157,238801,767,0,12642,28947
10402,r047,"All institutions -> U. Texas Southwestern Medical Center, The",All institutions,"U. Texas Southwestern Medical Center, The",2,46,278232,253373,0,0,4622,20237
10402,r048,All institutions -> U. Arizona,All institutions,U. Arizona,2,47,261376,236890,3593,246,11566,9081
10402,r049,"All institutions -> U. Maryland, Baltimore",All institutions,"U. Maryland, Baltimore",2,48,260252,245494,0,0,4954,9805
10402,r050,"All institutions -> U. California, Irvine",All institutions,"U. California, Irvine",2,49,258585,242999,3179,0,8219,4188
10402,r051,All institutions -> U. Kentucky,All institutions,U. Kentucky,2,50,246515,221038,2000,0,5698,17779
10402,r052,"All institutions -> Scripps Research Institute, The",All institutions,"Scripps Research Institute, The",2,51,245127,245127,0,0,0,0
10402,r053,"All institutions -> U. California, Santa Barbara",All institutions,"U. California, Santa Barbara",2,52,243269,231982,4462,0,4636,2189
10402,r054,"All institutions -> Indiana U.-Purdue U., Indianapolis",All institutions,"Indiana U.-Purdue U., Indianapolis",2,53,239833,234836,0,0,4997,0
10402,r055,All institutions -> U. Miami,All institutions,U. Miami,2,54,237229,221285,94,0,3968,11882
10402,r056,All institutions -> U. Virginia,All institutions,U. Virginia,2,55,236348,223387,660,0,8270,4031
10402,r057,"All institutions -> U. Illinois, Urbana-Champaign",All institutions,"U. Illinois, Urbana-Champaign",2,56,224388,196517,1217,0,7399,19254
10402,r058,All institutions -> U. Delaware,All institutions,U. Delaware,2,57,224254,213817,1012,0,3891,5533
10402,r059,All institutions -> U. Iowa,All institutions,U. Iowa,2,58,221561,210223,0,0,6101,5236
10402,r060,All institutions -> Case Western Reserve U.,All institutions,Case Western Reserve U.,2,59,221477,205896,694,0,6999,7888
10402,r061,All institutions -> U. Rochester,All institutions,U. Rochester,2,60,211097,199608,0,0,10008,1481
10402,r062,"All institutions -> U. Texas M. D. Anderson Cancer Center, The",All institutions,"U. Texas M. D. Anderson Cancer Center, The",2,61,210727,187597,0,0,2705,20425
10402,r063,All institutions -> Brown U.,All institutions,Brown U.,2,62,204619,197987,290,0,6246,97
10402,r064,All institutions -> Arizona State U.,All institutions,Arizona State U.,2,63,203312,188284,7144,0,5108,2776
10402,r065,All institutions -> North Carolina State U.,All institutions,North Carolina State U.,2,64,199732,158413,6278,0,8538,26503
10402,r066,All institutions -> Carnegie Mellon U.,All institutions,Carnegie Mellon U.,2,65,197400,192063,1381,0,1759,2197
10402,r067,All institutions -> California Institute of Technology,All institutions,California Institute of Technology,2,66,196422,188896,5429,0,1720,376
10402,r068,"All institutions -> U. Massachusetts, Medical School",All institutions,"U. Massachusetts, Medical School",2,67,195283,173376,0,0,6990,14918
10402,r069,All institutions -> Albert Einstein C. Medicine,All institutions,Albert Einstein C. Medicine,2,68,192612,180903,0,0,5158,6551
10402,r070,All institutions -> Oregon State U.,All institutions,Oregon State U.,2,69,192099,159471,12061,0,5808,14760
10402,r071,All institutions -> U. Connecticut,All institutions,U. Connecticut,2,70,191701,158097,20048,0,7220,6334
10402,r072,All institutions -> Woods Hole Oceanographic Institution,All institutions,Woods Hole Oceanographic Institution,2,71,190898,178122,1354,0,412,11009
10402,r073,"All institutions -> U. Wisconsin, System Office",All institutions,"U. Wisconsin, System Office",2,72,188678,156209,0,0,4955,27513
10402,r074,All institutions -> Association of Universities for Research in Astronomy,All institutions,Association of Universities for Research in Astronomy,2,73,180040,127634,52406,0,0,0
10402,r075,All institutions -> Virginia Polytechnic Institute and State U.,All institutions,Virginia Polytechnic Institute and State U.,2,74,178365,158747,1303,0,5758,12557
10402,r076,All institutions -> Princeton U.,All institutions,Princeton U.,2,75,172213,165425,609,0,5494,685
10402,r077,"All institutions -> U. Texas Health Science Center, The, Houston",All institutions,"U. Texas Health Science Center, The, Houston",2,76,161661,146302,0,0,3150,12209
10402,r078,All institutions -> U. Georgia,All institutions,U. Georgia,2,77,159971,144465,84,0,2301,13122
10402,r079,All institutions -> U. Cincinnati,All institutions,U. Cincinnati,2,78,145127,126962,0,0,6301,11864
10402,r080,All institutions -> Virginia Commonwealth U.,All institutions,Virginia Commonwealth U.,2,79,142411,120482,171,0,8361,13397
10402,r081,All institutions -> Medical U. South Carolina,All institutions,Medical U. South Carolina,2,80,141894,132997,0,0,5624,3273
10402,r082,"All institutions -> Louisiana State U., system office",All institutions,"Louisiana State U., system office",2,81,140293,121091,1463,0,7678,10062
10402,r083,"All institutions -> U. Kansas, Lawrence",All institutions,"U. Kansas, Lawrence",2,82,140182,132710,687,0,4019,2766
10402,r084,All institutions -> Wake Forest U.,All institutions,Wake Forest U.,2,83,138998,129454,0,0,4199,5344
10402,r085,All institutions -> Washington State U.,All institutions,Washington State U.,2,84,138143,108444,0,0,11607,18092
10402,r086,"All institutions -> U. Texas Health Science Center, The, San Antonio",All institutions,"U. Texas Health Science Center, The, San Antonio",2,85,138088,109918,0,0,5942,22228
10402,r087,"All institutions -> U. Oklahoma, The, Norman",All institutions,"U. Oklahoma, The, Norman",2,86,134165,127461,0,0,4958,1746
10402,r088,All institutions -> U. New Mexico,All institutions,U. New Mexico,2,87,133471,122415,0,0,10471,584
10402,r089,"All institutions -> U. South Florida, Tampa",All institutions,"U. South Florida, Tampa",2,88,133293,127839,0,0,2605,2850
10402,r090,All institutions -> Iowa State U.,All institutions,Iowa State U.,2,89,128505,98199,294,0,4875,25138
10402,r091,"All institutions -> U. Hawaii, Manoa",All institutions,"U. Hawaii, Manoa",2,90,125840,115616,1645,0,8287,292
10402,r092,All institutions -> Utah State U.,All institutions,Utah State U.,2,91,124741,114349,403,0,3627,6361
10402,r093,"All institutions -> Colorado State U., Fort Collins",All institutions,"Colorado State U., Fort Collins",2,92,123989,102277,11616,0,3906,6190
10402,r094,All institutions -> Medical C. Wisconsin,All institutions,Medical C. Wisconsin,2,93,122884,115904,0,0,2347,4633
10402,r095,All institutions -> U. Central Florida,All institutions,U. Central Florida,2,94,121234,115220,1215,0,4635,165
10402,r096,All institutions -> Florida State U.,All institutions,Florida State U.,2,95,120594,108386,8289,0,2747,1172
10402,r097,"All institutions -> George Washington U., The",All institutions,"George Washington U., The",2,96,117408,109926,0,0,7102,381
10402,r098,All institutions -> Northeastern U.,All institutions,Northeastern U.,2,97,115911,103698,7033,0,2715,2465
10402,r099,All institutions -> Temple U.,All institutions,Temple U.,2,98,115236,106541,0,0,4002,4693
10402,r100,All institutions -> Stony Brook U.,All institutions,Stony Brook U.,2,99,115021,108436,0,0,4810,1774
10402,r101,All institutions -> Dartmouth C.,All institutions,Dartmouth C.,2,100,113564,107126,0,0,5417,1021
10402,r102,"All institutions -> State U. New York, System Office",All institutions,"State U. New York, System Office",2,101,113319,103313,0,0,8559,1447
10402,r103,"All institutions -> U. California, Riverside",All institutions,"U. California, Riverside",2,102,108245,101555,0,0,2862,3828
10402,r104,All institutions -> Tulane U.,All institutions,Tulane U.,2,103,106803,102106,3271,0,1198,228
10402,r105,"All institutions -> U. Texas Medical Branch at Galveston, The",All institutions,"U. Texas Medical Branch at Galveston, The",2,104,102749,98980,0,0,2701,1068
10402,r106,"All institutions -> U. North Texas, Denton",All institutions,"U. North Texas, Denton",2,105,98646,93796,686,0,2164,2000
10402,r107,All institutions -> U. Vermont,All institutions,U. Vermont,2,106,98374,86567,730,0,3991,7087
10402,r108,"All institutions -> U. Alaska, Fairbanks",All institutions,"U. Alaska, Fairbanks",2,107,98159,92529,679,0,1806,3145
10402,r109,All institutions -> West Virginia U.,All institutions,West Virginia U.,2,108,97681,85750,1289,0,3529,7113
10402,r110,All institutions -> Tufts U.,All institutions,Tufts U.,2,109,96887,90063,3323,0,1781,1719
10402,r111,All institutions -> Thomas Jefferson U.,All institutions,Thomas Jefferson U.,2,110,94870,84012,0,0,3076,7782
10402,r112,All institutions -> Wayne State U.,All institutions,Wayne State U.,2,111,93999,82585,992,0,4292,6130
10402,r113,All institutions -> U. South Carolina,All institutions,U. South Carolina,2,112,93362,91472,0,0,1321,569
10402,r114,All institutions -> Mississippi State U.,All institutions,Mississippi State U.,2,113,92236,78040,0,0,3596,10600
10402,r115,All institutions -> Kansas State U.,All institutions,Kansas State U.,2,114,91796,70856,3431,0,4425,13083
10402,r116,"All institutions -> U. Nebraska, Medical Center",All institutions,"U. Nebraska, Medical Center",2,115,89617,88306,0,0,834,477
10402,r117,"All institutions -> U. Missouri, Columbia",All institutions,"U. Missouri, Columbia",2,116,89328,84377,3327,0,1624,0
10402,r118,All institutions -> U. Notre Dame,All institutions,U. Notre Dame,2,117,87549,83219,707,0,1480,2143
10402,r119,All institutions -> Clemson U.,All institutions,Clemson U.,2,118,84011,72009,0,0,2225,9777
10402,r120,All institutions -> Rice U.,All institutions,Rice U.,2,119,81949,76381,1043,0,3225,1299
10402,r121,All institutions -> U. Louisville,All institutions,U. Louisville,2,120,81125,72604,3333,0,3565,1622
10402,r122,"All institutions -> U. Oregon, Eugene",All institutions,"U. Oregon, Eugene",2,121,78761,76686,123,0,1250,703
10402,r123,All institutions -> George Mason U.,All institutions,George Mason U.,2,122,76375,65038,3330,0,2497,5510
10402,r124,All institutions -> Drexel U.,All institutions,Drexel U.,2,123,75675,68072,693,0,3826,3083
10402,r125,"All institutions -> U. California, Santa Cruz",All institutions,"U. California, Santa Cruz",2,124,75189,71365,0,0,1296,2529
10402,r126,"All institutions -> Auburn U., Auburn",All institutions,"Auburn U., Auburn",2,125,74736,56204,0,0,7663,10868
10402,r127,All institutions -> U. Rhode Island,All institutions,U. Rhode Island,2,126,73984,66662,0,0,3498,3824
10402,r128,"All institutions -> State U. New York, The, U. at Buffalo",All institutions,"State U. New York, The, U. at Buffalo",2,127,73806,69086,0,0,1886,2834
10402,r129,All institutions -> Arizona Board of Regents,All institutions,Arizona Board of Regents,2,128,73151,73151,0,0,0,0
10402,r130,"All institutions -> U. Hawaii, System Office",All institutions,"U. Hawaii, System Office",2,129,72492,54048,0,0,10293,8151
10402,r131,"All institutions -> Rockefeller U., The",All institutions,"Rockefeller U., The",2,130,72490,71092,0,0,1398,0
10402,r132,"All institutions -> Indiana U., Bloomington",All institutions,"Indiana U., Bloomington",2,131,72347,69507,450,0,2172,218
10402,r133,All institutions -> Georgetown U.,All institutions,Georgetown U.,2,132,71991,65123,0,0,4396,2472
10402,r134,All institutions -> Georgia State U.,All institutions,Georgia State U.,2,133,71078,65873,1603,0,3603,0
10402,r135,All institutions -> Rush U.,All institutions,Rush U.,2,134,70790,69058,0,0,1733,0
10402,r136,"All institutions -> U. Massachusetts, Amherst",All institutions,"U. Massachusetts, Amherst",2,135,68197,64560,1123,0,2191,323
10402,r137,All institutions -> Florida International U.,All institutions,Florida International U.,2,136,67851,60456,216,0,6346,833
10402,r138,All institutions -> U. Missouri System,All institutions,U. Missouri System,2,137,67735,46652,0,0,4110,16974
10402,r139,All institutions -> Augusta U.,All institutions,Augusta U.,2,138,67434,59525,0,0,3704,4205
10402,r140,"All institutions -> Montana State U., Bozeman",All institutions,"Montana State U., Bozeman",2,139,66767,56412,0,0,7708,2648
10402,r141,All institutions -> U. Arkansas for Medical Sciences,All institutions,U. Arkansas for Medical Sciences,2,140,61605,60810,0,0,795,0
10402,r142,"All institutions -> U. Tennessee, The, Knoxville",All institutions,"U. Tennessee, The, Knoxville",2,141,60170,48980,0,0,5748,5442
10402,r143,"All institutions -> U. Illinois, University Administration",All institutions,"U. Illinois, University Administration",2,142,59243,49978,0,1050,400,7814
10402,r144,"All institutions -> U. Mississippi, The, Oxford",All institutions,"U. Mississippi, The, Oxford",2,143,58797,57667,217,0,766,147
10402,r145,"All institutions -> U. Arkansas, Fayetteville",All institutions,"U. Arkansas, Fayetteville",2,144,58254,53422,2368,0,2463,0
10402,r146,"All institutions -> U. Nebraska, Lincoln",All institutions,"U. Nebraska, Lincoln",2,145,57879,51519,0,0,4001,2359
10402,r147,All institutions -> Northern Arizona U.,All institutions,Northern Arizona U.,2,146,57505,55442,0,0,1799,264
10402,r148,"All institutions -> U. Tennessee, The, Health Science Center",All institutions,"U. Tennessee, The, Health Science Center",2,147,57331,50833,6327,0,170,0
10402,r149,"All institutions -> U. New Hampshire, Manchester",All institutions,"U. New Hampshire, Manchester",2,148,57320,57320,0,0,0,0
10402,r150,"All institutions -> Oklahoma State U., Stillwater",All institutions,"Oklahoma State U., Stillwater",2,149,56647,42192,16,0,3839,10600
10402,r151,All institutions -> U. Wyoming,All institutions,U. Wyoming,2,150,55556,49763,0,0,1826,3967
10402,r152,All institutions -> Cold Spring Harbor Laboratory,All institutions,Cold Spring Harbor Laboratory,2,151,54532,53668,0,0,0,864
10402,r153,"All institutions -> San Diego State U., San Diego",All institutions,"San Diego State U., San Diego",2,152,52122,49193,0,0,2929,0
10402,r154,All institutions -> U. Idaho,All institutions,U. Idaho,2,153,52109,34381,8704,0,2753,6272
10402,r155,All institutions -> U. North Dakota,All institutions,U. North Dakota,2,154,51579,48577,692,0,2095,215
10402,r156,"All institutions -> North Dakota State U., Main Campus",All institutions,"North Dakota State U., Main Campus",2,155,47739,40422,0,0,896,6421
10402,r157,"All institutions -> U. Texas, The, Dallas",All institutions,"U. Texas, The, Dallas",2,156,47484,44255,0,0,1350,1879
10402,r158,All institutions -> Colorado School of Mines,All institutions,Colorado School of Mines,2,157,47031,43868,0,0,3162,0
10402,r159,All institutions -> U. Houston,All institutions,U. Houston,2,158,46448,45939,0,0,509,0
10402,r160,"All institutions -> Montana State U., Billings",All institutions,"Montana State U., Billings",2,159,46079,46079,0,0,0,0
10402,r161,"All institutions -> U. Texas, The, El Paso",All institutions,"U. Texas, The, El Paso",2,160,43907,31791,5478,0,5149,1490
10402,r162,All institutions -> North Carolina Agricultural and Technical State U.,All institutions,North Carolina Agricultural and Technical State U.,2,161,42438,25785,5553,0,4720,6380
10402,r163,"All institutions -> U. Nebraska, Central Administration",All institutions,"U. Nebraska, Central Administration",2,162,41102,25426,0,0,4748,10927
10402,r164,"All institutions -> New Mexico State U., Las Cruces",All institutions,"New Mexico State U., Las Cruces",2,163,40712,30639,476,0,5205,4392
10402,r165,"All institutions -> U. Texas, The, Arlington",All institutions,"U. Texas, The, Arlington",2,164,40227,30272,0,0,1359,8596
10402,r166,"All institutions -> U. Maryland, Baltimore County",All institutions,"U. Maryland, Baltimore County",2,165,39719,29657,284,0,6497,3281
10402,r167,All institutions -> Wichita State U.,All institutions,Wichita State U.,2,166,37520,37520,0,0,0,0
10402,r168,"All institutions -> U. Massachusetts, Central Office",All institutions,"U. Massachusetts, Central Office",2,167,37044,32219,0,0,166,4659
10402,r169,"All institutions -> U. Montana, Missoula",All institutions,"U. Montana, Missoula",2,168,36323,33865,88,0,2370,0
10402,r170,"All institutions -> Rensselaer Polytechnic Institute, Troy",All institutions,"Rensselaer Polytechnic Institute, Troy",2,169,35697,32758,304,427,698,1511
10402,r171,All institutions -> U. Corp. for Atmospheric Research,All institutions,U. Corp. for Atmospheric Research,2,170,35390,35390,0,0,0,0
10402,r172,All institutions -> Saint Louis U.,All institutions,Saint Louis U.,2,171,35359,31358,0,0,2206,1795
10402,r173,All institutions -> Nevada System of Higher Education,All institutions,Nevada System of Higher Education,2,172,35164,32871,200,0,268,1825
10402,r174,All institutions -> Howard U.,All institutions,Howard U.,2,173,34287,29811,379,0,3081,1017
10402,r175,All institutions -> U. Maine,All institutions,U. Maine,2,174,34064,33367,0,0,512,186
10402,r176,"All institutions -> U. Nebraska, Omaha",All institutions,"U. Nebraska, Omaha",2,175,32998,30377,0,0,641,1980
10402,r177,All institutions -> Brandeis U.,All institutions,Brandeis U.,2,176,32955,30098,144,0,2713,0
10402,r178,"All institutions -> U. Puerto Rico, Medical Sciences Campus",All institutions,"U. Puerto Rico, Medical Sciences Campus",2,177,32910,31244,0,0,1666,0
10402,r179,"All institutions -> CUNY, system office",All institutions,"CUNY, system office",2,178,32863,32780,0,0,83,0
10402,r180,"All institutions -> U. Alabama, The, Tuscaloosa",All institutions,"U. Alabama, The, Tuscaloosa",2,179,31815,29619,0,0,1971,225
10402,r181,All institutions -> New Jersey Institute of Technology,All institutions,New Jersey Institute of Technology,2,180,31762,27761,0,0,2863,1138
10402,r182,"All institutions -> U. Houston, System Administration",All institutions,"U. Houston, System Administration",2,181,31620,28112,0,0,1937,1571
10402,r183,"All institutions -> U. Nevada, Reno",All institutions,"U. Nevada, Reno",2,182,31607,31007,0,0,0,600
10402,r184,All institutions -> Michigan Technological U.,All institutions,Michigan Technological U.,2,183,30981,29218,446,0,1316,0
10402,r185,"All institutions -> U. Texas, The, San Antonio",All institutions,"U. Texas, The, San Antonio",2,184,30701,27883,404,0,2178,236
10402,r186,All institutions -> Texas Tech U.,All institutions,Texas Tech U.,2,185,30009,28972,0,0,1037,0
10402,r187,All institutions -> Naval Postgraduate School,All institutions,Naval Postgraduate School,2,186,29671,29671,0,0,0,0
10402,r188,All institutions -> Delaware State U.,All institutions,Delaware State U.,2,187,29335,22594,0,0,3068,3673
10402,r189,"All institutions -> U. Arkansas, System Office",All institutions,"U. Arkansas, System Office",2,188,29219,14479,0,0,6396,8345
10402,r190,"All institutions -> U. California, Merced",All institutions,"U. California, Merced",2,189,28887,20922,102,0,5349,2515
10402,r191,"All institutions -> U. Alabama, The, Huntsville",All institutions,"U. Alabama, The, Huntsville",2,190,28877,28239,439,0,0,198
10402,r192,All institutions -> Boston C.,All institutions,Boston C.,2,191,28420,26578,810,0,33,1000
10402,r193,All institutions -> Portland State U.,All institutions,Portland State U.,2,192,27743,25272,0,0,1990,481
10402,r194,All institutions -> Boise State U.,All institutions,Boise State U.,2,193,27229,24841,262,0,1131,995
10402,r195,All institutions -> Indiana U.,All institutions,Indiana U.,2,194,27074,19144,0,0,1420,6509
10402,r196,"All institutions -> Syracuse U., Syracuse",All institutions,"Syracuse U., Syracuse",2,195,26956,26020,3,0,557,377
10402,r197,All institutions -> Florida Atlantic U.,All institutions,Florida Atlantic U.,2,196,26206,22059,1000,0,1552,1595
10402,r198,"All institutions -> U. New Hampshire, Durham",All institutions,"U. New Hampshire, Durham",2,197,26116,22634,16,0,3252,213
10402,r199,"All institutions -> State U. New York, Upstate Medical U.",All institutions,"State U. New York, Upstate Medical U.",2,198,26092,22349,0,0,102,3641
10402,r200,"All institutions -> U. Massachusetts, Boston",All institutions,"U. Massachusetts, Boston",2,199,25976,24547,0,0,374,1055
10402,r201,"All institutions -> U. Toledo, The",All institutions,"U. Toledo, The",2,200,25834,23062,0,0,123,2650
10402,r202,All institutions -> Lehigh U.,All institutions,Lehigh U.,2,201,25715,25581,93,0,40,0
10402,r203,All institutions -> U. System New Hampshire,All institutions,U. System New Hampshire,2,202,25502,22503,0,0,2137,862
10402,r204,All institutions -> East Carolina U.,All institutions,East Carolina U.,2,203,25474,20519,0,0,4665,290
10402,r205,All institutions -> Morgan State U.,All institutions,Morgan State U.,2,204,25163,20659,400,0,3873,231
10402,r206,"All institutions -> SUNY, Downstate Health Sciences U.",All institutions,"SUNY, Downstate Health Sciences U.",2,205,25051,22290,0,0,761,2000
10402,r207,All institutions -> Prairie View A&M U.,All institutions,Prairie View A&M U.,2,206,24240,13611,0,0,3457,7172
10402,r208,All institutions -> U. South Alabama,All institutions,U. South Alabama,2,207,24146,16712,0,0,5685,1749
10402,r209,"All institutions -> U. Tennessee, System Office",All institutions,"U. Tennessee, System Office",2,208,24007,22359,692,0,659,296
10402,r210,All institutions -> Florida A&M U.,All institutions,Florida A&M U.,2,209,23652,16593,0,0,2880,4180
10402,r211,All institutions -> U. Louisiana at Lafayette,All institutions,U. Louisiana at Lafayette,2,210,23317,18240,4641,0,436,0
10402,r212,All institutions -> South Dakota State U.,All institutions,South Dakota State U.,2,211,22955,14256,243,0,1930,6526
10402,r213,All institutions -> Illinois Institute of Technology,All institutions,Illinois Institute of Technology,2,212,22789,22608,0,0,181,0
10402,r214,"All institutions -> Montana U. System, system office",All institutions,"Montana U. System, system office",2,213,22686,15138,0,0,1179,6369
10402,r215,"All institutions -> Catholic U. America, The",All institutions,"Catholic U. America, The",2,214,22085,21813,0,0,43,229
10402,r216,All institutions -> Tuskegee U.,All institutions,Tuskegee U.,2,215,21979,11528,346,0,8267,1838
10402,r217,All institutions -> Alabama A&M U.,All institutions,Alabama A&M U.,2,216,21957,11430,0,0,3606,6921
10402,r218,All institutions -> Tennessee State U.,All institutions,Tennessee State U.,2,217,21868,12893,0,0,3604,5371
10402,r219,"All institutions -> U. California, Cooperative Extension",All institutions,"U. California, Cooperative Extension",2,218,21840,9531,0,0,0,12309
10402,r220,"All institutions -> CUNY, City C.",All institutions,"CUNY, City C.",2,219,21758,17347,833,0,3308,269
10402,r221,All institutions -> Stevens Institute of Technology,All institutions,Stevens Institute of Technology,2,220,21636,20174,0,0,1387,75
10402,r222,All institutions -> Rochester Institute of Technology,All institutions,Rochester Institute of Technology,2,221,21523,17631,200,0,2866,827
10402,r223,"All institutions -> Loyola U., Chicago",All institutions,"Loyola U., Chicago",2,222,21234,16024,395,0,4374,441
10402,r224,"All institutions -> U. Massachusetts, Lowell",All institutions,"U. Massachusetts, Lowell",2,223,21018,16802,0,0,4212,4
10402,r225,All institutions -> U. Dayton,All institutions,U. Dayton,2,224,20333,20052,281,0,0,0
10402,r226,"All institutions -> Texas A&M U., System Office",All institutions,"Texas A&M U., System Office",2,225,20199,18120,0.05,0,0,2078
10402,r227,All institutions -> Morehouse School of Medicine,All institutions,Morehouse School of Medicine,2,226,20179,20010,0,0,23,146
10402,r228,All institutions -> Meharry Medical C.,All institutions,Meharry Medical C.,2,227,19916,11094,671,0,8150,0
10402,r229,"All institutions -> U. Texas Rio Grande Valley, The",All institutions,"U. Texas Rio Grande Valley, The",2,228,19606,14559,0,0,4802,244
10402,r230,"All institutions -> U. North Carolina, The, Charlotte",All institutions,"U. North Carolina, The, Charlotte",2,229,19445,18134,0,0,1311,0
