table_id,row_id,_b_citizenship_ethnicity_and_race_b_full_path,_b_citizenship_ethnicity_and_race_b_level_1,_b_citizenship_ethnicity_and_race_b_level_2,_b_citizenship_ethnicity_and_race_b_level_3,_b_citizenship_ethnicity_and_race_b_level_4,_b_citizenship_ethnicity_and_race_b_level_5,_b_citizenship_ethnicity_and_race_b_hierarchy_depth,field_part_time_total,field_part_time_male,field_part_time_female,field_full_time_total,field_full_time_male,field_full_time_female,field_full_time_first_time_total,field_full_time_first_time_male,field_full_time_first_time_female
8270,r001,"Doctoral students, imputation rate (%)","Doctoral students, imputation rate (%)",,,,,1,,,,,,,,,
8270,r002,"Doctoral students, imputation rate (%) -> All doctoral students","Doctoral students, imputation rate (%)",All doctoral students,,,,2,1.5,1.8,1.8,1.5,3.4,3.2,2.8,4.4,4.1
8270,r003,"Doctoral students, imputation rate (%) -> All doctoral students -> U.S. citizens and permanent residents<sup>a</sup>","Doctoral students, imputation rate (%)",All doctoral students,U.S. citizens and permanent residents<sup>a</sup>,,,3,,,,,,,,,
8270,r004,"Doctoral students, imputation rate (%) -> All doctoral students -> U.S. citizens and permanent residents<sup>a</sup> -> Hispanic or Latino","Doctoral students, imputation rate (%)",All doctoral students,U.S. citizens and permanent residents<sup>a</sup>,Hispanic or Latino,,4,2.3,1.6,2.5,3.3,3.5,4.7,3.2,3.9,4.0
8270,r005,"Doctoral students, imputation rate (%) -> All doctoral students -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino","Doctoral students, imputation rate (%)",All doctoral students,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,,4,,,,,,,,,
8270,r006,"Doctoral students, imputation rate (%) -> All doctoral students -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> American Indian or Alaska Native","Doctoral students, imputation rate (%)",All doctoral students,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,American Indian or Alaska Native,5,1.1,0.0,1.8,3.0,0.8,4.7,1.2,0.0,2.4
8270,r007,"Doctoral students, imputation rate (%) -> All doctoral students -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Asian","Doctoral students, imputation rate (%)",All doctoral students,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Asian,5,2.5,2.5,2.7,3.2,3.8,3.9,3.4,4.0,3.6
8270,r008,"Doctoral students, imputation rate (%) -> All doctoral students -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Black or African American","Doctoral students, imputation rate (%)",All doctoral students,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Black or African American,5,3.8,2.7,4.7,2.7,2.3,3.0,2.6,3.8,2.2
8270,r009,"Doctoral students, imputation rate (%) -> All doctoral students -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Native Hawaiian or Other Pacific Islander","Doctoral students, imputation rate (%)",All doctoral students,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,5,19.0,25.0,11.1,5.2,5.3,5.2,3.0,0.0,5.0
8270,r010,"Doctoral students, imputation rate (%) -> All doctoral students -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> White","Doctoral students, imputation rate (%)",All doctoral students,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,White,5,2.2,2.2,2.1,3.6,4.5,4.5,4.2,4.6,5.1
8270,r011,"Doctoral students, imputation rate (%) -> All doctoral students -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> More than one race","Doctoral students, imputation rate (%)",All doctoral students,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,More than one race,5,1.6,0.9,2.3,1.8,2.0,2.0,3.2,1.7,4.7
8270,r012,"Doctoral students, imputation rate (%) -> All doctoral students -> U.S. citizens and permanent residents<sup>a</sup> -> Unknown ethnicity and race","Doctoral students, imputation rate (%)",All doctoral students,U.S. citizens and permanent residents<sup>a</sup>,Unknown ethnicity and race,,4,3.6,2.5,5.0,4.2,4.2,4.7,4.5,4.4,5.5
8270,r013,"Doctoral students, imputation rate (%) -> Temporary visa holders","Doctoral students, imputation rate (%)",Temporary visa holders,,,,2,2.2,2.0,2.2,2.8,3.2,3.8,2.5,3.3,2.4
8270,r014,"Doctoral students, number imputed<sup>b</sup>","Doctoral students, number imputed<sup>b</sup>",,,,,1,,,,,,,,,
8270,r015,"Doctoral students, number imputed<sup>b</sup> -> All doctoral students","Doctoral students, number imputed<sup>b</sup>",All doctoral students,,,,2,564,351,310,3932,4856,3652,1316,1070,922
8270,r016,"Doctoral students, number imputed<sup>b</sup> -> All doctoral students -> U.S. citizens and permanent residents<sup>a</sup>","Doctoral students, number imputed<sup>b</sup>",All doctoral students,U.S. citizens and permanent residents<sup>a</sup>,,,3,,,,,,,,,
8270,r017,"Doctoral students, number imputed<sup>b</sup> -> All doctoral students -> U.S. citizens and permanent residents<sup>a</sup> -> Hispanic or Latino","Doctoral students, number imputed<sup>b</sup>",All doctoral students,U.S. citizens and permanent residents<sup>a</sup>,Hispanic or Latino,,4,60,19,36,580,297,439,118,66,78
8270,r018,"Doctoral students, number imputed<sup>b</sup> -> All doctoral students -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino","Doctoral students, number imputed<sup>b</sup>",All doctoral students,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,,4,,,,,,,,,
8270,r019,"Doctoral students, number imputed<sup>b</sup> -> All doctoral students -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> American Indian or Alaska Native","Doctoral students, number imputed<sup>b</sup>",All doctoral students,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,American Indian or Alaska Native,5,2,0,2,17,2,15,1,0,1
8270,r020,"Doctoral students, number imputed<sup>b</sup> -> All doctoral students -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Asian","Doctoral students, number imputed<sup>b</sup>",All doctoral students,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Asian,5,55,28,30,548,336,336,113,64,62
8270,r021,"Doctoral students, number imputed<sup>b</sup> -> All doctoral students -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Black or African American","Doctoral students, number imputed<sup>b</sup>",All doctoral students,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Black or African American,5,109,31,81,250,82,174,53,28,29
