table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_2018,field_2019,field_2020,field_2021_all_life_sciences,field_2021_agricultural_sciences,field_2021_biological_and_biomedical_sciences,field_2021_health_sciences,field_2021_natural_resources_and_conservation,field_2021_life_sciences_nec
7983,r001,All institutions,All institutions,,1,-,"['45,606,786', '']","['48,228,599', '']","['49,622,337', '']","['52,364,596', '']","['3,548,896', '']","['16,557,201', '']","['29,884,728', '']","['934,765', '']","['1,439,006', '']"
7983,r002,"All institutions -> U. California, San Francisco",All institutions,"U. California, San Francisco",2,1,"['1,532,722', '']","['1,529,156', '']","['1,581,411', '']","['1,639,862', '']","['0', '']","['2,520', '']","['1,637,342', '']","['0', '']","['0', '']"
7983,r003,All institutions -> U. Pennsylvania,All institutions,U. Pennsylvania,2,2,"['1,070,969', '']","['1,125,634', '']","['1,185,719', '']","['1,243,966', '']","['1,003', '']","['835,864', '']","['329,713', '']","['0', '']","['77,386', '']"
7983,r004,All institutions -> Johns Hopkins U.<sup>a</sup>,All institutions,Johns Hopkins U.<sup>a</sup>,2,3,"['991,451', 'i']","['1,053,401', 'i']","['1,047,668', 'i']","['1,069,865', 'i']","['0', 'i']","['350,122', 'i']","['719,743', 'i']","['0', 'i']","['0', 'i']"
7983,r005,All institutions -> U. Texas M. D. Anderson Cancer Center,All institutions,U. Texas M. D. Anderson Cancer Center,2,4,"['867,391', '']","['902,580', '']","['981,164', '']","['1,056,727', '']","['21,748', '']","['320,834', '']","['714,145', '']","['0', '']","['0', '']"
7983,r006,"All institutions -> U. California, Los Angeles",All institutions,"U. California, Los Angeles",2,5,"['917,899', '']","['925,447', '']","['989,602', '']","['1,053,540', '']","['0', '']","['33,765', '']","['1,019,775', '']","['0', '']","['0', '']"
7983,r007,All institutions -> Duke U.,All institutions,Duke U.,2,6,"['971,355', '']","['1,018,199', '']","['990,897', '']","['1,040,786', '']","['0', '']","['291,851', '']","['721,730', '']","['10,570', '']","['16,635', '']"
7983,r008,"All institutions -> U. Washington, Seattle",All institutions,"U. Washington, Seattle",2,7,"['954,565', '']","['954,062', '']","['963,264', '']","['1,013,261', '']","['277', '']","['286,353', '']","['685,723', '']","['26,061', '']","['14,847', '']"
7983,r009,All institutions -> Yale U.,All institutions,Yale U.,2,8,"['832,360', '']","['912,802', '']","['944,439', '']","['1,012,626', '']","['0', '']","['222,114', '']","['779,001', '']","['11,340', '']","['171', '']"
7983,r010,"All institutions -> U. Pittsburgh, Pittsburgh",All institutions,"U. Pittsburgh, Pittsburgh",2,9,"['863,086', '']","['935,756', '']","['954,315', '']","['983,251', '']","['501', '']","['304,345', '']","['678,383', '']","['0', '']","['22', '']"
