table_id,row_id,time_period,_b_all_full_time_graduate_students_b_level_1,_b_all_full_time_graduate_students_b_level_2,_b_all_full_time_graduate_students_b_level_3,_b_all_full_time_graduate_students_b_hierarchy_depth,value
10664,r001,1975,All full-time graduate students,Total,,2,219648
10664,r002,1975,All full-time graduate students,First time,Number,3,76686
10664,r003,1975,All full-time graduate students,First time,Percent,3,34.9
10664,r004,1975,Full-time master's students,Total,,2,na
10664,r005,1975,Full-time master's students,First time,Number,3,na
10664,r006,1975,Full-time master's students,First time,Percent,3,na
10664,r007,1975,Full-time doctoral students,Total,,2,na
10664,r008,1975,Full-time doctoral students,First time,Number,3,na
10664,r009,1975,Full-time doctoral students,First time,Percent,3,na
10664,r010,1976,All full-time graduate students,Total,,2,223412
10664,r011,1976,All full-time graduate students,First time,Number,3,90811
10664,r012,1976,All full-time graduate students,First time,Percent,3,40.6
10664,r013,1976,Full-time master's students,Total,,2,na
10664,r014,1976,Full-time master's students,First time,Number,3,na
10664,r015,1976,Full-time master's students,First time,Percent,3,na
10664,r016,1976,Full-time doctoral students,Total,,2,na
10664,r017,1976,Full-time doctoral students,First time,Number,3,na
10664,r018,1976,Full-time doctoral students,First time,Percent,3,na
10664,r019,1977,All full-time graduate students,Total,,2,226738
10664,r020,1977,All full-time graduate students,First time,Number,3,93116
10664,r021,1977,All full-time graduate students,First time,Percent,3,41.1
10664,r022,1977,Full-time master's students,Total,,2,na
10664,r023,1977,Full-time master's students,First time,Number,3,na
10664,r024,1977,Full-time master's students,First time,Percent,3,na
10664,r025,1977,Full-time doctoral students,Total,,2,na
10664,r026,1977,Full-time doctoral students,First time,Number,3,na
10664,r027,1977,Full-time doctoral students,First time,Percent,3,na
10664,r028,1978<sup>a</sup>,All full-time graduate students,Total,,2,223030
10664,r029,1978<sup>a</sup>,All full-time graduate students,First time,Number,3,70578
10664,r030,1978<sup>a</sup>,All full-time graduate students,First time,Percent,3,31.6
10664,r031,1978<sup>a</sup>,Full-time master's students,Total,,2,na
10664,r032,1978<sup>a</sup>,Full-time master's students,First time,Number,3,na
10664,r033,1978<sup>a</sup>,Full-time master's students,First time,Percent,3,na
10664,r034,1978<sup>a</sup>,Full-time doctoral students,Total,,2,na
10664,r035,1978<sup>a</sup>,Full-time doctoral students,First time,Number,3,na
10664,r036,1978<sup>a</sup>,Full-time doctoral students,First time,Percent,3,na
10664,r037,1979,All full-time graduate students,Total,,2,231760
10664,r038,1979,All full-time graduate students,First time,Number,3,76788
10664,r039,1979,All full-time graduate students,First time,Percent,3,33.1
10664,r040,1979,Full-time master's students,Total,,2,na
10664,r041,1979,Full-time master's students,First time,Number,3,na
10664,r042,1979,Full-time master's students,First time,Percent,3,na
10664,r043,1979,Full-time doctoral students,Total,,2,na
10664,r044,1979,Full-time doctoral students,First time,Number,3,na
10664,r045,1979,Full-time doctoral students,First time,Percent,3,na
10664,r046,1980,All full-time graduate students,Total,,2,238416
10664,r047,1980,All full-time graduate students,First time,Number,3,81259
10664,r048,1980,All full-time graduate students,First time,Percent,3,34.1
10664,r049,1980,Full-time master's students,Total,,2,na
10664,r050,1980,Full-time master's students,First time,Number,3,na
10664,r051,1980,Full-time master's students,First time,Percent,3,na
10664,r052,1980,Full-time doctoral students,Total,,2,na
10664,r053,1980,Full-time doctoral students,First time,Number,3,na
10664,r054,1980,Full-time doctoral students,First time,Percent,3,na
10664,r055,1981,All full-time graduate students,Total,,2,242049
10664,r056,1981,All full-time graduate students,First time,Number,3,80003
10664,r057,1981,All full-time graduate students,First time,Percent,3,33.1
10664,r058,1981,Full-time master's students,Total,,2,na
10664,r059,1981,Full-time master's students,First time,Number,3,na
10664,r060,1981,Full-time master's students,First time,Percent,3,na
10664,r061,1981,Full-time doctoral students,Total,,2,na
10664,r062,1981,Full-time doctoral students,First time,Number,3,na
10664,r063,1981,Full-time doctoral students,First time,Percent,3,na
10664,r064,1982,All full-time graduate students,Total,,2,244757
10664,r065,1982,All full-time graduate students,First time,Number,3,80257
10664,r066,1982,All full-time graduate students,First time,Percent,3,32.8
10664,r067,1982,Full-time master's students,Total,,2,na
10664,r068,1982,Full-time master's students,First time,Number,3,na
10664,r069,1982,Full-time master's students,First time,Percent,3,na
10664,r070,1982,Full-time doctoral students,Total,,2,na
10664,r071,1982,Full-time doctoral students,First time,Number,3,na
10664,r072,1982,Full-time doctoral students,First time,Percent,3,na
10664,r073,1983,All full-time graduate students,Total,,2,252017
10664,r074,1983,All full-time graduate students,First time,Number,3,81606
10664,r075,1983,All full-time graduate students,First time,Percent,3,32.4
10664,r076,1983,Full-time master's students,Total,,2,na
10664,r077,1983,Full-time master's students,First time,Number,3,na
10664,r078,1983,Full-time master's students,First time,Percent,3,na
10664,r079,1983,Full-time doctoral students,Total,,2,na
10664,r080,1983,Full-time doctoral students,First time,Number,3,na
10664,r081,1983,Full-time doctoral students,First time,Percent,3,na
10664,r082,1984,All full-time graduate students,Total,,2,253922
10664,r083,1984,All full-time graduate students,First time,Number,3,80186
10664,r084,1984,All full-time graduate students,First time,Percent,3,31.6
10664,r085,1984,Full-time master's students,Total,,2,na
10664,r086,1984,Full-time master's students,First time,Number,3,na
10664,r087,1984,Full-time master's students,First time,Percent,3,na
10664,r088,1984,Full-time doctoral students,Total,,2,na
10664,r089,1984,Full-time doctoral students,First time,Number,3,na
10664,r090,1984,Full-time doctoral students,First time,Percent,3,na
10664,r091,1985,All full-time graduate students,Total,,2,257287
10664,r092,1985,All full-time graduate students,First time,Number,3,80678
10664,r093,1985,All full-time graduate students,First time,Percent,3,31.4
10664,r094,1985,Full-time master's students,Total,,2,na
10664,r095,1985,Full-time master's students,First time,Number,3,na
10664,r096,1985,Full-time master's students,First time,Percent,3,na
10664,r097,1985,Full-time doctoral students,Total,,2,na
10664,r098,1985,Full-time doctoral students,First time,Number,3,na
10664,r099,1985,Full-time doctoral students,First time,Percent,3,na
10664,r100,1986,All full-time graduate students,Total,,2,266168
10664,r101,1986,All full-time graduate students,First time,Number,3,82548
10664,r102,1986,All full-time graduate students,First time,Percent,3,31.0
10664,r103,1986,Full-time master's students,Total,,2,na
10664,r104,1986,Full-time master's students,First time,Number,3,na
10664,r105,1986,Full-time master's students,First time,Percent,3,na
10664,r106,1986,Full-time doctoral students,Total,,2,na
10664,r107,1986,Full-time doctoral students,First time,Number,3,na
10664,r108,1986,Full-time doctoral students,First time,Percent,3,na
10664,r109,1987,All full-time graduate students,Total,,2,271056
10664,r110,1987,All full-time graduate students,First time,Number,3,80843
10664,r111,1987,All full-time graduate students,First time,Percent,3,29.8
10664,r112,1987,Full-time master's students,Total,,2,na
10664,r113,1987,Full-time master's students,First time,Number,3,na
10664,r114,1987,Full-time master's students,First time,Percent,3,na
10664,r115,1987,Full-time doctoral students,Total,,2,na
10664,r116,1987,Full-time doctoral students,First time,Number,3,na
10664,r117,1987,Full-time doctoral students,First time,Percent,3,na
10664,r118,1988,All full-time graduate students,Total,,2,275127
10664,r119,1988,All full-time graduate students,First time,Number,3,80580
10664,r120,1988,All full-time graduate students,First time,Percent,3,29.3
10664,r121,1988,Full-time master's students,Total,,2,na
10664,r122,1988,Full-time master's students,First time,Number,3,na
10664,r123,1988,Full-time master's students,First time,Percent,3,na
10664,r124,1988,Full-time doctoral students,Total,,2,na
10664,r125,1988,Full-time doctoral students,First time,Number,3,na
10664,r126,1988,Full-time doctoral students,First time,Percent,3,na
10664,r127,1989,All full-time graduate students,Total,,2,282648
10664,r128,1989,All full-time graduate students,First time,Number,3,84532
10664,r129,1989,All full-time graduate students,First time,Percent,3,29.9
10664,r130,1989,Full-time master's students,Total,,2,na
10664,r131,1989,Full-time master's students,First time,Number,3,na
10664,r132,1989,Full-time master's students,First time,Percent,3,na
10664,r133,1989,Full-time doctoral students,Total,,2,na
10664,r134,1989,Full-time doctoral students,First time,Number,3,na
10664,r135,1989,Full-time doctoral students,First time,Percent,3,na
10664,r136,1990,All full-time graduate students,Total,,2,292782
10664,r137,1990,All full-time graduate students,First time,Number,3,87401
10664,r138,1990,All full-time graduate students,First time,Percent,3,29.9
10664,r139,1990,Full-time master's students,Total,,2,na
10664,r140,1990,Full-time master's students,First time,Number,3,na
10664,r141,1990,Full-time master's students,First time,Percent,3,na
10664,r142,1990,Full-time doctoral students,Total,,2,na
10664,r143,1990,Full-time doctoral students,First time,Number,3,na
10664,r144,1990,Full-time doctoral students,First time,Percent,3,na
10664,r145,1991,All full-time graduate students,Total,,2,307010
10664,r146,1991,All full-time graduate students,First time,Number,3,93147
10664,r147,1991,All full-time graduate students,First time,Percent,3,30.3
10664,r148,1991,Full-time master's students,Total,,2,na
10664,r149,1991,Full-time master's students,First time,Number,3,na
10664,r150,1991,Full-time master's students,First time,Percent,3,na
10664,r151,1991,Full-time doctoral students,Total,,2,na
10664,r152,1991,Full-time doctoral students,First time,Number,3,na
10664,r153,1991,Full-time doctoral students,First time,Percent,3,na
10664,r154,1992,All full-time graduate students,Total,,2,322555
10664,r155,1992,All full-time graduate students,First time,Number,3,95802
10664,r156,1992,All full-time graduate students,First time,Percent,3,29.7
10664,r157,1992,Full-time master's students,Total,,2,na
10664,r158,1992,Full-time master's students,First time,Number,3,na
10664,r159,1992,Full-time master's students,First time,Percent,3,na
10664,r160,1992,Full-time doctoral students,Total,,2,na
10664,r161,1992,Full-time doctoral students,First time,Number,3,na
10664,r162,1992,Full-time doctoral students,First time,Percent,3,na
10664,r163,1993,All full-time graduate students,Total,,2,329644
10664,r164,1993,All full-time graduate students,First time,Number,3,92748
10664,r165,1993,All full-time graduate students,First time,Percent,3,28.1
10664,r166,1993,Full-time master's students,Total,,2,na
10664,r167,1993,Full-time master's students,First time,Number,3,na
10664,r168,1993,Full-time master's students,First time,Percent,3,na
10664,r169,1993,Full-time doctoral students,Total,,2,na
10664,r170,1993,Full-time doctoral students,First time,Number,3,na
10664,r171,1993,Full-time doctoral students,First time,Percent,3,na
10664,r172,1994,All full-time graduate students,Total,,2,332088
10664,r173,1994,All full-time graduate students,First time,Number,3,92171
10664,r174,1994,All full-time graduate students,First time,Percent,3,27.8
10664,r175,1994,Full-time master's students,Total,,2,na
10664,r176,1994,Full-time master's students,First time,Number,3,na
10664,r177,1994,Full-time master's students,First time,Percent,3,na
10664,r178,1994,Full-time doctoral students,Total,,2,na
10664,r179,1994,Full-time doctoral students,First time,Number,3,na
10664,r180,1994,Full-time doctoral students,First time,Percent,3,na
10664,r181,1995,All full-time graduate students,Total,,2,329283
10664,r182,1995,All full-time graduate students,First time,Number,3,89482
10664,r183,1995,All full-time graduate students,First time,Percent,3,27.2
10664,r184,1995,Full-time master's students,Total,,2,na
10664,r185,1995,Full-time master's students,First time,Number,3,na
10664,r186,1995,Full-time master's students,First time,Percent,3,na
10664,r187,1995,Full-time doctoral students,Total,,2,na
10664,r188,1995,Full-time doctoral students,First time,Number,3,na
10664,r189,1995,Full-time doctoral students,First time,Percent,3,na
10664,r190,1996,All full-time graduate students,Total,,2,328536
10664,r191,1996,All full-time graduate students,First time,Number,3,88984
10664,r192,1996,All full-time graduate students,First time,Percent,3,27.1
10664,r193,1996,Full-time master's students,Total,,2,na
10664,r194,1996,Full-time master's students,First time,Number,3,na
10664,r195,1996,Full-time master's students,First time,Percent,3,na
10664,r196,1996,Full-time doctoral students,Total,,2,na
10664,r197,1996,Full-time doctoral students,First time,Number,3,na
10664,r198,1996,Full-time doctoral students,First time,Percent,3,na
10664,r199,1997,All full-time graduate students,Total,,2,327289
10664,r200,1997,All full-time graduate students,First time,Number,3,89177
10664,r201,1997,All full-time graduate students,First time,Percent,3,27.2
10664,r202,1997,Full-time master's students,Total,,2,na
10664,r203,1997,Full-time master's students,First time,Number,3,na
10664,r204,1997,Full-time master's students,First time,Percent,3,na
10664,r205,1997,Full-time doctoral students,Total,,2,na
10664,r206,1997,Full-time doctoral students,First time,Number,3,na
10664,r207,1997,Full-time doctoral students,First time,Percent,3,na
10664,r208,1998,All full-time graduate students,Total,,2,327389
10664,r209,1998,All full-time graduate students,First time,Number,3,90828
10664,r210,1998,All full-time graduate students,First time,Percent,3,27.7
10664,r211,1998,Full-time master's students,Total,,2,na
10664,r212,1998,Full-time master's students,First time,Number,3,na
10664,r213,1998,Full-time master's students,First time,Percent,3,na
10664,r214,1998,Full-time doctoral students,Total,,2,na
10664,r215,1998,Full-time doctoral students,First time,Number,3,na
10664,r216,1998,Full-time doctoral students,First time,Percent,3,na
10664,r217,1999,All full-time graduate students,Total,,2,334423
10664,r218,1999,All full-time graduate students,First time,Number,3,92214
10664,r219,1999,All full-time graduate students,First time,Percent,3,27.6
10664,r220,1999,Full-time master's students,Total,,2,na
10664,r221,1999,Full-time master's students,First time,Number,3,na
10664,r222,1999,Full-time master's students,First time,Percent,3,na
10664,r223,1999,Full-time doctoral students,Total,,2,na
10664,r224,1999,Full-time doctoral students,First time,Number,3,na
10664,r225,1999,Full-time doctoral students,First time,Percent,3,na
10664,r226,2000,All full-time graduate students,Total,,2,341283
10664,r227,2000,All full-time graduate students,First time,Number,3,94340
10664,r228,2000,All full-time graduate students,First time,Percent,3,27.6
10664,r229,2000,Full-time master's students,Total,,2,na
10664,r230,2000,Full-time master's students,First time,Number,3,na
10664,r231,2000,Full-time master's students,First time,Percent,3,na
10664,r232,2000,Full-time doctoral students,Total,,2,na
10664,r233,2000,Full-time doctoral students,First time,Number,3,na
10664,r234,2000,Full-time doctoral students,First time,Percent,3,na
10664,r235,2001,All full-time graduate students,Total,,2,354522
10664,r236,2001,All full-time graduate students,First time,Number,3,98112
10664,r237,2001,All full-time graduate students,First time,Percent,3,27.7
10664,r238,2001,Full-time master's students,Total,,2,na
10664,r239,2001,Full-time master's students,First time,Number,3,na
10664,r240,2001,Full-time master's students,First time,Percent,3,na
10664,r241,2001,Full-time doctoral students,Total,,2,na
10664,r242,2001,Full-time doctoral students,First time,Number,3,na
10664,r243,2001,Full-time doctoral students,First time,Percent,3,na
10664,r244,2002,All full-time graduate students,Total,,2,378991
10664,r245,2002,All full-time graduate students,First time,Number,3,104184
10664,r246,2002,All full-time graduate students,First time,Percent,3,27.5
10664,r247,2002,Full-time master's students,Total,,2,na
10664,r248,2002,Full-time master's students,First time,Number,3,na
10664,r249,2002,Full-time master's students,First time,Percent,3,na
10664,r250,2002,Full-time doctoral students,Total,,2,na
10664,r251,2002,Full-time doctoral students,First time,Number,3,na
10664,r252,2002,Full-time doctoral students,First time,Percent,3,na
10664,r253,2003,All full-time graduate students,Total,,2,397420
10664,r254,2003,All full-time graduate students,First time,Number,3,107715
10664,r255,2003,All full-time graduate students,First time,Percent,3,27.1
10664,r256,2003,Full-time master's students,Total,,2,na
10664,r257,2003,Full-time master's students,First time,Number,3,na
10664,r258,2003,Full-time master's students,First time,Percent,3,na
10664,r259,2003,Full-time doctoral students,Total,,2,na
10664,r260,2003,Full-time doctoral students,First time,Number,3,na
10664,r261,2003,Full-time doctoral students,First time,Percent,3,na
10664,r262,2004,All full-time graduate students,Total,,2,402573
10664,r263,2004,All full-time graduate students,First time,Number,3,106544
10664,r264,2004,All full-time graduate students,First time,Percent,3,26.5
10664,r265,2004,Full-time master's students,Total,,2,na
10664,r266,2004,Full-time master's students,First time,Number,3,na
10664,r267,2004,Full-time master's students,First time,Percent,3,na
10664,r268,2004,Full-time doctoral students,Total,,2,na
10664,r269,2004,Full-time doctoral students,First time,Number,3,na
10664,r270,2004,Full-time doctoral students,First time,Percent,3,na
10664,r271,2005,All full-time graduate students,Total,,2,406620
10664,r272,2005,All full-time graduate students,First time,Number,3,110219
10664,r273,2005,All full-time graduate students,First time,Percent,3,27.1
10664,r274,2005,Full-time master's students,Total,,2,na
10664,r275,2005,Full-time master's students,First time,Number,3,na
10664,r276,2005,Full-time master's students,First time,Percent,3,na
10664,r277,2005,Full-time doctoral students,Total,,2,na
10664,r278,2005,Full-time doctoral students,First time,Number,3,na
10664,r279,2005,Full-time doctoral students,First time,Percent,3,na
10664,r280,2006,All full-time graduate students,Total,,2,419015
10664,r281,2006,All full-time graduate students,First time,Number,3,116482
10664,r282,2006,All full-time graduate students,First time,Percent,3,27.8
10664,r283,2006,Full-time master's students,Total,,2,na
10664,r284,2006,Full-time master's students,First time,Number,3,na
10664,r285,2006,Full-time master's students,First time,Percent,3,na
10664,r286,2006,Full-time doctoral students,Total,,2,na
10664,r287,2006,Full-time doctoral students,First time,Number,3,na
10664,r288,2006,Full-time doctoral students,First time,Percent,3,na
10664,r289,2007old<sup>b</sup>,All full-time graduate students,Total,,2,430860
10664,r290,2007old<sup>b</sup>,All full-time graduate students,First time,Number,3,120236
10664,r291,2007old<sup>b</sup>,All full-time graduate students,First time,Percent,3,27.9
10664,r292,2007old<sup>b</sup>,Full-time master's students,Total,,2,na
10664,r293,2007old<sup>b</sup>,Full-time master's students,First time,Number,3,na
10664,r294,2007old<sup>b</sup>,Full-time master's students,First time,Percent,3,na
10664,r295,2007old<sup>b</sup>,Full-time doctoral students,Total,,2,na
10664,r296,2007old<sup>b</sup>,Full-time doctoral students,First time,Number,3,na
10664,r297,2007old<sup>b</sup>,Full-time doctoral students,First time,Percent,3,na
10664,r298,2007new<sup>b</sup>,All full-time graduate students,Total,,2,437365
10664,r299,2007new<sup>b</sup>,All full-time graduate students,First time,Number,3,122449
10664,r300,2007new<sup>b</sup>,All full-time graduate students,First time,Percent,3,28.0
10664,r301,2007new<sup>b</sup>,Full-time master's students,Total,,2,na
10664,r302,2007new<sup>b</sup>,Full-time master's students,First time,Number,3,na
10664,r303,2007new<sup>b</sup>,Full-time master's students,First time,Percent,3,na
10664,r304,2007new<sup>b</sup>,Full-time doctoral students,Total,,2,na
10664,r305,2007new<sup>b</sup>,Full-time doctoral students,First time,Number,3,na
10664,r306,2007new<sup>b</sup>,Full-time doctoral students,First time,Percent,3,na
10664,r307,2008,All full-time graduate students,Total,,2,449613
10664,r308,2008,All full-time graduate students,First time,Number,3,130635
10664,r309,2008,All full-time graduate students,First time,Percent,3,29.1
10664,r310,2008,Full-time master's students,Total,,2,na
10664,r311,2008,Full-time master's students,First time,Number,3,na
10664,r312,2008,Full-time master's students,First time,Percent,3,na
10664,r313,2008,Full-time doctoral students,Total,,2,na
10664,r314,2008,Full-time doctoral students,First time,Number,3,na
