table_id,row_id,_b_state_institutional_control_and_institution_b_full_path,_b_state_institutional_control_and_institution_b_level_1,_b_state_institutional_control_and_institution_b_level_2,_b_state_institutional_control_and_institution_b_level_3,_b_state_institutional_control_and_institution_b_level_4,_b_state_institutional_control_and_institution_b_hierarchy_depth,field_all_r_d_expenditures,field_computer_and_information_sciences,field_geosciences_atmospheric_sciences_and_ocean_sciences,field_life_sciences,field_mathematics_and_statistics,field_physical_sciences,field_psychology,field_social_sciences,field_sciences_nec,field_engineering,field_all_non_s_e_fields
12732,r001,United States,United States,,,,1,"['160,140', '']","['7,678', '']","['7,845', '']","['52,503', '']","['3,857', '']","['20,268', '']","['3,955', '']","['13,745', '']","['4,572', '']","['6,740', '']","['38,977', '']"
12732,r002,United States -> Public,United States,Public,,,2,"['68,963', '']","['3,696', '']","['4,205', '']","['20,929', '']","['1,799', '']","['8,004', '']","['847', '']","['6,029', '']","['1,568', '']","['2,688', '']","['19,198', '']"
12732,r003,United States -> Private,United States,Private,,,2,"['91,177', '']","['3,982', '']","['3,640', '']","['31,574', '']","['2,058', '']","['12,264', '']","['3,108', '']","['7,716', '']","['3,004', '']","['4,052', '']","['19,779', '']"
12732,r004,United States -> Alabama,United States,Alabama,,,2,"['2,999', '']","['65', '']","['100', '']","['832', '']","['366', '']","['347', '']","['11', '']","['22', '']","['153', '']","['53', '']","['1,050', '']"
12732,r005,United States -> Alabama -> Public,United States,Alabama,Public,,3,"['2,261', '']","['65', '']","['100', '']","['336', '']","['366', '']","['347', '']","['11', '']","['22', '']","['13', '']","['7', '']","['994', '']"
12732,r006,"United States -> Alabama -> Public -> Auburn U., Montgomery",United States,Alabama,Public,"Auburn U., Montgomery",4,"['1,281', '']","['65', '']","['0', '']","['179', '']","['99', '']","['213', '']","['3', '']","['21', '']","['13', '']","['0', '']","['688', '']"
12732,r007,United States -> Alabama -> Public -> Jacksonville State U.,United States,Alabama,Public,Jacksonville State U.,4,"['538', '']","['0', '']","['90', '']","['153', '']","['57', '']","['0', '']","['0', '']","['0', '']","['0', '']","['6', '']","['232', '']"
12732,r008,United States -> Alabama -> Public -> U. North Alabama,United States,Alabama,Public,U. North Alabama,4,"['442', '']","['0', '']","['10', '']","['4', '']","['210', '']","['134', '']","['8', '']","['1', '']","['0', '']","['1', '']","['74', '']"
12732,r009,United States -> Alabama -> Private,United States,Alabama,Private,,3,"['738', '']","['0', '']","['0', '']","['496', '']","['0', '']","['0', '']","['0', '']","['0', '']","['140', '']","['46', '']","['56', '']"
12732,r010,"United States -> Alabama -> Private -> Alabama C., Osteopathic Medicine",United States,Alabama,Private,"Alabama C., Osteopathic Medicine",4,"['311', '']","['0', '']","['0', '']","['311', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12732,r011,United States -> Alabama -> Private -> Oakwood U.,United States,Alabama,Private,Oakwood U.,4,"['427', '']","['0', '']","['0', '']","['185', '']","['0', '']","['0', '']","['0', '']","['0', '']","['140', '']","['46', '']","['56', '']"
12732,r012,United States -> Arizona,United States,Arizona,,,2,"['600', '']","['0', '']","['0', '']","['600', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12732,r013,United States -> Arizona -> Private,United States,Arizona,Private,,3,"['600', '']","['0', '']","['0', '']","['600', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12732,r014,United States -> Arizona -> Private -> Sonoran U. Health Sciences,United States,Arizona,Private,Sonoran U. Health Sciences,4,"['600', '']","['0', '']","['0', '']","['600', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12732,r015,United States -> Arkansas,United States,Arkansas,,,2,"['2,337', '']","['70', '']","['0', '']","['674', '']","['62', '']","['643', '']","['8', '']","['283', '']","['193', '']","['194', '']","['210', '']"
12732,r016,United States -> Arkansas -> Public,United States,Arkansas,Public,,3,"['1,095', '']","['19', '']","['0', '']","['22', '']","['62', '']","['312', '']","['8', '']","['253', '']","['193', '']","['16', '']","['210', '']"
12732,r017,United States -> Arkansas -> Public -> Arkansas Tech U.,United States,Arkansas,Public,Arkansas Tech U.,4,"['668', '']","['6', '']","['0', '']","['0', '']","['62', '']","['67', '']","['0', '']","['253', '']","['193', '']","['13', '']","['74', '']"
12732,r018,United States -> Arkansas -> Public -> Southern Arkansas U.,United States,Arkansas,Public,Southern Arkansas U.,4,"['427', '']","['13', '']","['0', '']","['22', '']","['0', '']","['245', '']","['8', '']","['0', '']","['0', '']","['3', '']","['136', '']"
12732,r019,United States -> Arkansas -> Private,United States,Arkansas,Private,,3,"['1,242', '']","['51', '']","['0', '']","['652', '']","['0', '']","['331', '']","['0', '']","['30', '']","['0', '']","['178', '']","['0', '']"
12732,r020,United States -> Arkansas -> Private -> Arkansas C. of Health Education,United States,Arkansas,Private,Arkansas C. of Health Education,4,"['277', '']","['51', '']","['0', '']","['226', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12732,r021,United States -> Arkansas -> Private -> Hendrix C.,United States,Arkansas,Private,Hendrix C.,4,"['587', '']","['0', '']","['0', '']","['226', '']","['0', '']","['331', '']","['0', '']","['30', '']","['0', '']","['0', '']","['0', '']"
12732,r022,United States -> Arkansas -> Private -> Ouachita Baptist U.,United States,Arkansas,Private,Ouachita Baptist U.,4,"['378', '']","['0', '']","['0', '']","['200', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['178', '']","['0', '']"
12732,r023,United States -> California,United States,California,,,2,"['6,031', '']","['71', '']","['75', '']","['2,247', '']","['176', '']","['390', '']","['934', '']","['612', '']","['586', '']","['352', '']","['588', '']"
12732,r024,United States -> California -> Public,United States,California,Public,,3,"['305', '']","['0', '']","['66', '']","['0', '']","['155', '']","['0', '']","['0', '']","['5', '']","['0', '']","['79', '']","['0', '']"
12732,r025,"United States -> California -> Public -> California State U., Maritime Academy",United States,California,Public,"California State U., Maritime Academy",4,"['305', '']","['0', '']","['66', '']","['0', '']","['155', '']","['0', '']","['0', '']","['5', '']","['0', '']","['79', '']","['0', '']"
12732,r026,United States -> California -> Private,United States,California,Private,,3,"['5,726', '']","['71', '']","['9', '']","['2,247', '']","['21', '']","['390', '']","['934', '']","['607', '']","['586', '']","['273', '']","['588', '']"
12732,r027,United States -> California -> Private -> California Baptist U.,United States,California,Private,California Baptist U.,4,"['554', '']","['0', '']","['0', '']","['0', '']","['0', '']","['118', '']","['140', '']","['0', '']","['61', '']","['178', '']","['57', '']"
12732,r028,United States -> California -> Private -> California Lutheran U.,United States,California,Private,California Lutheran U.,4,"['1,279', '']","['9', '']","['9', '']","['213', '']","['0', '']","['61', '']","['13', '']","['249', '']","['376', '']","['65', '']","['284', '']"
12732,r029,United States -> California -> Private -> Dominican U. California,United States,California,Private,Dominican U. California,4,"['1,001', 'i']","['62', 'i']","['0', 'i']","['904', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['1', 'i']","['0', 'i']","['34', 'i']"
12732,r030,United States -> California -> Private -> Fuller Theological Seminary,United States,California,Private,Fuller Theological Seminary,4,"['271', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['271', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12732,r031,United States -> California -> Private -> Life Chiropractic C.-West,United States,California,Private,Life Chiropractic C.-West,4,"['350', '']","['0', '']","['0', '']","['350', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12732,r032,United States -> California -> Private -> Palo Alto U.,United States,California,Private,Palo Alto U.,4,"['473', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['473', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']"
12732,r033,United States -> California -> Private -> Pitzer C.,United States,California,Private,Pitzer C.,4,"['330', '']","['0', '']","['0', '']","['33', '']","['11', '']","['0', '']","['31', '']","['114', '']","['0', '']","['0', '']","['141', '']"
12732,r034,United States -> California -> Private -> Point Loma Nazarene U.,United States,California,Private,Point Loma Nazarene U.,4,"['482', '']","['0', '']","['0', '']","['150', '']","['0', '']","['0', '']","['0', '']","['184', '']","['148', '']","['0', '']","['0', '']"
12732,r035,United States -> California -> Private -> Southern California U. of Health Sciences,United States,California,Private,Southern California U. of Health Sciences,4,"['378', '']","['0', '']","['0', '']","['378', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12732,r036,United States -> California -> Private -> Westmont C.,United States,California,Private,Westmont C.,4,"['388', 'i']","['0', 'i']","['0', 'i']","['126', 'i']","['10', 'i']","['195', 'i']","['2', 'i']","['25', 'i']","['0', 'i']","['30', 'i']","['0', 'i']"
12732,r037,United States -> California -> Private -> Whittier C.,United States,California,Private,Whittier C.,4,"['220', '']","['0', '']","['0', '']","['93', '']","['0', '']","['16', '']","['4', '']","['35', '']","['0', '']","['0', '']","['72', '']"
12732,r038,United States -> Colorado,United States,Colorado,,,2,"['3,039', '']","['28', '']","['52', '']","['1,061', '']","['82', '']","['348', '']","['20', '']","['141', '']","['0', '']","['216', '']","['1,091', '']"
12732,r039,United States -> Colorado -> Public,United States,Colorado,Public,,3,"['2,260', '']","['11', '']","['52', '']","['492', '']","['61', '']","['232', '']","['0', '']","['115', '']","['0', '']","['216', '']","['1,081', '']"
12732,r040,United States -> Colorado -> Public -> Colorado Mesa U.,United States,Colorado,Public,Colorado Mesa U.,4,"['443', '']","['0', '']","['51', '']","['141', '']","['0', '']","['151', '']","['0', '']","['100', '']","['0', '']","['0', '']","['0', '']"
12732,r041,United States -> Colorado -> Public -> Metropolitan State U. of Denver,United States,Colorado,Public,Metropolitan State U. of Denver,4,"['651', '']","['7', '']","['1', '']","['76', '']","['61', '']","['67', '']","['0', '']","['15', '']","['0', '']","['212', '']","['212', '']"
12732,r042,United States -> Colorado -> Public -> Western Colorado U.,United States,Colorado,Public,Western Colorado U.,4,"['1,166', '']","['4', '']","['0', '']","['275', '']","['0', '']","['14', '']","['0', '']","['0', '']","['0', '']","['4', '']","['869', '']"
12732,r043,United States -> Colorado -> Private,United States,Colorado,Private,,3,"['779', '']","['17', '']","['0', '']","['569', '']","['21', '']","['116', '']","['20', '']","['26', '']","['0', '']","['0', '']","['10', '']"
12732,r044,United States -> Colorado -> Private -> Regis U.,United States,Colorado,Private,Regis U.,4,"['779', '']","['17', '']","['0', '']","['569', '']","['21', '']","['116', '']","['20', '']","['26', '']","['0', '']","['0', '']","['10', '']"
12732,r045,United States -> Connecticut,United States,Connecticut,,,2,"['2,184', '']","['555', '']","['64', '']","['816', '']","['29', '']","['177', '']","['65', '']","['87', '']","['0', '']","['61', '']","['330', '']"
12732,r046,United States -> Connecticut -> Public,United States,Connecticut,Public,,3,"['424', '']","['0', '']","['0', '']","['304', '']","['0', '']","['8', '']","['16', '']","['10', '']","['0', '']","['0', '']","['86', '']"
12732,r047,United States -> Connecticut -> Public -> Western Connecticut State U.,United States,Connecticut,Public,Western Connecticut State U.,4,"['424', '']","['0', '']","['0', '']","['304', '']","['0', '']","['8', '']","['16', '']","['10', '']","['0', '']","['0', '']","['86', '']"
12732,r048,United States -> Connecticut -> Private,United States,Connecticut,Private,,3,"['1,760', '']","['555', '']","['64', '']","['512', '']","['29', '']","['169', '']","['49', '']","['77', '']","['0', '']","['61', '']","['244', '']"
12732,r049,United States -> Connecticut -> Private -> Quinnipiac U.,United States,Connecticut,Private,Quinnipiac U.,4,"['1,218', 'i']","['32', 'i']","['64', 'i']","['512', 'i']","['29', 'i']","['169', 'i']","['49', 'i']","['77', 'i']","['0', 'i']","['61', 'i']","['225', 'i']"
12732,r050,United States -> Connecticut -> Private -> U. Bridgeport,United States,Connecticut,Private,U. Bridgeport,4,"['542', '']","['523', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['19', '']"
12732,r051,United States -> Florida,United States,Florida,,,2,"['5,880', '']","['22', '']","['1,540', '']","['1,571', '']","['11', '']","['774', '']","['93', '']","['634', '']","['559', '']","['0', '']","['676', '']"
12732,r052,United States -> Florida -> Private,United States,Florida,Private,,3,"['5,880', '']","['22', '']","['1,540', '']","['1,571', '']","['11', '']","['774', '']","['93', '']","['634', '']","['559', '']","['0', '']","['676', '']"
12732,r053,United States -> Florida -> Private -> Barry U.,United States,Florida,Private,Barry U.,4,"['469', '']","['0', '']","['0', '']","['237', '']","['0', '']","['74', '']","['0', '']","['122', '']","['0', '']","['0', '']","['36', '']"
12732,r054,United States -> Florida -> Private -> Bethune-Cookman U.,United States,Florida,Private,Bethune-Cookman U.,4,"['682', '']","['0', '']","['0', '']","['187', '']","['0', '']","['0', '']","['0', '']","['0', '']","['495', '']","['0', '']","['0', '']"
12732,r055,United States -> Florida -> Private -> Eckerd C.,United States,Florida,Private,Eckerd C.,4,"['1,599', '']","['0', '']","['1,106', '']","['92', '']","['0', '']","['174', '']","['0', '']","['19', '']","['0', '']","['0', '']","['208', '']"
12732,r056,United States -> Florida -> Private -> Jacksonville U.,United States,Florida,Private,Jacksonville U.,4,"['200', '']","['0', '']","['185', '']","['15', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
