table_id,row_id,time_period,_b_graduate_students_b_level_1,_b_graduate_students_b_level_2,_b_graduate_students_b_level_3,_b_graduate_students_b_hierarchy_depth,value
10651,r001,1977,Graduate students,Total,,2,345374
10651,r002,1977,Graduate students,Male,Number,3,244924
10651,r003,1977,Graduate students,Male,Percent,3,70.9
10651,r004,1977,Graduate students,Female,Number,3,100450
10651,r005,1977,Graduate students,Female,Percent,3,29.1
10651,r006,1977,Postdoctoral appointees,Total,,2,na
10651,r007,1977,Postdoctoral appointees,Male,Number,3,na
10651,r008,1977,Postdoctoral appointees,Male,Percent,3,na
10651,r009,1977,Postdoctoral appointees,Female,Number,3,na
10651,r010,1977,Postdoctoral appointees,Female,Percent,3,na
10651,r011,1977,Doctorate-holding nonfaculty researchers,Total,,2,na
10651,r012,1977,Doctorate-holding nonfaculty researchers,Male,Number,3,na
10651,r013,1977,Doctorate-holding nonfaculty researchers,Male,Percent,3,na
10651,r014,1977,Doctorate-holding nonfaculty researchers,Female,Number,3,na
10651,r015,1977,Doctorate-holding nonfaculty researchers,Female,Percent,3,na
10651,r016,1978,Graduate students,Total,,2,339912
10651,r017,1978,Graduate students,Male,Number,3,NA
10651,r018,1978,Graduate students,Male,Percent,3,NA
10651,r019,1978,Graduate students,Female,Number,3,NA
10651,r020,1978,Graduate students,Female,Percent,3,NA
10651,r021,1978,Postdoctoral appointees,Total,,2,na
10651,r022,1978,Postdoctoral appointees,Male,Number,3,na
10651,r023,1978,Postdoctoral appointees,Male,Percent,3,na
10651,r024,1978,Postdoctoral appointees,Female,Number,3,na
10651,r025,1978,Postdoctoral appointees,Female,Percent,3,na
10651,r026,1978,Doctorate-holding nonfaculty researchers,Total,,2,na
10651,r027,1978,Doctorate-holding nonfaculty researchers,Male,Number,3,na
10651,r028,1978,Doctorate-holding nonfaculty researchers,Male,Percent,3,na
10651,r029,1978,Doctorate-holding nonfaculty researchers,Female,Number,3,na
10651,r030,1978,Doctorate-holding nonfaculty researchers,Female,Percent,3,na
10651,r031,1979,Graduate students,Total,,2,357578
10651,r032,1979,Graduate students,Male,Number,3,240839
10651,r033,1979,Graduate students,Male,Percent,3,67.4
10651,r034,1979,Graduate students,Female,Number,3,116739
10651,r035,1979,Graduate students,Female,Percent,3,32.6
10651,r036,1979,Postdoctoral appointees,Total,,2,18101
10651,r037,1979,Postdoctoral appointees,Male,Number,3,14761
10651,r038,1979,Postdoctoral appointees,Male,Percent,3,81.5
10651,r039,1979,Postdoctoral appointees,Female,Number,3,3340
10651,r040,1979,Postdoctoral appointees,Female,Percent,3,18.5
10651,r041,1979,Doctorate-holding nonfaculty researchers,Total,,2,2687
10651,r042,1979,Doctorate-holding nonfaculty researchers,Male,Number,3,2076
10651,r043,1979,Doctorate-holding nonfaculty researchers,Male,Percent,3,77.3
10651,r044,1979,Doctorate-holding nonfaculty researchers,Female,Number,3,611
10651,r045,1979,Doctorate-holding nonfaculty researchers,Female,Percent,3,22.7
10651,r046,1980,Graduate students,Total,,2,367078
10651,r047,1980,Graduate students,Male,Number,3,242956
10651,r048,1980,Graduate students,Male,Percent,3,66.2
10651,r049,1980,Graduate students,Female,Number,3,124122
10651,r050,1980,Graduate students,Female,Percent,3,33.8
10651,r051,1980,Postdoctoral appointees,Total,,2,18399
10651,r052,1980,Postdoctoral appointees,Male,Number,3,14856
10651,r053,1980,Postdoctoral appointees,Male,Percent,3,80.7
10651,r054,1980,Postdoctoral appointees,Female,Number,3,3543
10651,r055,1980,Postdoctoral appointees,Female,Percent,3,19.3
10651,r056,1980,Doctorate-holding nonfaculty researchers,Total,,2,3260
10651,r057,1980,Doctorate-holding nonfaculty researchers,Male,Number,3,2571
10651,r058,1980,Doctorate-holding nonfaculty researchers,Male,Percent,3,78.9
10651,r059,1980,Doctorate-holding nonfaculty researchers,Female,Number,3,689
10651,r060,1980,Doctorate-holding nonfaculty researchers,Female,Percent,3,21.1
10651,r061,1981,Graduate students,Total,,2,375130
10651,r062,1981,Graduate students,Male,Number,3,243558
10651,r063,1981,Graduate students,Male,Percent,3,64.9
10651,r064,1981,Graduate students,Female,Number,3,131572
10651,r065,1981,Graduate students,Female,Percent,3,35.1
10651,r066,1981,Postdoctoral appointees,Total,,2,19634
10651,r067,1981,Postdoctoral appointees,Male,Number,3,15554
10651,r068,1981,Postdoctoral appointees,Male,Percent,3,79.2
10651,r069,1981,Postdoctoral appointees,Female,Number,3,4080
10651,r070,1981,Postdoctoral appointees,Female,Percent,3,20.8
10651,r071,1981,Doctorate-holding nonfaculty researchers,Total,,2,3559
10651,r072,1981,Doctorate-holding nonfaculty researchers,Male,Number,3,2809
10651,r073,1981,Doctorate-holding nonfaculty researchers,Male,Percent,3,78.9
10651,r074,1981,Doctorate-holding nonfaculty researchers,Female,Number,3,750
10651,r075,1981,Doctorate-holding nonfaculty researchers,Female,Percent,3,21.1
10651,r076,1982,Graduate students,Total,,2,382291
10651,r077,1982,Graduate students,Male,Number,3,246298
10651,r078,1982,Graduate students,Male,Percent,3,64.4
10651,r079,1982,Graduate students,Female,Number,3,135993
