table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_all_r_d_expenditures,field_computer_and_information_sciences,field_geosciences_atmospheric_sciences_and_ocean_sciences,field_life_sciences,field_mathematics_and_statistics,field_physical_sciences,field_psychology,field_social_sciences,field_sciences_nec,field_engineering,field_all_non_s_e_fields
7964,r001,All institutions,All institutions,,1,-,"['49,143,460', '']","['1,994,728', '']","['2,145,163', '']","['28,452,956', '']","['475,827', '']","['3,852,415', '']","['812,660', '']","['955,852', '']","['374,088', '']","['8,714,829', '']","['1,364,942', '']"
7964,r002,All institutions -> Johns Hopkins U.<sup>a</sup>,All institutions,Johns Hopkins U.<sup>a</sup>,2,1,"['2,774,643', '']","['258,141', '']","['73,509', '']","['765,565', '']","['113,772', '']","['321,641', '']","['5,471', '']","['2,726', '']","['48,543', '']","['1,183,154', '']","['2,121', '']"
7964,r003,"All institutions -> U. Washington, Seattle",All institutions,"U. Washington, Seattle",2,2,"['1,046,377', '']","['17,605', '']","['105,493', '']","['683,132', '']","['5,223', '']","['52,053', '']","['9,989', '']","['6,899', '']","['0', '']","['119,758', '']","['46,225', '']"
7964,r004,"All institutions -> U. Michigan, Ann Arbor",All institutions,"U. Michigan, Ann Arbor",2,3,"['891,125', '']","['5,841', '']","['7,910', '']","['549,127', '']","['5,490', '']","['38,670', '']","['6,813', '']","['85,904', '']","['1,805', '']","['180,607', '']","['8,958', '']"
7964,r005,All institutions -> Georgia Institute of Technology,All institutions,Georgia Institute of Technology,2,4,"['852,319', '']","['121,473', '']","['7,744', '']","['11,713', '']","['3,808', '']","['22,213', '']","['1,944', '']","['3,055', '']","['0', '']","['666,235', '']","['14,134', '']"
7964,r006,All institutions -> Columbia U. in the City of New York,All institutions,Columbia U. in the City of New York,2,5,"['831,648', '']","['24,889', '']","['53,955', '']","['611,343', '']","['2,190', '']","['40,994', '']","['3,688', '']","['2,513', '']","['0', '']","['64,962', '']","['27,114', '']"
7964,r007,All institutions -> Stanford U.,All institutions,Stanford U.,2,6,"['811,183', '']","['14,181', '']","['8,901', '']","['578,172', '']","['5,209', '']","['72,190', '']","['10,678', '']","['5,926', '']","['0', '']","['89,861', '']","['26,065', '']"
7964,r008,"All institutions -> U. California, San Diego",All institutions,"U. California, San Diego",2,7,"['801,117', '']","['18,932', '']","['107,137', '']","['465,019', '']","['2,995', '']","['54,485', '']","['13,008', '']","['5,282', '']","['6,414', '']","['100,212', '']","['27,633', '']"
7964,r009,All institutions -> U. Pennsylvania,All institutions,U. Pennsylvania,2,8,"['792,089', '']","['16,523', '']","['749', '']","['644,430', '']","['3,206', '']","['39,630', '']","['9,265', '']","['12,742', '']","['1', '']","['49,526', '']","['16,017', '']"
7964,r010,All institutions -> Duke U.,All institutions,Duke U.,2,9,"['776,632', '']","['4,468', '']","['5,406', '']","['638,716', '']","['6,364', '']","['19,826', '']","['4,657', '']","['21,294', '']","['7', '']","['74,308', '']","['1,586', '']"
7964,r011,"All institutions -> U. North Carolina, Chapel Hill",All institutions,"U. North Carolina, Chapel Hill",2,10,"['747,895', '']","['27,834', '']","['11,575', '']","['569,385', '']","['4,735', '']","['25,924', '']","['24,136', '']","['43,473', '']","['0', '']","['19,983', '']","['20,850', '']"
7964,r012,"All institutions -> U. Pittsburgh, Pittsburgh",All institutions,"U. Pittsburgh, Pittsburgh",2,11,"['724,993', '']","['6,917', '']","['7,431', '']","['628,092', '']","['1,861', '']","['16,509', '']","['14,484', '']","['2,223', '']","['4,484', '']","['37,749', '']","['5,243', '']"
