table_id,row_id,industry_and_company_size_full_path,industry_and_company_size_level_1,industry_and_company_size_level_2,industry_and_company_size_level_3,industry_and_company_size_level_4,industry_and_company_size_level_5,industry_and_company_size_hierarchy_depth,field_naics_code,field_2008,field_2009,field_2010,field_2011,field_2012,field_2013,field_2014,field_2015,field_2016,field_2017,field_2018,field_2019,field_2020,field_2021,field_2022
12343,r011,All industries -> Manufacturing industries -> Chemicals -> Basic chemicals,All industries,Manufacturing industries,Chemicals,Basic chemicals,,4,3251,"['1,198', '&nbsp;']","['797', '&nbsp;']","['861', '&nbsp;']","['D', '&nbsp;']","['695', '&nbsp;']","['716', '&nbsp;']","['784', '&nbsp;']","['636', '&nbsp;']","['537', '  ']","['557', '  ']","['603', '&nbsp;']","['742', '&nbsp;']","['758', '  ']","['997', '  ']","['956', '  ']"
12343,r012,"All industries -> Manufacturing industries -> Chemicals -> Resin, synthetic rubber, and artificial synthetic fibers and filaments",All industries,Manufacturing industries,Chemicals,"Resin, synthetic rubber, and artificial synthetic fibers and filaments",,4,3252,"['224', '&nbsp;']","['260', '&nbsp;']","['255', '&nbsp;']","['319', '&nbsp;']","['D', '&nbsp;']","['597', '&nbsp;']","['688', '&nbsp;']","['579', '&nbsp;']","['333', '  ']","['264', '  ']","['774 - 798', '&nbsp;']","['523', '&nbsp;']","['512', '  ']","['580', 'i ']","['539', '  ']"
12343,r013,"All industries -> Manufacturing industries -> Chemicals -> Pesticide, fertilizer, and other agricultural chemicals",All industries,Manufacturing industries,Chemicals,"Pesticide, fertilizer, and other agricultural chemicals",,4,3253,"['371', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['275', 'i']","['299', 'i']","['D', '&nbsp;']","['0 - 5,157', '  ']","['396', '  ']","['321 - 337', 'i']","['450', '&nbsp;']","['0 - 212', '  ']","['123', '  ']","['151', '  ']"
12343,r014,All industries -> Manufacturing industries -> Chemicals -> Pharmaceuticals and medicines,All industries,Manufacturing industries,Chemicals,Pharmaceuticals and medicines,,4,3254,"['10,862', '&nbsp;']","['7,041', '&nbsp;']","['11,068', '&nbsp;']","['12,557', '&nbsp;']","['11,069', '&nbsp;']","['9,690', '&nbsp;']","['10,249', '&nbsp;']","['D', '&nbsp;']","['5,688 - 10,846', '  ']","['12,133', '  ']","['13,962', '&nbsp;']","['15,900', '&nbsp;']","['16,793', '  ']","['20,959', '  ']","['22,266', '  ']"
12343,r015,"All industries -> Manufacturing industries -> Chemicals -> Soap, cleaning compound, and toilet preparations",All industries,Manufacturing industries,Chemicals,"Soap, cleaning compound, and toilet preparations",,4,3256,"['965', '&nbsp;']","['873', '&nbsp;']","['884', '&nbsp;']","['910', '&nbsp;']","['870', '&nbsp;']","['924', '&nbsp;']","['952', '&nbsp;']","['D', '&nbsp;']","['789', '  ']","['839', '  ']","['847', '&nbsp;']","['757', '&nbsp;']","['767', '  ']","['871', '  ']","['917', '  ']"
12343,r016,"All industries -> Manufacturing industries -> Chemicals -> Paint, coating, adhesive, and other chemicals",All industries,Manufacturing industries,Chemicals,"Paint, coating, adhesive, and other chemicals",,4,"3255, 3259","['370', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['195', '&nbsp;']","['210', '&nbsp;']","['263', '&nbsp;']","['321', 'i']","['D', '&nbsp;']","['307', '  ']","['314', '  ']","['235 - 259', '&nbsp;']","['227', '&nbsp;']","['264 - 477', '  ']","['234', '  ']","['232', '  ']"
12343,r017,All industries -> Manufacturing industries -> Plastics and rubber products,All industries,Manufacturing industries,Plastics and rubber products,,,3,326,"['341', '&nbsp;']","['595', '&nbsp;']","['386', '&nbsp;']","['362', '&nbsp;']","['861', '&nbsp;']","['929', '&nbsp;']","['905', '&nbsp;']","['358', '&nbsp;']","['831', '  ']","['904', '  ']","['428', '&nbsp;']","['491', '&nbsp;']","['527', '  ']","['607', '  ']","['682', '  ']"
12343,r018,All industries -> Manufacturing industries -> Nonmetallic mineral products,All industries,Manufacturing industries,Nonmetallic mineral products,,,3,327,"['106', '&nbsp;']","['54', '&nbsp;']","['282', 'i']","['253', '&nbsp;']","['261', '&nbsp;']","['249', 'i']","['155', 'i']","['228', '&nbsp;']","['185', '  ']","['181', '  ']","['181', 'i']","['192', 'i']","['205', 'i ']","['198', '  ']","['159', '  ']"
12343,r019,All industries -> Manufacturing industries -> Primary metals,All industries,Manufacturing industries,Primary metals,,,3,331,"['114', '&nbsp;']","['130', '&nbsp;']","['121', '&nbsp;']","['108', '&nbsp;']","['77', '&nbsp;']","['82', '&nbsp;']","['94', '&nbsp;']","['86', '&nbsp;']","['69', '  ']","['116', '  ']","['151', '&nbsp;']","['58 - 85', '&nbsp;']","['32', '  ']","['49', 'i ']","['19', '  ']"
12343,r020,All industries -> Manufacturing industries -> Fabricated metal products,All industries,Manufacturing industries,Fabricated metal products,,,3,332,"['188', '&nbsp;']","['117', '&nbsp;']","['91', '&nbsp;']","['135', '&nbsp;']","['122', '&nbsp;']","['109', '&nbsp;']","['222', '&nbsp;']","['194', '&nbsp;']","['179', '  ']","['171', '  ']","['216', '&nbsp;']","['278', '&nbsp;']","['349', '  ']","['378', '  ']","['231', '  ']"
12343,r021,All industries -> Manufacturing industries -> Machinery,All industries,Manufacturing industries,Machinery,,,3,333,"['1,929', '&nbsp;']","['1,930', '&nbsp;']","['2,143', '&nbsp;']","['3,587', '&nbsp;']","['3,710', '&nbsp;']","['2,833', '&nbsp;']","['2,984', '&nbsp;']","['3,288', '&nbsp;']","['3,239', '  ']","['3,285', '  ']","['4,509', '&nbsp;']","['4,101', '&nbsp;']","['4,286', '  ']","['5,343', '  ']","['5,914', '  ']"
12343,r022,All industries -> Manufacturing industries -> Machinery -> Agricultural implement,All industries,Manufacturing industries,Machinery,Agricultural implement,,4,33311,"['399', '&nbsp;']","['391', '&nbsp;']","['D', '&nbsp;']","['293', '&nbsp;']","['596', '&nbsp;']","['646', '&nbsp;']","['D', '&nbsp;']","['621', '&nbsp;']","['625', '  ']","['566', 'i ']","['858', '&nbsp;']","['857', '&nbsp;']","['640 - 644', '  ']","['907', '  ']","['990', '  ']"
12343,r023,All industries -> Manufacturing industries -> Machinery -> Semiconductor machinery,All industries,Manufacturing industries,Machinery,Semiconductor machinery,,4,333242,"['366', '&nbsp;']","['285', '&nbsp;']","['296', '&nbsp;']","['376', '&nbsp;']","['66', '&nbsp;']","['451', '&nbsp;']","['493', '&nbsp;']","['599', '&nbsp;']","['727', '  ']","['793', '  ']","['911', '&nbsp;']","['915', '&nbsp;']","['1,027', '  ']","['1,299', '  ']","['1,636', '  ']"
12343,r024,"All industries -> Manufacturing industries -> Machinery -> Engine, turbine, and power transmission equipment",All industries,Manufacturing industries,Machinery,"Engine, turbine, and power transmission equipment",,4,3336,"['92', '&nbsp;']","['83', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['347', '&nbsp;']","['537', '&nbsp;']","['405', '&nbsp;']","['424', '  ']","['0 - 1,928', '  ']","['935 - 958', '&nbsp;']","['479', '&nbsp;']","['554 - 558', '  ']","['546', '  ']","['1,071', '  ']"
12343,r025,All industries -> Manufacturing industries -> Machinery -> Other machinery,All industries,Manufacturing industries,Machinery,Other machinery,,4,other 333,"['1,072', '&nbsp;']","['1,170', '&nbsp;']","['1,254', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['1,389', '&nbsp;']","['D', '&nbsp;']","['1,664', '&nbsp;']","['1,464', '  ']","['0 - 1,928', '  ']","['1,781 - 1,807', '&nbsp;']","['1,850', '&nbsp;']","['2,062', '  ']","['2,591', '  ']","['2,217', '  ']"
12343,r026,All industries -> Manufacturing industries -> Computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,,,3,334,"['15,774', '&nbsp;']","['12,917', '&nbsp;']","['13,722', '&nbsp;']","['16,708', '&nbsp;']","['21,117', '&nbsp;']","['21,485', '&nbsp;']","['20,943', '&nbsp;']","['20,678', '&nbsp;']","['20,868', '  ']","['23,907', '  ']","['28,240', '&nbsp;']","['25,264', 'i']","['26,531', '  ']","['31,569', '  ']","['35,536', '  ']"
12343,r027,All industries -> Manufacturing industries -> Computer and electronic products -> Communications equipment,All industries,Manufacturing industries,Computer and electronic products,Communications equipment,,4,3342,"['2,951', '&nbsp;']","['2,862', '&nbsp;']","['3,194', '&nbsp;']","['2,863', '&nbsp;']","['4,525', '&nbsp;']","['4,730', '&nbsp;']","['3,702', '&nbsp;']","['3,625', '&nbsp;']","['2,967', '  ']","['3,076', '  ']","['3,377', '&nbsp;']","['3,312 - 3,316', '&nbsp;']","['3,387', '  ']","['3,411', '  ']","['3,509', '  ']"
12343,r028,All industries -> Manufacturing industries -> Computer and electronic products -> Semiconductor and other electronic components,All industries,Manufacturing industries,Computer and electronic products,Semiconductor and other electronic components,,4,3344,"['7,075', '&nbsp;']","['6,058', '&nbsp;']","['6,343', '&nbsp;']","['7,909', '&nbsp;']","['10,082', '&nbsp;']","['10,434', '&nbsp;']","['10,360', '&nbsp;']","['9,896', '&nbsp;']","['10,377', '  ']","['10,989', '  ']","['2,418 - 15,563', '&nbsp;']","['12,996', 'i']","['13,023', '  ']","['16,550', '  ']","['21,784', '  ']"
12343,r029,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",,4,3345,"['2,308', '&nbsp;']","['2,180', '&nbsp;']","['2,158', '&nbsp;']","['2,390', '&nbsp;']","['2,722', '&nbsp;']","['2,927', '&nbsp;']","['3,122', '&nbsp;']","['2,819', '&nbsp;']","['3,227', '  ']","['3,640', '  ']","['3,015 - 16,157', '&nbsp;']","['3,952', '&nbsp;']","['3,112', '  ']","['3,581', '  ']","['2,668', '  ']"
12343,r030,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Electromedical, electrotherapeutic, and irradiation apparatus",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments","Electromedical, electrotherapeutic, and irradiation apparatus",5,"334510, 334517","['838', '&nbsp;']","['522', '&nbsp;']","['360', '&nbsp;']","['557', '&nbsp;']","['586', '&nbsp;']","['202', '&nbsp;']","['1,073', '&nbsp;']","['923', '&nbsp;']","['922', '  ']","['1,069', '  ']","['1,168', 'i']","['1,280', 'i']","['497', '  ']","['472', '  ']","['429', '  ']"
12343,r031,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Search, detection, navigation, guidance, aeronautical, and nautical system and instruments",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments","Search, detection, navigation, guidance, aeronautical, and nautical system and instruments",5,334511,"['D', '&nbsp;']","['508', '&nbsp;']","['475', '&nbsp;']","['575', '&nbsp;']","['578', '&nbsp;']","['647', '&nbsp;']","['625', '&nbsp;']","['673', '&nbsp;']","['840', '  ']","['968', '  ']","['0 - 13,142', '&nbsp;']","['878', '&nbsp;']","['684', '  ']","['594', '  ']","['327', '  ']"
12343,r032,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Other measuring and controlling devices",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",Other measuring and controlling devices,5,other 3345,"['D', '&nbsp;']","['1,149', '&nbsp;']","['1,324', '&nbsp;']","['1,258', '&nbsp;']","['1,557', '&nbsp;']","['2,077', '&nbsp;']","['1,423', '&nbsp;']","['1,222', '&nbsp;']","['1,465', '  ']","['1,603', '  ']","['1,848', '&nbsp;']","['1,794', '&nbsp;']","['1,931', '  ']","['2,516', '  ']","['1,912', '  ']"
12343,r033,All industries -> Manufacturing industries -> Computer and electronic products -> Other computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,Other computer and electronic products,,4,other 334,"['3,440', '&nbsp;']","['1,817', '&nbsp;']","['2,027', '&nbsp;']","['3,546', '&nbsp;']","['3,788', '&nbsp;']","['3,395', '&nbsp;']","['3,759', '&nbsp;']","['4,338', '&nbsp;']","['4,297', '  ']","['6,202', 'i ']","['6,287', '&nbsp;']","['4,997 - 5,007', 'i']","['7,010', '  ']","['8,027', '  ']","['7,575', '  ']"
12343,r034,"All industries -> Manufacturing industries -> Electrical equipment, appliances, and components",All industries,Manufacturing industries,"Electrical equipment, appliances, and components",,,3,335,"['1,162', '&nbsp;']","['1,158', '&nbsp;']","['1,447', '&nbsp;']","['1,695', '&nbsp;']","['1,062', '&nbsp;']","['1,605', '&nbsp;']","['1,382', '&nbsp;']","['1,351', '&nbsp;']","['1,436', '  ']","['1,835', '  ']","['1,692', '&nbsp;']","['1,742', '&nbsp;']","['1,835', '  ']","['1,857', '  ']","['1,575', '  ']"
12343,r035,All industries -> Manufacturing industries -> Transportation equipment,All industries,Manufacturing industries,Transportation equipment,,,3,336,"['10,267', '&nbsp;']","['7,974', '&nbsp;']","['8,422', '&nbsp;']","['7,936', '&nbsp;']","['8,075', '&nbsp;']","['7,899', '&nbsp;']","['9,621', '&nbsp;']","['8,412', '&nbsp;']","['8,592', '  ']","['8,734', '  ']","['7,404', '&nbsp;']","['8,036', '&nbsp;']","['6,513', '  ']","['7,662', '  ']","['8,035', '  ']"
12343,r036,"All industries -> Manufacturing industries -> Transportation equipment -> Motor vehicles, bodies, trailers, and parts",All industries,Manufacturing industries,Transportation equipment,"Motor vehicles, bodies, trailers, and parts",,4,3361–63,"['8,448', '&nbsp;']","['6,023', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['6,877', '&nbsp;']","['D', '&nbsp;']","['6,622', '&nbsp;']","['6,672', '  ']","['6,527', '  ']","['6,476 - 6,506', '&nbsp;']","['7,217', '&nbsp;']","['5,787 - 5,792', '  ']","['6,718', '  ']","['6,035', '  ']"
12343,r037,All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts,All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,,4,3364,"['1,816', '&nbsp;']","['1,846', '&nbsp;']","['1,770', '&nbsp;']","['772', '&nbsp;']","['D', '&nbsp;']","['901', '&nbsp;']","['D', '&nbsp;']","['1,672', '&nbsp;']","['1,817', '  ']","['2,035', '  ']","['705', '&nbsp;']","['585', '&nbsp;']","['509', '  ']","['711', '  ']","['1,819', '  ']"
12343,r038,"All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts -> Aircraft, aircraft engine, and aircraft parts",All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,"Aircraft, aircraft engine, and aircraft parts",5,336411–13,"['1,742', '&nbsp;']","['1,760', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['1,670', '&nbsp;']","['1,813', '  ']","['511 - 2,036', '  ']","['705', '&nbsp;']","['585', '&nbsp;']","['500', '  ']","['693', '  ']","['653', '  ']"
12343,r039,"All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts -> Guided missile, space vehicle, and related parts",All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,"Guided missile, space vehicle, and related parts",5,"336414–15, 336419","['74', '&nbsp;']","['85', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['5', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['2', '&nbsp;']","['4', '  ']","['0 - 1,524', '  ']","['1', '&nbsp;']","['*', '&nbsp;']","['10', '  ']","['18', '  ']","['1,166', '  ']"
12343,r040,"All industries -> Manufacturing industries -> Transportation equipment -> Military armored vehicle, tank, and tank components",All industries,Manufacturing industries,Transportation equipment,"Military armored vehicle, tank, and tank components",,4,336992,"['0', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['1', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['D', '&nbsp;']","['0', '&nbsp;']","['0', '  ']","['0', '  ']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '  ']","['D', '  ']","['1', '  ']"
12343,r041,All industries -> Manufacturing industries -> Transportation equipment -> Other transportation,All industries,Manufacturing industries,Transportation equipment,Other transportation,,4,other 336,"['3', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['121', '&nbsp;']","['D', '&nbsp;']","['118', '&nbsp;']","['104', '  ']","['171', '  ']","['195 - 221', '&nbsp;']","['234', '&nbsp;']","['211 - 216', '  ']","['D', '  ']","['181', '  ']"
12343,r042,All industries -> Manufacturing industries -> Furniture and related products,All industries,Manufacturing industries,Furniture and related products,,,3,337,"['27', '&nbsp;']","['38', '&nbsp;']","['33', '&nbsp;']","['28', '&nbsp;']","['23', '&nbsp;']","['28', '&nbsp;']","['45', '&nbsp;']","['25', '&nbsp;']","['22', '  ']","['40', '  ']","['9 - 33', '&nbsp;']","['35', '&nbsp;']","['39', '  ']","['38', '  ']","['36', '  ']"
12343,r043,All industries -> Manufacturing industries -> Miscellaneous,All industries,Manufacturing industries,Miscellaneous,,,3,339,"['D', '&nbsp;']","['4,044', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['3,608', '&nbsp;']","['2,194', '&nbsp;']","['2,207', '&nbsp;']","['3,057', '  ']","['2,888', '  ']","['3,271', '&nbsp;']","['3,459', '&nbsp;']","['4,215 - 4,226', '  ']","['4,424', '  ']","['4,631', '  ']"
12343,r044,All industries -> Manufacturing industries -> Miscellaneous -> Medical equipment and supplies,All industries,Manufacturing industries,Miscellaneous,Medical equipment and supplies,,4,3391,"['766', '&nbsp;']","['3,813', '&nbsp;']","['1,003', '&nbsp;']","['D', '&nbsp;']","['1,978', '&nbsp;']","['3,197', '&nbsp;']","['1,782', '&nbsp;']","['1,813', '&nbsp;']","['2,739', '  ']","['2,539', '  ']","['2,884', '&nbsp;']","['3,046', '&nbsp;']","['3,821', '  ']","['4,000', '  ']","['4,234', '  ']"
12343,r045,All industries -> Manufacturing industries -> Miscellaneous -> Other miscellaneous manufacturing,All industries,Manufacturing industries,Miscellaneous,Other miscellaneous manufacturing,,4,3399,"['D', '&nbsp;']","['231', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['411', '&nbsp;']","['412', '&nbsp;']","['394', 'i']","['317', 'i ']","['348', '  ']","['386', '&nbsp;']","['413', '&nbsp;']","['393 - 404', '  ']","['425', '  ']","['397', '  ']"
12343,r046,All industries -> Nonmanufacturing industries,All industries,Nonmanufacturing industries,,,,2,"21–23, 42–81","['14,903', '&nbsp;']","['13,648', '&nbsp;']","['14,698', '&nbsp;']","['17,792', '&nbsp;']","['19,037', '&nbsp;']","['19,853', '&nbsp;']","['21,849', '&nbsp;']","['21,778', '&nbsp;']","['25,956', '  ']","['29,196', '  ']","['34,975', '&nbsp;']","['40,018', '&nbsp;']","['43,391', '  ']","['57,578', '  ']","['65,165', '  ']"
12343,r047,"All industries -> Nonmanufacturing industries -> Mining, quarrying, oil and gas extraction, and support activities",All industries,Nonmanufacturing industries,"Mining, quarrying, oil and gas extraction, and support activities",,,3,21,"['D', '&nbsp;']","['D', '&nbsp;']","['239', '&nbsp;']","['232', '&nbsp;']","['D', '&nbsp;']","['452', '&nbsp;']","['D', '&nbsp;']","['336', '&nbsp;']","['308', '  ']","['355', 'i ']","['163', '&nbsp;']","['589', '&nbsp;']","['123 - 125', 'i ']","['D', '  ']","['D', '  ']"
12343,r048,All industries -> Nonmanufacturing industries -> Utilities,All industries,Nonmanufacturing industries,Utilities,,,3,22,"['6', '&nbsp;']","['13', '&nbsp;']","['17', '&nbsp;']","['38', '&nbsp;']","['21', '&nbsp;']","['23', '&nbsp;']","['1', '&nbsp;']","['3', '&nbsp;']","['1', '  ']","['10', '  ']","['8', '&nbsp;']","['9', '&nbsp;']","['6', '  ']","['D', '  ']","['D', '  ']"
12343,r049,All industries -> Nonmanufacturing industries -> Wholesale trade,All industries,Nonmanufacturing industries,Wholesale trade,,,3,42,"['509', '&nbsp;']","['D', '&nbsp;']","['53', '&nbsp;']","['141', 'i']","['112', 'i']","['7', '&nbsp;']","['D', '&nbsp;']","['25', 'i']","['21', 'i ']","['0 - 2,590', '  ']","['32', '&nbsp;']","['112', '&nbsp;']","['45', '  ']","['D', '&nbsp;']","['D', '&nbsp;']"
12343,r050,All industries -> Nonmanufacturing industries -> Electronic shopping and electronic auctions,All industries,Nonmanufacturing industries,Electronic shopping and electronic auctions,,,3,454111–12,"['NA', '&nbsp;']","['NA', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['490', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['0 - 5,132', 'i ']","['0 - 2,590', '  ']","['63 - 3,863', 'i']","['69 - 4,198', 'i']","['4,345 - 4,891', 'i ']","['D', '&nbsp;']","['D', '&nbsp;']"
12343,r051,All industries -> Nonmanufacturing industries -> Transportation and warehousing,All industries,Nonmanufacturing industries,Transportation and warehousing,,,3,48–49,"['2', '&nbsp;']","['1', '&nbsp;']","['29', '&nbsp;']","['28', 'i']","['8', 'i']","['D', '&nbsp;']","['13', '&nbsp;']","['13', '&nbsp;']","['7', '  ']","['7', '  ']","['14', '&nbsp;']","['62', '&nbsp;']","['37', '  ']","['73', '  ']","['121', '  ']"
12343,r052,All industries -> Nonmanufacturing industries -> Information,All industries,Nonmanufacturing industries,Information,,,3,51,"['7,657', '&nbsp;']","['7,243', '&nbsp;']","['8,011', '&nbsp;']","['9,644', '&nbsp;']","['9,915', '&nbsp;']","['11,767', '&nbsp;']","['13,736', '&nbsp;']","['12,508', '&nbsp;']","['13,454', '  ']","['14,292', '  ']","['17,146', '&nbsp;']","['19,077', '&nbsp;']","['22,905', '  ']","['29,552', '  ']","['36,948', '  ']"
12343,r053,All industries -> Nonmanufacturing industries -> Information -> Publishing,All industries,Nonmanufacturing industries,Information,Publishing,,4,511,"['6,301', '&nbsp;']","['6,332', '&nbsp;']","['6,926', '&nbsp;']","['7,899', '&nbsp;']","['7,880', '&nbsp;']","['9,456', '&nbsp;']","['10,185', '&nbsp;']","['8,842', '&nbsp;']","['8,698', '  ']","['8,500', '  ']","['7,174', '&nbsp;']","['6,945', '&nbsp;']","['7,683', '  ']","['10,284', '  ']","['12,330', '  ']"
12343,r054,"All industries -> Nonmanufacturing industries -> Information -> Publishing -> Newspaper, periodical, book, and directory publishers",All industries,Nonmanufacturing industries,Information,Publishing,"Newspaper, periodical, book, and directory publishers",5,5111,"['27', '&nbsp;']","['47', '&nbsp;']","['55', '&nbsp;']","['29', '&nbsp;']","['2', 'i']","['6', 'i']","['4', 'i']","['9', '&nbsp;']","['4', '  ']","['6', '  ']","['19', '&nbsp;']","['0', '&nbsp;']","['0', '  ']","['*', 'i ']","['*', 'i ']"
