table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_all_r_d_expenditures,field_computer_and_information_sciences,field_geosciences_atmospheric_sciences_and_ocean_sciences,field_life_sciences,field_mathematics_and_statistics,field_physical_sciences,field_psychology,field_social_sciences,field_sciences_nec,field_engineering,field_all_non_s_e_fields
10125,r001,All HBCUs,All HBCUs,,1,-,"['633,143', '']","['15,122', '']","['30,277', '']","['365,669', '']","['6,266', '']","['62,605', '']","['5,738', '']","['15,276', '']","['3,879', '']","['75,368', '']","['52,943', '']"
10125,r002,All HBCUs -> Howard U.,All HBCUs,Howard U.,2,1,"['67,594', '']","['1,576', '']","['305', '']","['44,152', '']","['215', '']","['6,125', '']","['2,546', '']","['1,296', '']","['0', '']","['10,431', '']","['948', '']"
10125,r003,All HBCUs -> Florida A&M U.,All HBCUs,Florida A&M U.,2,2,"['50,636', '']","['1,208', '']","['6,499', '']","['26,175', '']","['15', '']","['1,905', '']","['108', '']","['62', '']","['62', '']","['5,752', '']","['8,850', '']"
10125,r004,All HBCUs -> North Carolina A&T State U.,All HBCUs,North Carolina A&T State U.,2,3,"['47,908', '']","['1,008', '']","['0', '']","['19,160', '']","['863', '']","['2,053', '']","['156', '']","['0', '']","['0', '']","['18,186', '']","['6,482', '']"
10125,r005,All HBCUs -> Morehouse School of Medicine,All HBCUs,Morehouse School of Medicine,2,4,"['42,489', '']","['0', '']","['0', '']","['42,489', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10125,r006,All HBCUs -> Morgan State U.,All HBCUs,Morgan State U.,2,5,"['29,482', '']","['605', '']","['5,672', '']","['7,898', '']","['192', '']","['2,314', '']","['36', '']","['86', '']","['0', '']","['8,375', '']","['4,304', '']"
10125,r007,All HBCUs -> Delaware State U.,All HBCUs,Delaware State U.,2,6,"['29,016', '']","['185', '']","['752', '']","['15,815', '']","['652', '']","['3,965', '']","['240', '']","['1,618', '']","['0', '']","['207', '']","['5,582', '']"
10125,r008,All HBCUs -> Tuskegee U.,All HBCUs,Tuskegee U.,2,7,"['21,941', '']","['875', '']","['0', '']","['15,072', '']","['888', '']","['1,910', '']","['108', '']","['89', '']","['0', '']","['2,955', '']","['44', '']"
10125,r009,All HBCUs -> Prairie View A&M U.,All HBCUs,Prairie View A&M U.,2,8,"['20,429', '']","['134', '']","['0', '']","['9,381', '']","['5', '']","['2,139', '']","['33', '']","['247', '']","['117', '']","['5,305', '']","['3,068', '']"
10125,r010,All HBCUs -> U. of the Virgin Islands,All HBCUs,U. of the Virgin Islands,2,9,"['20,259', '']","['267', '']","['8,729', '']","['8,130', '']","['679', '']","['1,130', '']","['0', '']","['534', '']","['0', '']","['790', '']","['0', '']"
