table_id,row_id,time_period,longer_term_trends_level_1,longer_term_trends_level_2,longer_term_trends_hierarchy_depth,value
10484,r001,"Total R&D, all performers",Longer term trends,1991–2001,2,5.6
10484,r002,"Total R&D, all performers",Longer term trends,2001–11,2,4.3
10484,r003,"Total R&D, all performers",Longer term trends,2011–21,2,6.4
10484,r004,"Total R&D, all performers",Most recent years,2010–11,2,4.8
10484,r005,"Total R&D, all performers",Most recent years,2011–12,2,1.8
10484,r006,"Total R&D, all performers",Most recent years,2012–13,2,4.7
10484,r007,"Total R&D, all performers",Most recent years,2013–14,2,4.8
10484,r008,"Total R&D, all performers",Most recent years,2014–15,2,3.9
10484,r009,"Total R&D, all performers",Most recent years,2015–16,2,5.5
10484,r010,"Total R&D, all performers",Most recent years,2016–17,2,6.1
10484,r011,"Total R&D, all performers",Most recent years,2017–18,2,9.1
10484,r012,"Total R&D, all performers",Most recent years,2018–19,2,10.2
10484,r013,"Total R&D, all performers",Most recent years,2019–20,2,7.7
10484,r014,"Total R&D, all performers",Most recent years,2020–21a,2,10.1
10484,r015,"Total R&D, all performers",Most recent years,2021–22b,2,12.2
10484,r016,"Total R&D, all performers -> Business",Longer term trends,1991–2001,2,5.8
10484,r017,"Total R&D, all performers -> Business",Longer term trends,2001–11,2,3.8
10484,r018,"Total R&D, all performers -> Business",Longer term trends,2011–21,2,7.5
10484,r019,"Total R&D, all performers -> Business",Most recent years,2010–11,2,5.4
10484,r020,"Total R&D, all performers -> Business",Most recent years,2011–12,2,2.8
10484,r021,"Total R&D, all performers -> Business",Most recent years,2012–13,2,6.7
10484,r022,"Total R&D, all performers -> Business",Most recent years,2013–14,2,5.6
10484,r023,"Total R&D, all performers -> Business",Most recent years,2014–15,2,4.4
10484,r024,"Total R&D, all performers -> Business",Most recent years,2015–16,2,6.7
10484,r025,"Total R&D, all performers -> Business",Most recent years,2016–17,2,6.9
10484,r026,"Total R&D, all performers -> Business",Most recent years,2017–18,2,9.8
10484,r027,"Total R&D, all performers -> Business",Most recent years,2018–19,2,11.8
10484,r028,"Total R&D, all performers -> Business",Most recent years,2019–20,2,9.0
10484,r029,"Total R&D, all performers -> Business",Most recent years,2020–21a,2,12.0
10484,r030,"Total R&D, all performers -> Business",Most recent years,2021–22b,2,13.8
10484,r031,"Total R&D, all performers -> Federal government",Longer term trends,1991–2001,2,3.5
10484,r032,"Total R&D, all performers -> Federal government",Longer term trends,2001–11,2,5.0
10484,r033,"Total R&D, all performers -> Federal government",Longer term trends,2011–21,2,2.2
10484,r034,"Total R&D, all performers -> Federal government",Most recent years,2010–11,2,5.4
10484,r035,"Total R&D, all performers -> Federal government",Most recent years,2011–12,2,-2.6
10484,r036,"Total R&D, all performers -> Federal government",Most recent years,2012–13,2,-2.0
10484,r037,"Total R&D, all performers -> Federal government",Most recent years,2013–14,2,3.1
10484,r038,"Total R&D, all performers -> Federal government",Most recent years,2014–15,2,0.3
10484,r039,"Total R&D, all performers -> Federal government",Most recent years,2015–16,2,-3.1
10484,r040,"Total R&D, all performers -> Federal government",Most recent years,2016–17,2,2.7
10484,r041,"Total R&D, all performers -> Federal government",Most recent years,2017–18,2,11.0
10484,r042,"Total R&D, all performers -> Federal government",Most recent years,2018–19,2,7.6
10484,r043,"Total R&D, all performers -> Federal government",Most recent years,2019–20,2,3.6
10484,r044,"Total R&D, all performers -> Federal government",Most recent years,2020–21a,2,2.6
10484,r045,"Total R&D, all performers -> Federal government",Most recent years,2021–22b,2,9.8
10484,r046,"Total R&D, all performers -> Federal government -> Federal intramural",Longer term trends,1991–2001,2,3.9
10484,r047,"Total R&D, all performers -> Federal government -> Federal intramural",Longer term trends,2001–11,2,4.6
10484,r048,"Total R&D, all performers -> Federal government -> Federal intramural",Longer term trends,2011–21,2,1.7
10484,r049,"Total R&D, all performers -> Federal government -> Federal intramural",Most recent years,2010–11,2,9.3
10484,r050,"Total R&D, all performers -> Federal government -> Federal intramural",Most recent years,2011–12,2,-2.7
10484,r051,"Total R&D, all performers -> Federal government -> Federal intramural",Most recent years,2012–13,2,-1.8
10484,r052,"Total R&D, all performers -> Federal government -> Federal intramural",Most recent years,2013–14,2,4.1
10484,r053,"Total R&D, all performers -> Federal government -> Federal intramural",Most recent years,2014–15,2,-1.7
10484,r054,"Total R&D, all performers -> Federal government -> Federal intramural",Most recent years,2015–16,2,-7.1
10484,r055,"Total R&D, all performers -> Federal government -> Federal intramural",Most recent years,2016–17,2,1.5
10484,r056,"Total R&D, all performers -> Federal government -> Federal intramural",Most recent years,2017–18,2,14.2
10484,r057,"Total R&D, all performers -> Federal government -> Federal intramural",Most recent years,2018–19,2,8.4
10484,r058,"Total R&D, all performers -> Federal government -> Federal intramural",Most recent years,2019–20,2,3.4
10484,r059,"Total R&D, all performers -> Federal government -> Federal intramural",Most recent years,2020–21a,2,0.6
10484,r060,"Total R&D, all performers -> Federal government -> Federal intramural",Most recent years,2021–22b,2,13.3
10484,r061,"Total R&D, all performers -> Federal government -> FFRDCs",Longer term trends,1991–2001,2,2.6
10484,r062,"Total R&D, all performers -> Federal government -> FFRDCs",Longer term trends,2001–11,2,5.9
10484,r063,"Total R&D, all performers -> Federal government -> FFRDCs",Longer term trends,2011–21,2,3.1
10484,r064,"Total R&D, all performers -> Federal government -> FFRDCs",Most recent years,2010–11,2,-1.4
10484,r065,"Total R&D, all performers -> Federal government -> FFRDCs",Most recent years,2011–12,2,-2.4
10484,r066,"Total R&D, all performers -> Federal government -> FFRDCs",Most recent years,2012–13,2,-2.5
10484,r067,"Total R&D, all performers -> Federal government -> FFRDCs",Most recent years,2013–14,2,1.3
10484,r068,"Total R&D, all performers -> Federal government -> FFRDCs",Most recent years,2014–15,2,4.2
10484,r069,"Total R&D, all performers -> Federal government -> FFRDCs",Most recent years,2015–16,2,4.2
10484,r070,"Total R&D, all performers -> Federal government -> FFRDCs",Most recent years,2016–17,2,4.6
10484,r071,"Total R&D, all performers -> Federal government -> FFRDCs",Most recent years,2017–18,2,6.1
