table_id,row_id,time_period,column_level_1,column_level_2,column_level_3,column_hierarchy_depth,value
11759,r001,All postdoctoral training commitments (number) -> 1993,Totala,,,1,7060
11759,r002,All postdoctoral training commitments (number) -> 1993,Sex,Male,,2,4697
11759,r003,All postdoctoral training commitments (number) -> 1993,Sex,Female,,2,2362
11759,r004,All postdoctoral training commitments (number) -> 1993,Citizenship status,U.S. citizen or permanent resident,,2,4990
11759,r005,All postdoctoral training commitments (number) -> 1993,Citizenship status,Temporary visa holder,,2,2068
11759,r006,All postdoctoral training commitments (number) -> 1993,U.S. citizens and permanent residents,Hispanic or Latino,,2,162
11759,r007,All postdoctoral training commitments (number) -> 1993,U.S. citizens and permanent residents,Not Hispanic or Latino,American Indian or Alaska Native,3,11
11759,r008,All postdoctoral training commitments (number) -> 1993,U.S. citizens and permanent residents,Not Hispanic or Latino,Asianb,3,422
11759,r009,All postdoctoral training commitments (number) -> 1993,U.S. citizens and permanent residents,Not Hispanic or Latino,Black or African American,3,126
11759,r010,All postdoctoral training commitments (number) -> 1993,U.S. citizens and permanent residents,Not Hispanic or Latino,White,3,4228
11759,r011,All postdoctoral training commitments (number) -> 1993,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,3,na
11759,r012,All postdoctoral training commitments (number) -> 1993,U.S. citizens and permanent residents,Not Hispanic or Latino,Other race or race not reportedc,3,24
11759,r013,All postdoctoral training commitments (number) -> 1993,U.S. citizens and permanent residents,Ethnicity not reported,,2,17
11759,r014,All postdoctoral training commitments (number) -> 1998,Totala,,,1,7581
11759,r015,All postdoctoral training commitments (number) -> 1998,Sex,Male,,2,4664
11759,r016,All postdoctoral training commitments (number) -> 1998,Sex,Female,,2,2914
11759,r017,All postdoctoral training commitments (number) -> 1998,Citizenship status,U.S. citizen or permanent resident,,2,5383
11759,r018,All postdoctoral training commitments (number) -> 1998,Citizenship status,Temporary visa holder,,2,2186
11759,r019,All postdoctoral training commitments (number) -> 1998,U.S. citizens and permanent residents,Hispanic or Latino,,2,208
11759,r020,All postdoctoral training commitments (number) -> 1998,U.S. citizens and permanent residents,Not Hispanic or Latino,American Indian or Alaska Native,3,18
11759,r021,All postdoctoral training commitments (number) -> 1998,U.S. citizens and permanent residents,Not Hispanic or Latino,Asianb,3,649
11759,r022,All postdoctoral training commitments (number) -> 1998,U.S. citizens and permanent residents,Not Hispanic or Latino,Black or African American,3,154
11759,r023,All postdoctoral training commitments (number) -> 1998,U.S. citizens and permanent residents,Not Hispanic or Latino,White,3,4232
11759,r024,All postdoctoral training commitments (number) -> 1998,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,3,na
11759,r025,All postdoctoral training commitments (number) -> 1998,U.S. citizens and permanent residents,Not Hispanic or Latino,Other race or race not reportedc,3,80
11759,r026,All postdoctoral training commitments (number) -> 1998,U.S. citizens and permanent residents,Ethnicity not reported,,2,42
11759,r027,All postdoctoral training commitments (number) -> 2003,Totala,,,1,8588
11759,r028,All postdoctoral training commitments (number) -> 2003,Sex,Male,,2,5141
11759,r029,All postdoctoral training commitments (number) -> 2003,Sex,Female,,2,3447
11759,r030,All postdoctoral training commitments (number) -> 2003,Citizenship status,U.S. citizen or permanent resident,,2,5642
11759,r031,All postdoctoral training commitments (number) -> 2003,Citizenship status,Temporary visa holder,,2,2933
11759,r032,All postdoctoral training commitments (number) -> 2003,U.S. citizens and permanent residents,Hispanic or Latino,,2,260
11759,r033,All postdoctoral training commitments (number) -> 2003,U.S. citizens and permanent residents,Not Hispanic or Latino,American Indian or Alaska Native,3,15
11759,r034,All postdoctoral training commitments (number) -> 2003,U.S. citizens and permanent residents,Not Hispanic or Latino,Asianb,3,530
11759,r035,All postdoctoral training commitments (number) -> 2003,U.S. citizens and permanent residents,Not Hispanic or Latino,Black or African American,3,248
11759,r036,All postdoctoral training commitments (number) -> 2003,U.S. citizens and permanent residents,Not Hispanic or Latino,White,3,4339
11759,r037,All postdoctoral training commitments (number) -> 2003,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,3,96
11759,r038,All postdoctoral training commitments (number) -> 2003,U.S. citizens and permanent residents,Not Hispanic or Latino,Other race or race not reportedc,3,77
11759,r039,All postdoctoral training commitments (number) -> 2003,U.S. citizens and permanent residents,Ethnicity not reported,,2,77
11759,r040,All postdoctoral training commitments (number) -> 2008,Totala,,,1,10573
11759,r041,All postdoctoral training commitments (number) -> 2008,Sex,Male,,2,6050
11759,r042,All postdoctoral training commitments (number) -> 2008,Sex,Female,,2,4523
11759,r043,All postdoctoral training commitments (number) -> 2008,Citizenship status,U.S. citizen or permanent resident,,2,6581
11759,r044,All postdoctoral training commitments (number) -> 2008,Citizenship status,Temporary visa holder,,2,3976
11759,r045,All postdoctoral training commitments (number) -> 2008,U.S. citizens and permanent residents,Hispanic or Latino,,2,382
11759,r046,All postdoctoral training commitments (number) -> 2008,U.S. citizens and permanent residents,Not Hispanic or Latino,Asianb,3,568
11759,r047,All postdoctoral training commitments (number) -> 2008,U.S. citizens and permanent residents,Not Hispanic or Latino,Black or African American,3,307
11759,r048,All postdoctoral training commitments (number) -> 2008,U.S. citizens and permanent residents,Not Hispanic or Latino,White,3,5027
11759,r049,All postdoctoral training commitments (number) -> 2008,U.S. citizens and permanent residents,Not Hispanic or Latino,Other race or race not reportedc,3,73
11759,r050,All postdoctoral training commitments (number) -> 2008,U.S. citizens and permanent residents,Ethnicity not reported,,2,87
11759,r051,All postdoctoral training commitments (number) -> 2013,Totala,,,1,10913
11759,r052,All postdoctoral training commitments (number) -> 2013,Sex,Male,,2,6044
11759,r053,All postdoctoral training commitments (number) -> 2013,Sex,Female,,2,4869
11759,r054,All postdoctoral training commitments (number) -> 2013,Citizenship status,U.S. citizen or permanent resident,,2,7079
11759,r055,All postdoctoral training commitments (number) -> 2013,Citizenship status,Temporary visa holder,,2,3811
11759,r056,All postdoctoral training commitments (number) -> 2013,U.S. citizens and permanent residents,Hispanic or Latino,,2,425
11759,r057,All postdoctoral training commitments (number) -> 2013,U.S. citizens and permanent residents,Not Hispanic or Latino,American Indian or Alaska Native,3,22
11759,r058,All postdoctoral training commitments (number) -> 2013,U.S. citizens and permanent residents,Not Hispanic or Latino,Asianb,3,595
11759,r059,All postdoctoral training commitments (number) -> 2013,U.S. citizens and permanent residents,Not Hispanic or Latino,Black or African American,3,314
11759,r060,All postdoctoral training commitments (number) -> 2013,U.S. citizens and permanent residents,Not Hispanic or Latino,White,3,5422
11759,r061,All postdoctoral training commitments (number) -> 2013,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,3,208
11759,r062,All postdoctoral training commitments (number) -> 2013,U.S. citizens and permanent residents,Not Hispanic or Latino,Other race or race not reportedc,3,47
11759,r063,All postdoctoral training commitments (number) -> 2013,U.S. citizens and permanent residents,Ethnicity not reported,,2,46
11759,r064,All postdoctoral training commitments (number) -> 2018,Totala,,,1,13200
11759,r065,All postdoctoral training commitments (number) -> 2018,Sex,Male,,2,7236
11759,r066,All postdoctoral training commitments (number) -> 2018,Sex,Female,,2,5964
11759,r067,All postdoctoral training commitments (number) -> 2018,Citizenship status,U.S. citizen or permanent resident,,2,8473
11759,r068,All postdoctoral training commitments (number) -> 2018,Citizenship status,Temporary visa holder,,2,4687
11759,r069,All postdoctoral training commitments (number) -> 2018,U.S. citizens and permanent residents,Hispanic or Latino,,2,642
11759,r070,All postdoctoral training commitments (number) -> 2018,U.S. citizens and permanent residents,Not Hispanic or Latino,American Indian or Alaska Native,3,13
11759,r071,All postdoctoral training commitments (number) -> 2018,U.S. citizens and permanent residents,Not Hispanic or Latino,Asianb,3,855
11759,r072,All postdoctoral training commitments (number) -> 2018,U.S. citizens and permanent residents,Not Hispanic or Latino,Black or African American,3,393
11759,r073,All postdoctoral training commitments (number) -> 2018,U.S. citizens and permanent residents,Not Hispanic or Latino,White,3,6188
11759,r074,All postdoctoral training commitments (number) -> 2018,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,3,294
11759,r075,All postdoctoral training commitments (number) -> 2018,U.S. citizens and permanent residents,Not Hispanic or Latino,Other race or race not reportedc,3,55
11759,r076,All postdoctoral training commitments (number) -> 2018,U.S. citizens and permanent residents,Ethnicity not reported,,2,33
11759,r077,All postdoctoral training commitments (number) -> 2023,Totala,,,1,14026
11759,r078,All postdoctoral training commitments (number) -> 2023,Sex,Male,,2,7344
11759,r079,All postdoctoral training commitments (number) -> 2023,Sex,Female,,2,6681
11759,r080,All postdoctoral training commitments (number) -> 2023,Citizenship status,U.S. citizen or permanent resident,,2,8555
11759,r081,All postdoctoral training commitments (number) -> 2023,Citizenship status,Temporary visa holder,,2,5412
11759,r082,All postdoctoral training commitments (number) -> 2023,U.S. citizens and permanent residents,Hispanic or Latino,,2,887
11759,r083,All postdoctoral training commitments (number) -> 2023,U.S. citizens and permanent residents,Not Hispanic or Latino,American Indian or Alaska Native,3,20
11759,r084,All postdoctoral training commitments (number) -> 2023,U.S. citizens and permanent residents,Not Hispanic or Latino,Asianb,3,917
11759,r085,All postdoctoral training commitments (number) -> 2023,U.S. citizens and permanent residents,Not Hispanic or Latino,Black or African American,3,455
11759,r086,All postdoctoral training commitments (number) -> 2023,U.S. citizens and permanent residents,Not Hispanic or Latino,White,3,5766
11759,r087,All postdoctoral training commitments (number) -> 2023,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,3,410
11759,r088,All postdoctoral training commitments (number) -> 2023,U.S. citizens and permanent residents,Not Hispanic or Latino,Other race or race not reportedc,3,68
11759,r089,All postdoctoral training commitments (number) -> 2023,U.S. citizens and permanent residents,Ethnicity not reported,,2,32
11759,r090,All postdoctoral training commitments (number) -> U.S. government (%) -> 1993,Totala,,,1,35.2
11759,r091,All postdoctoral training commitments (number) -> U.S. government (%) -> 1993,Sex,Male,,2,34.1
11759,r092,All postdoctoral training commitments (number) -> U.S. government (%) -> 1993,Sex,Female,,2,37.3
11759,r093,All postdoctoral training commitments (number) -> U.S. government (%) -> 1993,Citizenship status,U.S. citizen or permanent resident,,2,42.6
11759,r094,All postdoctoral training commitments (number) -> U.S. government (%) -> 1993,Citizenship status,Temporary visa holder,,2,17.3
11759,r095,All postdoctoral training commitments (number) -> U.S. government (%) -> 1993,U.S. citizens and permanent residents,Hispanic or Latino,,2,38.9
11759,r096,All postdoctoral training commitments (number) -> U.S. government (%) -> 1993,U.S. citizens and permanent residents,Not Hispanic or Latino,American Indian or Alaska Native,3,45.5
11759,r097,All postdoctoral training commitments (number) -> U.S. government (%) -> 1993,U.S. citizens and permanent residents,Not Hispanic or Latino,Asianb,3,37.0
11759,r098,All postdoctoral training commitments (number) -> U.S. government (%) -> 1993,U.S. citizens and permanent residents,Not Hispanic or Latino,Black or African American,3,33.3
11759,r099,All postdoctoral training commitments (number) -> U.S. government (%) -> 1993,U.S. citizens and permanent residents,Not Hispanic or Latino,White,3,43.5
11759,r100,All postdoctoral training commitments (number) -> U.S. government (%) -> 1993,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,3,na
11759,r101,All postdoctoral training commitments (number) -> U.S. government (%) -> 1993,U.S. citizens and permanent residents,Not Hispanic or Latino,Other race or race not reportedc,3,45.8
11759,r102,All postdoctoral training commitments (number) -> U.S. government (%) -> 1993,U.S. citizens and permanent residents,Ethnicity not reported,,2,41.2
11759,r103,All postdoctoral training commitments (number) -> U.S. government (%) -> 1998,Totala,,,1,36.4
11759,r104,All postdoctoral training commitments (number) -> U.S. government (%) -> 1998,Sex,Male,,2,36.6
11759,r105,All postdoctoral training commitments (number) -> U.S. government (%) -> 1998,Sex,Female,,2,36.0
11759,r106,All postdoctoral training commitments (number) -> U.S. government (%) -> 1998,Citizenship status,U.S. citizen or permanent resident,,2,42.3
11759,r107,All postdoctoral training commitments (number) -> U.S. government (%) -> 1998,Citizenship status,Temporary visa holder,,2,22.0
11759,r108,All postdoctoral training commitments (number) -> U.S. government (%) -> 1998,U.S. citizens and permanent residents,Hispanic or Latino,,2,34.6
11759,r109,All postdoctoral training commitments (number) -> U.S. government (%) -> 1998,U.S. citizens and permanent residents,Not Hispanic or Latino,American Indian or Alaska Native,3,50.0
11759,r110,All postdoctoral training commitments (number) -> U.S. government (%) -> 1998,U.S. citizens and permanent residents,Not Hispanic or Latino,Asianb,3,39.1
11759,r111,All postdoctoral training commitments (number) -> U.S. government (%) -> 1998,U.S. citizens and permanent residents,Not Hispanic or Latino,Black or African American,3,36.4
11759,r112,All postdoctoral training commitments (number) -> U.S. government (%) -> 1998,U.S. citizens and permanent residents,Not Hispanic or Latino,White,3,43.6
11759,r113,All postdoctoral training commitments (number) -> U.S. government (%) -> 1998,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,3,na
11759,r114,All postdoctoral training commitments (number) -> U.S. government (%) -> 1998,U.S. citizens and permanent residents,Not Hispanic or Latino,Other race or race not reportedc,3,27.5
11759,r115,All postdoctoral training commitments (number) -> U.S. government (%) -> 1998,U.S. citizens and permanent residents,Ethnicity not reported,,2,45.2
11759,r116,All postdoctoral training commitments (number) -> U.S. government (%) -> 2003,Totala,,,1,32.9
11759,r117,All postdoctoral training commitments (number) -> U.S. government (%) -> 2003,Sex,Male,,2,33.7
11759,r118,All postdoctoral training commitments (number) -> U.S. government (%) -> 2003,Sex,Female,,2,31.8
11759,r119,All postdoctoral training commitments (number) -> U.S. government (%) -> 2003,Citizenship status,U.S. citizen or permanent resident,,2,39.8
11759,r120,All postdoctoral training commitments (number) -> U.S. government (%) -> 2003,Citizenship status,Temporary visa holder,,2,19.8
11759,r121,All postdoctoral training commitments (number) -> U.S. government (%) -> 2003,U.S. citizens and permanent residents,Hispanic or Latino,,2,36.2
11759,r122,All postdoctoral training commitments (number) -> U.S. government (%) -> 2003,U.S. citizens and permanent residents,Not Hispanic or Latino,American Indian or Alaska Native,3,53.3
11759,r123,All postdoctoral training commitments (number) -> U.S. government (%) -> 2003,U.S. citizens and permanent residents,Not Hispanic or Latino,Asianb,3,40.0
11759,r124,All postdoctoral training commitments (number) -> U.S. government (%) -> 2003,U.S. citizens and permanent residents,Not Hispanic or Latino,Black or African American,3,28.2
11759,r125,All postdoctoral training commitments (number) -> U.S. government (%) -> 2003,U.S. citizens and permanent residents,Not Hispanic or Latino,White,3,40.9
11759,r126,All postdoctoral training commitments (number) -> U.S. government (%) -> 2003,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,3,42.7
11759,r127,All postdoctoral training commitments (number) -> U.S. government (%) -> 2003,U.S. citizens and permanent residents,Not Hispanic or Latino,Other race or race not reportedc,3,27.3
11759,r128,All postdoctoral training commitments (number) -> U.S. government (%) -> 2003,U.S. citizens and permanent residents,Ethnicity not reported,,2,29.9
