table_id,row_id,sex_occupation_and_age_full_path,sex_occupation_and_age_level_1,sex_occupation_and_age_level_2,sex_occupation_and_age_level_3,sex_occupation_and_age_level_4,sex_occupation_and_age_level_5,sex_occupation_and_age_hierarchy_depth,field_total,field_hispanic_or_latino,field_not_hispanic_or_latino_american_indian_or_alaska_native,field_not_hispanic_or_latino_asian,field_not_hispanic_or_latino_black_or_african_american,field_not_hispanic_or_latino_native_hawaiian_or_other_pacific_islander,field_not_hispanic_or_latino_white,field_not_hispanic_or_latino_more_than_one_race,field_without_disability,field_with_disability,field_u_s_citizen,field_non_u_s_citizen
7768,r001,"Both sexes, all occupations","Both sexes, all occupations",,,,,1,44153000,4608000,107000,4772000,3618000,128000,29833000,1087000,39002000,5151000,41706000,2447000
7768,r002,"Both sexes, all occupations -> 29 and younger","Both sexes, all occupations",29 and younger,,,,2,6586000,834000,S,771000,459000,9000,4250000,233000,5948000,638000,6183000,403000
7768,r003,"Both sexes, all occupations -> 30&#8211;39","Both sexes, all occupations",30&#8211;39,,,,2,12566000,1508000,20000,1543000,920000,31000,8186000,359000,11559000,1007000,11488000,1078000
7768,r004,"Both sexes, all occupations -> 40&#8211;49","Both sexes, all occupations",40&#8211;49,,,,2,10750000,1165000,16000,1260000,982000,55000,7003000,271000,9561000,1190000,10101000,649000
7768,r005,"Both sexes, all occupations -> 50&#8211;75","Both sexes, all occupations",50&#8211;75,,,,2,14251000,1101000,42000,1198000,1257000,33000,10394000,225000,11934000,2316000,13934000,317000
7768,r006,"Both sexes, all occupations -> S&E occupations","Both sexes, all occupations",S&E occupations,,,,2,7230000,636000,9000,1536000,369000,15000,4505000,161000,6438000,792000,6267000,964000
7768,r007,"Both sexes, all occupations -> S&E occupations -> 29 and younger","Both sexes, all occupations",S&E occupations,29 and younger,,,3,1430000,158000,S,301000,61000,4000,850000,52000,1319000,111000,1245000,185000
7768,r008,"Both sexes, all occupations -> S&E occupations -> 30&#8211;39","Both sexes, all occupations",S&E occupations,30&#8211;39,,,3,2351000,240000,2000,554000,111000,5000,1390000,49000,2122000,229000,1839000,513000
7768,r009,"Both sexes, all occupations -> S&E occupations -> 40&#8211;49","Both sexes, all occupations",S&E occupations,40&#8211;49,,,3,1560000,122000,2000,393000,95000,4000,912000,32000,1397000,163000,1360000,200000
7768,r010,"Both sexes, all occupations -> S&E occupations -> 50&#8211;75","Both sexes, all occupations",S&E occupations,50&#8211;75,,,3,1890000,117000,2000,287000,102000,2000,1353000,27000,1601000,288000,1823000,66000
7768,r011,"Both sexes, all occupations -> S&E occupations -> Biological, agricultural, and other life scientists","Both sexes, all occupations",S&E occupations,"Biological, agricultural, and other life scientists",,,3,711000,65000,1000,153000,27000,S,445000,19000,638000,73000,601000,109000
7768,r012,"Both sexes, all occupations -> S&E occupations -> Biological, agricultural, and other life scientists -> 29 and younger","Both sexes, all occupations",S&E occupations,"Biological, agricultural, and other life scientists",29 and younger,,4,153000,20000,,24000,7000,,88000,S,134000,19000,139000,14000
