table_id,row_id,_b_characteristic_b_full_path,_b_characteristic_b_level_1,_b_characteristic_b_level_2,_b_characteristic_b_level_3,_b_characteristic_b_level_4,_b_characteristic_b_hierarchy_depth,field_postdoctoral_appointees_number,field_postdoctoral_appointees_percent,field_doctorate_holding_nonfaculty_researchers_number,field_doctorate_holding_nonfaculty_researchers_percent
10728,r001,Institutions,Institutions,,,,1,40,5.8,33,4.8
10728,r002,Schools,Schools,,,,1,41,5.3,33,4.3
10728,r003,Units,Units,,,,1,44,0.2,49,0.2
10728,r004,All individuals,All individuals,,,,1,143,100.0,197,100.0
10728,r005,All individuals -> Male,All individuals,Male,,,2,110,76.9,150,76.1
10728,r006,All individuals -> Female,All individuals,Female,,,2,33,23.1,47,23.9
10728,r007,All individuals -> U.S. citizens and permanent residents<sup>a</sup>,All individuals,U.S. citizens and permanent residents<sup>a</sup>,,,2,38,26.6,na,na
10728,r008,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Hispanic or Latino,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Hispanic or Latino,,3,1,0.7,na,na
10728,r009,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,,3,,,,
10728,r010,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> American Indian or Alaska Native,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,American Indian or Alaska Native,4,0,0.0,na,na
10728,r011,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Asian,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Asian,4,5,3.5,na,na
10728,r012,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Black or African American,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Black or African American,4,1,0.7,na,na
10728,r013,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Native Hawaiian or Other Pacific Islander,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,4,0,0.0,na,na
10728,r014,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> White,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,White,4,21,14.7,na,na
10728,r015,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> More than one race,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,More than one race,4,1,0.7,na,na
10728,r016,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Unknown ethnicity and race,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Unknown ethnicity and race,,3,9,6.3,na,na
10728,r017,All individuals -> Temporary visa holders,All individuals,Temporary visa holders,,,2,105,73.4,na,na
10728,r018,Primary source of support,Primary source of support,,,,1,,,,
10728,r019,Primary source of support -> Federal,Primary source of support,Federal,,,2,53,37.1,na,na
10728,r020,Primary source of support -> Nonfederal<sup>b</sup>,Primary source of support,Nonfederal<sup>b</sup>,,,2,80,55.9,na,na
10728,r021,Primary source of support -> Personal resources,Primary source of support,Personal resources,,,2,0,0.0,na,na
10728,r022,Primary source of support -> Unknown or not stated,Primary source of support,Unknown or not stated,,,2,10,7.0,na,na
10728,r023,Primary mechanism of support,Primary mechanism of support,,,,1,,,,
10728,r024,Primary mechanism of support -> Fellowships,Primary mechanism of support,Fellowships,,,2,14,9.8,na,na
10728,r025,Primary mechanism of support -> Research grants,Primary mechanism of support,Research grants,,,2,92,64.3,na,na
10728,r026,Primary mechanism of support -> Traineeships,Primary mechanism of support,Traineeships,,,2,1,0.7,na,na
10728,r027,Primary mechanism of support -> Other types of support,Primary mechanism of support,Other types of support,,,2,36,25.2,na,na
10728,r028,Degree type<sup>c</sup>,Degree type<sup>c</sup>,,,,1,,,,
10728,r029,Degree type<sup>c</sup> -> Doctoral degree,Degree type<sup>c</sup>,Doctoral degree,,,2,120,83.9,123,62.4
10728,r030,Degree type<sup>c</sup> -> Professional degree,Degree type<sup>c</sup>,Professional degree,,,2,0,0.0,9,4.6
10728,r031,Degree type<sup>c</sup> -> Dual degree,Degree type<sup>c</sup>,Dual degree,,,2,0,0.0,2,1.0
10728,r032,Degree type<sup>c</sup> -> Doctoral degree type unknown,Degree type<sup>c</sup>,Doctoral degree type unknown,,,2,23,16.1,63,32.0
10728,r033,Degree origin,Degree origin,,,,1,,,,
10728,r034,Degree origin -> United States,Degree origin,United States,,,2,80,55.9,na,na
10728,r035,Degree origin -> Foreign country,Degree origin,Foreign country,,,2,30,21.0,na,na
10728,r036,Degree origin -> Unknown,Degree origin,Unknown,,,2,33,23.1,na,na
