table_id,row_id,time_period,_b_graduate_students_b_level_1,_b_graduate_students_b_level_2,_b_graduate_students_b_level_3,_b_graduate_students_b_hierarchy_depth,value
3488,r001,1977,Graduate students,Total,,2,345374
3488,r002,1977,Graduate students,Male,Number,3,244924
3488,r003,1977,Graduate students,Male,Percent,3,70.9
3488,r004,1977,Graduate students,Female,Number,3,100450
3488,r005,1977,Graduate students,Female,Percent,3,29.1
3488,r006,1977,Postdoctoral appointees,Total,,2,na
3488,r007,1977,Postdoctoral appointees,Male,Number,3,na
3488,r008,1977,Postdoctoral appointees,Male,Percent,3,na
3488,r009,1977,Postdoctoral appointees,Female,Number,3,na
3488,r010,1977,Postdoctoral appointees,Female,Percent,3,na
3488,r011,1977,Doctorate-holding nonfaculty researchers,Total,,2,na
3488,r012,1977,Doctorate-holding nonfaculty researchers,Male,Number,3,na
3488,r013,1977,Doctorate-holding nonfaculty researchers,Male,Percent,3,na
3488,r014,1977,Doctorate-holding nonfaculty researchers,Female,Number,3,na
3488,r015,1977,Doctorate-holding nonfaculty researchers,Female,Percent,3,na
3488,r016,1978,Graduate students,Total,,2,339912
3488,r017,1978,Graduate students,Male,Number,3,NA
3488,r018,1978,Graduate students,Male,Percent,3,NA
3488,r019,1978,Graduate students,Female,Number,3,NA
3488,r020,1978,Graduate students,Female,Percent,3,NA
3488,r021,1978,Postdoctoral appointees,Total,,2,na
3488,r022,1978,Postdoctoral appointees,Male,Number,3,na
3488,r023,1978,Postdoctoral appointees,Male,Percent,3,na
3488,r024,1978,Postdoctoral appointees,Female,Number,3,na
3488,r025,1978,Postdoctoral appointees,Female,Percent,3,na
3488,r026,1978,Doctorate-holding nonfaculty researchers,Total,,2,na
3488,r027,1978,Doctorate-holding nonfaculty researchers,Male,Number,3,na
3488,r028,1978,Doctorate-holding nonfaculty researchers,Male,Percent,3,na
3488,r029,1978,Doctorate-holding nonfaculty researchers,Female,Number,3,na
3488,r030,1978,Doctorate-holding nonfaculty researchers,Female,Percent,3,na
3488,r031,1979,Graduate students,Total,,2,357578
3488,r032,1979,Graduate students,Male,Number,3,240839
3488,r033,1979,Graduate students,Male,Percent,3,67.4
