table_id,row_id,_b_characteristic_b_full_path,_b_characteristic_b_level_1,_b_characteristic_b_level_2,_b_characteristic_b_level_3,_b_characteristic_b_level_4,_b_characteristic_b_hierarchy_depth,field_postdoctoral_appointees_number,field_postdoctoral_appointees_percent,field_doctorate_holding_nonfaculty_researchers_number,field_doctorate_holding_nonfaculty_researchers_percent
6125,r001,Institutions,Institutions,,,,1,40,5.6,29,4.1
6125,r002,Schools,Schools,,,,1,41,5.1,29,3.6
6125,r003,Units,Units,,,,1,49,0.2,43,0.2
6125,r004,All individuals,All individuals,,,,1,194,100.0,155,100.0
6125,r005,All individuals -> Male,All individuals,Male,,,2,158,81.4,124,80.0
6125,r006,All individuals -> Female,All individuals,Female,,,2,36,18.6,31,20.0
6125,r007,All individuals -> U.S. citizens and permanent residents<sup>a</sup>,All individuals,U.S. citizens and permanent residents<sup>a</sup>,,,2,58,29.9,na,na
6125,r008,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Hispanic or Latino,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Hispanic or Latino,,3,2,1.0,na,na
6125,r009,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,,3,,,,
6125,r010,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> American Indian or Alaska Native,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,American Indian or Alaska Native,4,0,0.0,na,na
6125,r011,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Asian,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Asian,4,8,4.1,na,na
6125,r012,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Black or African American,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Black or African American,4,2,1.0,na,na
6125,r013,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Native Hawaiian or Other Pacific Islander,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,4,0,0.0,na,na
6125,r014,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> White,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,White,4,40,20.6,na,na
6125,r015,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> More than one race,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,More than one race,4,1,0.5,na,na
6125,r016,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Unknown ethnicity and race,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Unknown ethnicity and race,,3,5,2.6,na,na
6125,r017,All individuals -> Temporary visa holders,All individuals,Temporary visa holders,,,2,136,70.1,na,na
6125,r018,Primary source of support,Primary source of support,,,,1,,,,
6125,r019,Primary source of support -> Federal,Primary source of support,Federal,,,2,65,33.5,na,na
6125,r020,Primary source of support -> Nonfederal<sup>b</sup>,Primary source of support,Nonfederal<sup>b</sup>,,,2,107,55.2,na,na
6125,r021,Primary source of support -> Personal resources,Primary source of support,Personal resources,,,2,2,1.0,na,na
6125,r022,Primary source of support -> Unknown or not stated,Primary source of support,Unknown or not stated,,,2,20,10.3,na,na
6125,r023,Primary mechanism of support,Primary mechanism of support,,,,1,,,,
6125,r024,Primary mechanism of support -> Fellowships,Primary mechanism of support,Fellowships,,,2,6,3.1,na,na
6125,r025,Primary mechanism of support -> Research grants,Primary mechanism of support,Research grants,,,2,159,82.0,na,na
6125,r026,Primary mechanism of support -> Traineeships,Primary mechanism of support,Traineeships,,,2,1,0.5,na,na
6125,r027,Primary mechanism of support -> Other types of support,Primary mechanism of support,Other types of support,,,2,28,14.4,na,na
6125,r028,Degree type<sup>c</sup>,Degree type<sup>c</sup>,,,,1,,,,
6125,r029,Degree type<sup>c</sup> -> Doctoral degree,Degree type<sup>c</sup>,Doctoral degree,,,2,167,86.1,122,78.7
6125,r030,Degree type<sup>c</sup> -> Professional degree,Degree type<sup>c</sup>,Professional degree,,,2,0,0.0,6,3.9
6125,r031,Degree type<sup>c</sup> -> Dual degree,Degree type<sup>c</sup>,Dual degree,,,2,0,0.0,1,0.6
6125,r032,Degree type<sup>c</sup> -> Doctoral degree type unknown,Degree type<sup>c</sup>,Doctoral degree type unknown,,,2,27,13.9,26,16.8
6125,r033,Degree origin,Degree origin,,,,1,,,,
6125,r034,Degree origin -> United States,Degree origin,United States,,,2,99,51.0,na,na
6125,r035,Degree origin -> Foreign country,Degree origin,Foreign country,,,2,51,26.3,na,na
6125,r036,Degree origin -> Unknown,Degree origin,Unknown,,,2,44,22.7,na,na
