table_id,row_id,_b_characteristic_b_full_path,_b_characteristic_b_level_1,_b_characteristic_b_level_2,_b_characteristic_b_level_3,_b_characteristic_b_level_4,_b_characteristic_b_hierarchy_depth,field_postdoctoral_appointees_number,field_postdoctoral_appointees_percent,field_doctorate_holding_nonfaculty_researchers_number,field_doctorate_holding_nonfaculty_researchers_percent
10732,r001,Institutions,Institutions,,,,1,59,8.6,45,6.5
10732,r002,Schools,Schools,,,,1,59,7.6,45,5.8
10732,r003,Units,Units,,,,1,82,0.4,62,0.3
10732,r004,All individuals,All individuals,,,,1,542,100.0,280,100.0
10732,r005,All individuals -> Male,All individuals,Male,,,2,422,77.9,223,79.6
10732,r006,All individuals -> Female,All individuals,Female,,,2,120,22.1,57,20.4
10732,r007,All individuals -> U.S. citizens and permanent residents<sup>a</sup>,All individuals,U.S. citizens and permanent residents<sup>a</sup>,,,2,152,28.0,na,na
10732,r008,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Hispanic or Latino,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Hispanic or Latino,,3,8,1.5,na,na
10732,r009,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,,3,,,,
10732,r010,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> American Indian or Alaska Native,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,American Indian or Alaska Native,4,1,0.2,na,na
10732,r011,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Asian,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Asian,4,44,8.1,na,na
10732,r012,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Black or African American,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Black or African American,4,2,0.4,na,na
10732,r013,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Native Hawaiian or Other Pacific Islander,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,4,0,0.0,na,na
10732,r014,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> White,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,White,4,83,15.3,na,na
10732,r015,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> More than one race,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,More than one race,4,4,0.7,na,na
10732,r016,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Unknown ethnicity and race,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Unknown ethnicity and race,,3,10,1.8,na,na
10732,r017,All individuals -> Temporary visa holders,All individuals,Temporary visa holders,,,2,390,72.0,na,na
10732,r018,Primary source of support,Primary source of support,,,,1,,,,
10732,r019,Primary source of support -> Federal,Primary source of support,Federal,,,2,283,52.2,na,na
10732,r020,Primary source of support -> Nonfederal<sup>b</sup>,Primary source of support,Nonfederal<sup>b</sup>,,,2,228,42.1,na,na
10732,r021,Primary source of support -> Personal resources,Primary source of support,Personal resources,,,2,9,1.7,na,na
10732,r022,Primary source of support -> Unknown or not stated,Primary source of support,Unknown or not stated,,,2,22,4.1,na,na
10732,r023,Primary mechanism of support,Primary mechanism of support,,,,1,,,,
10732,r024,Primary mechanism of support -> Fellowships,Primary mechanism of support,Fellowships,,,2,32,5.9,na,na
10732,r025,Primary mechanism of support -> Research grants,Primary mechanism of support,Research grants,,,2,414,76.4,na,na
10732,r026,Primary mechanism of support -> Traineeships,Primary mechanism of support,Traineeships,,,2,10,1.8,na,na
10732,r027,Primary mechanism of support -> Other types of support,Primary mechanism of support,Other types of support,,,2,86,15.9,na,na
10732,r028,Degree type<sup>c</sup>,Degree type<sup>c</sup>,,,,1,,,,
10732,r029,Degree type<sup>c</sup> -> Doctoral degree,Degree type<sup>c</sup>,Doctoral degree,,,2,363,67.0,240,85.7
10732,r030,Degree type<sup>c</sup> -> Professional degree,Degree type<sup>c</sup>,Professional degree,,,2,9,1.7,8,2.9
10732,r031,Degree type<sup>c</sup> -> Dual degree,Degree type<sup>c</sup>,Dual degree,,,2,7,1.3,3,1.1
10732,r032,Degree type<sup>c</sup> -> Doctoral degree type unknown,Degree type<sup>c</sup>,Doctoral degree type unknown,,,2,163,30.1,29,10.4
10732,r033,Degree origin,Degree origin,,,,1,,,,
10732,r034,Degree origin -> United States,Degree origin,United States,,,2,165,30.4,na,na
10732,r035,Degree origin -> Foreign country,Degree origin,Foreign country,,,2,148,27.3,na,na
10732,r036,Degree origin -> Unknown,Degree origin,Unknown,,,2,229,42.3,na,na
