table_id,row_id,_b_characteristic_b_full_path,_b_characteristic_b_level_1,_b_characteristic_b_level_2,_b_characteristic_b_level_3,_b_characteristic_b_level_4,_b_characteristic_b_hierarchy_depth,field_postdoctoral_appointees_number,field_postdoctoral_appointees_percent,field_doctorate_holding_nonfaculty_researchers_number,field_doctorate_holding_nonfaculty_researchers_percent
6038,r001,Institutions,Institutions,,,,1,92,12.9,84,11.8
6038,r002,Schools,Schools,,,,1,92,11.4,84,10.4
6038,r003,Units,Units,,,,1,161,0.8,162,0.8
6038,r004,All individuals,All individuals,,,,1,1095,100.0,800,100.0
6038,r005,All individuals -> Male,All individuals,Male,,,2,833,76.1,613,76.6
6038,r006,All individuals -> Female,All individuals,Female,,,2,262,23.9,187,23.4
6038,r007,All individuals -> U.S. citizens and permanent residents<sup>a</sup>,All individuals,U.S. citizens and permanent residents<sup>a</sup>,,,2,373,34.1,na,na
6038,r008,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Hispanic or Latino,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Hispanic or Latino,,3,19,1.7,na,na
6038,r009,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,,3,,,,
6038,r010,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> American Indian or Alaska Native,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,American Indian or Alaska Native,4,0,0.0,na,na
6038,r011,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Asian,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Asian,4,75,6.8,na,na
6038,r012,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Black or African American,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Black or African American,4,11,1.0,na,na
6038,r013,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Native Hawaiian or Other Pacific Islander,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,4,1,0.1,na,na
6038,r014,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> White,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,White,4,215,19.6,na,na
6038,r015,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> More than one race,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,More than one race,4,5,0.5,na,na
6038,r016,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Unknown ethnicity and race,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Unknown ethnicity and race,,3,47,4.3,na,na
6038,r017,All individuals -> Temporary visa holders,All individuals,Temporary visa holders,,,2,722,65.9,na,na
6038,r018,Primary source of support,Primary source of support,,,,1,,,,
6038,r019,Primary source of support -> Federal,Primary source of support,Federal,,,2,538,49.1,na,na
6038,r020,Primary source of support -> Nonfederal<sup>b</sup>,Primary source of support,Nonfederal<sup>b</sup>,,,2,459,41.9,na,na
6038,r021,Primary source of support -> Personal resources,Primary source of support,Personal resources,,,2,21,1.9,na,na
6038,r022,Primary source of support -> Unknown or not stated,Primary source of support,Unknown or not stated,,,2,77,7.0,na,na
6038,r023,Primary mechanism of support,Primary mechanism of support,,,,1,,,,
6038,r024,Primary mechanism of support -> Fellowships,Primary mechanism of support,Fellowships,,,2,60,5.5,na,na
6038,r025,Primary mechanism of support -> Research grants,Primary mechanism of support,Research grants,,,2,806,73.6,na,na
6038,r026,Primary mechanism of support -> Traineeships,Primary mechanism of support,Traineeships,,,2,3,0.3,na,na
6038,r027,Primary mechanism of support -> Other types of support,Primary mechanism of support,Other types of support,,,2,226,20.6,na,na
6038,r028,Degree type<sup>c</sup>,Degree type<sup>c</sup>,,,,1,,,,
6038,r029,Degree type<sup>c</sup> -> Doctoral degree,Degree type<sup>c</sup>,Doctoral degree,,,2,886,80.9,639,79.9
6038,r030,Degree type<sup>c</sup> -> Professional degree,Degree type<sup>c</sup>,Professional degree,,,2,3,0.3,15,1.9
6038,r031,Degree type<sup>c</sup> -> Dual degree,Degree type<sup>c</sup>,Dual degree,,,2,3,0.3,5,0.6
6038,r032,Degree type<sup>c</sup> -> Doctoral degree type unknown,Degree type<sup>c</sup>,Doctoral degree type unknown,,,2,203,18.5,141,17.6
6038,r033,Degree origin,Degree origin,,,,1,,,,
6038,r034,Degree origin -> United States,Degree origin,United States,,,2,460,42.0,na,na
6038,r035,Degree origin -> Foreign country,Degree origin,Foreign country,,,2,308,28.1,na,na
6038,r036,Degree origin -> Unknown,Degree origin,Unknown,,,2,327,29.9,na,na
