table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_all_r_d_expenditures,field_computer_and_information_sciences,field_geosciences_atmospheric_sciences_and_ocean_sciences,field_life_sciences,field_mathematics_and_statistics,field_physical_sciences,field_psychology,field_social_sciences,field_sciences_nec,field_engineering,field_all_non_s_e_fields
3148,r001,All HBCUs,All HBCUs,,1,-,"['508,537', '']","['17,020', '']","['23,534', '']","['286,223', '']","['8,295', '']","['52,648', '']","['4,703', '']","['16,533', '']","['5,214', '']","['59,052', '']","['35,315', '']"
3148,r002,All HBCUs -> Howard U.,All HBCUs,Howard U.,2,1,"['44,163', '']","['1,328', '']","['248', '']","['24,940', '']","['222', '']","['5,277', '']","['1,968', '']","['843', '']","['0', '']","['8,401', '']","['936', '']"
3148,r003,All HBCUs -> Florida A&M U.,All HBCUs,Florida A&M U.,2,2,"['42,470', '']","['1,268', '']","['5,282', '']","['21,837', '']","['0', '']","['3,488', '']","['248', '']","['5', '']","['0', '']","['4,477', '']","['5,865', '']"
3148,r004,All HBCUs -> North Carolina Agricultural and Technical State U.,All HBCUs,North Carolina Agricultural and Technical State U.,2,3,"['37,339', '']","['1,861', '']","['129', '']","['16,756', '']","['872', '']","['1,889', '']","['24', '']","['0', '']","['0', '']","['11,766', '']","['4,042', '']"
3148,r005,All HBCUs -> Morehouse School of Medicine,All HBCUs,Morehouse School of Medicine,2,4,"['31,289', '']","['0', '']","['0', '']","['31,289', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3148,r006,All HBCUs -> Delaware State U.,All HBCUs,Delaware State U.,2,5,"['23,017', '']","['1', '']","['633', '']","['13,791', '']","['834', '']","['4,306', '']","['0', '']","['169', '']","['530', '']","['2,248', '']","['505', '']"
3148,r007,All HBCUs -> Tuskegee U.,All HBCUs,Tuskegee U.,2,6,"['20,562', '']","['401', '']","['0', '']","['8,427', '']","['1,216', '']","['163', '']","['0', '']","['4,803', '']","['180', '']","['5,372', '']","['0', '']"
3148,r008,All HBCUs -> Meharry Medical C.,All HBCUs,Meharry Medical C.,2,7,"['18,286', '']","['0', '']","['0', '']","['18,286', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3148,r009,All HBCUs -> Jackson State U.,All HBCUs,Jackson State U.,2,8,"['18,160', '']","['567', '']","['1,794', '']","['1,902', '']","['68', '']","['9,159', '']","['69', '']","['325', '']","['819', '']","['3,354', '']","['103', '']"
3148,r010,All HBCUs -> Prairie View A&M U.,All HBCUs,Prairie View A&M U.,2,9,"['18,018', '']","['293', '']","['57', '']","['8,105', '']","['7', '']","['1,082', '']","['851', '']","['0', '']","['22', '']","['5,121', '']","['2,480', '']"
3148,r011,All HBCUs -> North Carolina Central U.,All HBCUs,North Carolina Central U.,2,10,"['16,227', '']","['0', '']","['303', '']","['8,401', '']","['0', '']","['2,774', '']","['0', '']","['662', '']","['0', '']","['1,212', '']","['2,875', '']"
3148,r012,All HBCUs -> Tennessee State U.,All HBCUs,Tennessee State U.,2,11,"['15,236', '']","['328', '']","['0', '']","['11,924', '']","['98', '']","['452', '']","['364', '']","['3', '']","['0', '']","['1,207', '']","['860', '']"
3148,r013,All HBCUs -> Alcorn State U.,All HBCUs,Alcorn State U.,2,12,"['14,435', '']","['0', '']","['0', '']","['8,664', '']","['0', '']","['0', '']","['0', '']","['5,428', '']","['0', '']","['343', '']","['0', '']"
3148,r014,All HBCUs -> Hampton U.,All HBCUs,Hampton U.,2,13,"['13,605', '']","['448', '']","['3,779', '']","['1,777', '']","['217', '']","['4,044', '']","['25', '']","['1,604', '']","['0', '']","['1,049', '']","['662', '']"
3148,r015,All HBCUs -> Morgan State U.,All HBCUs,Morgan State U.,2,14,"['13,253', '']","['222', '']","['3,955', '']","['4,197', '']","['328', '']","['34', '']","['62', '']","['3', '']","['0', '']","['3,990', '']","['462', '']"
3148,r016,All HBCUs -> Alabama A&M U.,All HBCUs,Alabama A&M U.,2,15,"['12,840', '']","['441', 'i']","['0', 'i']","['7,546', 'i']","['123', 'i']","['932', 'i']","['256', 'i']","['437', 'i']","['0', 'i']","['2,354', 'i']","['751', 'i']"
3148,r017,All HBCUs -> U. of the Virgin Islands,All HBCUs,U. of the Virgin Islands,2,16,"['12,236', '']","['309', '']","['830', '']","['9,712', '']","['740', '']","['15', '']","['0', '']","['1', '']","['0', '']","['61', '']","['568', '']"
3148,r018,All HBCUs -> Virginia State U.,All HBCUs,Virginia State U.,2,17,"['11,457', '']","['0', '']","['157', '']","['6,886', '']","['1,333', '']","['0', '']","['0', '']","['54', '']","['0', '']","['793', '']","['2,234', '']"
3148,r019,All HBCUs -> Langston U.,All HBCUs,Langston U.,2,18,"['10,719', '']","['0', '']","['0', '']","['10,287', '']","['2', '']","['37', '']","['0', '']","['0', '']","['0', '']","['0', '']","['393', '']"
3148,r020,All HBCUs -> Xavier U. Louisiana,All HBCUs,Xavier U. Louisiana,2,19,"['10,152', '']","['442', '']","['0', '']","['3,255', '']","['0', '']","['5,879', '']","['47', '']","['0', '']","['0', '']","['376', '']","['153', '']"
3148,r021,All HBCUs -> Clark Atlanta U.,All HBCUs,Clark Atlanta U.,2,20,"['9,048', '']","['405', '']","['0', '']","['6,360', '']","['128', '']","['1,265', '']","['0', '']","['136', '']","['0', '']","['214', '']","['540', '']"
3148,r022,"All HBCUs -> U. Arkansas, Pine Bluff",All HBCUs,"U. Arkansas, Pine Bluff",2,21,"['9,024', '']","['0', '']","['0', '']","['7,878', '']","['0', '']","['448', '']","['0', '']","['0', '']","['679', '']","['0', '']","['19', '']"
3148,r023,All HBCUs -> Kentucky State U.,All HBCUs,Kentucky State U.,2,22,"['8,433', '']","['110', '']","['0', '']","['8,139', '']","['3', '']","['0', '']","['180', '']","['0', '']","['0', '']","['0', '']","['1', '']"
3148,r024,All HBCUs -> Norfolk State U.,All HBCUs,Norfolk State U.,2,23,"['8,050', '']","['5,010', '']","['0', '']","['108', '']","['58', '']","['819', '']","['0', '']","['0', '']","['0', '']","['1,940', '']","['115', '']"
3148,r025,"All HBCUs -> U. Maryland, Eastern Shore",All HBCUs,"U. Maryland, Eastern Shore",2,24,"['7,133', '']","['0', '']","['4,369', '']","['721', '']","['0', '']","['1,278', '']","['0', '']","['720', '']","['0', '']","['40', '']","['5', '']"
