table_id,row_id,time_period,_b_graduate_students_b_level_1,_b_graduate_students_b_level_2,_b_graduate_students_b_level_3,_b_graduate_students_b_hierarchy_depth,value
10654,r001,1977,Graduate students,Total,,2,33685
10654,r002,1977,Graduate students,Male,Number,3,11149
10654,r003,1977,Graduate students,Male,Percent,3,33.1
10654,r004,1977,Graduate students,Female,Number,3,22536
10654,r005,1977,Graduate students,Female,Percent,3,66.9
10654,r006,1977,Postdoctoral appointees,Total,,2,na
10654,r007,1977,Postdoctoral appointees,Male,Number,3,na
10654,r008,1977,Postdoctoral appointees,Male,Percent,3,na
10654,r009,1977,Postdoctoral appointees,Female,Number,3,na
10654,r010,1977,Postdoctoral appointees,Female,Percent,3,na
10654,r011,1977,Doctorate-holding nonfaculty researchers,Total,,2,na
10654,r012,1977,Doctorate-holding nonfaculty researchers,Male,Number,3,na
10654,r013,1977,Doctorate-holding nonfaculty researchers,Male,Percent,3,na
10654,r014,1977,Doctorate-holding nonfaculty researchers,Female,Number,3,na
10654,r015,1977,Doctorate-holding nonfaculty researchers,Female,Percent,3,na
10654,r016,1978,Graduate students,Total,,2,35660
10654,r017,1978,Graduate students,Male,Number,3,NA
10654,r018,1978,Graduate students,Male,Percent,3,NA
10654,r019,1978,Graduate students,Female,Number,3,NA
10654,r020,1978,Graduate students,Female,Percent,3,NA
10654,r021,1978,Postdoctoral appointees,Total,,2,na
10654,r022,1978,Postdoctoral appointees,Male,Number,3,na
10654,r023,1978,Postdoctoral appointees,Male,Percent,3,na
10654,r024,1978,Postdoctoral appointees,Female,Number,3,na
10654,r025,1978,Postdoctoral appointees,Female,Percent,3,na
10654,r026,1978,Doctorate-holding nonfaculty researchers,Total,,2,na
10654,r027,1978,Doctorate-holding nonfaculty researchers,Male,Number,3,na
10654,r028,1978,Doctorate-holding nonfaculty researchers,Male,Percent,3,na
10654,r029,1978,Doctorate-holding nonfaculty researchers,Female,Number,3,na
10654,r030,1978,Doctorate-holding nonfaculty researchers,Female,Percent,3,na
10654,r031,1979,Graduate students,Total,,2,38535
10654,r032,1979,Graduate students,Male,Number,3,11073
10654,r033,1979,Graduate students,Male,Percent,3,28.7
10654,r034,1979,Graduate students,Female,Number,3,27462
10654,r035,1979,Graduate students,Female,Percent,3,71.3
10654,r036,1979,Postdoctoral appointees,Total,,2,4515
10654,r037,1979,Postdoctoral appointees,Male,Number,3,3699
10654,r038,1979,Postdoctoral appointees,Male,Percent,3,81.9
10654,r039,1979,Postdoctoral appointees,Female,Number,3,816
10654,r040,1979,Postdoctoral appointees,Female,Percent,3,18.1
10654,r041,1979,Doctorate-holding nonfaculty researchers,Total,,2,499
10654,r042,1979,Doctorate-holding nonfaculty researchers,Male,Number,3,368
10654,r043,1979,Doctorate-holding nonfaculty researchers,Male,Percent,3,73.7
10654,r044,1979,Doctorate-holding nonfaculty researchers,Female,Number,3,131
10654,r045,1979,Doctorate-holding nonfaculty researchers,Female,Percent,3,26.3
10654,r046,1980,Graduate students,Total,,2,41478
10654,r047,1980,Graduate students,Male,Number,3,11749
10654,r048,1980,Graduate students,Male,Percent,3,28.3
10654,r049,1980,Graduate students,Female,Number,3,29729
10654,r050,1980,Graduate students,Female,Percent,3,71.7
10654,r051,1980,Postdoctoral appointees,Total,,2,4376
10654,r052,1980,Postdoctoral appointees,Male,Number,3,3513
10654,r053,1980,Postdoctoral appointees,Male,Percent,3,80.3
10654,r054,1980,Postdoctoral appointees,Female,Number,3,863
10654,r055,1980,Postdoctoral appointees,Female,Percent,3,19.7
10654,r056,1980,Doctorate-holding nonfaculty researchers,Total,,2,653
10654,r057,1980,Doctorate-holding nonfaculty researchers,Male,Number,3,511
10654,r058,1980,Doctorate-holding nonfaculty researchers,Male,Percent,3,78.3
10654,r059,1980,Doctorate-holding nonfaculty researchers,Female,Number,3,142
10654,r060,1980,Doctorate-holding nonfaculty researchers,Female,Percent,3,21.7
10654,r061,1981,Graduate students,Total,,2,43141
10654,r062,1981,Graduate students,Male,Number,3,11414
10654,r063,1981,Graduate students,Male,Percent,3,26.5
10654,r064,1981,Graduate students,Female,Number,3,31727
10654,r065,1981,Graduate students,Female,Percent,3,73.5
10654,r066,1981,Postdoctoral appointees,Total,,2,4863
10654,r067,1981,Postdoctoral appointees,Male,Number,3,3737
10654,r068,1981,Postdoctoral appointees,Male,Percent,3,76.8
10654,r069,1981,Postdoctoral appointees,Female,Number,3,1126
10654,r070,1981,Postdoctoral appointees,Female,Percent,3,23.2
10654,r071,1981,Doctorate-holding nonfaculty researchers,Total,,2,611
10654,r072,1981,Doctorate-holding nonfaculty researchers,Male,Number,3,428
10654,r073,1981,Doctorate-holding nonfaculty researchers,Male,Percent,3,70.0
10654,r074,1981,Doctorate-holding nonfaculty researchers,Female,Number,3,183
10654,r075,1981,Doctorate-holding nonfaculty researchers,Female,Percent,3,30.0
10654,r076,1982,Graduate students,Total,,2,43425
10654,r077,1982,Graduate students,Male,Number,3,11001
10654,r078,1982,Graduate students,Male,Percent,3,25.3
10654,r079,1982,Graduate students,Female,Number,3,32424
10654,r080,1982,Graduate students,Female,Percent,3,74.7
10654,r081,1982,Postdoctoral appointees,Total,,2,4685
10654,r082,1982,Postdoctoral appointees,Male,Number,3,3558
10654,r083,1982,Postdoctoral appointees,Male,Percent,3,75.9
10654,r084,1982,Postdoctoral appointees,Female,Number,3,1127
10654,r085,1982,Postdoctoral appointees,Female,Percent,3,24.1
10654,r086,1982,Doctorate-holding nonfaculty researchers,Total,,2,547
10654,r087,1982,Doctorate-holding nonfaculty researchers,Male,Number,3,368
10654,r088,1982,Doctorate-holding nonfaculty researchers,Male,Percent,3,67.3
10654,r089,1982,Doctorate-holding nonfaculty researchers,Female,Number,3,179
10654,r090,1982,Doctorate-holding nonfaculty researchers,Female,Percent,3,32.7
10654,r091,1983,Graduate students,Total,,2,43466
10654,r092,1983,Graduate students,Male,Number,3,10465
10654,r093,1983,Graduate students,Male,Percent,3,24.1
10654,r094,1983,Graduate students,Female,Number,3,33001
10654,r095,1983,Graduate students,Female,Percent,3,75.9
10654,r096,1983,Postdoctoral appointees,Total,,2,5042
10654,r097,1983,Postdoctoral appointees,Male,Number,3,3709
10654,r098,1983,Postdoctoral appointees,Male,Percent,3,73.6
10654,r099,1983,Postdoctoral appointees,Female,Number,3,1333
10654,r100,1983,Postdoctoral appointees,Female,Percent,3,26.4
10654,r101,1983,Doctorate-holding nonfaculty researchers,Total,,2,917
10654,r102,1983,Doctorate-holding nonfaculty researchers,Male,Number,3,660
10654,r103,1983,Doctorate-holding nonfaculty researchers,Male,Percent,3,72.0
10654,r104,1983,Doctorate-holding nonfaculty researchers,Female,Number,3,257
10654,r105,1983,Doctorate-holding nonfaculty researchers,Female,Percent,3,28.0
10654,r106,1984,Graduate students,Total,,2,45028
10654,r107,1984,Graduate students,Male,Number,3,10541
10654,r108,1984,Graduate students,Male,Percent,3,23.4
10654,r109,1984,Graduate students,Female,Number,3,34487
10654,r110,1984,Graduate students,Female,Percent,3,76.6
10654,r111,1984,Postdoctoral appointees,Total,,2,5353
10654,r112,1984,Postdoctoral appointees,Male,Number,3,3929
10654,r113,1984,Postdoctoral appointees,Male,Percent,3,73.4
10654,r114,1984,Postdoctoral appointees,Female,Number,3,1424
10654,r115,1984,Postdoctoral appointees,Female,Percent,3,26.6
10654,r116,1984,Doctorate-holding nonfaculty researchers,Total,,2,1011
10654,r117,1984,Doctorate-holding nonfaculty researchers,Male,Number,3,688
10654,r118,1984,Doctorate-holding nonfaculty researchers,Male,Percent,3,68.1
