table_id,row_id,_b_characteristic_b_full_path,_b_characteristic_b_level_1,_b_characteristic_b_level_2,_b_characteristic_b_level_3,_b_characteristic_b_level_4,_b_characteristic_b_hierarchy_depth,field_postdoctoral_appointees_number,field_postdoctoral_appointees_percent,field_doctorate_holding_nonfaculty_researchers_number,field_doctorate_holding_nonfaculty_researchers_percent
3541,r001,Institutions,Institutions,,,,1,92,12.9,73,10.2
3541,r002,Schools,Schools,,,,1,92,11.4,73,9.0
3541,r003,Units,Units,,,,1,148,0.7,133,0.7
3541,r004,All individuals,All individuals,,,,1,806,100.0,582,100.0
3541,r005,All individuals -> Male,All individuals,Male,,,2,428,53.1,359,61.7
3541,r006,All individuals -> Female,All individuals,Female,,,2,378,46.9,223,38.3
3541,r007,All individuals -> U.S. citizens and permanent residents<sup>a</sup>,All individuals,U.S. citizens and permanent residents<sup>a</sup>,,,2,514,63.8,na,na
3541,r008,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Hispanic or Latino,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Hispanic or Latino,,3,18,2.2,na,na
3541,r009,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,,3,,,,
3541,r010,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> American Indian or Alaska Native,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,American Indian or Alaska Native,4,1,0.1,na,na
3541,r011,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Asian,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Asian,4,30,3.7,na,na
3541,r012,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Black or African American,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Black or African American,4,20,2.5,na,na
3541,r013,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Native Hawaiian or Other Pacific Islander,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,4,3,0.4,na,na
3541,r014,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> White,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,White,4,349,43.3,na,na
3541,r015,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> More than one race,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,More than one race,4,8,1.0,na,na
3541,r016,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Unknown ethnicity and race,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Unknown ethnicity and race,,3,85,10.5,na,na
3541,r017,All individuals -> Temporary visa holders,All individuals,Temporary visa holders,,,2,292,36.2,na,na
3541,r018,Primary source of support,Primary source of support,,,,1,,,,
3541,r019,Primary source of support -> Federal,Primary source of support,Federal,,,2,342,42.4,na,na
3541,r020,Primary source of support -> Nonfederal<sup>b</sup>,Primary source of support,Nonfederal<sup>b</sup>,,,2,392,48.6,na,na
3541,r021,Primary source of support -> Personal resources,Primary source of support,Personal resources,,,2,15,1.9,na,na
3541,r022,Primary source of support -> Unknown or not stated,Primary source of support,Unknown or not stated,,,2,57,7.1,na,na
3541,r023,Primary mechanism of support,Primary mechanism of support,,,,1,,,,
3541,r024,Primary mechanism of support -> Fellowships,Primary mechanism of support,Fellowships,,,2,75,9.3,na,na
3541,r025,Primary mechanism of support -> Research grants,Primary mechanism of support,Research grants,,,2,528,65.5,na,na
3541,r026,Primary mechanism of support -> Traineeships,Primary mechanism of support,Traineeships,,,2,34,4.2,na,na
3541,r027,Primary mechanism of support -> Other types of support,Primary mechanism of support,Other types of support,,,2,169,21.0,na,na
3541,r028,Degree type<sup>c</sup>,Degree type<sup>c</sup>,,,,1,,,,
3541,r029,Degree type<sup>c</sup> -> Doctoral degree,Degree type<sup>c</sup>,Doctoral degree,,,2,658,81.6,445,76.5
3541,r030,Degree type<sup>c</sup> -> Professional degree,Degree type<sup>c</sup>,Professional degree,,,2,4,0.5,17,2.9
3541,r031,Degree type<sup>c</sup> -> Dual degree,Degree type<sup>c</sup>,Dual degree,,,2,4,0.5,8,1.4
3541,r032,Degree type<sup>c</sup> -> Doctoral degree type unknown,Degree type<sup>c</sup>,Doctoral degree type unknown,,,2,140,17.4,112,19.2
3541,r033,Degree origin,Degree origin,,,,1,,,,
3541,r034,Degree origin -> United States,Degree origin,United States,,,2,366,45.4,na,na
3541,r035,Degree origin -> Foreign country,Degree origin,Foreign country,,,2,155,19.2,na,na
3541,r036,Degree origin -> Unknown,Degree origin,Unknown,,,2,285,35.4,na,na
