table_id,row_id,_b_characteristic_b_full_path,_b_characteristic_b_level_1,_b_characteristic_b_level_2,_b_characteristic_b_level_3,_b_characteristic_b_level_4,_b_characteristic_b_hierarchy_depth,field_postdoctoral_appointees_number,field_postdoctoral_appointees_percent,field_doctorate_holding_nonfaculty_researchers_number,field_doctorate_holding_nonfaculty_researchers_percent
3526,r001,Institutions,Institutions,,,,1,225,31.5,165,23.1
3526,r002,Schools,Schools,,,,1,230,28.4,168,20.8
3526,r003,Units,Units,,,,1,556,2.7,391,1.9
3526,r004,All individuals,All individuals,,,,1,7159,100.0,3316,100.0
3526,r005,All individuals -> Male,All individuals,Male,,,2,5462,76.3,2644,79.7
3526,r006,All individuals -> Female,All individuals,Female,,,2,1697,23.7,672,20.3
3526,r007,All individuals -> U.S. citizens and permanent residents<sup>a</sup>,All individuals,U.S. citizens and permanent residents<sup>a</sup>,,,2,2639,36.9,na,na
3526,r008,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Hispanic or Latino,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Hispanic or Latino,,3,131,1.8,na,na
3526,r009,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,,3,,,,
3526,r010,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> American Indian or Alaska Native,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,American Indian or Alaska Native,4,4,0.1,na,na
3526,r011,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Asian,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Asian,4,523,7.3,na,na
3526,r012,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Black or African American,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Black or African American,4,48,0.7,na,na
3526,r013,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Native Hawaiian or Other Pacific Islander,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,4,1,0.05,na,na
3526,r014,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> White,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,White,4,1550,21.7,na,na
3526,r015,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> More than one race,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,More than one race,4,50,0.7,na,na
3526,r016,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Unknown ethnicity and race,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Unknown ethnicity and race,,3,332,4.6,na,na
3526,r017,All individuals -> Temporary visa holders,All individuals,Temporary visa holders,,,2,4520,63.1,na,na
3526,r018,Primary source of support,Primary source of support,,,,1,,,,
3526,r019,Primary source of support -> Federal,Primary source of support,Federal,,,2,3946,55.1,na,na
3526,r020,Primary source of support -> Nonfederal<sup>b</sup>,Primary source of support,Nonfederal<sup>b</sup>,,,2,2714,37.9,na,na
3526,r021,Primary source of support -> Personal resources,Primary source of support,Personal resources,,,2,69,1.0,na,na
3526,r022,Primary source of support -> Unknown or not stated,Primary source of support,Unknown or not stated,,,2,430,6.0,na,na
3526,r023,Primary mechanism of support,Primary mechanism of support,,,,1,,,,
3526,r024,Primary mechanism of support -> Fellowships,Primary mechanism of support,Fellowships,,,2,806,11.3,na,na
3526,r025,Primary mechanism of support -> Research grants,Primary mechanism of support,Research grants,,,2,4987,69.7,na,na
3526,r026,Primary mechanism of support -> Traineeships,Primary mechanism of support,Traineeships,,,2,96,1.3,na,na
3526,r027,Primary mechanism of support -> Other types of support,Primary mechanism of support,Other types of support,,,2,1270,17.7,na,na
3526,r028,Degree type<sup>c</sup>,Degree type<sup>c</sup>,,,,1,,,,
3526,r029,Degree type<sup>c</sup> -> Doctoral degree,Degree type<sup>c</sup>,Doctoral degree,,,2,5751,80.3,2822,85.1
3526,r030,Degree type<sup>c</sup> -> Professional degree,Degree type<sup>c</sup>,Professional degree,,,2,33,0.5,23,0.7
3526,r031,Degree type<sup>c</sup> -> Dual degree,Degree type<sup>c</sup>,Dual degree,,,2,152,2.1,16,0.5
3526,r032,Degree type<sup>c</sup> -> Doctoral degree type unknown,Degree type<sup>c</sup>,Doctoral degree type unknown,,,2,1223,17.1,455,13.7
3526,r033,Degree origin,Degree origin,,,,1,,,,
3526,r034,Degree origin -> United States,Degree origin,United States,,,2,2378,33.2,na,na
3526,r035,Degree origin -> Foreign country,Degree origin,Foreign country,,,2,2118,29.6,na,na
3526,r036,Degree origin -> Unknown,Degree origin,Unknown,,,2,2663,37.2,na,na
