table_id,row_id,budget_function_and_agency_full_path,budget_function_and_agency_level_1,budget_function_and_agency_level_2,budget_function_and_agency_level_3,budget_function_and_agency_level_4,budget_function_and_agency_level_5,budget_function_and_agency_hierarchy_depth,field_2021_actual,field_2022_preliminarya,field_2023_proposed,field_2021_22_change_,field_2022_23_change_
8457,r001,R&D and R&D plant,R&D and R&D plant,,,,,1,41090,42116,48326,2.5,14.7
8457,r002,R&D and R&D plant -> Consumer and occupational health and safety (554) ,R&D and R&D plant,Consumer and occupational health and safety (554) ,,,,2,604,507,507,-16.1,0.0
8457,r003,R&D and R&D plant -> Consumer and occupational health and safety (554)  -> Consumer Product Safety Commission,R&D and R&D plant,Consumer and occupational health and safety (554) ,Consumer Product Safety Commission,,,3,1,1,1,0.0,0.0
8457,r004,R&D and R&D plant -> Consumer and occupational health and safety (554)  -> Department of Health and Human Services,R&D and R&D plant,Consumer and occupational health and safety (554) ,Department of Health and Human Services,,,3,603,506,506,-16.1,0.0
8457,r005,R&D and R&D plant -> Consumer and occupational health and safety (554)  -> Department of Health and Human Services -> Food and Drug Administration ,R&D and R&D plant,Consumer and occupational health and safety (554) ,Department of Health and Human Services,Food and Drug Administration ,,4,603,506,506,-16.1,0.0
8457,r006,"R&D and R&D plant -> Health care services and health research and training (551, 552)",R&D and R&D plant,"Health care services and health research and training (551, 552)",,,,2,40486,41609,47819,2.8,14.9
8457,r007,"R&D and R&D plant -> Health care services and health research and training (551, 552) -> Department of Health and Human Services<sup>b</sup>",R&D and R&D plant,"Health care services and health research and training (551, 552)",Department of Health and Human Services<sup>b</sup>,,,3,40486,41609,47819,2.8,14.9
8457,r008,"R&D and R&D plant -> Health care services and health research and training (551, 552) -> Department of Health and Human Services<sup>b</sup> -> Agency for Healthcare Research and Quality",R&D and R&D plant,"Health care services and health research and training (551, 552)",Department of Health and Human Services<sup>b</sup>,Agency for Healthcare Research and Quality,,4,357,371,437,3.9,17.8
8457,r009,"R&D and R&D plant -> Health care services and health research and training (551, 552) -> Department of Health and Human Services<sup>b</sup> -> Centers for Disease Control and Prevention<sup>b</sup>",R&D and R&D plant,"Health care services and health research and training (551, 552)",Department of Health and Human Services<sup>b</sup>,Centers for Disease Control and Prevention<sup>b</sup>,,4,420,410,620,-2.4,51.2
8457,r010,"R&D and R&D plant -> Health care services and health research and training (551, 552) -> Department of Health and Human Services<sup>b</sup> -> Departmental management (other)",R&D and R&D plant,"Health care services and health research and training (551, 552)",Department of Health and Human Services<sup>b</sup>,Departmental management (other),,4,18,18,18,0.0,0.0
8457,r011,"R&D and R&D plant -> Health care services and health research and training (551, 552) -> Department of Health and Human Services<sup>b</sup> -> Health Resources and Services Administration",R&D and R&D plant,"Health care services and health research and training (551, 552)",Department of Health and Human Services<sup>b</sup>,Health Resources and Services Administration,,4,28,28,28,0.0,0.0
8457,r012,"R&D and R&D plant -> Health care services and health research and training (551, 552) -> Department of Health and Human Services<sup>b</sup> -> National Institutes of Health<sup>b</sup>",R&D and R&D plant,"Health care services and health research and training (551, 552)",Department of Health and Human Services<sup>b</sup>,National Institutes of Health<sup>b</sup>,,4,39663,40782,46716,2.8,14.6
8457,r013,R&D and R&D plant -> R&D,R&D and R&D plant,R&D,,,,2,40877,41824,47984,2.3,14.7
8457,r014,R&D and R&D plant -> R&D -> Consumer and occupational health and safety (554) ,R&D and R&D plant,R&D,Consumer and occupational health and safety (554) ,,,3,590,465,465,-21.2,0.0
8457,r015,R&D and R&D plant -> R&D -> Consumer and occupational health and safety (554)  -> Consumer Product Safety Commission,R&D and R&D plant,R&D,Consumer and occupational health and safety (554) ,Consumer Product Safety Commission,,4,1,1,1,0.0,0.0
8457,r016,R&D and R&D plant -> R&D -> Consumer and occupational health and safety (554)  -> Department of Health and Human Services,R&D and R&D plant,R&D,Consumer and occupational health and safety (554) ,Department of Health and Human Services,,4,589,464,464,-21.2,0.0
