table_id,row_id,_b_citizenship_ethnicity_race_and_field_b_full_path,_b_citizenship_ethnicity_race_and_field_b_level_1,_b_citizenship_ethnicity_race_and_field_b_level_2,_b_citizenship_ethnicity_race_and_field_b_level_3,_b_citizenship_ethnicity_race_and_field_b_level_4,_b_citizenship_ethnicity_race_and_field_b_level_5,_b_citizenship_ethnicity_race_and_field_b_level_6,_b_citizenship_ethnicity_race_and_field_b_hierarchy_depth,field_graduate_students_all_graduate_students_total_number,field_graduate_students_all_graduate_students_percent_female,field_graduate_students_master_s_total_number,field_graduate_students_master_s_percent_female,field_graduate_students_doctoral_total_number,field_graduate_students_doctoral_percent_female,field_postdoctoral_appointees_total_number,field_postdoctoral_appointees_percent_female,field_doctorate_holding_nonfaculty_researchers_total_number,field_doctorate_holding_nonfaculty_researchers_percent_female
10679,r001,All surveyed fields,All surveyed fields,,,,,,1,798534,48.4,501311,49.8,297223,46.0,62750,42.6,32279,42.6
10679,r002,All surveyed fields -> U.S. citizens and permanent residents<sup>a</sup>,All surveyed fields,U.S. citizens and permanent residents<sup>a</sup>,,,,,2,500299,54.5,322005,56.2,178294,51.4,27289,47.8,na,na
10679,r003,All surveyed fields -> U.S. citizens and permanent residents<sup>a</sup> -> Hispanic or Latino,All surveyed fields,U.S. citizens and permanent residents<sup>a</sup>,Hispanic or Latino,,,,3,69621,57.9,48303,59.8,21318,53.5,2192,51.1,na,na
10679,r004,All surveyed fields -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino,All surveyed fields,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,,,,3,,,,,,,,,,
10679,r005,All surveyed fields -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> American Indian or Alaska Native,All surveyed fields,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,American Indian or Alaska Native,,,4,2082,64.1,1331,65.7,751,61.3,92,56.5,na,na
10679,r006,All surveyed fields -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Asian,All surveyed fields,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Asian,,,4,61426,50.0,40873,50.0,20553,49.9,5286,43.9,na,na
10679,r007,All surveyed fields -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Black or African American,All surveyed fields,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Black or African American,,,4,44016,63.4,31398,64.0,12618,61.8,1141,59.1,na,na
10679,r008,All surveyed fields -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Native Hawaiian or Other Pacific Islander,All surveyed fields,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,,,4,738,56.0,541,55.6,197,56.9,34,41.2,na,na
10679,r009,All surveyed fields -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> White,All surveyed fields,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,White,,,4,279657,53.3,172212,55.4,107445,50.1,15221,47.8,na,na
10679,r010,All surveyed fields -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> More than one race,All surveyed fields,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,More than one race,,,4,19331,56.0,12002,56.9,7329,54.6,638,52.0,na,na
10679,r011,All surveyed fields -> U.S. citizens and permanent residents<sup>a</sup> -> Unknown ethnicity and race,All surveyed fields,U.S. citizens and permanent residents<sup>a</sup>,Unknown ethnicity and race,,,,3,23428,51.6,15345,53.6,8083,47.8,2685,46.4,na,na
10679,r012,All surveyed fields -> Temporary visa holders,All surveyed fields,Temporary visa holders,,,,,2,298235,38.1,179306,38.3,118929,37.8,35461,38.5,na,na
10679,r013,All surveyed fields -> Science,All surveyed fields,Science,,,,,2,538166,50.6,331983,51.0,206183,49.8,36673,42.1,19423,42.0
10679,r014,All surveyed fields -> Science -> U.S. citizens and permanent residents<sup>a</sup>,All surveyed fields,Science,U.S. citizens and permanent residents<sup>a</sup>,,,,3,340964,55.6,208232,56.8,132732,53.8,16542,46.3,na,na
10679,r015,All surveyed fields -> Science -> U.S. citizens and permanent residents<sup>a</sup> -> Hispanic or Latino,All surveyed fields,Science,U.S. citizens and permanent residents<sup>a</sup>,Hispanic or Latino,,,4,48508,60.0,31959,62.1,16549,56.0,1357,51.2,na,na
10679,r016,All surveyed fields -> Science -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino,All surveyed fields,Science,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,,,4,,,,,,,,,,
10679,r017,All surveyed fields -> Science -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> American Indian or Alaska Native,All surveyed fields,Science,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,American Indian or Alaska Native,,5,1335,62.2,752,61.7,583,63.0,62,56.5,na,na
10679,r018,All surveyed fields -> Science -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Asian,All surveyed fields,Science,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Asian,,5,40603,50.7,26267,49.5,14336,53.0,2822,41.4,na,na
10679,r019,All surveyed fields -> Science -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Black or African American,All surveyed fields,Science,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Black or African American,,5,29714,63.2,20810,63.4,8904,62.9,572,55.6,na,na
10679,r020,All surveyed fields -> Science -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Native Hawaiian or Other Pacific Islander,All surveyed fields,Science,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,,5,537,55.5,382,55.0,155,56.8,23,47.8,na,na
10679,r021,All surveyed fields -> Science -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> White,All surveyed fields,Science,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,White,,5,190960,54.5,110258,56.0,80702,52.4,9664,46.6,na,na
10679,r022,All surveyed fields -> Science -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> More than one race,All surveyed fields,Science,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,More than one race,,5,13393,58.2,7876,58.6,5517,57.7,423,50.4,na,na
10679,r023,All surveyed fields -> Science -> U.S. citizens and permanent residents<sup>a</sup> -> Unknown ethnicity and race,All surveyed fields,Science,U.S. citizens and permanent residents<sup>a</sup>,Unknown ethnicity and race,,,4,15914,51.4,9928,52.3,5986,50.0,1619,44.6,na,na
10679,r024,All surveyed fields -> Science -> Temporary visa holders,All surveyed fields,Science,Temporary visa holders,,,,3,197202,41.9,123751,41.4,73451,42.8,20131,38.6,na,na
10679,r025,All surveyed fields -> Science -> Agricultural and veterinary sciences,All surveyed fields,Science,Agricultural and veterinary sciences,,,,3,11596,59.3,6949,62.0,4647,55.3,1705,45.0,1068,49.0
10679,r026,All surveyed fields -> Science -> Agricultural and veterinary sciences -> U.S. citizens and permanent residents<sup>a</sup>,All surveyed fields,Science,Agricultural and veterinary sciences,U.S. citizens and permanent residents<sup>a</sup>,,,4,7955,62.8,5535,64.0,2420,59.8,667,54.0,na,na
