table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_all_r_d_expenditures,field_computer_and_information_sciences,field_geosciences_atmospheric_sciences_and_ocean_sciences,field_life_sciences,field_mathematics_and_statistics,field_physical_sciences,field_psychology,field_social_sciences,field_sciences_nec,field_engineering,field_all_non_s_e_fields
10127,r001,All HHE institutions,All HHE institutions,,1,-,"['8,485,548', '']","['371,183', '']","['506,072', '']","['3,519,033', '']","['97,244', '']","['833,106', '']","['224,885', '']","['268,005', '']","['96,104', '']","['1,803,162', '']","['766,754', '']"
10127,r002,"All HHE institutions -> Texas A&M U., College Station and Health Science Center",All HHE institutions,"Texas A&M U., College Station and Health Science Center",2,1,"['1,152,666', '']","['25,705', '']","['122,622', '']","['435,563', '']","['6,898', '']","['56,540', '']","['7,635', '']","['29,994', '']","['8,415', '']","['402,999', '']","['56,295', '']"
10127,r003,"All HHE institutions -> U. Texas, Austin",All HHE institutions,"U. Texas, Austin",2,2,"['845,896', '']","['100,730', '']","['55,612', '']","['156,202', '']","['18,319', '']","['93,232', '']","['11,067', '']","['22,612', '']","['2,548', '']","['319,719', '']","['65,855', '']"
10127,r004,All HHE institutions -> U. Arizona,All HHE institutions,U. Arizona,2,3,"['824,340', '']","['18,270', '']","['33,859', '']","['471,046', '']","['4,105', '']","['142,519', '']","['6,573', '']","['22,491', '']","['10,723', '']","['84,682', '']","['30,072', '']"
10127,r005,"All HHE institutions -> U. California, Irvine",All HHE institutions,"U. California, Irvine",2,4,"['534,947', '']","['24,680', '']","['11,555', '']","['318,016', '']","['7,424', '']","['40,171', '']","['11,147', '']","['13,324', '']","['987', '']","['75,898', '']","['31,745', '']"
10127,r006,"All HHE institutions -> U. Illinois, Chicago",All HHE institutions,"U. Illinois, Chicago",2,5,"['440,573', '']","['12,880', '']","['948', '']","['325,514', '']","['4,213', '']","['21,497', '']","['3,620', '']","['8,851', '']","['5,584', '']","['39,656', '']","['17,810', '']"
10127,r007,All HHE institutions -> U. New Mexico,All HHE institutions,U. New Mexico,2,6,"['331,164', '']","['4,264', '']","['7,336', '']","['230,657', '']","['801', '']","['10,115', '']","['6,521', '']","['13,611', '']","['6,865', '']","['45,191', '']","['5,803', '']"
10127,r008,All HHE institutions -> Florida International U.,All HHE institutions,Florida International U.,2,7,"['281,665', '']","['18,348', '']","['18,793', '']","['67,166', '']","['2,201', '']","['33,613', '']","['37,185', '']","['20,526', '']","['3,325', '']","['48,549', '']","['31,959', '']"
10127,r009,"All HHE institutions -> U. California, Santa Barbara",All HHE institutions,"U. California, Santa Barbara",2,8,"['278,897', '']","['13,354', '']","['43,416', '']","['19,387', '']","['1,335', '']","['72,934', '']","['3,276', '']","['10,473', '']","['4,939', '']","['97,329', '']","['12,454', '']"
10127,r010,All HHE institutions -> U. Houston,All HHE institutions,U. Houston,2,9,"['240,126', '']","['6,539', '']","['10,320', '']","['40,187', '']","['5,858', '']","['60,462', '']","['17,383', '']","['3,842', '']","['36', '']","['64,026', '']","['31,473', '']"
10127,r011,"All HHE institutions -> U. Texas Health Science Center, San Antonio",All HHE institutions,"U. Texas Health Science Center, San Antonio",2,10,"['238,510', '']","['0', '']","['0', '']","['238,510', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10127,r012,All HHE institutions -> Texas Tech U.,All HHE institutions,Texas Tech U.,2,11,"['226,729', '']","['5,410', '']","['11,018', '']","['65,627', '']","['3,793', '']","['15,739', '']","['8,234', '']","['12,411', '']","['0', '']","['46,952', '']","['57,545', '']"
10127,r013,All HHE institutions -> U. Central Florida,All HHE institutions,U. Central Florida,2,12,"['221,488', '']","['26,882', '']","['5,319', '']","['33,455', '']","['3,609', '']","['39,361', '']","['9,368', '']","['8,004', '']","['634', '']","['59,060', '']","['35,796', '']"
10127,r014,All HHE institutions -> U. Texas Medical Branch,All HHE institutions,U. Texas Medical Branch,2,13,"['204,518', '']","['0', '']","['0', '']","['202,875', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['1,643', '']","['0', '']"
10127,r015,"All HHE institutions -> U. California, Riverside",All HHE institutions,"U. California, Riverside",2,14,"['199,135', '']","['7,468', '']","['11,310', '']","['107,118', '']","['2,207', '']","['17,938', '']","['5,411', '']","['6,764', '']","['2,261', '']","['32,758', '']","['5,900', '']"
10127,r016,"All HHE institutions -> U. California, Santa Cruz",All HHE institutions,"U. California, Santa Cruz",2,15,"['176,760', '']","['5,441', '']","['35,788', '']","['30,133', '']","['348', '']","['37,808', '']","['682', '']","['5,793', '']","['236', '']","['55,542', '']","['4,989', '']"
10127,r017,"All HHE institutions -> U. Texas, San Antonio",All HHE institutions,"U. Texas, San Antonio",2,16,"['147,629', '']","['21,484', '']","['4,787', '']","['27,073', '']","['2,075', '']","['12,128', '']","['3,738', '']","['10,456', '']","['5,839', '']","['24,403', '']","['35,646', '']"
10127,r018,"All HHE institutions -> U. Texas, Arlington",All HHE institutions,"U. Texas, Arlington",2,17,"['133,770', '']","['8,415', '']","['668', '']","['20,310', '']","['2,443', '']","['18,905', '']","['1,404', '']","['124', '']","['0', '']","['61,467', '']","['20,034', '']"
10127,r019,"All HHE institutions -> U. Texas, El Paso",All HHE institutions,"U. Texas, El Paso",2,18,"['130,501', '']","['7,833', '']","['4,565', '']","['30,381', '']","['2,413', '']","['10,021', '']","['4,911', '']","['3,365', '']","['2,705', '']","['40,798', '']","['23,509', '']"
10127,r020,All HHE institutions -> San Diego State U.,All HHE institutions,San Diego State U.,2,19,"['123,856', '']","['2,321', '']","['2,684', '']","['36,057', '']","['3,896', '']","['7,435', '']","['18,073', '']","['5,482', '']","['7,315', '']","['14,048', '']","['26,545', '']"
