table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_all_r_d_expenditures,field_source_of_funds_federal_government,field_source_of_funds_state_and_local_government,field_source_of_funds_institution_funds,field_source_of_funds_business,field_source_of_funds_nonprofit_organizations,field_source_of_funds_all_other_sources
12684,r001,All institutions,All institutions,,1,-,"['71,001,044', '']","['37,015,780', '']","['4,979,687', '']","['19,437,810', '']","['3,735,372', '']","['3,733,311', '']","['2,099,084', '']"
12684,r002,"All institutions -> U. California, San Francisco",All institutions,"U. California, San Francisco",2,1,"['2,046,539', '']","['858,066', '']","['45,056', '']","['505,006', '']","['143,206', '']","['313,964', '']","['181,241', '']"
12684,r003,"All institutions -> U. Michigan, Ann Arbor",All institutions,"U. Michigan, Ann Arbor",2,2,"['1,925,875', '']","['1,041,430', '']","['1,934', '']","['679,205', '']","['113,903', '']","['80,894', '']","['8,509', '']"
12684,r004,"All institutions -> U. Washington, Seattle",All institutions,"U. Washington, Seattle",2,3,"['1,734,091', '']","['1,188,836', '']","['33,833', '']","['125,390', '']","['71,487', '']","['260,986', '']","['53,559', '']"
12684,r005,All institutions -> U. Wisconsin-Madison,All institutions,U. Wisconsin-Madison,2,4,"['1,731,949', '']","['816,814', '']","['125,524', '']","['542,782', '']","['46,133', '']","['153,068', '']","['47,628', '']"
12684,r006,"All institutions -> U. California, Los Angeles",All institutions,"U. California, Los Angeles",2,5,"['1,721,665', '']","['878,571', '']","['105,632', '']","['354,575', '']","['109,531', '']","['219,227', '']","['54,129', '']"
12684,r007,"All institutions -> U. California, San Diego",All institutions,"U. California, San Diego",2,6,"['1,705,410', '']","['1,083,790', '']","['70,790', '']","['250,973', '']","['96,416', '']","['109,398', '']","['94,043', '']"
12684,r008,"All institutions -> U. North Carolina, Chapel Hill",All institutions,"U. North Carolina, Chapel Hill",2,7,"['1,549,617', '']","['907,710', '']","['61,576', '']","['407,817', '']","['58,179', '']","['92,573', '']","['21,762', '']"
12684,r009,All institutions -> Ohio State U.,All institutions,Ohio State U.,2,8,"['1,449,188', '']","['694,647', '']","['64,139', '']","['424,124', '']","['155,194', '']","['63,964', '']","['47,120', '']"
12684,r010,All institutions -> Georgia Institute of Technology,All institutions,Georgia Institute of Technology,2,9,"['1,405,080', '']","['1,083,903', '']","['128,291', '']","['61,494', '']","['94,476', '']","['31,073', '']","['5,843', '']"
