table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_2012,field_2013,field_2014,field_2015,field_2016,field_2017,field_2018,field_2019,field_2020
7286,r001,All HBCUs,All HBCUs,,1,-,231942.0,217599.9,241643.1,256660.1,257894.2,234460.4,247102.8,232794.6,264539.7
7286,r002,All HBCUs -> North Carolina Agricultural and Technical State U.,All HBCUs,North Carolina Agricultural and Technical State U.,2,1,15810.9,14811.4,19689.4,18471.2,17317.6,17938.9,20872.3,16659.0,20826.5
7286,r003,All HBCUs -> Howard U.,All HBCUs,Howard U.,2,2,15437.2,11635.1,14743.2,14745.9,13826.6,10515.7,13772.3,13082.1,19918.2
7286,r004,All HBCUs -> North Carolina Central U.,All HBCUs,North Carolina Central U.,2,3,5608.9,4589.4,7011.1,5157.8,7510.1,10837.6,12310.8,11965.3,15257.1
7286,r005,All HBCUs -> Morehouse School of Medicine,All HBCUs,Morehouse School of Medicine,2,4,23000.5,23583.1,27586.9,24987.6,24542.8,17947.0,18407.7,14758.1,14972.6
7286,r006,All HBCUs -> Tennessee State U.,All HBCUs,Tennessee State U.,2,5,6854.6,6885.7,6013.8,8453.6,9164.4,7851.9,8914.8,10877.2,14404.5
7286,r007,All HBCUs -> Morgan State U.,All HBCUs,Morgan State U.,2,6,2835.6,3971.5,7325.0,8730.7,6634.7,5611.1,6845.3,11740.6,14247.2
7286,r008,All HBCUs -> Florida A&M U.,All HBCUs,Florida A&M U.,2,7,7433.2,10477.8,11691.6,13104.2,11836.4,15428.2,8393.6,10737.3,11169.7
7286,r009,All HBCUs -> Meharry Medical C.,All HBCUs,Meharry Medical C.,2,8,18703.3,15201.9,11052.8,9383.2,11121.7,13688.5,14096.6,9501.5,9741.4
7286,r010,All HBCUs -> Prairie View A&M U.,All HBCUs,Prairie View A&M U.,2,9,7287.6,7769.4,6765.9,12238.6,8279.0,9707.1,7860.5,7757.0,9613.7
7286,r011,All HBCUs -> Jackson State U.,All HBCUs,Jackson State U.,2,10,8352.6,12208.6,6774.5,9454.2,19316.2,9434.2,7122.1,6685.3,8959.2
