table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_all_r_d_expenditures,field_computer_and_information_sciences,field_geosciences_atmospheric_sciences_and_ocean_sciences,field_life_sciences,field_mathematics_and_statistics,field_physical_sciences,field_psychology,field_social_sciences,field_sciences_nec,field_engineering,field_all_non_s_e_fields
5409,r001,All institutions,All institutions,,1,-,"['21,946,790', '']","['578,481', '']","['658,966', '']","['11,954,881', '']","['223,162', '']","['1,257,087', '']","['374,133', '']","['1,163,690', '']","['410,334', '']","['2,720,559', '']","['2,605,497', '']"
5409,r002,"All institutions -> U. Michigan, Ann Arbor",All institutions,"U. Michigan, Ann Arbor",2,1,"['607,120', '']","['6,977', '']","['6,537', '']","['313,112', '']","['12,155', '']","['21,777', '']","['12,226', '']","['83,471', '']","['2,332', '']","['61,500', '']","['87,033', '']"
5409,r003,All institutions -> U. Pennsylvania,All institutions,U. Pennsylvania,2,2,"['544,997', '']","['9,661', '']","['628', '']","['325,222', '']","['3,504', '']","['15,745', '']","['2,679', '']","['29,507', '']","['4,455', '']","['32,718', '']","['120,878', '']"
5409,r004,All institutions -> U. Wisconsin-Madison,All institutions,U. Wisconsin-Madison,2,3,"['435,653', '']","['6,165', '']","['20,191', '']","['285,884', '']","['1,081', '']","['14,479', '']","['2,345', '']","['17,994', '']","['10,011', '']","['32,854', '']","['44,649', '']"
5409,r005,"All institutions -> U. California, San Francisco",All institutions,"U. California, San Francisco",2,4,"['418,048', '']","['0', '']","['0', '']","['407,295', '']","['0', '']","['10,753', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5409,r006,All institutions -> Harvard U.,All institutions,Harvard U.,2,5,"['391,127', '']","['636', '']","['7,122', '']","['160,670', '']","['1,484', '']","['24,966', '']","['2,453', '']","['64,897', '']","['6,388', '']","['35,202', '']","['87,309', '']"
5409,r007,All institutions -> Yale U.,All institutions,Yale U.,2,6,"['339,695', '']","['1,848', '']","['3,060', '']","['285,141', '']","['1,844', '']","['22,787', '']","['3,184', '']","['9,260', '']","['139', '']","['9,038', '']","['3,394', '']"
5409,r008,"All institutions -> U. Minnesota, Twin Cities",All institutions,"U. Minnesota, Twin Cities",2,7,"['333,014', '']","['12,461', '']","['4,483', '']","['230,002', '']","['2,442', '']","['8,320', '']","['5,598', '']","['10,446', '']","['1,646', '']","['29,100', '']","['28,516', '']"
5409,r009,"All institutions -> U. California, Los Angeles",All institutions,"U. California, Los Angeles",2,8,"['302,597', '']","['2,405', '']","['4,226', '']","['200,781', '']","['747', '']","['6,651', '']","['2,523', '']","['30,673', '']","['19,978', '']","['13,918', '']","['20,695', '']"
5409,r010,"All institutions -> U. North Carolina, Chapel Hill",All institutions,"U. North Carolina, Chapel Hill",2,9,"['301,817', '']","['3,401', '']","['5,143', '']","['234,384', '']","['900', '']","['9,315', '']","['10,909', '']","['12,356', '']","['116', '']","['9,952', '']","['15,341', '']"
