table_id,row_id,time_period,column_level_1,column_level_2,column_level_3,column_hierarchy_depth,value
4680,r001,All doctorate recipients (number) -> 1990,Totala,,,1,36065
4680,r002,All doctorate recipients (number) -> 1990,Sex,Male,,2,22960
4680,r003,All doctorate recipients (number) -> 1990,Sex,Female,,2,13104
4680,r004,All doctorate recipients (number) -> 1990,Citizenship status,U.S. citizen or permanent resident,,2,26619
4680,r005,All doctorate recipients (number) -> 1990,Citizenship status,Temporary visa holder,,2,8140
4680,r006,All doctorate recipients (number) -> 1990,U.S. citizens and permanent residents,Hispanic or Latino,,2,840
4680,r007,All doctorate recipients (number) -> 1990,U.S. citizens and permanent residents,Not Hispanic or Latino,American Indian or Alaska Native,3,96
4680,r008,All doctorate recipients (number) -> 1990,U.S. citizens and permanent residents,Not Hispanic or Latino,Asianb,3,1306
4680,r009,All doctorate recipients (number) -> 1990,U.S. citizens and permanent residents,Not Hispanic or Latino,Black or African American,3,1048
4680,r010,All doctorate recipients (number) -> 1990,U.S. citizens and permanent residents,Not Hispanic or Latino,White,3,22878
4680,r011,All doctorate recipients (number) -> 1990,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,3,na
4680,r012,All doctorate recipients (number) -> 1990,U.S. citizens and permanent residents,Not Hispanic or Latino,Other race or race not reportedc,3,132
4680,r013,All doctorate recipients (number) -> 1990,U.S. citizens and permanent residents,Ethnicity not reported,,2,319
4680,r014,All doctorate recipients (number) -> 1995,Totala,,,1,41747
4680,r015,All doctorate recipients (number) -> 1995,Sex,Male,,2,25160
4680,r016,All doctorate recipients (number) -> 1995,Sex,Female,,2,16416
4680,r017,All doctorate recipients (number) -> 1995,Citizenship status,U.S. citizen or permanent resident,,2,32062
4680,r018,All doctorate recipients (number) -> 1995,Citizenship status,Temporary visa holder,,2,8831
4680,r019,All doctorate recipients (number) -> 1995,U.S. citizens and permanent residents,Hispanic or Latino,,2,1065
4680,r020,All doctorate recipients (number) -> 1995,U.S. citizens and permanent residents,Not Hispanic or Latino,American Indian or Alaska Native,3,147
4680,r021,All doctorate recipients (number) -> 1995,U.S. citizens and permanent residents,Not Hispanic or Latino,Asianb,3,4297
4680,r022,All doctorate recipients (number) -> 1995,U.S. citizens and permanent residents,Not Hispanic or Latino,Black or African American,3,1461
4680,r023,All doctorate recipients (number) -> 1995,U.S. citizens and permanent residents,Not Hispanic or Latino,White,3,24683
4680,r024,All doctorate recipients (number) -> 1995,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,3,na
4680,r025,All doctorate recipients (number) -> 1995,U.S. citizens and permanent residents,Not Hispanic or Latino,Other race or race not reportedc,3,170
4680,r026,All doctorate recipients (number) -> 1995,U.S. citizens and permanent residents,Ethnicity not reported,,2,239
4680,r027,All doctorate recipients (number) -> 2000,Totala,,,1,41369
4680,r028,All doctorate recipients (number) -> 2000,Sex,Male,,2,23165
4680,r029,All doctorate recipients (number) -> 2000,Sex,Female,,2,18131
4680,r030,All doctorate recipients (number) -> 2000,Citizenship status,U.S. citizen or permanent resident,,2,29952
4680,r031,All doctorate recipients (number) -> 2000,Citizenship status,Temporary visa holder,,2,9667
4680,r032,All doctorate recipients (number) -> 2000,U.S. citizens and permanent residents,Hispanic or Latino,,2,1310
4680,r033,All doctorate recipients (number) -> 2000,U.S. citizens and permanent residents,Not Hispanic or Latino,American Indian or Alaska Native,3,169
4680,r034,All doctorate recipients (number) -> 2000,U.S. citizens and permanent residents,Not Hispanic or Latino,Asianb,3,2274
4680,r035,All doctorate recipients (number) -> 2000,U.S. citizens and permanent residents,Not Hispanic or Latino,Black or African American,3,1749
4680,r036,All doctorate recipients (number) -> 2000,U.S. citizens and permanent residents,Not Hispanic or Latino,White,3,23714
4680,r037,All doctorate recipients (number) -> 2000,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,3,na
4680,r038,All doctorate recipients (number) -> 2000,U.S. citizens and permanent residents,Not Hispanic or Latino,Other race or race not reportedc,3,370
4680,r039,All doctorate recipients (number) -> 2000,U.S. citizens and permanent residents,Ethnicity not reported,,2,366
4680,r040,All doctorate recipients (number) -> 2005,Totala,,,1,43385
4680,r041,All doctorate recipients (number) -> 2005,Sex,Male,,2,23737
4680,r042,All doctorate recipients (number) -> 2005,Sex,Female,,2,19582
4680,r043,All doctorate recipients (number) -> 2005,Citizenship status,U.S. citizen or permanent resident,,2,27945
4680,r044,All doctorate recipients (number) -> 2005,Citizenship status,Temporary visa holder,,2,12832
4680,r045,All doctorate recipients (number) -> 2005,U.S. citizens and permanent residents,Hispanic or Latino,,2,1435
4680,r046,All doctorate recipients (number) -> 2005,U.S. citizens and permanent residents,Not Hispanic or Latino,American Indian or Alaska Native,3,137
4680,r047,All doctorate recipients (number) -> 2005,U.S. citizens and permanent residents,Not Hispanic or Latino,Asianb,3,2155
4680,r048,All doctorate recipients (number) -> 2005,U.S. citizens and permanent residents,Not Hispanic or Latino,Black or African American,3,1741
4680,r049,All doctorate recipients (number) -> 2005,U.S. citizens and permanent residents,Not Hispanic or Latino,White,3,21208
4680,r050,All doctorate recipients (number) -> 2005,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,3,395
4680,r051,All doctorate recipients (number) -> 2005,U.S. citizens and permanent residents,Not Hispanic or Latino,Other race or race not reportedc,3,306
4680,r052,All doctorate recipients (number) -> 2005,U.S. citizens and permanent residents,Ethnicity not reported,,2,568
4680,r053,All doctorate recipients (number) -> 2010,Totala,,,1,48028
4680,r054,All doctorate recipients (number) -> 2010,Sex,Male,,2,25524
4680,r055,All doctorate recipients (number) -> 2010,Sex,Female,,2,22488
4680,r056,All doctorate recipients (number) -> 2010,Citizenship status,U.S. citizen or permanent resident,,2,31602
4680,r057,All doctorate recipients (number) -> 2010,Citizenship status,Temporary visa holder,,2,13636
4680,r058,All doctorate recipients (number) -> 2010,U.S. citizens and permanent residents,Hispanic or Latino,,2,1842
4680,r059,All doctorate recipients (number) -> 2010,U.S. citizens and permanent residents,Not Hispanic or Latino,American Indian or Alaska Native,3,117
4680,r060,All doctorate recipients (number) -> 2010,U.S. citizens and permanent residents,Not Hispanic or Latino,Asianb,3,2738
4680,r061,All doctorate recipients (number) -> 2010,U.S. citizens and permanent residents,Not Hispanic or Latino,Black or African American,3,1939
4680,r062,All doctorate recipients (number) -> 2010,U.S. citizens and permanent residents,Not Hispanic or Latino,White,3,23100
4680,r063,All doctorate recipients (number) -> 2010,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,3,654
4680,r064,All doctorate recipients (number) -> 2010,U.S. citizens and permanent residents,Not Hispanic or Latino,Other race or race not reportedc,3,272
4680,r065,All doctorate recipients (number) -> 2010,U.S. citizens and permanent residents,Ethnicity not reported,,2,940
4680,r066,All doctorate recipients (number) -> 2015,Totala,,,1,54886
4680,r067,All doctorate recipients (number) -> 2015,Sex,Male,,2,29532
4680,r068,All doctorate recipients (number) -> 2015,Sex,Female,,2,25347
4680,r069,All doctorate recipients (number) -> 2015,Citizenship status,U.S. citizen or permanent resident,,2,35071
4680,r070,All doctorate recipients (number) -> 2015,Citizenship status,Temporary visa holder,,2,16129
4680,r071,All doctorate recipients (number) -> 2015,U.S. citizens and permanent residents,Hispanic or Latino,,2,2449
4680,r072,All doctorate recipients (number) -> 2015,U.S. citizens and permanent residents,Not Hispanic or Latino,American Indian or Alaska Native,3,131
4680,r073,All doctorate recipients (number) -> 2015,U.S. citizens and permanent residents,Not Hispanic or Latino,Asianb,3,3072
4680,r074,All doctorate recipients (number) -> 2015,U.S. citizens and permanent residents,Not Hispanic or Latino,Black or African American,3,2275
4680,r075,All doctorate recipients (number) -> 2015,U.S. citizens and permanent residents,Not Hispanic or Latino,White,3,25375
4680,r076,All doctorate recipients (number) -> 2015,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,3,903
4680,r077,All doctorate recipients (number) -> 2015,U.S. citizens and permanent residents,Not Hispanic or Latino,Other race or race not reportedc,3,249
4680,r078,All doctorate recipients (number) -> 2015,U.S. citizens and permanent residents,Ethnicity not reported,,2,617
4680,r079,All doctorate recipients (number) -> 2020,Totala,,,1,55283
4680,r080,All doctorate recipients (number) -> 2020,Sex,Male,,2,29886
4680,r081,All doctorate recipients (number) -> 2020,Sex,Female,,2,25392
4680,r082,All doctorate recipients (number) -> 2020,Citizenship status,U.S. citizen or permanent resident,,2,34492
4680,r083,All doctorate recipients (number) -> 2020,Citizenship status,Temporary visa holder,,2,18482
4680,r084,All doctorate recipients (number) -> 2020,U.S. citizens and permanent residents,Hispanic or Latino,,2,2851
4680,r085,All doctorate recipients (number) -> 2020,U.S. citizens and permanent residents,Not Hispanic or Latino,American Indian or Alaska Native,3,97
4680,r086,All doctorate recipients (number) -> 2020,U.S. citizens and permanent residents,Not Hispanic or Latino,Asianb,3,3218
4680,r087,All doctorate recipients (number) -> 2020,U.S. citizens and permanent residents,Not Hispanic or Latino,Black or African American,3,2458
4680,r088,All doctorate recipients (number) -> 2020,U.S. citizens and permanent residents,Not Hispanic or Latino,White,3,23944
4680,r089,All doctorate recipients (number) -> 2020,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,3,1136
4680,r090,All doctorate recipients (number) -> 2020,U.S. citizens and permanent residents,Not Hispanic or Latino,Other race or race not reportedc,3,353
4680,r091,All doctorate recipients (number) -> 2020,U.S. citizens and permanent residents,Ethnicity not reported,,2,435
4680,r092,All doctorate recipients (number) -> All responses to postgraduation commitment -> 1990,Totala,,,1,32708
4680,r093,All doctorate recipients (number) -> All responses to postgraduation commitment -> 1990,Sex,Male,,2,20690
4680,r094,All doctorate recipients (number) -> All responses to postgraduation commitment -> 1990,Sex,Female,,2,12017
4680,r095,All doctorate recipients (number) -> All responses to postgraduation commitment -> 1990,Citizenship status,U.S. citizen or permanent resident,,2,25364
4680,r096,All doctorate recipients (number) -> All responses to postgraduation commitment -> 1990,Citizenship status,Temporary visa holder,,2,7331
4680,r097,All doctorate recipients (number) -> All responses to postgraduation commitment -> 1990,U.S. citizens and permanent residents,Hispanic or Latino,,2,789
4680,r098,All doctorate recipients (number) -> All responses to postgraduation commitment -> 1990,U.S. citizens and permanent residents,Not Hispanic or Latino,American Indian or Alaska Native,3,90
4680,r099,All doctorate recipients (number) -> All responses to postgraduation commitment -> 1990,U.S. citizens and permanent residents,Not Hispanic or Latino,Asianb,3,1191
4680,r100,All doctorate recipients (number) -> All responses to postgraduation commitment -> 1990,U.S. citizens and permanent residents,Not Hispanic or Latino,Black or African American,3,956
4680,r101,All doctorate recipients (number) -> All responses to postgraduation commitment -> 1990,U.S. citizens and permanent residents,Not Hispanic or Latino,White,3,22011
4680,r102,All doctorate recipients (number) -> All responses to postgraduation commitment -> 1990,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,3,na
4680,r103,All doctorate recipients (number) -> All responses to postgraduation commitment -> 1990,U.S. citizens and permanent residents,Not Hispanic or Latino,Other race or race not reportedc,3,113
4680,r104,All doctorate recipients (number) -> All responses to postgraduation commitment -> 1990,U.S. citizens and permanent residents,Ethnicity not reported,,2,214
4680,r105,All doctorate recipients (number) -> All responses to postgraduation commitment -> 1995,Totala,,,1,37977
4680,r106,All doctorate recipients (number) -> All responses to postgraduation commitment -> 1995,Sex,Male,,2,22959
4680,r107,All doctorate recipients (number) -> All responses to postgraduation commitment -> 1995,Sex,Female,,2,15013
4680,r108,All doctorate recipients (number) -> All responses to postgraduation commitment -> 1995,Citizenship status,U.S. citizen or permanent resident,,2,29963
4680,r109,All doctorate recipients (number) -> All responses to postgraduation commitment -> 1995,Citizenship status,Temporary visa holder,,2,8005
4680,r110,All doctorate recipients (number) -> All responses to postgraduation commitment -> 1995,U.S. citizens and permanent residents,Hispanic or Latino,,2,982
4680,r111,All doctorate recipients (number) -> All responses to postgraduation commitment -> 1995,U.S. citizens and permanent residents,Not Hispanic or Latino,American Indian or Alaska Native,3,138
4680,r112,All doctorate recipients (number) -> All responses to postgraduation commitment -> 1995,U.S. citizens and permanent residents,Not Hispanic or Latino,Asianb,3,3895
4680,r113,All doctorate recipients (number) -> All responses to postgraduation commitment -> 1995,U.S. citizens and permanent residents,Not Hispanic or Latino,Black or African American,3,1299
4680,r114,All doctorate recipients (number) -> All responses to postgraduation commitment -> 1995,U.S. citizens and permanent residents,Not Hispanic or Latino,White,3,23363
4680,r115,All doctorate recipients (number) -> All responses to postgraduation commitment -> 1995,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,3,na
4680,r116,All doctorate recipients (number) -> All responses to postgraduation commitment -> 1995,U.S. citizens and permanent residents,Not Hispanic or Latino,Other race or race not reportedc,3,134
4680,r117,All doctorate recipients (number) -> All responses to postgraduation commitment -> 1995,U.S. citizens and permanent residents,Ethnicity not reported,,2,152
4680,r118,All doctorate recipients (number) -> All responses to postgraduation commitment -> 2000,Totala,,,1,37743
4680,r119,All doctorate recipients (number) -> All responses to postgraduation commitment -> 2000,Sex,Male,,2,21175
4680,r120,All doctorate recipients (number) -> All responses to postgraduation commitment -> 2000,Sex,Female,,2,16568
4680,r121,All doctorate recipients (number) -> All responses to postgraduation commitment -> 2000,Citizenship status,U.S. citizen or permanent resident,,2,28602
4680,r122,All doctorate recipients (number) -> All responses to postgraduation commitment -> 2000,Citizenship status,Temporary visa holder,,2,9101
4680,r123,All doctorate recipients (number) -> All responses to postgraduation commitment -> 2000,U.S. citizens and permanent residents,Hispanic or Latino,,2,1236
4680,r124,All doctorate recipients (number) -> All responses to postgraduation commitment -> 2000,U.S. citizens and permanent residents,Not Hispanic or Latino,American Indian or Alaska Native,3,162
4680,r125,All doctorate recipients (number) -> All responses to postgraduation commitment -> 2000,U.S. citizens and permanent residents,Not Hispanic or Latino,Asianb,3,2161
4680,r126,All doctorate recipients (number) -> All responses to postgraduation commitment -> 2000,U.S. citizens and permanent residents,Not Hispanic or Latino,Black or African American,3,1632
4680,r127,All doctorate recipients (number) -> All responses to postgraduation commitment -> 2000,U.S. citizens and permanent residents,Not Hispanic or Latino,White,3,22895
4680,r128,All doctorate recipients (number) -> All responses to postgraduation commitment -> 2000,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,3,na
4680,r129,All doctorate recipients (number) -> All responses to postgraduation commitment -> 2000,U.S. citizens and permanent residents,Not Hispanic or Latino,Other race or race not reportedc,3,347
4680,r130,All doctorate recipients (number) -> All responses to postgraduation commitment -> 2000,U.S. citizens and permanent residents,Ethnicity not reported,,2,169
4680,r131,All doctorate recipients (number) -> All responses to postgraduation commitment -> 2005,Totala,,,1,38913
4680,r132,All doctorate recipients (number) -> All responses to postgraduation commitment -> 2005,Sex,Male,,2,21319
4680,r133,All doctorate recipients (number) -> All responses to postgraduation commitment -> 2005,Sex,Female,,2,17590
4680,r134,All doctorate recipients (number) -> All responses to postgraduation commitment -> 2005,Citizenship status,U.S. citizen or permanent resident,,2,26680
4680,r135,All doctorate recipients (number) -> All responses to postgraduation commitment -> 2005,Citizenship status,Temporary visa holder,,2,12167
4680,r136,All doctorate recipients (number) -> All responses to postgraduation commitment -> 2005,U.S. citizens and permanent residents,Hispanic or Latino,,2,1357
4680,r137,All doctorate recipients (number) -> All responses to postgraduation commitment -> 2005,U.S. citizens and permanent residents,Not Hispanic or Latino,American Indian or Alaska Native,3,132
4680,r138,All doctorate recipients (number) -> All responses to postgraduation commitment -> 2005,U.S. citizens and permanent residents,Not Hispanic or Latino,Asianb,3,2084
4680,r139,All doctorate recipients (number) -> All responses to postgraduation commitment -> 2005,U.S. citizens and permanent residents,Not Hispanic or Latino,Black or African American,3,1646
4680,r140,All doctorate recipients (number) -> All responses to postgraduation commitment -> 2005,U.S. citizens and permanent residents,Not Hispanic or Latino,White,3,20591
4680,r141,All doctorate recipients (number) -> All responses to postgraduation commitment -> 2005,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,3,384
4680,r142,All doctorate recipients (number) -> All responses to postgraduation commitment -> 2005,U.S. citizens and permanent residents,Not Hispanic or Latino,Other race or race not reportedc,3,277
4680,r143,All doctorate recipients (number) -> All responses to postgraduation commitment -> 2005,U.S. citizens and permanent residents,Ethnicity not reported,,2,209
4680,r144,All doctorate recipients (number) -> All responses to postgraduation commitment -> 2010,Totala,,,1,43833
4680,r145,All doctorate recipients (number) -> All responses to postgraduation commitment -> 2010,Sex,Male,,2,23339
4680,r146,All doctorate recipients (number) -> All responses to postgraduation commitment -> 2010,Sex,Female,,2,20493
4680,r147,All doctorate recipients (number) -> All responses to postgraduation commitment -> 2010,Citizenship status,U.S. citizen or permanent resident,,2,30597
4680,r148,All doctorate recipients (number) -> All responses to postgraduation commitment -> 2010,Citizenship status,Temporary visa holder,,2,13008
4680,r149,All doctorate recipients (number) -> All responses to postgraduation commitment -> 2010,U.S. citizens and permanent residents,Hispanic or Latino,,2,1782
4680,r150,All doctorate recipients (number) -> All responses to postgraduation commitment -> 2010,U.S. citizens and permanent residents,Not Hispanic or Latino,American Indian or Alaska Native,3,113
4680,r151,All doctorate recipients (number) -> All responses to postgraduation commitment -> 2010,U.S. citizens and permanent residents,Not Hispanic or Latino,Asianb,3,2678
4680,r152,All doctorate recipients (number) -> All responses to postgraduation commitment -> 2010,U.S. citizens and permanent residents,Not Hispanic or Latino,Black or African American,3,1881
4680,r153,All doctorate recipients (number) -> All responses to postgraduation commitment -> 2010,U.S. citizens and permanent residents,Not Hispanic or Latino,White,3,22698
4680,r154,All doctorate recipients (number) -> All responses to postgraduation commitment -> 2010,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,3,650
4680,r155,All doctorate recipients (number) -> All responses to postgraduation commitment -> 2010,U.S. citizens and permanent residents,Not Hispanic or Latino,Other race or race not reportedc,3,253
4680,r156,All doctorate recipients (number) -> All responses to postgraduation commitment -> 2010,U.S. citizens and permanent residents,Ethnicity not reported,,2,542
4680,r157,All doctorate recipients (number) -> All responses to postgraduation commitment -> 2015,Totala,,,1,49002
4680,r158,All doctorate recipients (number) -> All responses to postgraduation commitment -> 2015,Sex,Male,,2,26424
4680,r159,All doctorate recipients (number) -> All responses to postgraduation commitment -> 2015,Sex,Female,,2,22578
4680,r160,All doctorate recipients (number) -> All responses to postgraduation commitment -> 2015,Citizenship status,U.S. citizen or permanent resident,,2,33609
4680,r161,All doctorate recipients (number) -> All responses to postgraduation commitment -> 2015,Citizenship status,Temporary visa holder,,2,15278
4680,r162,All doctorate recipients (number) -> All responses to postgraduation commitment -> 2015,U.S. citizens and permanent residents,Hispanic or Latino,,2,2327
4680,r163,All doctorate recipients (number) -> All responses to postgraduation commitment -> 2015,U.S. citizens and permanent residents,Not Hispanic or Latino,American Indian or Alaska Native,3,121
4680,r164,All doctorate recipients (number) -> All responses to postgraduation commitment -> 2015,U.S. citizens and permanent residents,Not Hispanic or Latino,Asianb,3,3006
4680,r165,All doctorate recipients (number) -> All responses to postgraduation commitment -> 2015,U.S. citizens and permanent residents,Not Hispanic or Latino,Black or African American,3,2161
4680,r166,All doctorate recipients (number) -> All responses to postgraduation commitment -> 2015,U.S. citizens and permanent residents,Not Hispanic or Latino,White,3,24708
4680,r167,All doctorate recipients (number) -> All responses to postgraduation commitment -> 2015,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,3,896
4680,r168,All doctorate recipients (number) -> All responses to postgraduation commitment -> 2015,U.S. citizens and permanent residents,Not Hispanic or Latino,Other race or race not reportedc,3,219
4680,r169,All doctorate recipients (number) -> All responses to postgraduation commitment -> 2015,U.S. citizens and permanent residents,Ethnicity not reported,,2,171
4680,r170,All doctorate recipients (number) -> All responses to postgraduation commitment -> 2020,Totala,,,1,50505
4680,r171,All doctorate recipients (number) -> All responses to postgraduation commitment -> 2020,Sex,Male,,2,27352
4680,r172,All doctorate recipients (number) -> All responses to postgraduation commitment -> 2020,Sex,Female,,2,23153
4680,r173,All doctorate recipients (number) -> All responses to postgraduation commitment -> 2020,Citizenship status,U.S. citizen or permanent resident,,2,32895
4680,r174,All doctorate recipients (number) -> All responses to postgraduation commitment -> 2020,Citizenship status,Temporary visa holder,,2,17449
4680,r175,All doctorate recipients (number) -> All responses to postgraduation commitment -> 2020,U.S. citizens and permanent residents,Hispanic or Latino,,2,2719
4680,r176,All doctorate recipients (number) -> All responses to postgraduation commitment -> 2020,U.S. citizens and permanent residents,Not Hispanic or Latino,American Indian or Alaska Native,3,84
4680,r177,All doctorate recipients (number) -> All responses to postgraduation commitment -> 2020,U.S. citizens and permanent residents,Not Hispanic or Latino,Asianb,3,3106
4680,r178,All doctorate recipients (number) -> All responses to postgraduation commitment -> 2020,U.S. citizens and permanent residents,Not Hispanic or Latino,Black or African American,3,2318
4680,r179,All doctorate recipients (number) -> All responses to postgraduation commitment -> 2020,U.S. citizens and permanent residents,Not Hispanic or Latino,White,3,23127
4680,r180,All doctorate recipients (number) -> All responses to postgraduation commitment -> 2020,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,3,1128
4680,r181,All doctorate recipients (number) -> All responses to postgraduation commitment -> 2020,U.S. citizens and permanent residents,Not Hispanic or Latino,Other race or race not reportedc,3,267
4680,r182,All doctorate recipients (number) -> All responses to postgraduation commitment -> 2020,U.S. citizens and permanent residents,Ethnicity not reported,,2,146
4680,r183,All doctorate recipients (number) -> All responses to postgraduation commitment -> Definite commitment for employment or postdoctoral study (%)<sup>d</sup> -> 1990,Totala,,,1,71.6
4680,r184,All doctorate recipients (number) -> All responses to postgraduation commitment -> Definite commitment for employment or postdoctoral study (%)<sup>d</sup> -> 1990,Sex,Male,,2,72.0
4680,r185,All doctorate recipients (number) -> All responses to postgraduation commitment -> Definite commitment for employment or postdoctoral study (%)<sup>d</sup> -> 1990,Sex,Female,,2,70.8
4680,r186,All doctorate recipients (number) -> All responses to postgraduation commitment -> Definite commitment for employment or postdoctoral study (%)<sup>d</sup> -> 1990,Citizenship status,U.S. citizen or permanent resident,,2,73.7
4680,r187,All doctorate recipients (number) -> All responses to postgraduation commitment -> Definite commitment for employment or postdoctoral study (%)<sup>d</sup> -> 1990,Citizenship status,Temporary visa holder,,2,64.1
4680,r188,All doctorate recipients (number) -> All responses to postgraduation commitment -> Definite commitment for employment or postdoctoral study (%)<sup>d</sup> -> 1990,U.S. citizens and permanent residents,Hispanic or Latino,,2,67.9
4680,r189,All doctorate recipients (number) -> All responses to postgraduation commitment -> Definite commitment for employment or postdoctoral study (%)<sup>d</sup> -> 1990,U.S. citizens and permanent residents,Not Hispanic or Latino,American Indian or Alaska Native,3,65.6
4680,r190,All doctorate recipients (number) -> All responses to postgraduation commitment -> Definite commitment for employment or postdoctoral study (%)<sup>d</sup> -> 1990,U.S. citizens and permanent residents,Not Hispanic or Latino,Asianb,3,63.1
4680,r191,All doctorate recipients (number) -> All responses to postgraduation commitment -> Definite commitment for employment or postdoctoral study (%)<sup>d</sup> -> 1990,U.S. citizens and permanent residents,Not Hispanic or Latino,Black or African American,3,69.8
4680,r192,All doctorate recipients (number) -> All responses to postgraduation commitment -> Definite commitment for employment or postdoctoral study (%)<sup>d</sup> -> 1990,U.S. citizens and permanent residents,Not Hispanic or Latino,White,3,74.8
4680,r193,All doctorate recipients (number) -> All responses to postgraduation commitment -> Definite commitment for employment or postdoctoral study (%)<sup>d</sup> -> 1990,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,3,na
4680,r194,All doctorate recipients (number) -> All responses to postgraduation commitment -> Definite commitment for employment or postdoctoral study (%)<sup>d</sup> -> 1990,U.S. citizens and permanent residents,Not Hispanic or Latino,Other race or race not reportedc,3,70.8
4680,r195,All doctorate recipients (number) -> All responses to postgraduation commitment -> Definite commitment for employment or postdoctoral study (%)<sup>d</sup> -> 1990,U.S. citizens and permanent residents,Ethnicity not reported,,2,64.5
