table_id,row_id,time_period,column_level_1,column_level_2,column_level_3,column_level_4,column_hierarchy_depth,value
10662,r001,2000,Total,,,,1,74243
10662,r002,2000,U.S. citizens and permanent residents,Hispanic or Latino,Number,,3,4124
10662,r003,2000,U.S. citizens and permanent residents,Hispanic or Latino,Percent,,3,5.6
10662,r004,2000,U.S. citizens and permanent residents,Not Hispanic or Latino,American Indian or Alaska Native,Number,4,419
10662,r005,2000,U.S. citizens and permanent residents,Not Hispanic or Latino,American Indian or Alaska Native,Percent,4,0.6
10662,r006,2000,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,Number,4,4820
10662,r007,2000,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,Percent,4,6.5
10662,r008,2000,U.S. citizens and permanent residents,Not Hispanic or Latino,Black or African American,Number,4,5094
10662,r009,2000,U.S. citizens and permanent residents,Not Hispanic or Latino,Black or African American,Percent,4,6.9
10662,r010,2000,U.S. citizens and permanent residents,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,Number,4,372
10662,r011,2000,U.S. citizens and permanent residents,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,Percent,4,0.5
10662,r012,2000,U.S. citizens and permanent residents,Not Hispanic or Latino,White,Number,4,55543
10662,r013,2000,U.S. citizens and permanent residents,Not Hispanic or Latino,White,Percent,4,74.8
10662,r014,2000,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,Number,4,81
10662,r015,2000,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,Percent,4,0.1
10662,r016,2000,U.S. citizens and permanent residents,Unknown ethnicity and race,Number,,3,3790
10662,r017,2000,U.S. citizens and permanent residents,Unknown ethnicity and race,Percent,,3,5.1
10662,r018,2001,Total,,,,1,74129
10662,r019,2001,U.S. citizens and permanent residents,Hispanic or Latino,Number,,3,4355
10662,r020,2001,U.S. citizens and permanent residents,Hispanic or Latino,Percent,,3,5.9
10662,r021,2001,U.S. citizens and permanent residents,Not Hispanic or Latino,American Indian or Alaska Native,Number,4,453
10662,r022,2001,U.S. citizens and permanent residents,Not Hispanic or Latino,American Indian or Alaska Native,Percent,4,0.6
10662,r023,2001,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,Number,4,5061
10662,r024,2001,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,Percent,4,6.8
10662,r025,2001,U.S. citizens and permanent residents,Not Hispanic or Latino,Black or African American,Number,4,5616
10662,r026,2001,U.S. citizens and permanent residents,Not Hispanic or Latino,Black or African American,Percent,4,7.6
10662,r027,2001,U.S. citizens and permanent residents,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,Number,4,390
10662,r028,2001,U.S. citizens and permanent residents,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,Percent,4,0.5
10662,r029,2001,U.S. citizens and permanent residents,Not Hispanic or Latino,White,Number,4,54353
10662,r030,2001,U.S. citizens and permanent residents,Not Hispanic or Latino,White,Percent,4,73.3
10662,r031,2001,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,Number,4,87
10662,r032,2001,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,Percent,4,0.1
10662,r033,2001,U.S. citizens and permanent residents,Unknown ethnicity and race,Number,,3,3814
10662,r034,2001,U.S. citizens and permanent residents,Unknown ethnicity and race,Percent,,3,5.1
10662,r035,2002,Total,,,,1,78297
10662,r036,2002,U.S. citizens and permanent residents,Hispanic or Latino,Number,,3,4648
10662,r037,2002,U.S. citizens and permanent residents,Hispanic or Latino,Percent,,3,5.9
10662,r038,2002,U.S. citizens and permanent residents,Not Hispanic or Latino,American Indian or Alaska Native,Number,4,505
10662,r039,2002,U.S. citizens and permanent residents,Not Hispanic or Latino,American Indian or Alaska Native,Percent,4,0.6
10662,r040,2002,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,Number,4,5335
10662,r041,2002,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,Percent,4,6.8
10662,r042,2002,U.S. citizens and permanent residents,Not Hispanic or Latino,Black or African American,Number,4,6047
10662,r043,2002,U.S. citizens and permanent residents,Not Hispanic or Latino,Black or African American,Percent,4,7.7
10662,r044,2002,U.S. citizens and permanent residents,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,Number,4,354
10662,r045,2002,U.S. citizens and permanent residents,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,Percent,4,0.5
10662,r046,2002,U.S. citizens and permanent residents,Not Hispanic or Latino,White,Number,4,56890
10662,r047,2002,U.S. citizens and permanent residents,Not Hispanic or Latino,White,Percent,4,72.7
10662,r048,2002,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,Number,4,83
10662,r049,2002,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,Percent,4,0.1
10662,r050,2002,U.S. citizens and permanent residents,Unknown ethnicity and race,Number,,3,4435
10662,r051,2002,U.S. citizens and permanent residents,Unknown ethnicity and race,Percent,,3,5.7
10662,r052,2003,Total,,,,1,84924
10662,r053,2003,U.S. citizens and permanent residents,Hispanic or Latino,Number,,3,5443
10662,r054,2003,U.S. citizens and permanent residents,Hispanic or Latino,Percent,,3,6.4
10662,r055,2003,U.S. citizens and permanent residents,Not Hispanic or Latino,American Indian or Alaska Native,Number,4,520
10662,r056,2003,U.S. citizens and permanent residents,Not Hispanic or Latino,American Indian or Alaska Native,Percent,4,0.6
10662,r057,2003,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,Number,4,6010
10662,r058,2003,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,Percent,4,7.1
10662,r059,2003,U.S. citizens and permanent residents,Not Hispanic or Latino,Black or African American,Number,4,7068
10662,r060,2003,U.S. citizens and permanent residents,Not Hispanic or Latino,Black or African American,Percent,4,8.3
10662,r061,2003,U.S. citizens and permanent residents,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,Number,4,359
10662,r062,2003,U.S. citizens and permanent residents,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,Percent,4,0.4
10662,r063,2003,U.S. citizens and permanent residents,Not Hispanic or Latino,White,Number,4,60567
10662,r064,2003,U.S. citizens and permanent residents,Not Hispanic or Latino,White,Percent,4,71.3
10662,r065,2003,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,Number,4,70
10662,r066,2003,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,Percent,4,0.1
10662,r067,2003,U.S. citizens and permanent residents,Unknown ethnicity and race,Number,,3,4887
10662,r068,2003,U.S. citizens and permanent residents,Unknown ethnicity and race,Percent,,3,5.8
10662,r069,2004,Total,,,,1,91196
10662,r070,2004,U.S. citizens and permanent residents,Hispanic or Latino,Number,,3,5819
10662,r071,2004,U.S. citizens and permanent residents,Hispanic or Latino,Percent,,3,6.4
10662,r072,2004,U.S. citizens and permanent residents,Not Hispanic or Latino,American Indian or Alaska Native,Number,4,506
10662,r073,2004,U.S. citizens and permanent residents,Not Hispanic or Latino,American Indian or Alaska Native,Percent,4,0.6
10662,r074,2004,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,Number,4,6514
10662,r075,2004,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,Percent,4,7.1
10662,r076,2004,U.S. citizens and permanent residents,Not Hispanic or Latino,Black or African American,Number,4,7872
10662,r077,2004,U.S. citizens and permanent residents,Not Hispanic or Latino,Black or African American,Percent,4,8.6
10662,r078,2004,U.S. citizens and permanent residents,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,Number,4,576
10662,r079,2004,U.S. citizens and permanent residents,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,Percent,4,0.6
10662,r080,2004,U.S. citizens and permanent residents,Not Hispanic or Latino,White,Number,4,63724
10662,r081,2004,U.S. citizens and permanent residents,Not Hispanic or Latino,White,Percent,4,69.9
10662,r082,2004,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,Number,4,76
10662,r083,2004,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,Percent,4,0.1
10662,r084,2004,U.S. citizens and permanent residents,Unknown ethnicity and race,Number,,3,6109
10662,r085,2004,U.S. citizens and permanent residents,Unknown ethnicity and race,Percent,,3,6.7
10662,r086,2005,Total,,,,1,96217
10662,r087,2005,U.S. citizens and permanent residents,Hispanic or Latino,Number,,3,5922
10662,r088,2005,U.S. citizens and permanent residents,Hispanic or Latino,Percent,,3,6.2
10662,r089,2005,U.S. citizens and permanent residents,Not Hispanic or Latino,American Indian or Alaska Native,Number,4,527
10662,r090,2005,U.S. citizens and permanent residents,Not Hispanic or Latino,American Indian or Alaska Native,Percent,4,0.5
10662,r091,2005,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,Number,4,6885
10662,r092,2005,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,Percent,4,7.2
10662,r093,2005,U.S. citizens and permanent residents,Not Hispanic or Latino,Black or African American,Number,4,8299
10662,r094,2005,U.S. citizens and permanent residents,Not Hispanic or Latino,Black or African American,Percent,4,8.6
10662,r095,2005,U.S. citizens and permanent residents,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,Number,4,305
10662,r096,2005,U.S. citizens and permanent residents,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,Percent,4,0.3
10662,r097,2005,U.S. citizens and permanent residents,Not Hispanic or Latino,White,Number,4,66500
10662,r098,2005,U.S. citizens and permanent residents,Not Hispanic or Latino,White,Percent,4,69.1
10662,r099,2005,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,Number,4,101
10662,r100,2005,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,Percent,4,0.1
10662,r101,2005,U.S. citizens and permanent residents,Unknown ethnicity and race,Number,,3,7678
10662,r102,2005,U.S. citizens and permanent residents,Unknown ethnicity and race,Percent,,3,8.0
10662,r103,2006,Total,,,,1,103022
10662,r104,2006,U.S. citizens and permanent residents,Hispanic or Latino,Number,,3,6370
10662,r105,2006,U.S. citizens and permanent residents,Hispanic or Latino,Percent,,3,6.2
10662,r106,2006,U.S. citizens and permanent residents,Not Hispanic or Latino,American Indian or Alaska Native,Number,4,577
10662,r107,2006,U.S. citizens and permanent residents,Not Hispanic or Latino,American Indian or Alaska Native,Percent,4,0.6
10662,r108,2006,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,Number,4,7403
10662,r109,2006,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,Percent,4,7.2
10662,r110,2006,U.S. citizens and permanent residents,Not Hispanic or Latino,Black or African American,Number,4,9202
10662,r111,2006,U.S. citizens and permanent residents,Not Hispanic or Latino,Black or African American,Percent,4,8.9
10662,r112,2006,U.S. citizens and permanent residents,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,Number,4,281
10662,r113,2006,U.S. citizens and permanent residents,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,Percent,4,0.3
10662,r114,2006,U.S. citizens and permanent residents,Not Hispanic or Latino,White,Number,4,71282
10662,r115,2006,U.S. citizens and permanent residents,Not Hispanic or Latino,White,Percent,4,69.2
10662,r116,2006,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,Number,4,107
10662,r117,2006,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,Percent,4,0.1
10662,r118,2006,U.S. citizens and permanent residents,Unknown ethnicity and race,Number,,3,7800
10662,r119,2006,U.S. citizens and permanent residents,Unknown ethnicity and race,Percent,,3,7.6
10662,r120,2007old<sup>a</sup>,Total,,,,1,97109
10662,r121,2007old<sup>a</sup>,U.S. citizens and permanent residents,Hispanic or Latino,Number,,3,6078
10662,r122,2007old<sup>a</sup>,U.S. citizens and permanent residents,Hispanic or Latino,Percent,,3,6.3
10662,r123,2007old<sup>a</sup>,U.S. citizens and permanent residents,Not Hispanic or Latino,American Indian or Alaska Native,Number,4,609
10662,r124,2007old<sup>a</sup>,U.S. citizens and permanent residents,Not Hispanic or Latino,American Indian or Alaska Native,Percent,4,0.6
10662,r125,2007old<sup>a</sup>,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,Number,4,6790
10662,r126,2007old<sup>a</sup>,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,Percent,4,7.0
10662,r127,2007old<sup>a</sup>,U.S. citizens and permanent residents,Not Hispanic or Latino,Black or African American,Number,4,8369
10662,r128,2007old<sup>a</sup>,U.S. citizens and permanent residents,Not Hispanic or Latino,Black or African American,Percent,4,8.6
10662,r129,2007old<sup>a</sup>,U.S. citizens and permanent residents,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,Number,4,327
10662,r130,2007old<sup>a</sup>,U.S. citizens and permanent residents,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,Percent,4,0.3
10662,r131,2007old<sup>a</sup>,U.S. citizens and permanent residents,Not Hispanic or Latino,White,Number,4,66874
