table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_total_2016,field_total_2017,field_total_2018,field_total_2019,field_federally_financed_2016,field_federally_financed_2017,field_federally_financed_2018,field_federally_financed_2019
3162,r001,All institutions,All institutions,,1,-,"['22,379,901', '']","['23,985,796', '']","['25,773,804', '']","['27,274,318', '']","['12,098,365', '']","['12,685,602', '']","['13,391,996', '']","['14,185,253', '']"
3162,r002,"All institutions -> U. California, San Francisco",All institutions,"U. California, San Francisco",2,1,"['1,219,255', '']","['1,329,729', '']","['1,531,475', '']","['1,526,889', '']","['560,717', '']","['560,981', '']","['633,646', '']","['631,806', '']"
3162,r003,"All institutions -> U. California, Los Angeles",All institutions,"U. California, Los Angeles",2,2,"['694,199', '']","['727,928', '']","['879,537', '']","['887,293', '']","['304,882', '']","['305,734', '']","['367,948', '']","['393,177', '']"
3162,r004,"All institutions -> U. California, San Diego",All institutions,"U. California, San Diego",2,3,"['612,817', '']","['623,952', '']","['724,886', '']","['754,309', '']","['338,376', '']","['351,985', '']","['362,520', '']","['372,590', '']"
3162,r005,All institutions -> Duke U.,All institutions,Duke U.,2,4,"['639,042', '']","['696,085', '']","['718,370', '']","['749,965', '']","['287,937', '']","['317,058', '']","['323,754', '']","['355,135', '']"
3162,r006,All institutions -> Johns Hopkins U.<sup>a</sup>,All institutions,Johns Hopkins U.<sup>a</sup>,2,5,"['609,139', 'i']","['664,206', 'i']","['703,372', 'i']","['727,074', 'i']","['435,096', '']","['448,573', '']","['473,490', '']","['478,556', '']"
3162,r007,All institutions -> Yale U.,All institutions,Yale U.,2,6,"['551,237', '']","['606,423', '']","['632,347', '']","['691,959', '']","['312,457', '']","['335,422', '']","['333,155', '']","['350,340', '']"
3162,r008,"All institutions -> U. North Carolina, Chapel Hill",All institutions,"U. North Carolina, Chapel Hill",2,7,"['607,445', '']","['634,348', '']","['668,660', '']","['680,788', '']","['339,765', '']","['358,446', '']","['374,638', '']","['387,808', '']"
3162,r009,"All institutions -> U. Washington, Seattle",All institutions,"U. Washington, Seattle",2,8,"['541,890', '']","['583,219', '']","['620,609', '']","['655,372', '']","['408,326', '']","['433,509', '']","['465,210', '']","['486,924', '']"
3162,r010,"All institutions -> U. Pittsburgh, Pittsburgh",All institutions,"U. Pittsburgh, Pittsburgh",2,9,"['509,666', '']","['533,779', '']","['583,096', '']","['641,144', '']","['327,155', '']","['346,257', '']","['373,157', '']","['396,027', '']"
