table_id,row_id,_b_characteristic_b_full_path,_b_characteristic_b_level_1,_b_characteristic_b_level_2,_b_characteristic_b_level_3,_b_characteristic_b_level_4,_b_characteristic_b_level_5,_b_characteristic_b_hierarchy_depth,field_all_graduate_students_number,field_all_graduate_students_percent,field_master_s_students_number,field_master_s_students_percent,field_doctoral_students_number,field_doctoral_students_percent
6096,r001,Institutions,Institutions,,,,,1,507,71.2,487,68.4,285,40.0
6096,r002,Schools,Schools,,,,,1,565,70.1,537,66.6,332,41.2
6096,r003,Units,Units,,,,,1,2632,12.4,1591,7.5,1814,8.6
6096,r004,All graduate students,All graduate students,,,,,1,94825,100.0,39920,100.0,54905,100.0
6096,r005,All graduate students -> Male,All graduate students,Male,,,,2,37928,40.0,13930,34.9,23998,43.7
6096,r006,All graduate students -> Female,All graduate students,Female,,,,2,56897,60.0,25990,65.1,30907,56.3
6096,r007,All graduate students -> U.S. citizens and permanent residents<sup>a</sup>,All graduate students,U.S. citizens and permanent residents<sup>a</sup>,,,,2,76717,80.9,35226,88.2,41491,75.6
6096,r008,All graduate students -> U.S. citizens and permanent residents<sup>a</sup> -> Hispanic or Latino,All graduate students,U.S. citizens and permanent residents<sup>a</sup>,Hispanic or Latino,,,3,9442,10.0,4464,11.2,4978,9.1
6096,r009,All graduate students -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino,All graduate students,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,,,3,,,,,,
6096,r010,All graduate students -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> American Indian or Alaska Native,All graduate students,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,American Indian or Alaska Native,,4,297,0.3,111,0.3,186,0.3
6096,r011,All graduate students -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Asian,All graduate students,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Asian,,4,9520,10.0,4682,11.7,4838,8.8
6096,r012,All graduate students -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Black or African American,All graduate students,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Black or African American,,4,6049,6.4,3834,9.6,2215,4.0
6096,r013,All graduate students -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Native Hawaiian or Other Pacific Islander,All graduate students,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,,4,137,0.1,84,0.2,53,0.1
