table_id,row_id,time_period,_b_graduate_students_b_level_1,_b_graduate_students_b_level_2,_b_graduate_students_b_level_3,_b_graduate_students_b_hierarchy_depth,value
10658,r001,1980,Graduate students,Total,,2,41478
10658,r002,1980,Graduate students,U.S. citizens and permanent residents,Number,3,39435
10658,r003,1980,Graduate students,U.S. citizens and permanent residents,Percent,3,95.1
10658,r004,1980,Graduate students,Temporary visa holders,Number,3,2043
10658,r005,1980,Graduate students,Temporary visa holders,Percent,3,4.9
10658,r006,1980,Postdoctoral appointees,Total,,2,4376
10658,r007,1980,Postdoctoral appointees,U.S. citizens and permanent residents,Number,3,3283
10658,r008,1980,Postdoctoral appointees,U.S. citizens and permanent residents,Percent,3,75.0
10658,r009,1980,Postdoctoral appointees,Temporary visa holders,Number,3,1093
10658,r010,1980,Postdoctoral appointees,Temporary visa holders,Percent,3,25.0
10658,r011,1981,Graduate students,Total,,2,43141
10658,r012,1981,Graduate students,U.S. citizens and permanent residents,Number,3,40995
10658,r013,1981,Graduate students,U.S. citizens and permanent residents,Percent,3,95.0
10658,r014,1981,Graduate students,Temporary visa holders,Number,3,2146
10658,r015,1981,Graduate students,Temporary visa holders,Percent,3,5.0
10658,r016,1981,Postdoctoral appointees,Total,,2,4863
10658,r017,1981,Postdoctoral appointees,U.S. citizens and permanent residents,Number,3,3504
10658,r018,1981,Postdoctoral appointees,U.S. citizens and permanent residents,Percent,3,72.1
10658,r019,1981,Postdoctoral appointees,Temporary visa holders,Number,3,1359
10658,r020,1981,Postdoctoral appointees,Temporary visa holders,Percent,3,27.9
10658,r021,1982,Graduate students,Total,,2,43425
10658,r022,1982,Graduate students,U.S. citizens and permanent residents,Number,3,40405
10658,r023,1982,Graduate students,U.S. citizens and permanent residents,Percent,3,93.0
10658,r024,1982,Graduate students,Temporary visa holders,Number,3,3020
10658,r025,1982,Graduate students,Temporary visa holders,Percent,3,7.0
10658,r026,1982,Postdoctoral appointees,Total,,2,4685
10658,r027,1982,Postdoctoral appointees,U.S. citizens and permanent residents,Number,3,3413
10658,r028,1982,Postdoctoral appointees,U.S. citizens and permanent residents,Percent,3,72.8
10658,r029,1982,Postdoctoral appointees,Temporary visa holders,Number,3,1272
10658,r030,1982,Postdoctoral appointees,Temporary visa holders,Percent,3,27.2
10658,r031,1983,Graduate students,Total,,2,43466
10658,r032,1983,Graduate students,U.S. citizens and permanent residents,Number,3,40422
10658,r033,1983,Graduate students,U.S. citizens and permanent residents,Percent,3,93.0
10658,r034,1983,Graduate students,Temporary visa holders,Number,3,3044
10658,r035,1983,Graduate students,Temporary visa holders,Percent,3,7.0
10658,r036,1983,Postdoctoral appointees,Total,,2,5042
10658,r037,1983,Postdoctoral appointees,U.S. citizens and permanent residents,Number,3,3716
10658,r038,1983,Postdoctoral appointees,U.S. citizens and permanent residents,Percent,3,73.7
10658,r039,1983,Postdoctoral appointees,Temporary visa holders,Number,3,1326
10658,r040,1983,Postdoctoral appointees,Temporary visa holders,Percent,3,26.3
10658,r041,1984,Graduate students,Total,,2,45028
10658,r042,1984,Graduate students,U.S. citizens and permanent residents,Number,3,42099
10658,r043,1984,Graduate students,U.S. citizens and permanent residents,Percent,3,93.5
10658,r044,1984,Graduate students,Temporary visa holders,Number,3,2929
10658,r045,1984,Graduate students,Temporary visa holders,Percent,3,6.5
10658,r046,1984,Postdoctoral appointees,Total,,2,5353
10658,r047,1984,Postdoctoral appointees,U.S. citizens and permanent residents,Number,3,3861
