table_id,row_id,time_period,gdp_level_1,gdp_level_2,gdp_level_3,gdp_hierarchy_depth,value
8101,r001,1953,GDP,Current $billions,,2,389.2
8101,r002,1953,GDP,Constant 2012 $billions,,2,2695.6
8101,r003,1953,GDP,Deflatora (2012 = 1.00000),,2,0.14438
8101,r004,1953,Total R&D,Current $billions,,2,5.2
8101,r005,1953,Total R&D,Constant 2012 $billions,,2,35.7
8101,r006,1953,R&D/GDP (%),Total,,2,1.33
8101,r007,1953,R&D/GDP (%),"R&D, by performer",Business,3,0.93
8101,r008,1953,R&D/GDP (%),"R&D, by performer",Federalb,3,0.29
8101,r009,1953,R&D/GDP (%),"R&D, by performer",Higher education,3,0.07
8101,r010,1953,R&D/GDP (%),"R&D, by performer",Otherc,3,0.03
8101,r011,1953,R&D/GDP (%),"R&D, by source of funding",Business,3,0.58
8101,r012,1953,R&D/GDP (%),"R&D, by source of funding",Federal,3,0.71
8101,r013,1953,R&D/GDP (%),"R&D, by source of funding",Otherd,3,0.03
8101,r014,1954,GDP,Current $billions,,2,390.5
8101,r015,1954,GDP,Constant 2012 $billions,,2,2680.0
8101,r016,1954,GDP,Deflatora (2012 = 1.00000),,2,0.14571
8101,r017,1954,Total R&D,Current $billions,,2,5.6
8101,r018,1954,Total R&D,Constant 2012 $billions,,2,38.6
8101,r019,1954,R&D/GDP (%),Total,,2,1.44
8101,r020,1954,R&D/GDP (%),"R&D, by performer",Business,3,1.04
8101,r021,1954,R&D/GDP (%),"R&D, by performer",Federalb,3,0.29
8101,r022,1954,R&D/GDP (%),"R&D, by performer",Higher education,3,0.08
8101,r023,1954,R&D/GDP (%),"R&D, by performer",Otherc,3,0.03
8101,r024,1954,R&D/GDP (%),"R&D, by source of funding",Business,3,0.61
8101,r025,1954,R&D/GDP (%),"R&D, by source of funding",Federal,3,0.79
8101,r026,1954,R&D/GDP (%),"R&D, by source of funding",Otherd,3,0.04
8101,r027,1955,GDP,Current $billions,,2,425.5
8101,r028,1955,GDP,Constant 2012 $billions,,2,2871.2
8101,r029,1955,GDP,Deflatora (2012 = 1.00000),,2,0.1482
8101,r030,1955,Total R&D,Current $billions,,2,6.2
8101,r031,1955,Total R&D,Constant 2012 $billions,,2,41.7
8101,r032,1955,R&D/GDP (%),Total,,2,1.45
8101,r033,1955,R&D/GDP (%),"R&D, by performer",Business,3,1.04
8101,r034,1955,R&D/GDP (%),"R&D, by performer",Federalb,3,0.3
8101,r035,1955,R&D/GDP (%),"R&D, by performer",Higher education,3,0.08
8101,r036,1955,R&D/GDP (%),"R&D, by performer",Otherc,3,0.03
