table_id,row_id,time_period,column_level_1,column_level_2,column_level_3,column_level_4,column_hierarchy_depth,value
8294,r001,2000,Total,,,,1,234000
8294,r002,2000,U.S. citizens and permanent residents,Hispanic or Latino,Number,,3,14185
8294,r003,2000,U.S. citizens and permanent residents,Hispanic or Latino,Percent,,3,6.1
8294,r004,2000,U.S. citizens and permanent residents,Not Hispanic or Latino,American Indian or Alaska Native,Number,4,1394
8294,r005,2000,U.S. citizens and permanent residents,Not Hispanic or Latino,American Indian or Alaska Native,Percent,4,0.6
8294,r006,2000,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,Number,4,16839
8294,r007,2000,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,Percent,4,7.2
8294,r008,2000,U.S. citizens and permanent residents,Not Hispanic or Latino,Black or African American,Number,4,17857
8294,r009,2000,U.S. citizens and permanent residents,Not Hispanic or Latino,Black or African American,Percent,4,7.6
8294,r010,2000,U.S. citizens and permanent residents,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,Number,4,945
8294,r011,2000,U.S. citizens and permanent residents,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,Percent,4,0.4
8294,r012,2000,U.S. citizens and permanent residents,Not Hispanic or Latino,White,Number,4,166486
8294,r013,2000,U.S. citizens and permanent residents,Not Hispanic or Latino,White,Percent,4,71.1
8294,r014,2000,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,Number,4,399
8294,r015,2000,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,Percent,4,0.2
8294,r016,2000,U.S. citizens and permanent residents,Unknown ethnicity and race,Number,,3,15895
8294,r017,2000,U.S. citizens and permanent residents,Unknown ethnicity and race,Percent,,3,6.8
8294,r018,2001,Total,,,,1,237718
8294,r019,2001,U.S. citizens and permanent residents,Hispanic or Latino,Number,,3,14791
8294,r020,2001,U.S. citizens and permanent residents,Hispanic or Latino,Percent,,3,6.2
8294,r021,2001,U.S. citizens and permanent residents,Not Hispanic or Latino,American Indian or Alaska Native,Number,4,1456
8294,r022,2001,U.S. citizens and permanent residents,Not Hispanic or Latino,American Indian or Alaska Native,Percent,4,0.6
8294,r023,2001,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,Number,4,17698
