table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_all_r_d_expenditures,field_computer_and_information_sciences,field_geosciences_atmospheric_sciences_and_ocean_sciences,field_life_sciences,field_mathematics_and_statistics,field_physical_sciences,field_psychology,field_social_sciences,field_sciences_nec,field_engineering,field_all_non_s_e_fields
7971,r001,All institutions,All institutions,,1,-,"['4,736,015', '']","['69,099', '']","['206,815', '']","['2,734,533', '']","['27,009', '']","['113,326', '']","['44,942', '']","['168,142', '']","['88,314', '']","['946,273', '']","['337,562', '']"
7971,r002,All institutions -> U. Texas M. D. Anderson Cancer Center,All institutions,U. Texas M. D. Anderson Cancer Center,2,1,"['293,325', '']","['0', '']","['0', '']","['273,473', '']","['8,170', '']","['2,911', '']","['4,154', '']","['4,617', '']","['0', '']","['0', '']","['0', '']"
7971,r003,"All institutions -> SUNY, Polytechnic Institute",All institutions,"SUNY, Polytechnic Institute",2,2,"['206,962', '']","['0', '']","['0', '']","['313', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['206,649', '']","['0', '']"
7971,r004,"All institutions -> Texas A&M U., College Station and Health Science Center",All institutions,"Texas A&M U., College Station and Health Science Center",2,3,"['198,483', '']","['393', '']","['4,867', '']","['92,106', '']","['179', '']","['3,017', '']","['385', '']","['4,715', '']","['3,331', '']","['84,075', '']","['5,415', '']"
7971,r005,All institutions -> U. Florida,All institutions,U. Florida,2,4,"['161,448', '']","['523', '']","['3,853', '']","['129,375', '']","['171', '']","['1,759', '']","['745', '']","['3,738', '']","['8', '']","['16,444', '']","['4,832', '']"
7971,r006,All institutions -> U. Wisconsin-Madison,All institutions,U. Wisconsin-Madison,2,5,"['135,923', '']","['1,172', '']","['7,599', '']","['84,322', '']","['124', '']","['3,311', '']","['677', '']","['8,567', '']","['5,477', '']","['9,580', '']","['15,094', '']"
7971,r007,All institutions -> North Carolina State U.,All institutions,North Carolina State U.,2,6,"['127,290', '']","['477', '']","['6,721', '']","['70,527', '']","['3,338', '']","['6,364', '']","['346', '']","['2,260', '']","['994', '']","['30,463', '']","['5,800', '']"
7971,r008,All institutions -> Georgia Institute of Technology,All institutions,Georgia Institute of Technology,2,7,"['107,465', '']","['393', '']","['5,572', '']","['8,966', '']","['3,688', '']","['8,106', '']","['1,636', '']","['199', '']","['0', '']","['76,792', '']","['2,113', '']"
7971,r009,All institutions -> Mississippi State U.,All institutions,Mississippi State U.,2,8,"['88,418', '']","['2,282', '']","['1,228', '']","['43,206', '']","['1,482', '']","['5,883', '']","['1,375', '']","['6,360', '']","['915', '']","['12,292', '']","['13,395', '']"
7971,r010,All institutions -> Cornell U.,All institutions,Cornell U.,2,9,"['87,821', '']","['25', '']","['139', '']","['67,554', '']","['83', '']","['1,699', '']","['2,628', '']","['4,618', '']","['0', '']","['3,160', '']","['7,915', '']"
7971,r011,"All institutions -> Rutgers, State U. New Jersey, New Brunswick",All institutions,"Rutgers, State U. New Jersey, New Brunswick",2,10,"['84,201', '']","['0', '']","['1,197', '']","['69,046', '']","['1', '']","['163', '']","['894', '']","['1,406', '']","['0', '']","['8,131', '']","['3,363', '']"
7971,r012,"All institutions -> U. California, Davis",All institutions,"U. California, Davis",2,11,"['75,116', '']","['192', '']","['7,833', '']","['43,093', '']","['0', '']","['197', '']","['1', '']","['551', '']","['0', '']","['22,756', '']","['493', '']"
7971,r013,"All institutions -> U. California, Los Angeles",All institutions,"U. California, Los Angeles",2,12,"['71,014', '']","['0', '']","['1,608', '']","['55,779', '']","['53', '']","['90', '']","['484', '']","['6,873', '']","['353', '']","['3,740', '']","['2,034', '']"
7971,r014,"All institutions -> Louisiana State U., Baton Rouge",All institutions,"Louisiana State U., Baton Rouge",2,13,"['70,166', '']","['2,849', '']","['1,485', '']","['52,363', '']","['242', '']","['847', '']","['92', '']","['1,647', '']","['1', '']","['10,422', '']","['218', '']"
7971,r015,"All institutions -> U. Minnesota, Twin Cities",All institutions,"U. Minnesota, Twin Cities",2,14,"['69,842', '']","['424', '']","['2,121', '']","['53,787', '']","['522', '']","['234', '']","['424', '']","['2,273', '']","['118', '']","['8,670', '']","['1,269', '']"
7971,r016,All institutions -> U. Texas Southwestern Medical Center,All institutions,U. Texas Southwestern Medical Center,2,15,"['68,114', '']","['0', '']","['0', '']","['68,114', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7971,r017,All institutions -> Virginia Polytechnic Institute and State U.,All institutions,Virginia Polytechnic Institute and State U.,2,16,"['60,571', '']","['5,199', '']","['117', '']","['40,936', '']","['99', '']","['79', '']","['0', '']","['1,593', '']","['0', '']","['12,338', '']","['210', '']"
7971,r018,"All institutions -> U. Nebraska, Lincoln",All institutions,"U. Nebraska, Lincoln",2,17,"['55,626', '']","['1,950', '']","['52', '']","['44,646', '']","['1,419', '']","['719', '']","['601', '']","['288', '']","['137', '']","['4,708', '']","['1,106', '']"
7971,r019,All institutions -> U. Georgia,All institutions,U. Georgia,2,18,"['54,706', '']","['0', '']","['2,609', '']","['47,621', '']","['0', '']","['1', '']","['128', '']","['3,123', '']","['0', '']","['452', '']","['772', '']"
7971,r020,"All institutions -> U. California, San Diego",All institutions,"U. California, San Diego",2,19,"['51,346', '']","['245', '']","['14,115', '']","['27,567', '']","['880', '']","['611', '']","['84', '']","['181', '']","['17', '']","['6,236', '']","['1,410', '']"
7971,r021,"All institutions -> U. Arkansas, Fayetteville",All institutions,"U. Arkansas, Fayetteville",2,20,"['50,207', '']","['1,010', '']","['82', '']","['38,067', '']","['0', '']","['157', '']","['64', '']","['2,066', '']","['0', '']","['2,122', '']","['6,639', '']"
7971,r022,All institutions -> Washington State U.,All institutions,Washington State U.,2,21,"['48,317', '']","['149', '']","['1,305', '']","['31,634', '']","['0', '']","['3,334', '']","['20', '']","['2,510', '']","['58', '']","['6,793', '']","['2,514', '']"
7971,r023,All institutions -> Oregon State U.,All institutions,Oregon State U.,2,22,"['47,981', '']","['75', '']","['1,866', '']","['40,250', '']","['516', '']","['163', '']","['0', '']","['1,640', '']","['15', '']","['3,399', '']","['57', '']"
7971,r024,"All institutions -> Pennsylvania State U., University Park and Hershey Medical Center",All institutions,"Pennsylvania State U., University Park and Hershey Medical Center",2,23,"['46,993', '']","['0', '']","['575', '']","['37,318', '']","['61', '']","['55', '']","['280', '']","['2,830', '']","['0', '']","['4,985', '']","['889', '']"
