table_id,row_id,time_period,column_level_1,column_level_2,column_level_3,column_hierarchy_depth,value
6455,r001,1967,Total,,,1,620.1
6455,r002,1967,Intramurala,,,1,239.0
6455,r003,1967,Extramural,United States and U.S. territories,Industry,3,NA
6455,r004,1967,Extramural,United States and U.S. territories,Industry-administered FFRDCs,3,NA
6455,r005,1967,Extramural,United States and U.S. territories,Universities and colleges,3,111.7
6455,r006,1967,Extramural,United States and U.S. territories,University-administered FFRDCs,3,138.8
6455,r007,1967,Extramural,United States and U.S. territories,Other nonprofits,3,NA
6455,r008,1967,Extramural,United States and U.S. territories,Nonprofit-administered FFRDCs,3,NA
6455,r009,1967,Extramural,United States and U.S. territories,"State, local governments",3,130.5
6455,r010,1967,Extramural,Foreign,,2,0.1
6455,r011,1968,Total,,,1,603.8
6455,r012,1968,Intramurala,,,1,294.2
6455,r013,1968,Extramural,United States and U.S. territories,Industry,3,40.9
6455,r014,1968,Extramural,United States and U.S. territories,Industry-administered FFRDCs,3,40.8
6455,r015,1968,Extramural,United States and U.S. territories,Universities and colleges,3,98.1
6455,r016,1968,Extramural,United States and U.S. territories,University-administered FFRDCs,3,101.7
6455,r017,1968,Extramural,United States and U.S. territories,Other nonprofits,3,11.1
6455,r018,1968,Extramural,United States and U.S. territories,Nonprofit-administered FFRDCs,3,9.8
6455,r019,1968,Extramural,United States and U.S. territories,"State, local governments",3,7.3
6455,r020,1968,Extramural,Foreign,,2,0.0
6455,r021,1969,Total,,,1,669.0
6455,r022,1969,Intramurala,,,1,260.4
6455,r023,1969,Extramural,United States and U.S. territories,Industry,3,53.8
6455,r024,1969,Extramural,United States and U.S. territories,Industry-administered FFRDCs,3,87.9
6455,r025,1969,Extramural,United States and U.S. territories,Universities and colleges,3,61.9
6455,r026,1969,Extramural,United States and U.S. territories,University-administered FFRDCs,3,176.6
6455,r027,1969,Extramural,United States and U.S. territories,Other nonprofits,3,4.6
6455,r028,1969,Extramural,United States and U.S. territories,Nonprofit-administered FFRDCs,3,21.2
6455,r029,1969,Extramural,United States and U.S. territories,"State, local governments",3,1.6
6455,r030,1969,Extramural,Foreign,,2,0.9
6455,r031,1970,Total,,,1,524.4
6455,r032,1970,Intramurala,,,1,166.0
6455,r033,1970,Extramural,United States and U.S. territories,Industry,3,41.4
6455,r034,1970,Extramural,United States and U.S. territories,Industry-administered FFRDCs,3,60.9
6455,r035,1970,Extramural,United States and U.S. territories,Universities and colleges,3,56.1
6455,r036,1970,Extramural,United States and U.S. territories,University-administered FFRDCs,3,169.0
6455,r037,1970,Extramural,United States and U.S. territories,Other nonprofits,3,4.7
6455,r038,1970,Extramural,United States and U.S. territories,Nonprofit-administered FFRDCs,3,24.1
6455,r039,1970,Extramural,United States and U.S. territories,"State, local governments",3,2.1
6455,r040,1970,Extramural,Foreign,,2,0.1
6455,r041,1971,Total,,,1,611.2
6455,r042,1971,Intramurala,,,1,202.8
6455,r043,1971,Extramural,United States and U.S. territories,Industry,3,54.0
6455,r044,1971,Extramural,United States and U.S. territories,Industry-administered FFRDCs,3,110.6
6455,r045,1971,Extramural,United States and U.S. territories,Universities and colleges,3,49.2
6455,r046,1971,Extramural,United States and U.S. territories,University-administered FFRDCs,3,178.7
6455,r047,1971,Extramural,United States and U.S. territories,Other nonprofits,3,2.5
