table_id,row_id,citizenship_ethnicity_race_sex_and_enrollment_status_full_path,citizenship_ethnicity_race_sex_and_enrollment_status_level_1,citizenship_ethnicity_race_sex_and_enrollment_status_level_2,citizenship_ethnicity_race_sex_and_enrollment_status_level_3,citizenship_ethnicity_race_sex_and_enrollment_status_level_4,citizenship_ethnicity_race_sex_and_enrollment_status_level_5,citizenship_ethnicity_race_sex_and_enrollment_status_level_6,citizenship_ethnicity_race_sex_and_enrollment_status_hierarchy_depth,field_2008,field_2009,field_2010,field_2011,field_2012,field_2013,field_2014,field_2015,field_2016,field_2017,field_2018
3241,r001,All enrolled,All enrolled,,,,,,1,3070175,3255483,3208874,3147863,3042036,3036855,2975637,2924199,2930179,2911597,2923409
3241,r002,All enrolled -> U.S. citizen and permanent resident,All enrolled,U.S. citizen and permanent resident,,,,,2,3008564,3194059,3145133,3076998,2963807,2950315,2882271,2824592,2832839,2818621,2830060
3241,r003,All enrolled -> U.S. citizen and permanent resident -> Hispanic or Latino<sup>a</sup>,All enrolled,U.S. citizen and permanent resident,Hispanic or Latino<sup>a</sup>,,,,3,418567,449381,494451,518812,522280,553609,560954,563349,598295,605470,622910
3241,r004,All enrolled -> U.S. citizen and permanent resident -> Not Hispanic or Latino  ,All enrolled,U.S. citizen and permanent resident,Not Hispanic or Latino  ,,,,3,2589997,2744678,2650682,2558186,2441527,2396706,2321317,2261243,2234544,2213151,2207150
3241,r005,All enrolled -> U.S. citizen and permanent resident -> Not Hispanic or Latino   -> American Indian or Alaska Native,All enrolled,U.S. citizen and permanent resident,Not Hispanic or Latino  ,American Indian or Alaska Native,,,4,30687,32521,29201,27118,24077,23674,21892,20963,20991,20270,19509
3241,r006,All enrolled -> U.S. citizen and permanent resident -> Not Hispanic or Latino   -> Asian,All enrolled,U.S. citizen and permanent resident,Not Hispanic or Latino  ,Asian,,,4,na,na,na,159147,156401,162690,168000,169716,172788,174862,185518
3241,r007,All enrolled -> U.S. citizen and permanent resident -> Not Hispanic or Latino   -> Asian or Pacific Islander<sup>b</sup>,All enrolled,U.S. citizen and permanent resident,Not Hispanic or Latino  ,Asian or Pacific Islander<sup>b</sup>,,,4,178226,175167,166727,na,na,na,na,na,na,na,na
3241,r008,All enrolled -> U.S. citizen and permanent resident -> Not Hispanic or Latino   -> Black or African American,All enrolled,U.S. citizen and permanent resident,Not Hispanic or Latino  ,Black or African American,,,4,423757,465547,461601,459151,431097,423094,400015,380074,375653,373992,365286
3241,r009,All enrolled -> U.S. citizen and permanent resident -> Not Hispanic or Latino   -> Native Hawaiian or Other Pacific Islander  ,All enrolled,U.S. citizen and permanent resident,Not Hispanic or Latino  ,Native Hawaiian or Other Pacific Islander  ,,,4,na,na,na,11363,10431,9591,9500,9353,9197,9279,9135
3241,r010,All enrolled -> U.S. citizen and permanent resident -> Not Hispanic or Latino   -> White,All enrolled,U.S. citizen and permanent resident,Not Hispanic or Latino  ,White,,,4,1734010,1756722,1718797,1647644,1581031,1548484,1505993,1470140,1453447,1426930,1410310
3241,r011,All enrolled -> U.S. citizen and permanent resident -> Not Hispanic or Latino   -> More than one race<sup>c</sup>,All enrolled,U.S. citizen and permanent resident,Not Hispanic or Latino  ,More than one race<sup>c</sup>,,,4,na,na,na,89688,96752,101849,108621,109690,111992,117622,122986
3241,r012,All enrolled -> U.S. citizen and permanent resident -> Not Hispanic or Latino   -> Other or unknown race or ethnicity,All enrolled,U.S. citizen and permanent resident,Not Hispanic or Latino  ,Other or unknown race or ethnicity,,,4,223317,314721,274356,164075,141738,127324,107296,101307,90476,90196,94406
3241,r013,All enrolled -> Temporary resident ,All enrolled,Temporary resident ,,,,,2,61611,61424,63741,70865,78229,86540,93366,99607,97340,92976,93349
3241,r014,All enrolled -> Female,All enrolled,Female,,,,,2,1660955,1755360,1724222,1698823,1633677,1629796,1598224,1567031,1575513,1574024,1589208
3241,r015,All enrolled -> Female -> U.S. citizen and permanent resident,All enrolled,Female,U.S. citizen and permanent resident,,,,3,1631050,1725628,1694172,1665984,1598287,1590313,1556064,1521609,1530518,1530365,1545293
3241,r016,All enrolled -> Female -> U.S. citizen and permanent resident -> Hispanic or Latino<sup>a</sup>,All enrolled,Female,U.S. citizen and permanent resident,Hispanic or Latino<sup>a</sup>,,,4,231419,246818,272325,287292,288331,305390,309352,310744,330681,336479,348016
3241,r017,All enrolled -> Female -> U.S. citizen and permanent resident -> Not Hispanic or Latino  ,All enrolled,Female,U.S. citizen and permanent resident,Not Hispanic or Latino  ,,,4,1399631,1478810,1421847,1378692,1309956,1284923,1246712,1210865,1199837,1193886,1197277
3241,r018,All enrolled -> Female -> U.S. citizen and permanent resident -> Not Hispanic or Latino   -> American Indian or Alaska Native,All enrolled,Female,U.S. citizen and permanent resident,Not Hispanic or Latino  ,American Indian or Alaska Native,,5,17279,17916,16172,15119,13469,12978,12064,11693,11679,11440,10962
3241,r019,All enrolled -> Female -> U.S. citizen and permanent resident -> Not Hispanic or Latino   -> Asian,All enrolled,Female,U.S. citizen and permanent resident,Not Hispanic or Latino  ,Asian,,5,na,na,na,81433,79457,83788,86803,87612,89684,91026,96773
3241,r020,All enrolled -> Female -> U.S. citizen and permanent resident -> Not Hispanic or Latino   -> Asian or Pacific Islander<sup>b</sup>,All enrolled,Female,U.S. citizen and permanent resident,Not Hispanic or Latino  ,Asian or Pacific Islander<sup>b</sup>,,5,92515,90341,85764,na,na,na,na,na,na,na,na
