table_id,row_id,time_period,column_level_1,column_level_2,column_level_3,column_hierarchy_depth,value
1775,r001,All postgraduate study commitments (number) -> 1998,Totala,,,1,7581
1775,r002,All postgraduate study commitments (number) -> 1998,Sex,Male,,2,4664
1775,r003,All postgraduate study commitments (number) -> 1998,Sex,Female,,2,2914
1775,r004,All postgraduate study commitments (number) -> 1998,Citizenship status,U.S. citizen or permanent resident,,2,5383
1775,r005,All postgraduate study commitments (number) -> 1998,Citizenship status,Temporary visa holder,,2,2186
1775,r006,All postgraduate study commitments (number) -> 1998,U.S. citizens and permanent residents,Hispanic or Latino,,2,208
1775,r007,All postgraduate study commitments (number) -> 1998,U.S. citizens and permanent residents,Not Hispanic or Latino,American Indian or Alaska Native,3,18
1775,r008,All postgraduate study commitments (number) -> 1998,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,3,649
1775,r009,All postgraduate study commitments (number) -> 1998,U.S. citizens and permanent residents,Not Hispanic or Latino,Black or African American,3,154
1775,r010,All postgraduate study commitments (number) -> 1998,U.S. citizens and permanent residents,Not Hispanic or Latino,White,3,4232
1775,r011,All postgraduate study commitments (number) -> 1998,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,3,na
1775,r012,All postgraduate study commitments (number) -> 1998,U.S. citizens and permanent residents,Not Hispanic or Latino,Other race or race not reported,3,80
1775,r013,All postgraduate study commitments (number) -> 1998,U.S. citizens and permanent residents,Ethnicity not reported,,2,42
1775,r014,All postgraduate study commitments (number) -> 2003,Totala,,,1,8588
1775,r015,All postgraduate study commitments (number) -> 2003,Sex,Male,,2,5141
1775,r016,All postgraduate study commitments (number) -> 2003,Sex,Female,,2,3447
1775,r017,All postgraduate study commitments (number) -> 2003,Citizenship status,U.S. citizen or permanent resident,,2,5642
1775,r018,All postgraduate study commitments (number) -> 2003,Citizenship status,Temporary visa holder,,2,2933
1775,r019,All postgraduate study commitments (number) -> 2003,U.S. citizens and permanent residents,Hispanic or Latino,,2,260
1775,r020,All postgraduate study commitments (number) -> 2003,U.S. citizens and permanent residents,Not Hispanic or Latino,American Indian or Alaska Native,3,15
1775,r021,All postgraduate study commitments (number) -> 2003,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,3,530
1775,r022,All postgraduate study commitments (number) -> 2003,U.S. citizens and permanent residents,Not Hispanic or Latino,Black or African American,3,248
1775,r023,All postgraduate study commitments (number) -> 2003,U.S. citizens and permanent residents,Not Hispanic or Latino,White,3,4339
1775,r024,All postgraduate study commitments (number) -> 2003,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,3,96
1775,r025,All postgraduate study commitments (number) -> 2003,U.S. citizens and permanent residents,Not Hispanic or Latino,Other race or race not reported,3,77
1775,r026,All postgraduate study commitments (number) -> 2003,U.S. citizens and permanent residents,Ethnicity not reported,,2,77
1775,r027,All postgraduate study commitments (number) -> 2008,Totala,,,1,10573
1775,r028,All postgraduate study commitments (number) -> 2008,Sex,Male,,2,6050
