table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_all_r_d_expenditures,field_source_of_funds_federal_government,field_source_of_funds_state_and_local_government,field_source_of_funds_institution_funds,field_source_of_funds_business,field_source_of_funds_nonprofit_organizations,field_source_of_funds_all_other_sources
7977,r001,All institutions,All institutions,,1,-,"['31,056,069', '']","['19,040,045', '']","['380,383', '']","['6,403,768', '']","['2,031,949', '']","['2,429,532', '']","['770,392', '']"
7977,r002,All institutions -> Johns Hopkins U.<sup>a</sup>,All institutions,Johns Hopkins U.<sup>a</sup>,2,1,"['3,181,385', '']","['2,774,643', '']","['4,677', '']","['147,355', '']","['103,162', '']","['145,027', '']","['6,521', '']"
7977,r003,All institutions -> U. Pennsylvania,All institutions,U. Pennsylvania,2,2,"['1,631,950', '']","['792,089', '']","['20,733', '']","['511,958', '']","['190,755', '']","['111,885', '']","['4,530', '']"
7977,r004,All institutions -> Stanford U.,All institutions,Stanford U.,2,3,"['1,274,483', '']","['811,183', '']","['17,802', '']","['136,444', '']","['113,691', '']","['186,565', '']","['8,798', '']"
7977,r005,All institutions -> Harvard U.,All institutions,Harvard U.,2,4,"['1,254,008', '']","['616,589', '']","['5,137', '']","['384,197', '']","['55,357', '']","['172,327', '']","['20,401', '']"
7977,r006,All institutions -> Duke U.,All institutions,Duke U.,2,5,"['1,237,686', '']","['776,632', '']","['1,073', '']","['153,692', '']","['187,864', '']","['98,223', '']","['20,202', '']"
7977,r007,All institutions -> Cornell U.,All institutions,Cornell U.,2,6,"['1,183,524', '']","['592,359', '']","['87,821', '']","['220,800', '']","['43,950', '']","['115,910', '']","['122,684', '']"
7977,r008,All institutions -> Yale U.,All institutions,Yale U.,2,7,"['1,165,148', '']","['647,656', '']","['4,859', '']","['334,314', '']","['76,784', '']","['92,343', '']","['9,192', '']"
7977,r009,All institutions -> Columbia U. in the City of New York,All institutions,Columbia U. in the City of New York,2,8,"['1,098,570', '']","['831,648', '']","['7,173', '']","['79,363', '']","['71,239', '']","['106,884', '']","['2,263', '']"
7977,r010,All institutions -> New York U.,All institutions,New York U.,2,9,"['1,063,704', '']","['547,027', '']","['13,191', '']","['243,805', '']","['51,800', '']","['90,401', '']","['117,480', '']"
