table_id,row_id,time_period,column_level_1,column_level_2,column_level_3,column_level_4,column_hierarchy_depth,value
10660,r001,2000,Total,,,,1,234000
10660,r002,2000,U.S. citizens and permanent residents,Hispanic or Latino,Number,,3,14185
10660,r003,2000,U.S. citizens and permanent residents,Hispanic or Latino,Percent,,3,6.1
10660,r004,2000,U.S. citizens and permanent residents,Not Hispanic or Latino,American Indian or Alaska Native,Number,4,1394
10660,r005,2000,U.S. citizens and permanent residents,Not Hispanic or Latino,American Indian or Alaska Native,Percent,4,0.6
10660,r006,2000,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,Number,4,16839
10660,r007,2000,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,Percent,4,7.2
10660,r008,2000,U.S. citizens and permanent residents,Not Hispanic or Latino,Black or African American,Number,4,17857
10660,r009,2000,U.S. citizens and permanent residents,Not Hispanic or Latino,Black or African American,Percent,4,7.6
10660,r010,2000,U.S. citizens and permanent residents,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,Number,4,945
10660,r011,2000,U.S. citizens and permanent residents,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,Percent,4,0.4
10660,r012,2000,U.S. citizens and permanent residents,Not Hispanic or Latino,White,Number,4,166486
10660,r013,2000,U.S. citizens and permanent residents,Not Hispanic or Latino,White,Percent,4,71.1
10660,r014,2000,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,Number,4,399
10660,r015,2000,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,Percent,4,0.2
10660,r016,2000,U.S. citizens and permanent residents,Unknown ethnicity and race,Number,,3,15895
10660,r017,2000,U.S. citizens and permanent residents,Unknown ethnicity and race,Percent,,3,6.8
10660,r018,2001,Total,,,,1,237718
10660,r019,2001,U.S. citizens and permanent residents,Hispanic or Latino,Number,,3,14791
10660,r020,2001,U.S. citizens and permanent residents,Hispanic or Latino,Percent,,3,6.2
10660,r021,2001,U.S. citizens and permanent residents,Not Hispanic or Latino,American Indian or Alaska Native,Number,4,1456
10660,r022,2001,U.S. citizens and permanent residents,Not Hispanic or Latino,American Indian or Alaska Native,Percent,4,0.6
10660,r023,2001,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,Number,4,17698
10660,r024,2001,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,Percent,4,7.4
10660,r025,2001,U.S. citizens and permanent residents,Not Hispanic or Latino,Black or African American,Number,4,18540
10660,r026,2001,U.S. citizens and permanent residents,Not Hispanic or Latino,Black or African American,Percent,4,7.8
10660,r027,2001,U.S. citizens and permanent residents,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,Number,4,870
10660,r028,2001,U.S. citizens and permanent residents,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,Percent,4,0.4
10660,r029,2001,U.S. citizens and permanent residents,Not Hispanic or Latino,White,Number,4,167559
10660,r030,2001,U.S. citizens and permanent residents,Not Hispanic or Latino,White,Percent,4,70.5
10660,r031,2001,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,Number,4,429
10660,r032,2001,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,Percent,4,0.2
10660,r033,2001,U.S. citizens and permanent residents,Unknown ethnicity and race,Number,,3,16375
10660,r034,2001,U.S. citizens and permanent residents,Unknown ethnicity and race,Percent,,3,6.9
10660,r035,2002,Total,,,,1,247842
10660,r036,2002,U.S. citizens and permanent residents,Hispanic or Latino,Number,,3,16173
10660,r037,2002,U.S. citizens and permanent residents,Hispanic or Latino,Percent,,3,6.5
