table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_level_3,_b_institution_b_hierarchy_depth,field_rank,field_doctorate_recipients
4646,r001,Hispanic or Latino (384 institutions),Hispanic or Latino (384 institutions),,,1,-,13351
4646,r002,Hispanic or Latino (384 institutions) -> From top 20 institutions,Hispanic or Latino (384 institutions),From top 20 institutions,,2,-,3886
4646,r003,"Hispanic or Latino (384 institutions) -> From top 20 institutions -> U. California, Berkeley",Hispanic or Latino (384 institutions),From top 20 institutions,"U. California, Berkeley",3,1,282
4646,r004,"Hispanic or Latino (384 institutions) -> From top 20 institutions -> U. California, Los Angeles",Hispanic or Latino (384 institutions),From top 20 institutions,"U. California, Los Angeles",3,2,277
4646,r005,"Hispanic or Latino (384 institutions) -> From top 20 institutions -> U. Texas, Austin",Hispanic or Latino (384 institutions),From top 20 institutions,"U. Texas, Austin",3,3,238
4646,r006,"Hispanic or Latino (384 institutions) -> From top 20 institutions -> Texas A&M U., College Station and Health Science Center",Hispanic or Latino (384 institutions),From top 20 institutions,"Texas A&M U., College Station and Health Science Center",3,4,237
4646,r007,Hispanic or Latino (384 institutions) -> From top 20 institutions -> U. Wisconsin-Madison,Hispanic or Latino (384 institutions),From top 20 institutions,U. Wisconsin-Madison,3,5,222
4646,r008,"Hispanic or Latino (384 institutions) -> From top 20 institutions -> U. Michigan, Ann Arbor",Hispanic or Latino (384 institutions),From top 20 institutions,"U. Michigan, Ann Arbor",3,6,221
4646,r009,Hispanic or Latino (384 institutions) -> From top 20 institutions -> U. Arizona,Hispanic or Latino (384 institutions),From top 20 institutions,U. Arizona,3,7,200
4646,r010,Hispanic or Latino (384 institutions) -> From top 20 institutions -> U. Florida,Hispanic or Latino (384 institutions),From top 20 institutions,U. Florida,3,7,200
4646,r011,Hispanic or Latino (384 institutions) -> From top 20 institutions -> Walden U.,Hispanic or Latino (384 institutions),From top 20 institutions,Walden U.,3,9,191
4646,r012,"Hispanic or Latino (384 institutions) -> From top 20 institutions -> U. California, San Diego",Hispanic or Latino (384 institutions),From top 20 institutions,"U. California, San Diego",3,10,182
4646,r013,"Hispanic or Latino (384 institutions) -> From top 20 institutions -> U. California, Davis",Hispanic or Latino (384 institutions),From top 20 institutions,"U. California, Davis",3,11,176
4646,r014,"Hispanic or Latino (384 institutions) -> From top 20 institutions -> CUNY, Graduate Center",Hispanic or Latino (384 institutions),From top 20 institutions,"CUNY, Graduate Center",3,12,172
4646,r015,"Hispanic or Latino (384 institutions) -> From top 20 institutions -> U. California, Irvine",Hispanic or Latino (384 institutions),From top 20 institutions,"U. California, Irvine",3,13,171
4646,r016,"Hispanic or Latino (384 institutions) -> From top 20 institutions -> U. Texas, El Paso",Hispanic or Latino (384 institutions),From top 20 institutions,"U. Texas, El Paso",3,14,169
4646,r017,Hispanic or Latino (384 institutions) -> From top 20 institutions -> Florida International U.,Hispanic or Latino (384 institutions),From top 20 institutions,Florida International U.,3,15,167
4646,r018,"Hispanic or Latino (384 institutions) -> From top 20 institutions -> U. Washington, Seattle",Hispanic or Latino (384 institutions),From top 20 institutions,"U. Washington, Seattle",3,16,164
4646,r019,Hispanic or Latino (384 institutions) -> From top 20 institutions -> Harvard U.,Hispanic or Latino (384 institutions),From top 20 institutions,Harvard U.,3,17,159
4646,r020,"Hispanic or Latino (384 institutions) -> From top 20 institutions -> U. Illinois, Urbana-Champaign",Hispanic or Latino (384 institutions),From top 20 institutions,"U. Illinois, Urbana-Champaign",3,18,155
4646,r021,"Hispanic or Latino (384 institutions) -> From top 20 institutions -> U. California, Riverside",Hispanic or Latino (384 institutions),From top 20 institutions,"U. California, Riverside",3,19,152
4646,r022,Hispanic or Latino (384 institutions) -> From top 20 institutions -> Columbia U. in the City of New York,Hispanic or Latino (384 institutions),From top 20 institutions,Columbia U. in the City of New York,3,20,151
4646,r023,Not Hispanic or Latino,Not Hispanic or Latino,,,1,-,-
4646,r024,Not Hispanic or Latino -> American Indian or Alaska Native (184 institutions),Not Hispanic or Latino,American Indian or Alaska Native (184 institutions),,2,-,568
4646,r025,Not Hispanic or Latino -> American Indian or Alaska Native (184 institutions) -> From top 20 institutions,Not Hispanic or Latino,American Indian or Alaska Native (184 institutions),From top 20 institutions,3,-,263
4646,r026,Not Hispanic or Latino -> American Indian or Alaska Native (184 institutions) -> U. Arizona,Not Hispanic or Latino,American Indian or Alaska Native (184 institutions),U. Arizona,3,1,28
4646,r027,"Not Hispanic or Latino -> American Indian or Alaska Native (184 institutions) -> Oklahoma State U., Stillwater",Not Hispanic or Latino,American Indian or Alaska Native (184 institutions),"Oklahoma State U., Stillwater",3,2,25
4646,r028,"Not Hispanic or Latino -> American Indian or Alaska Native (184 institutions) -> U. Oklahoma, Norman",Not Hispanic or Latino,American Indian or Alaska Native (184 institutions),"U. Oklahoma, Norman",3,3,21
4646,r029,"Not Hispanic or Latino -> American Indian or Alaska Native (184 institutions) -> U. New Mexico, Albuquerque",Not Hispanic or Latino,American Indian or Alaska Native (184 institutions),"U. New Mexico, Albuquerque",3,4,20
4646,r030,Not Hispanic or Latino -> American Indian or Alaska Native (184 institutions) -> Arizona State U.,Not Hispanic or Latino,American Indian or Alaska Native (184 institutions),Arizona State U.,3,5,18
4646,r031,Not Hispanic or Latino -> American Indian or Alaska Native (184 institutions) -> Walden U.,Not Hispanic or Latino,American Indian or Alaska Native (184 institutions),Walden U.,3,6,15
4646,r032,"Not Hispanic or Latino -> American Indian or Alaska Native (184 institutions) -> U. Minnesota, Twin Cities",Not Hispanic or Latino,American Indian or Alaska Native (184 institutions),"U. Minnesota, Twin Cities",3,7,14
4646,r033,"Not Hispanic or Latino -> American Indian or Alaska Native (184 institutions) -> U. Montana, Missoula",Not Hispanic or Latino,American Indian or Alaska Native (184 institutions),"U. Montana, Missoula",3,7,14
4646,r034,"Not Hispanic or Latino -> American Indian or Alaska Native (184 institutions) -> U. Washington, Seattle",Not Hispanic or Latino,American Indian or Alaska Native (184 institutions),"U. Washington, Seattle",3,9,12
4646,r035,"Not Hispanic or Latino -> American Indian or Alaska Native (184 institutions) -> U. Alaska, Fairbanks",Not Hispanic or Latino,American Indian or Alaska Native (184 institutions),"U. Alaska, Fairbanks",3,10,10
4646,r036,"Not Hispanic or Latino -> American Indian or Alaska Native (184 institutions) -> U. California, Berkeley",Not Hispanic or Latino,American Indian or Alaska Native (184 institutions),"U. California, Berkeley",3,11,9
4646,r037,"Not Hispanic or Latino -> American Indian or Alaska Native (184 institutions) -> U. California, Davis",Not Hispanic or Latino,American Indian or Alaska Native (184 institutions),"U. California, Davis",3,11,9
4646,r038,Not Hispanic or Latino -> American Indian or Alaska Native (184 institutions) -> U. Kansas,Not Hispanic or Latino,American Indian or Alaska Native (184 institutions),U. Kansas,3,11,9
4646,r039,"Not Hispanic or Latino -> American Indian or Alaska Native (184 institutions) -> Texas A&M U., College Station and Health Science Center",Not Hispanic or Latino,American Indian or Alaska Native (184 institutions),"Texas A&M U., College Station and Health Science Center",3,14,8
4646,r040,Not Hispanic or Latino -> American Indian or Alaska Native (184 institutions) -> U. North Dakota,Not Hispanic or Latino,American Indian or Alaska Native (184 institutions),U. North Dakota,3,14,8
4646,r041,"Not Hispanic or Latino -> American Indian or Alaska Native (184 institutions) -> SUNY, U. Buffalo",Not Hispanic or Latino,American Indian or Alaska Native (184 institutions),"SUNY, U. Buffalo",3,16,7
4646,r042,"Not Hispanic or Latino -> American Indian or Alaska Native (184 institutions) -> Colorado State U., Fort Collins",Not Hispanic or Latino,American Indian or Alaska Native (184 institutions),"Colorado State U., Fort Collins",3,17,6
4646,r043,Not Hispanic or Latino -> American Indian or Alaska Native (184 institutions) -> U. Colorado Boulder,Not Hispanic or Latino,American Indian or Alaska Native (184 institutions),U. Colorado Boulder,3,17,6
4646,r044,"Not Hispanic or Latino -> American Indian or Alaska Native (184 institutions) -> U. Michigan, Ann Arbor",Not Hispanic or Latino,American Indian or Alaska Native (184 institutions),"U. Michigan, Ann Arbor",3,17,6
4646,r045,"Not Hispanic or Latino -> American Indian or Alaska Native (184 institutions) -> U. North Carolina, Chapel Hill",Not Hispanic or Latino,American Indian or Alaska Native (184 institutions),"U. North Carolina, Chapel Hill",3,17,6
4646,r046,Not Hispanic or Latino -> American Indian or Alaska Native (184 institutions) -> U. Oregon,Not Hispanic or Latino,American Indian or Alaska Native (184 institutions),U. Oregon,3,17,6
4646,r047,Not Hispanic or Latino -> American Indian or Alaska Native (184 institutions) -> Washington State U.,Not Hispanic or Latino,American Indian or Alaska Native (184 institutions),Washington State U.,3,17,6
4646,r048,Not Hispanic or Latino -> Asian (385 institutions),Not Hispanic or Latino,Asian (385 institutions),,2,-,16522
4646,r049,Not Hispanic or Latino -> Asian (385 institutions) -> From top 20 institutions,Not Hispanic or Latino,Asian (385 institutions),From top 20 institutions,3,-,5865
4646,r050,"Not Hispanic or Latino -> Asian (385 institutions) -> U. California, Los Angeles",Not Hispanic or Latino,Asian (385 institutions),"U. California, Los Angeles",3,1,521
4646,r051,"Not Hispanic or Latino -> Asian (385 institutions) -> U. California, Berkeley",Not Hispanic or Latino,Asian (385 institutions),"U. California, Berkeley",3,2,482
4646,r052,Not Hispanic or Latino -> Asian (385 institutions) -> Harvard U.,Not Hispanic or Latino,Asian (385 institutions),Harvard U.,3,3,410
4646,r053,Not Hispanic or Latino -> Asian (385 institutions) -> Massachusetts Institute of Technology,Not Hispanic or Latino,Asian (385 institutions),Massachusetts Institute of Technology,3,4,351
4646,r054,"Not Hispanic or Latino -> Asian (385 institutions) -> U. Michigan, Ann Arbor",Not Hispanic or Latino,Asian (385 institutions),"U. Michigan, Ann Arbor",3,5,315
4646,r055,Not Hispanic or Latino -> Asian (385 institutions) -> Stanford U.,Not Hispanic or Latino,Asian (385 institutions),Stanford U.,3,6,308
4646,r056,Not Hispanic or Latino -> Asian (385 institutions) -> Columbia U. in the City of New York,Not Hispanic or Latino,Asian (385 institutions),Columbia U. in the City of New York,3,7,304
4646,r057,"Not Hispanic or Latino -> Asian (385 institutions) -> U. California, San Diego",Not Hispanic or Latino,Asian (385 institutions),"U. California, San Diego",3,8,301
4646,r058,"Not Hispanic or Latino -> Asian (385 institutions) -> U. California, Irvine",Not Hispanic or Latino,Asian (385 institutions),"U. California, Irvine",3,9,298
4646,r059,"Not Hispanic or Latino -> Asian (385 institutions) -> U. Washington, Seattle",Not Hispanic or Latino,Asian (385 institutions),"U. Washington, Seattle",3,9,298
4646,r060,"Not Hispanic or Latino -> Asian (385 institutions) -> U. Illinois, Urbana-Champaign",Not Hispanic or Latino,Asian (385 institutions),"U. Illinois, Urbana-Champaign",3,11,272
4646,r061,Not Hispanic or Latino -> Asian (385 institutions) -> U. Southern California,Not Hispanic or Latino,Asian (385 institutions),U. Southern California,3,12,269
4646,r062,Not Hispanic or Latino -> Asian (385 institutions) -> U. Pennsylvania,Not Hispanic or Latino,Asian (385 institutions),U. Pennsylvania,3,13,245
4646,r063,"Not Hispanic or Latino -> Asian (385 institutions) -> U. California, Davis",Not Hispanic or Latino,Asian (385 institutions),"U. California, Davis",3,14,243
4646,r064,"Not Hispanic or Latino -> Asian (385 institutions) -> U. Maryland, College Park",Not Hispanic or Latino,Asian (385 institutions),"U. Maryland, College Park",3,15,227
4646,r065,Not Hispanic or Latino -> Asian (385 institutions) -> Johns Hopkins U.,Not Hispanic or Latino,Asian (385 institutions),Johns Hopkins U.,3,16,225
4646,r066,Not Hispanic or Latino -> Asian (385 institutions) -> U. Wisconsin-Madison,Not Hispanic or Latino,Asian (385 institutions),U. Wisconsin-Madison,3,17,207
4646,r067,Not Hispanic or Latino -> Asian (385 institutions) -> Georgia Institute of Technology,Not Hispanic or Latino,Asian (385 institutions),Georgia Institute of Technology,3,18,205
4646,r068,Not Hispanic or Latino -> Asian (385 institutions) -> Cornell U.,Not Hispanic or Latino,Asian (385 institutions),Cornell U.,3,19,196
4646,r069,"Not Hispanic or Latino -> Asian (385 institutions) -> U. Texas, Austin",Not Hispanic or Latino,Asian (385 institutions),"U. Texas, Austin",3,20,188
4646,r070,Not Hispanic or Latino -> Black or African American (380 institutions),Not Hispanic or Latino,Black or African American (380 institutions),,2,-,12177
4646,r071,Not Hispanic or Latino -> Black or African American (380 institutions) -> From top 20 institutions,Not Hispanic or Latino,Black or African American (380 institutions),From top 20 institutions,3,-,4000
4646,r072,Not Hispanic or Latino -> Black or African American (380 institutions) -> Walden U.,Not Hispanic or Latino,Black or African American (380 institutions),Walden U.,3,1,1383
4646,r073,Not Hispanic or Latino -> Black or African American (380 institutions) -> Howard U.,Not Hispanic or Latino,Black or African American (380 institutions),Howard U.,3,2,266
4646,r074,Not Hispanic or Latino -> Black or African American (380 institutions) -> Jackson State U.,Not Hispanic or Latino,Black or African American (380 institutions),Jackson State U.,3,3,213
4646,r075,Not Hispanic or Latino -> Black or African American (380 institutions) -> U. Georgia,Not Hispanic or Latino,Black or African American (380 institutions),U. Georgia,3,4,165
4646,r076,Not Hispanic or Latino -> Black or African American (380 institutions) -> U. Florida,Not Hispanic or Latino,Black or African American (380 institutions),U. Florida,3,5,164
4646,r077,Not Hispanic or Latino -> Black or African American (380 institutions) -> Georgia State U.,Not Hispanic or Latino,Black or African American (380 institutions),Georgia State U.,3,6,147
4646,r078,"Not Hispanic or Latino -> Black or African American (380 institutions) -> U. North Carolina, Chapel Hill",Not Hispanic or Latino,Black or African American (380 institutions),"U. North Carolina, Chapel Hill",3,7,141
4646,r079,"Not Hispanic or Latino -> Black or African American (380 institutions) -> Louisiana State U., Baton Rouge",Not Hispanic or Latino,Black or African American (380 institutions),"Louisiana State U., Baton Rouge",3,8,135
4646,r080,"Not Hispanic or Latino -> Black or African American (380 institutions) -> U. Maryland, College Park",Not Hispanic or Latino,Black or African American (380 institutions),"U. Maryland, College Park",3,9,131
4646,r081,"Not Hispanic or Latino -> Black or African American (380 institutions) -> U. Michigan, Ann Arbor",Not Hispanic or Latino,Black or African American (380 institutions),"U. Michigan, Ann Arbor",3,10,126
4646,r082,Not Hispanic or Latino -> Black or African American (380 institutions) -> George Washington U.,Not Hispanic or Latino,Black or African American (380 institutions),George Washington U.,3,11,123
4646,r083,Not Hispanic or Latino -> Black or African American (380 institutions) -> Michigan State U.,Not Hispanic or Latino,Black or African American (380 institutions),Michigan State U.,3,12,122
4646,r084,Not Hispanic or Latino -> Black or African American (380 institutions) -> U. Memphis,Not Hispanic or Latino,Black or African American (380 institutions),U. Memphis,3,13,121
4646,r085,Not Hispanic or Latino -> Black or African American (380 institutions) -> Morgan State U.,Not Hispanic or Latino,Black or African American (380 institutions),Morgan State U.,3,14,116
4646,r086,Not Hispanic or Latino -> Black or African American (380 institutions) -> North Carolina Agricultural and Technical State U.,Not Hispanic or Latino,Black or African American (380 institutions),North Carolina Agricultural and Technical State U.,3,15,114
4646,r087,"Not Hispanic or Latino -> Black or African American (380 institutions) -> Texas A&M U., College Station and Health Science Center",Not Hispanic or Latino,Black or African American (380 institutions),"Texas A&M U., College Station and Health Science Center",3,15,114
4646,r088,"Not Hispanic or Latino -> Black or African American (380 institutions) -> U. Illinois, Urbana-Champaign",Not Hispanic or Latino,Black or African American (380 institutions),"U. Illinois, Urbana-Champaign",3,17,109
4646,r089,Not Hispanic or Latino -> Black or African American (380 institutions) -> Florida State U.,Not Hispanic or Latino,Black or African American (380 institutions),Florida State U.,3,18,106
4646,r090,"Not Hispanic or Latino -> Black or African American (380 institutions) -> Auburn U., Auburn",Not Hispanic or Latino,Black or African American (380 institutions),"Auburn U., Auburn",3,19,103
4646,r091,"Not Hispanic or Latino -> Black or African American (380 institutions) -> U. California, Los Angeles",Not Hispanic or Latino,Black or African American (380 institutions),"U. California, Los Angeles",3,20,101
4646,r092,Not Hispanic or Latino -> More than one race (345 institutions),Not Hispanic or Latino,More than one race (345 institutions),,2,-,5405
4646,r093,Not Hispanic or Latino -> More than one race (345 institutions) -> From top 20 institutions,Not Hispanic or Latino,More than one race (345 institutions),From top 20 institutions,3,-,1659
4646,r094,"Not Hispanic or Latino -> More than one race (345 institutions) -> U. California, Berkeley",Not Hispanic or Latino,More than one race (345 institutions),"U. California, Berkeley",3,1,150
4646,r095,"Not Hispanic or Latino -> More than one race (345 institutions) -> U. Washington, Seattle",Not Hispanic or Latino,More than one race (345 institutions),"U. Washington, Seattle",3,2,117
4646,r096,Not Hispanic or Latino -> More than one race (345 institutions) -> Harvard U.,Not Hispanic or Latino,More than one race (345 institutions),Harvard U.,3,3,109
4646,r097,"Not Hispanic or Latino -> More than one race (345 institutions) -> U. California, Los Angeles",Not Hispanic or Latino,More than one race (345 institutions),"U. California, Los Angeles",3,4,98
4646,r098,"Not Hispanic or Latino -> More than one race (345 institutions) -> U. California, Davis",Not Hispanic or Latino,More than one race (345 institutions),"U. California, Davis",3,5,94
4646,r099,Not Hispanic or Latino -> More than one race (345 institutions) -> Walden U.,Not Hispanic or Latino,More than one race (345 institutions),Walden U.,3,6,89
