table_id,row_id,time_period,_b_graduate_students_b_level_1,_b_graduate_students_b_level_2,_b_graduate_students_b_level_3,_b_graduate_students_b_hierarchy_depth,value
8287,r001,1977,Graduate students,Total,,2,68757
8287,r002,1977,Graduate students,Male,Number,3,65051
8287,r003,1977,Graduate students,Male,Percent,3,94.6
8287,r004,1977,Graduate students,Female,Number,3,3706
8287,r005,1977,Graduate students,Female,Percent,3,5.4
8287,r006,1977,Postdoctoral appointees,Total,,2,na
8287,r007,1977,Postdoctoral appointees,Male,Number,3,na
8287,r008,1977,Postdoctoral appointees,Male,Percent,3,na
8287,r009,1977,Postdoctoral appointees,Female,Number,3,na
8287,r010,1977,Postdoctoral appointees,Female,Percent,3,na
8287,r011,1977,Doctorate-holding nonfaculty researchers,Total,,2,na
8287,r012,1977,Doctorate-holding nonfaculty researchers,Male,Number,3,na
8287,r013,1977,Doctorate-holding nonfaculty researchers,Male,Percent,3,na
8287,r014,1977,Doctorate-holding nonfaculty researchers,Female,Number,3,na
8287,r015,1977,Doctorate-holding nonfaculty researchers,Female,Percent,3,na
8287,r016,1978,Graduate students,Total,,2,67787
8287,r017,1978,Graduate students,Male,Number,3,NA
8287,r018,1978,Graduate students,Male,Percent,3,NA
8287,r019,1978,Graduate students,Female,Number,3,NA
8287,r020,1978,Graduate students,Female,Percent,3,NA
8287,r021,1978,Postdoctoral appointees,Total,,2,na
8287,r022,1978,Postdoctoral appointees,Male,Number,3,na
8287,r023,1978,Postdoctoral appointees,Male,Percent,3,na
8287,r024,1978,Postdoctoral appointees,Female,Number,3,na
8287,r025,1978,Postdoctoral appointees,Female,Percent,3,na
8287,r026,1978,Doctorate-holding nonfaculty researchers,Total,,2,na
8287,r027,1978,Doctorate-holding nonfaculty researchers,Male,Number,3,na
8287,r028,1978,Doctorate-holding nonfaculty researchers,Male,Percent,3,na
8287,r029,1978,Doctorate-holding nonfaculty researchers,Female,Number,3,na
8287,r030,1978,Doctorate-holding nonfaculty researchers,Female,Percent,3,na
8287,r031,1979,Graduate students,Total,,2,71808
8287,r032,1979,Graduate students,Male,Number,3,65921
8287,r033,1979,Graduate students,Male,Percent,3,91.8
8287,r034,1979,Graduate students,Female,Number,3,5887
8287,r035,1979,Graduate students,Female,Percent,3,8.2
8287,r036,1979,Postdoctoral appointees,Total,,2,1067
8287,r037,1979,Postdoctoral appointees,Male,Number,3,1017
8287,r038,1979,Postdoctoral appointees,Male,Percent,3,95.3
8287,r039,1979,Postdoctoral appointees,Female,Number,3,50
8287,r040,1979,Postdoctoral appointees,Female,Percent,3,4.7
8287,r041,1979,Doctorate-holding nonfaculty researchers,Total,,2,273
8287,r042,1979,Doctorate-holding nonfaculty researchers,Male,Number,3,260
8287,r043,1979,Doctorate-holding nonfaculty researchers,Male,Percent,3,95.2
8287,r044,1979,Doctorate-holding nonfaculty researchers,Female,Number,3,13
8287,r045,1979,Doctorate-holding nonfaculty researchers,Female,Percent,3,4.8
8287,r046,1980,Graduate students,Total,,2,74335
8287,r047,1980,Graduate students,Male,Number,3,67995
8287,r048,1980,Graduate students,Male,Percent,3,91.5
8287,r049,1980,Graduate students,Female,Number,3,6340
8287,r050,1980,Graduate students,Female,Percent,3,8.5
8287,r051,1980,Postdoctoral appointees,Total,,2,981
8287,r052,1980,Postdoctoral appointees,Male,Number,3,916
8287,r053,1980,Postdoctoral appointees,Male,Percent,3,93.4
8287,r054,1980,Postdoctoral appointees,Female,Number,3,65
8287,r055,1980,Postdoctoral appointees,Female,Percent,3,6.6
8287,r056,1980,Doctorate-holding nonfaculty researchers,Total,,2,423
8287,r057,1980,Doctorate-holding nonfaculty researchers,Male,Number,3,398
8287,r058,1980,Doctorate-holding nonfaculty researchers,Male,Percent,3,94.1
8287,r059,1980,Doctorate-holding nonfaculty researchers,Female,Number,3,25
8287,r060,1980,Doctorate-holding nonfaculty researchers,Female,Percent,3,5.9
8287,r061,1981,Graduate students,Total,,2,79585
8287,r062,1981,Graduate students,Male,Number,3,71838
8287,r063,1981,Graduate students,Male,Percent,3,90.3
8287,r064,1981,Graduate students,Female,Number,3,7747
8287,r065,1981,Graduate students,Female,Percent,3,9.7
8287,r066,1981,Postdoctoral appointees,Total,,2,1040
8287,r067,1981,Postdoctoral appointees,Male,Number,3,958
8287,r068,1981,Postdoctoral appointees,Male,Percent,3,92.1
8287,r069,1981,Postdoctoral appointees,Female,Number,3,82
8287,r070,1981,Postdoctoral appointees,Female,Percent,3,7.9
8287,r071,1981,Doctorate-holding nonfaculty researchers,Total,,2,503
8287,r072,1981,Doctorate-holding nonfaculty researchers,Male,Number,3,471
8287,r073,1981,Doctorate-holding nonfaculty researchers,Male,Percent,3,93.6
8287,r074,1981,Doctorate-holding nonfaculty researchers,Female,Number,3,32
8287,r075,1981,Doctorate-holding nonfaculty researchers,Female,Percent,3,6.4
8287,r076,1982,Graduate students,Total,,2,83720
8287,r077,1982,Graduate students,Male,Number,3,74943
8287,r078,1982,Graduate students,Male,Percent,3,89.5
8287,r079,1982,Graduate students,Female,Number,3,8777
8287,r080,1982,Graduate students,Female,Percent,3,10.5
8287,r081,1982,Postdoctoral appointees,Total,,2,980
8287,r082,1982,Postdoctoral appointees,Male,Number,3,896
8287,r083,1982,Postdoctoral appointees,Male,Percent,3,91.4
8287,r084,1982,Postdoctoral appointees,Female,Number,3,84
8287,r085,1982,Postdoctoral appointees,Female,Percent,3,8.6
8287,r086,1982,Doctorate-holding nonfaculty researchers,Total,,2,670
8287,r087,1982,Doctorate-holding nonfaculty researchers,Male,Number,3,638
8287,r088,1982,Doctorate-holding nonfaculty researchers,Male,Percent,3,95.2
8287,r089,1982,Doctorate-holding nonfaculty researchers,Female,Number,3,32
8287,r090,1982,Doctorate-holding nonfaculty researchers,Female,Percent,3,4.8
8287,r091,1983,Graduate students,Total,,2,91146
8287,r092,1983,Graduate students,Male,Number,3,81337
8287,r093,1983,Graduate students,Male,Percent,3,89.2
8287,r094,1983,Graduate students,Female,Number,3,9809
8287,r095,1983,Graduate students,Female,Percent,3,10.8
8287,r096,1983,Postdoctoral appointees,Total,,2,1108
8287,r097,1983,Postdoctoral appointees,Male,Number,3,1019
8287,r098,1983,Postdoctoral appointees,Male,Percent,3,92.0
8287,r099,1983,Postdoctoral appointees,Female,Number,3,89
8287,r100,1983,Postdoctoral appointees,Female,Percent,3,8.0
8287,r101,1983,Doctorate-holding nonfaculty researchers,Total,,2,631
8287,r102,1983,Doctorate-holding nonfaculty researchers,Male,Number,3,596
8287,r103,1983,Doctorate-holding nonfaculty researchers,Male,Percent,3,94.5
8287,r104,1983,Doctorate-holding nonfaculty researchers,Female,Number,3,35
8287,r105,1983,Doctorate-holding nonfaculty researchers,Female,Percent,3,5.5
8287,r106,1984,Graduate students,Total,,2,92739
8287,r107,1984,Graduate students,Male,Number,3,82440
8287,r108,1984,Graduate students,Male,Percent,3,88.9
8287,r109,1984,Graduate students,Female,Number,3,10299
8287,r110,1984,Graduate students,Female,Percent,3,11.1
8287,r111,1984,Postdoctoral appointees,Total,,2,1203
8287,r112,1984,Postdoctoral appointees,Male,Number,3,1119
8287,r113,1984,Postdoctoral appointees,Male,Percent,3,93.0
8287,r114,1984,Postdoctoral appointees,Female,Number,3,84
8287,r115,1984,Postdoctoral appointees,Female,Percent,3,7.0
8287,r116,1984,Doctorate-holding nonfaculty researchers,Total,,2,589
8287,r117,1984,Doctorate-holding nonfaculty researchers,Male,Number,3,554
8287,r118,1984,Doctorate-holding nonfaculty researchers,Male,Percent,3,94.1
