table_id,row_id,time_period,column_level_1,column_level_2,column_level_3,column_hierarchy_depth,value
4682,r001,All definite commitments (number) -> 1990,Totala,,,1,23412
4682,r002,All definite commitments (number) -> 1990,Sex,Male,,2,14898
4682,r003,All definite commitments (number) -> 1990,Sex,Female,,2,8513
4682,r004,All definite commitments (number) -> 1990,Citizenship status,U.S. citizen or permanent resident,,2,18702
4682,r005,All definite commitments (number) -> 1990,Citizenship status,Temporary visa holder,,2,4700
4682,r006,All definite commitments (number) -> 1990,U.S. citizens and permanent residents,Hispanic or Latino,,2,536
4682,r007,All definite commitments (number) -> 1990,U.S. citizens and permanent residents,Not Hispanic or Latino,American Indian or Alaska Native,3,59
4682,r008,All definite commitments (number) -> 1990,U.S. citizens and permanent residents,Not Hispanic or Latino,Asianb,3,752
4682,r009,All definite commitments (number) -> 1990,U.S. citizens and permanent residents,Not Hispanic or Latino,Black or African American,3,667
4682,r010,All definite commitments (number) -> 1990,U.S. citizens and permanent residents,Not Hispanic or Latino,White,3,16470
4682,r011,All definite commitments (number) -> 1990,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,3,na
4682,r012,All definite commitments (number) -> 1990,U.S. citizens and permanent residents,Not Hispanic or Latino,Other race or race not reportedc,3,80
4682,r013,All definite commitments (number) -> 1990,U.S. citizens and permanent residents,Ethnicity not reported,,2,138
4682,r014,All definite commitments (number) -> 1995,Totala,,,1,24977
4682,r015,All definite commitments (number) -> 1995,Sex,Male,,2,14964
4682,r016,All definite commitments (number) -> 1995,Sex,Female,,2,10011
4682,r017,All definite commitments (number) -> 1995,Citizenship status,U.S. citizen or permanent resident,,2,20251
4682,r018,All definite commitments (number) -> 1995,Citizenship status,Temporary visa holder,,2,4718
4682,r019,All definite commitments (number) -> 1995,U.S. citizens and permanent residents,Hispanic or Latino,,2,648
4682,r020,All definite commitments (number) -> 1995,U.S. citizens and permanent residents,Not Hispanic or Latino,American Indian or Alaska Native,3,94
4682,r021,All definite commitments (number) -> 1995,U.S. citizens and permanent residents,Not Hispanic or Latino,Asianb,3,2212
4682,r022,All definite commitments (number) -> 1995,U.S. citizens and permanent residents,Not Hispanic or Latino,Black or African American,3,882
4682,r023,All definite commitments (number) -> 1995,U.S. citizens and permanent residents,Not Hispanic or Latino,White,3,16232
4682,r024,All definite commitments (number) -> 1995,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,3,na
4682,r025,All definite commitments (number) -> 1995,U.S. citizens and permanent residents,Not Hispanic or Latino,Other race or race not reportedc,3,82
4682,r026,All definite commitments (number) -> 1995,U.S. citizens and permanent residents,Ethnicity not reported,,2,101
4682,r027,All definite commitments (number) -> 2000,Totala,,,1,26868
4682,r028,All definite commitments (number) -> 2000,Sex,Male,,2,15359
4682,r029,All definite commitments (number) -> 2000,Sex,Female,,2,11509
4682,r030,All definite commitments (number) -> 2000,Citizenship status,U.S. citizen or permanent resident,,2,20683
4682,r031,All definite commitments (number) -> 2000,Citizenship status,Temporary visa holder,,2,6162
4682,r032,All definite commitments (number) -> 2000,U.S. citizens and permanent residents,Hispanic or Latino,,2,883
4682,r033,All definite commitments (number) -> 2000,U.S. citizens and permanent residents,Not Hispanic or Latino,American Indian or Alaska Native,3,118
4682,r034,All definite commitments (number) -> 2000,U.S. citizens and permanent residents,Not Hispanic or Latino,Asianb,3,1435
4682,r035,All definite commitments (number) -> 2000,U.S. citizens and permanent residents,Not Hispanic or Latino,Black or African American,3,1105
4682,r036,All definite commitments (number) -> 2000,U.S. citizens and permanent residents,Not Hispanic or Latino,White,3,16809
4682,r037,All definite commitments (number) -> 2000,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,3,na
4682,r038,All definite commitments (number) -> 2000,U.S. citizens and permanent residents,Not Hispanic or Latino,Other race or race not reportedc,3,223
