table_id,row_id,time_period,column_level_1,column_level_2,column_level_3,column_hierarchy_depth,value
5384,r001,All institutions -> 2010,All R&D expenditures,,,1,61286610
5384,r002,All institutions -> 2010,Source of funds,Federal government,,2,37477582
5384,r003,All institutions -> 2010,Source of funds,State and local government,,2,3887106
5384,r004,All institutions -> 2010,Source of funds,Institution funds,Total,3,11942532
5384,r005,All institutions -> 2010,Source of funds,Institution funds,Institutionally financed research,3,6198189
5384,r006,All institutions -> 2010,Source of funds,Institution funds,Cost sharing,3,1083275
5384,r007,All institutions -> 2010,Source of funds,Institution funds,Unrecovered indirect costs,3,4661068
5384,r008,All institutions -> 2010,Source of funds,Business,,2,3201904
5384,r009,All institutions -> 2010,Source of funds,Nonprofit organizations,,2,3729655
5384,r010,All institutions -> 2010,Source of funds,All other sources,,2,1047831
5384,r011,All institutions -> 2011,All R&D expenditures,,,1,65274393
5384,r012,All institutions -> 2011,Source of funds,Federal government,,2,40768251
5384,r013,All institutions -> 2011,Source of funds,State and local government,,2,3851323
5384,r014,All institutions -> 2011,Source of funds,Institution funds,Total,3,12580320
5384,r015,All institutions -> 2011,Source of funds,Institution funds,Institutionally financed research,3,6816187
5384,r016,All institutions -> 2011,Source of funds,Institution funds,Cost sharing,3,1153646
5384,r017,All institutions -> 2011,Source of funds,Institution funds,Unrecovered indirect costs,3,4610487
5384,r018,All institutions -> 2011,Source of funds,Business,,2,3182671
5384,r019,All institutions -> 2011,Source of funds,Nonprofit organizations,,2,3853950
5384,r020,All institutions -> 2011,Source of funds,All other sources,,2,1037878
5384,r021,All institutions -> 2012,All R&D expenditures,,,1,65872505
5384,r022,All institutions -> 2012,Source of funds,Federal government,,2,40216862
5384,r023,All institutions -> 2012,Source of funds,State and local government,,2,3743834
5384,r024,All institutions -> 2012,Source of funds,Institution funds,Total,3,13625176
5384,r025,All institutions -> 2012,Source of funds,Institution funds,Institutionally financed research,3,7723845
5384,r026,All institutions -> 2012,Source of funds,Institution funds,Cost sharing,3,1289013
5384,r027,All institutions -> 2012,Source of funds,Institution funds,Unrecovered indirect costs,3,4612318
5384,r028,All institutions -> 2012,Source of funds,Business,,2,3279179
5384,r029,All institutions -> 2012,Source of funds,Nonprofit organizations,,2,4037021
5384,r030,All institutions -> 2012,Source of funds,All other sources,,2,970433
5384,r031,All institutions -> 2013,All R&D expenditures,,,1,67144666
5384,r032,All institutions -> 2013,Source of funds,Federal government,,2,39510280
5384,r033,All institutions -> 2013,Source of funds,State and local government,,2,3705597
5384,r034,All institutions -> 2013,Source of funds,Institution funds,Total,3,14973909
5384,r035,All institutions -> 2013,Source of funds,Institution funds,Institutionally financed research,3,8906778
5384,r036,All institutions -> 2013,Source of funds,Institution funds,Cost sharing,3,1360580
5384,r037,All institutions -> 2013,Source of funds,Institution funds,Unrecovered indirect costs,3,4706551
5384,r038,All institutions -> 2013,Source of funds,Business,,2,3514750
5384,r039,All institutions -> 2013,Source of funds,Nonprofit organizations,,2,3902646
5384,r040,All institutions -> 2013,Source of funds,All other sources,,2,1537484
5384,r041,All institutions -> 2014,All R&D expenditures,,,1,67351146
5384,r042,All institutions -> 2014,Source of funds,Federal government,,2,38031837
5384,r043,All institutions -> 2014,Source of funds,State and local government,,2,3915607
5384,r044,All institutions -> 2014,Source of funds,Institution funds,Total,3,15781083
5384,r045,All institutions -> 2014,Source of funds,Institution funds,Institutionally financed research,3,9636685
5384,r046,All institutions -> 2014,Source of funds,Institution funds,Cost sharing,3,1380434
5384,r047,All institutions -> 2014,Source of funds,Institution funds,Unrecovered indirect costs,3,4763964
5384,r048,All institutions -> 2014,Source of funds,Business,,2,3733688
5384,r049,All institutions -> 2014,Source of funds,Nonprofit organizations,,2,3977753
5384,r050,All institutions -> 2014,Source of funds,All other sources,,2,1911178
5384,r051,All institutions -> 2015,All R&D expenditures,,,1,68694164
5384,r052,All institutions -> 2015,Source of funds,Federal government,,2,37910989
5384,r053,All institutions -> 2015,Source of funds,State and local government,,2,3864085
5384,r054,All institutions -> 2015,Source of funds,Institution funds,Total,3,16637890
5384,r055,All institutions -> 2015,Source of funds,Institution funds,Institutionally financed research,3,10445258
5384,r056,All institutions -> 2015,Source of funds,Institution funds,Cost sharing,3,1352515
5384,r057,All institutions -> 2015,Source of funds,Institution funds,Unrecovered indirect costs,3,4840117
5384,r058,All institutions -> 2015,Source of funds,Business,,2,4008532
