table_id,row_id,_b_agency_b_full_path,_b_agency_b_level_1,_b_agency_b_level_2,_b_agency_b_level_3,_b_agency_b_level_4,_b_agency_b_hierarchy_depth,field_total,field_biological_aspects,field_social_aspects,field_other_psychological_sciences
3922,r001,All agencies surveyed,All agencies surveyed,,,,1,1613264.7,15011.4,12825.9,1585427.4
3922,r002,All agencies surveyed -> Departments,All agencies surveyed,Departments,,,2,,,,
3922,r003,All agencies surveyed -> Departments -> Department of Defense,All agencies surveyed,Departments,Department of Defense,,3,19559.7,3869.4,5723.7,9966.6
3922,r004,All agencies surveyed -> Departments -> Department of Defense -> Department of the Air Force,All agencies surveyed,Departments,Department of Defense,Department of the Air Force,4,639.4,0.0,277.7,361.7
3922,r005,All agencies surveyed -> Departments -> Department of Defense -> Department of the Navy,All agencies surveyed,Departments,Department of Defense,Department of the Navy,4,14956.3,1989.4,3565.7,9401.3
3922,r006,All agencies surveyed -> Departments -> Department of Defense -> Other defense agencies,All agencies surveyed,Departments,Department of Defense,Other defense agencies,4,3963.9,1880.1,1880.2,203.6
3922,r007,All agencies surveyed -> Departments -> Department of Health and Human Services,All agencies surveyed,Departments,Department of Health and Human Services,,3,1558212.4,0.0,0.0,1558212.4
3922,r008,All agencies surveyed -> Departments -> Department of Health and Human Services -> National Institutes of Health,All agencies surveyed,Departments,Department of Health and Human Services,National Institutes of Health,4,1558212.4,0.0,0.0,1558212.4
3922,r009,All agencies surveyed -> Other agencies,All agencies surveyed,Other agencies,,,2,,,,
3922,r010,All agencies surveyed -> Other agencies -> National Science Foundation,All agencies surveyed,Other agencies,National Science Foundation,,3,35492.6,11142.0,7102.2,17248.4
