table_id,row_id,_b_characteristic_b_full_path,_b_characteristic_b_level_1,_b_characteristic_b_level_2,_b_characteristic_b_level_3,_b_characteristic_b_level_4,_b_characteristic_b_hierarchy_depth,field_postdoctoral_appointees_number,field_postdoctoral_appointees_percent,field_doctorate_holding_nonfaculty_researchers_number,field_doctorate_holding_nonfaculty_researchers_percent
3528,r001,Institutions,Institutions,,,,1,145,20.3,92,12.9
3528,r002,Schools,Schools,,,,1,154,19.0,94,11.6
3528,r003,Units,Units,,,,1,214,1.1,129,0.6
3528,r004,All individuals,All individuals,,,,1,1152,100.0,576,100.0
3528,r005,All individuals -> Male,All individuals,Male,,,2,474,41.1,224,38.9
3528,r006,All individuals -> Female,All individuals,Female,,,2,678,58.9,352,61.1
3528,r007,All individuals -> U.S. citizens and permanent residents<sup>a</sup>,All individuals,U.S. citizens and permanent residents<sup>a</sup>,,,2,820,71.2,na,na
3528,r008,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Hispanic or Latino,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Hispanic or Latino,,3,65,5.6,na,na
3528,r009,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,,3,,,,
3528,r010,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> American Indian or Alaska Native,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,American Indian or Alaska Native,4,0,0.0,na,na
3528,r011,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Asian,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Asian,4,86,7.5,na,na
3528,r012,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Black or African American,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Black or African American,4,15,1.3,na,na
3528,r013,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Native Hawaiian or Other Pacific Islander,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,4,0,0.0,na,na
3528,r014,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> White,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,White,4,550,47.7,na,na
3528,r015,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> More than one race,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,More than one race,4,10,0.9,na,na
3528,r016,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Unknown ethnicity and race,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Unknown ethnicity and race,,3,94,8.2,na,na
3528,r017,All individuals -> Temporary visa holders,All individuals,Temporary visa holders,,,2,332,28.8,na,na
3528,r018,Primary source of support,Primary source of support,,,,1,,,,
3528,r019,Primary source of support -> Federal,Primary source of support,Federal,,,2,605,52.5,na,na
3528,r020,Primary source of support -> Nonfederal<sup>b</sup>,Primary source of support,Nonfederal<sup>b</sup>,,,2,433,37.6,na,na
3528,r021,Primary source of support -> Personal resources,Primary source of support,Personal resources,,,2,26,2.3,na,na
3528,r022,Primary source of support -> Unknown or not stated,Primary source of support,Unknown or not stated,,,2,88,7.6,na,na
3528,r023,Primary mechanism of support,Primary mechanism of support,,,,1,,,,
3528,r024,Primary mechanism of support -> Fellowships,Primary mechanism of support,Fellowships,,,2,176,15.3,na,na
3528,r025,Primary mechanism of support -> Research grants,Primary mechanism of support,Research grants,,,2,685,59.5,na,na
3528,r026,Primary mechanism of support -> Traineeships,Primary mechanism of support,Traineeships,,,2,59,5.1,na,na
3528,r027,Primary mechanism of support -> Other types of support,Primary mechanism of support,Other types of support,,,2,232,20.1,na,na
3528,r028,Degree type<sup>c</sup>,Degree type<sup>c</sup>,,,,1,,,,
3528,r029,Degree type<sup>c</sup> -> Doctoral degree,Degree type<sup>c</sup>,Doctoral degree,,,2,913,79.3,403,70.0
3528,r030,Degree type<sup>c</sup> -> Professional degree,Degree type<sup>c</sup>,Professional degree,,,2,26,2.3,17,3.0
3528,r031,Degree type<sup>c</sup> -> Dual degree,Degree type<sup>c</sup>,Dual degree,,,2,27,2.3,4,0.7
3528,r032,Degree type<sup>c</sup> -> Doctoral degree type unknown,Degree type<sup>c</sup>,Doctoral degree type unknown,,,2,186,16.1,152,26.4
3528,r033,Degree origin,Degree origin,,,,1,,,,
3528,r034,Degree origin -> United States,Degree origin,United States,,,2,617,53.6,na,na
3528,r035,Degree origin -> Foreign country,Degree origin,Foreign country,,,2,208,18.1,na,na
3528,r036,Degree origin -> Unknown,Degree origin,Unknown,,,2,327,28.4,na,na
