table_id,row_id,time_period,column_level_1,column_level_2,column_level_3,column_hierarchy_depth,value
7541,r001,All U.S. employment commitments (number) -> 1991,Totala,,,1,15465
7541,r002,All U.S. employment commitments (number) -> 1991,Sex,Male,,2,8919
7541,r003,All U.S. employment commitments (number) -> 1991,Sex,Female,,2,6544
7541,r004,All U.S. employment commitments (number) -> 1991,Citizenship status,U.S. citizen or permanent resident,,2,13845
7541,r005,All U.S. employment commitments (number) -> 1991,Citizenship status,Temporary visa holder,,2,1618
7541,r006,All U.S. employment commitments (number) -> 1991,U.S. citizens and permanent residents,Hispanic or Latino,,2,409
7541,r007,All U.S. employment commitments (number) -> 1991,U.S. citizens and permanent residents,Not Hispanic or Latino,American Indian or Alaska Native,3,64
7541,r008,All U.S. employment commitments (number) -> 1991,U.S. citizens and permanent residents,Not Hispanic or Latino,Asianb,3,519
7541,r009,All U.S. employment commitments (number) -> 1991,U.S. citizens and permanent residents,Not Hispanic or Latino,Black or African American,3,605
7541,r010,All U.S. employment commitments (number) -> 1991,U.S. citizens and permanent residents,Not Hispanic or Latino,White,3,12092
7541,r011,All U.S. employment commitments (number) -> 1991,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,3,na
7541,r012,All U.S. employment commitments (number) -> 1991,U.S. citizens and permanent residents,Not Hispanic or Latino,Other race or race not reportedc,3,42
7541,r013,All U.S. employment commitments (number) -> 1991,U.S. citizens and permanent residents,Ethnicity not reported,,2,114
7541,r014,All U.S. employment commitments (number) -> 1996,Totala,,,1,16273
7541,r015,All U.S. employment commitments (number) -> 1996,Sex,Male,,2,9066
7541,r016,All U.S. employment commitments (number) -> 1996,Sex,Female,,2,7205
7541,r017,All U.S. employment commitments (number) -> 1996,Citizenship status,U.S. citizen or permanent resident,,2,14632
7541,r018,All U.S. employment commitments (number) -> 1996,Citizenship status,Temporary visa holder,,2,1629
7541,r019,All U.S. employment commitments (number) -> 1996,U.S. citizens and permanent residents,Hispanic or Latino,,2,544
7541,r020,All U.S. employment commitments (number) -> 1996,U.S. citizens and permanent residents,Not Hispanic or Latino,American Indian or Alaska Native,3,99
7541,r021,All U.S. employment commitments (number) -> 1996,U.S. citizens and permanent residents,Not Hispanic or Latino,Asianb,3,1088
7541,r022,All U.S. employment commitments (number) -> 1996,U.S. citizens and permanent residents,Not Hispanic or Latino,Black or African American,3,731
7541,r023,All U.S. employment commitments (number) -> 1996,U.S. citizens and permanent residents,Not Hispanic or Latino,White,3,12032
7541,r024,All U.S. employment commitments (number) -> 1996,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,3,na
7541,r025,All U.S. employment commitments (number) -> 1996,U.S. citizens and permanent residents,Not Hispanic or Latino,Other race or race not reportedc,3,87
7541,r026,All U.S. employment commitments (number) -> 1996,U.S. citizens and permanent residents,Ethnicity not reported,,2,51
7541,r027,All U.S. employment commitments (number) -> 2001,Totala,,,1,17304
7541,r028,All U.S. employment commitments (number) -> 2001,Sex,Male,,2,9549
7541,r029,All U.S. employment commitments (number) -> 2001,Sex,Female,,2,7755
7541,r030,All U.S. employment commitments (number) -> 2001,Citizenship status,U.S. citizen or permanent resident,,2,14385
7541,r031,All U.S. employment commitments (number) -> 2001,Citizenship status,Temporary visa holder,,2,2910
7541,r032,All U.S. employment commitments (number) -> 2001,U.S. citizens and permanent residents,Hispanic or Latino,,2,626
7541,r033,All U.S. employment commitments (number) -> 2001,U.S. citizens and permanent residents,Not Hispanic or Latino,American Indian or Alaska Native,3,73
7541,r034,All U.S. employment commitments (number) -> 2001,U.S. citizens and permanent residents,Not Hispanic or Latino,Asianb,3,880
7541,r035,All U.S. employment commitments (number) -> 2001,U.S. citizens and permanent residents,Not Hispanic or Latino,Black or African American,3,834
7541,r036,All U.S. employment commitments (number) -> 2001,U.S. citizens and permanent residents,Not Hispanic or Latino,White,3,11448
7541,r037,All U.S. employment commitments (number) -> 2001,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,3,148
7541,r038,All U.S. employment commitments (number) -> 2001,U.S. citizens and permanent residents,Not Hispanic or Latino,Other race or race not reportedc,3,149
7541,r039,All U.S. employment commitments (number) -> 2001,U.S. citizens and permanent residents,Ethnicity not reported,,2,227
7541,r040,All U.S. employment commitments (number) -> 2006,Totala,,,1,17681
7541,r041,All U.S. employment commitments (number) -> 2006,Sex,Male,,2,9432
7541,r042,All U.S. employment commitments (number) -> 2006,Sex,Female,,2,8248
