table_id,row_id,time_period,_b_graduate_students_b_level_1,_b_graduate_students_b_level_2,_b_graduate_students_b_level_3,_b_graduate_students_b_hierarchy_depth,value
6059,r001,1980,Graduate students,Total,,2,41478
6059,r002,1980,Graduate students,U.S. citizens and permanent residents,Number,3,39435
6059,r003,1980,Graduate students,U.S. citizens and permanent residents,Percent,3,95.1
6059,r004,1980,Graduate students,Temporary visa holders,Number,3,2043
6059,r005,1980,Graduate students,Temporary visa holders,Percent,3,4.9
6059,r006,1980,Postdoctoral appointees,Total,,2,4376
6059,r007,1980,Postdoctoral appointees,U.S. citizens and permanent residents,Number,3,3283
6059,r008,1980,Postdoctoral appointees,U.S. citizens and permanent residents,Percent,3,75.0
6059,r009,1980,Postdoctoral appointees,Temporary visa holders,Number,3,1093
6059,r010,1980,Postdoctoral appointees,Temporary visa holders,Percent,3,25.0
6059,r011,1981,Graduate students,Total,,2,43141
6059,r012,1981,Graduate students,U.S. citizens and permanent residents,Number,3,40995
6059,r013,1981,Graduate students,U.S. citizens and permanent residents,Percent,3,95.0
6059,r014,1981,Graduate students,Temporary visa holders,Number,3,2146
6059,r015,1981,Graduate students,Temporary visa holders,Percent,3,5.0
6059,r016,1981,Postdoctoral appointees,Total,,2,4863
6059,r017,1981,Postdoctoral appointees,U.S. citizens and permanent residents,Number,3,3504
6059,r018,1981,Postdoctoral appointees,U.S. citizens and permanent residents,Percent,3,72.1
6059,r019,1981,Postdoctoral appointees,Temporary visa holders,Number,3,1359
6059,r020,1981,Postdoctoral appointees,Temporary visa holders,Percent,3,27.9
6059,r021,1982,Graduate students,Total,,2,43425
6059,r022,1982,Graduate students,U.S. citizens and permanent residents,Number,3,40405
6059,r023,1982,Graduate students,U.S. citizens and permanent residents,Percent,3,93.0
6059,r024,1982,Graduate students,Temporary visa holders,Number,3,3020
6059,r025,1982,Graduate students,Temporary visa holders,Percent,3,7.0
6059,r026,1982,Postdoctoral appointees,Total,,2,4685
6059,r027,1982,Postdoctoral appointees,U.S. citizens and permanent residents,Number,3,3413
6059,r028,1982,Postdoctoral appointees,U.S. citizens and permanent residents,Percent,3,72.8
6059,r029,1982,Postdoctoral appointees,Temporary visa holders,Number,3,1272
6059,r030,1982,Postdoctoral appointees,Temporary visa holders,Percent,3,27.2
6059,r031,1983,Graduate students,Total,,2,43466
6059,r032,1983,Graduate students,U.S. citizens and permanent residents,Number,3,40422
6059,r033,1983,Graduate students,U.S. citizens and permanent residents,Percent,3,93.0
6059,r034,1983,Graduate students,Temporary visa holders,Number,3,3044
6059,r035,1983,Graduate students,Temporary visa holders,Percent,3,7.0
6059,r036,1983,Postdoctoral appointees,Total,,2,5042
6059,r037,1983,Postdoctoral appointees,U.S. citizens and permanent residents,Number,3,3716
6059,r038,1983,Postdoctoral appointees,U.S. citizens and permanent residents,Percent,3,73.7
6059,r039,1983,Postdoctoral appointees,Temporary visa holders,Number,3,1326
6059,r040,1983,Postdoctoral appointees,Temporary visa holders,Percent,3,26.3
6059,r041,1984,Graduate students,Total,,2,45028
6059,r042,1984,Graduate students,U.S. citizens and permanent residents,Number,3,42099
6059,r043,1984,Graduate students,U.S. citizens and permanent residents,Percent,3,93.5
6059,r044,1984,Graduate students,Temporary visa holders,Number,3,2929
6059,r045,1984,Graduate students,Temporary visa holders,Percent,3,6.5
6059,r046,1984,Postdoctoral appointees,Total,,2,5353
