table_id,row_id,_b_characteristic_b_full_path,_b_characteristic_b_level_1,_b_characteristic_b_level_2,_b_characteristic_b_level_3,_b_characteristic_b_level_4,_b_characteristic_b_hierarchy_depth,field_postdoctoral_appointees_number,field_postdoctoral_appointees_percent,field_doctorate_holding_nonfaculty_researchers_number,field_doctorate_holding_nonfaculty_researchers_percent
10724,r001,Institutions,Institutions,,,,1,125,18.1,90,13.0
10724,r002,Schools,Schools,,,,1,127,16.4,91,11.7
10724,r003,Units,Units,,,,1,190,0.8,134,0.6
10724,r004,All individuals,All individuals,,,,1,1018,100.0,569,100.0
10724,r005,All individuals -> Male,All individuals,Male,,,2,702,69.0,433,76.1
10724,r006,All individuals -> Female,All individuals,Female,,,2,316,31.0,136,23.9
10724,r007,All individuals -> U.S. citizens and permanent residents<sup>a</sup>,All individuals,U.S. citizens and permanent residents<sup>a</sup>,,,2,342,33.6,na,na
10724,r008,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Hispanic or Latino,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Hispanic or Latino,,3,24,2.4,na,na
10724,r009,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,,3,,,,
10724,r010,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> American Indian or Alaska Native,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,American Indian or Alaska Native,4,1,0.1,na,na
10724,r011,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Asian,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Asian,4,81,8.0,na,na
10724,r012,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Black or African American,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Black or African American,4,8,0.8,na,na
10724,r013,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Native Hawaiian or Other Pacific Islander,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,4,1,0.1,na,na
10724,r014,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> White,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,White,4,169,16.6,na,na
10724,r015,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> More than one race,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,More than one race,4,8,0.8,na,na
10724,r016,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Unknown ethnicity and race,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Unknown ethnicity and race,,3,50,4.9,na,na
10724,r017,All individuals -> Temporary visa holders,All individuals,Temporary visa holders,,,2,676,66.4,na,na
10724,r018,Primary source of support,Primary source of support,,,,1,,,,
10724,r019,Primary source of support -> Federal,Primary source of support,Federal,,,2,414,40.7,na,na
10724,r020,Primary source of support -> Nonfederal<sup>b</sup>,Primary source of support,Nonfederal<sup>b</sup>,,,2,541,53.1,na,na
10724,r021,Primary source of support -> Personal resources,Primary source of support,Personal resources,,,2,7,0.7,na,na
10724,r022,Primary source of support -> Unknown or not stated,Primary source of support,Unknown or not stated,,,2,56,5.5,na,na
10724,r023,Primary mechanism of support,Primary mechanism of support,,,,1,,,,
10724,r024,Primary mechanism of support -> Fellowships,Primary mechanism of support,Fellowships,,,2,83,8.2,na,na
10724,r025,Primary mechanism of support -> Research grants,Primary mechanism of support,Research grants,,,2,766,75.2,na,na
10724,r026,Primary mechanism of support -> Traineeships,Primary mechanism of support,Traineeships,,,2,8,0.8,na,na
10724,r027,Primary mechanism of support -> Other types of support,Primary mechanism of support,Other types of support,,,2,161,15.8,na,na
10724,r028,Degree type<sup>c</sup>,Degree type<sup>c</sup>,,,,1,,,,
10724,r029,Degree type<sup>c</sup> -> Doctoral degree,Degree type<sup>c</sup>,Doctoral degree,,,2,815,80.1,446,78.4
10724,r030,Degree type<sup>c</sup> -> Professional degree,Degree type<sup>c</sup>,Professional degree,,,2,19,1.9,27,4.7
10724,r031,Degree type<sup>c</sup> -> Dual degree,Degree type<sup>c</sup>,Dual degree,,,2,3,0.3,1,0.2
10724,r032,Degree type<sup>c</sup> -> Doctoral degree type unknown,Degree type<sup>c</sup>,Doctoral degree type unknown,,,2,181,17.8,95,16.7
10724,r033,Degree origin,Degree origin,,,,1,,,,
10724,r034,Degree origin -> United States,Degree origin,United States,,,2,492,48.3,na,na
10724,r035,Degree origin -> Foreign country,Degree origin,Foreign country,,,2,220,21.6,na,na
10724,r036,Degree origin -> Unknown,Degree origin,Unknown,,,2,306,30.1,na,na
