table_id,row_id,_b_characteristic_b_full_path,_b_characteristic_b_level_1,_b_characteristic_b_level_2,_b_characteristic_b_level_3,_b_characteristic_b_level_4,_b_characteristic_b_hierarchy_depth,field_postdoctoral_appointees_number,field_postdoctoral_appointees_percent,field_doctorate_holding_nonfaculty_researchers_number,field_doctorate_holding_nonfaculty_researchers_percent
8340,r001,Institutions,Institutions,,,,1,80,11.4,75,10.7
8340,r002,Schools,Schools,,,,1,80,10.2,75,9.5
8340,r003,Units,Units,,,,1,144,0.7,135,0.6
8340,r004,All individuals,All individuals,,,,1,889,100.0,620,100.0
8340,r005,All individuals -> Male,All individuals,Male,,,2,476,53.5,396,63.9
8340,r006,All individuals -> Female,All individuals,Female,,,2,413,46.5,224,36.1
8340,r007,All individuals -> U.S. citizens and permanent residents<sup>a</sup>,All individuals,U.S. citizens and permanent residents<sup>a</sup>,,,2,571,64.2,na,na
8340,r008,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Hispanic or Latino,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Hispanic or Latino,,3,27,3.0,na,na
8340,r009,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,,3,,,,
8340,r010,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> American Indian or Alaska Native,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,American Indian or Alaska Native,4,1,0.1,na,na
8340,r011,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Asian,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Asian,4,43,4.8,na,na
8340,r012,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Black or African American,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Black or African American,4,16,1.8,na,na
8340,r013,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Native Hawaiian or Other Pacific Islander,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,4,2,0.2,na,na
8340,r014,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> White,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,White,4,385,43.3,na,na
8340,r015,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> More than one race,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,More than one race,4,16,1.8,na,na
8340,r016,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Unknown ethnicity and race,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Unknown ethnicity and race,,3,81,9.1,na,na
8340,r017,All individuals -> Temporary visa holders,All individuals,Temporary visa holders,,,2,318,35.8,na,na
8340,r018,Primary source of support,Primary source of support,,,,1,,,,
8340,r019,Primary source of support -> Federal,Primary source of support,Federal,,,2,440,49.5,na,na
8340,r020,Primary source of support -> Nonfederal<sup>b</sup>,Primary source of support,Nonfederal<sup>b</sup>,,,2,376,42.3,na,na
8340,r021,Primary source of support -> Personal resources,Primary source of support,Personal resources,,,2,18,2.0,na,na
8340,r022,Primary source of support -> Unknown or not stated,Primary source of support,Unknown or not stated,,,2,55,6.2,na,na
8340,r023,Primary mechanism of support,Primary mechanism of support,,,,1,,,,
8340,r024,Primary mechanism of support -> Fellowships,Primary mechanism of support,Fellowships,,,2,59,6.6,na,na
8340,r025,Primary mechanism of support -> Research grants,Primary mechanism of support,Research grants,,,2,624,70.2,na,na
8340,r026,Primary mechanism of support -> Traineeships,Primary mechanism of support,Traineeships,,,2,26,2.9,na,na
8340,r027,Primary mechanism of support -> Other types of support,Primary mechanism of support,Other types of support,,,2,180,20.2,na,na
8340,r028,Degree type<sup>c</sup>,Degree type<sup>c</sup>,,,,1,,,,
8340,r029,Degree type<sup>c</sup> -> Doctoral degree,Degree type<sup>c</sup>,Doctoral degree,,,2,655,73.7,440,71.0
8340,r030,Degree type<sup>c</sup> -> Professional degree,Degree type<sup>c</sup>,Professional degree,,,2,8,0.9,12,1.9
8340,r031,Degree type<sup>c</sup> -> Dual degree,Degree type<sup>c</sup>,Dual degree,,,2,12,1.3,1,0.2
8340,r032,Degree type<sup>c</sup> -> Doctoral degree type unknown,Degree type<sup>c</sup>,Doctoral degree type unknown,,,2,214,24.1,167,26.9
8340,r033,Degree origin,Degree origin,,,,1,,,,
8340,r034,Degree origin -> United States,Degree origin,United States,,,2,389,43.8,na,na
8340,r035,Degree origin -> Foreign country,Degree origin,Foreign country,,,2,140,15.7,na,na
8340,r036,Degree origin -> Unknown,Degree origin,Unknown,,,2,360,40.5,na,na
