table_id,row_id,_b_characteristic_b_full_path,_b_characteristic_b_level_1,_b_characteristic_b_level_2,_b_characteristic_b_level_3,_b_characteristic_b_level_4,_b_characteristic_b_hierarchy_depth,field_postdoctoral_appointees_number,field_postdoctoral_appointees_percent,field_doctorate_holding_nonfaculty_researchers_number,field_doctorate_holding_nonfaculty_researchers_percent
6097,r001,Institutions,Institutions,,,,1,273,38.3,201,28.2
6097,r002,Schools,Schools,,,,1,333,41.3,236,29.3
6097,r003,Units,Units,,,,1,1796,8.5,1271,6.0
6097,r004,All individuals,All individuals,,,,1,21902,100.0,8112,100.0
6097,r005,All individuals -> Male,All individuals,Male,,,2,11977,54.7,4278,52.7
6097,r006,All individuals -> Female,All individuals,Female,,,2,9925,45.3,3834,47.3
6097,r007,All individuals -> U.S. citizens and permanent residents<sup>a</sup>,All individuals,U.S. citizens and permanent residents<sup>a</sup>,,,2,9934,45.4,na,na
6097,r008,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Hispanic or Latino,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Hispanic or Latino,,3,772,3.5,na,na
6097,r009,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,,3,,,,
6097,r010,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> American Indian or Alaska Native,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,American Indian or Alaska Native,4,25,0.1,na,na
6097,r011,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Asian,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Asian,4,1978,9.0,na,na
6097,r012,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Black or African American,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Black or African American,4,308,1.4,na,na
6097,r013,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Native Hawaiian or Other Pacific Islander,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,4,17,0.1,na,na
6097,r014,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> White,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,White,4,5739,26.2,na,na
6097,r015,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> More than one race,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,More than one race,4,158,0.7,na,na
6097,r016,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Unknown ethnicity and race,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Unknown ethnicity and race,,3,937,4.3,na,na
6097,r017,All individuals -> Temporary visa holders,All individuals,Temporary visa holders,,,2,11968,54.6,na,na
6097,r018,Primary source of support,Primary source of support,,,,1,,,,
6097,r019,Primary source of support -> Federal,Primary source of support,Federal,,,2,12084,55.2,na,na
6097,r020,Primary source of support -> Nonfederal<sup>b</sup>,Primary source of support,Nonfederal<sup>b</sup>,,,2,7589,34.6,na,na
6097,r021,Primary source of support -> Personal resources,Primary source of support,Personal resources,,,2,99,0.5,na,na
6097,r022,Primary source of support -> Unknown or not stated,Primary source of support,Unknown or not stated,,,2,2130,9.7,na,na
6097,r023,Primary mechanism of support,Primary mechanism of support,,,,1,,,,
6097,r024,Primary mechanism of support -> Fellowships,Primary mechanism of support,Fellowships,,,2,1957,8.9,na,na
6097,r025,Primary mechanism of support -> Research grants,Primary mechanism of support,Research grants,,,2,14439,65.9,na,na
6097,r026,Primary mechanism of support -> Traineeships,Primary mechanism of support,Traineeships,,,2,940,4.3,na,na
6097,r027,Primary mechanism of support -> Other types of support,Primary mechanism of support,Other types of support,,,2,4566,20.8,na,na
6097,r028,Degree type<sup>c</sup>,Degree type<sup>c</sup>,,,,1,,,,
6097,r029,Degree type<sup>c</sup> -> Doctoral degree,Degree type<sup>c</sup>,Doctoral degree,,,2,17615,80.4,5973,73.6
6097,r030,Degree type<sup>c</sup> -> Professional degree,Degree type<sup>c</sup>,Professional degree,,,2,754,3.4,438,5.4
6097,r031,Degree type<sup>c</sup> -> Dual degree,Degree type<sup>c</sup>,Dual degree,,,2,634,2.9,155,1.9
6097,r032,Degree type<sup>c</sup> -> Doctoral degree type unknown,Degree type<sup>c</sup>,Doctoral degree type unknown,,,2,2899,13.2,1546,19.1
6097,r033,Degree origin,Degree origin,,,,1,,,,
6097,r034,Degree origin -> United States,Degree origin,United States,,,2,7844,35.8,na,na
6097,r035,Degree origin -> Foreign country,Degree origin,Foreign country,,,2,7855,35.9,na,na
6097,r036,Degree origin -> Unknown,Degree origin,Unknown,,,2,6203,28.3,na,na
