table_id,row_id,time_period,_b_graduate_students_b_level_1,_b_graduate_students_b_level_2,_b_graduate_students_b_level_3,_b_graduate_students_b_hierarchy_depth,value
3494,r001,1980,Graduate students,Total,,2,74335
3494,r002,1980,Graduate students,U.S. citizens and permanent residents,Number,3,56438
3494,r003,1980,Graduate students,U.S. citizens and permanent residents,Percent,3,75.9
3494,r004,1980,Graduate students,Temporary visa holders,Number,3,17897
3494,r005,1980,Graduate students,Temporary visa holders,Percent,3,24.1
3494,r006,1980,Postdoctoral appointees,Total,,2,981
3494,r007,1980,Postdoctoral appointees,U.S. citizens and permanent residents,Number,3,303
3494,r008,1980,Postdoctoral appointees,U.S. citizens and permanent residents,Percent,3,30.9
3494,r009,1980,Postdoctoral appointees,Temporary visa holders,Number,3,678
3494,r010,1980,Postdoctoral appointees,Temporary visa holders,Percent,3,69.1
3494,r011,1981,Graduate students,Total,,2,79585
3494,r012,1981,Graduate students,U.S. citizens and permanent residents,Number,3,59898
3494,r013,1981,Graduate students,U.S. citizens and permanent residents,Percent,3,75.3
3494,r014,1981,Graduate students,Temporary visa holders,Number,3,19687
3494,r015,1981,Graduate students,Temporary visa holders,Percent,3,24.7
3494,r016,1981,Postdoctoral appointees,Total,,2,1040
3494,r017,1981,Postdoctoral appointees,U.S. citizens and permanent residents,Number,3,332
3494,r018,1981,Postdoctoral appointees,U.S. citizens and permanent residents,Percent,3,31.9
3494,r019,1981,Postdoctoral appointees,Temporary visa holders,Number,3,708
3494,r020,1981,Postdoctoral appointees,Temporary visa holders,Percent,3,68.1
3494,r021,1982,Graduate students,Total,,2,83720
3494,r022,1982,Graduate students,U.S. citizens and permanent residents,Number,3,58656
3494,r023,1982,Graduate students,U.S. citizens and permanent residents,Percent,3,70.1
3494,r024,1982,Graduate students,Temporary visa holders,Number,3,25064
3494,r025,1982,Graduate students,Temporary visa holders,Percent,3,29.9
3494,r026,1982,Postdoctoral appointees,Total,,2,980
3494,r027,1982,Postdoctoral appointees,U.S. citizens and permanent residents,Number,3,323
3494,r028,1982,Postdoctoral appointees,U.S. citizens and permanent residents,Percent,3,33.0
3494,r029,1982,Postdoctoral appointees,Temporary visa holders,Number,3,657
3494,r030,1982,Postdoctoral appointees,Temporary visa holders,Percent,3,67.0
3494,r031,1983,Graduate students,Total,,2,91146
3494,r032,1983,Graduate students,U.S. citizens and permanent residents,Number,3,63649
3494,r033,1983,Graduate students,U.S. citizens and permanent residents,Percent,3,69.8
3494,r034,1983,Graduate students,Temporary visa holders,Number,3,27497
3494,r035,1983,Graduate students,Temporary visa holders,Percent,3,30.2
3494,r036,1983,Postdoctoral appointees,Total,,2,1108
3494,r037,1983,Postdoctoral appointees,U.S. citizens and permanent residents,Number,3,414
3494,r038,1983,Postdoctoral appointees,U.S. citizens and permanent residents,Percent,3,37.4
3494,r039,1983,Postdoctoral appointees,Temporary visa holders,Number,3,694
3494,r040,1983,Postdoctoral appointees,Temporary visa holders,Percent,3,62.6
3494,r041,1984,Graduate students,Total,,2,92739
3494,r042,1984,Graduate students,U.S. citizens and permanent residents,Number,3,64832
3494,r043,1984,Graduate students,U.S. citizens and permanent residents,Percent,3,69.9
3494,r044,1984,Graduate students,Temporary visa holders,Number,3,27907
3494,r045,1984,Graduate students,Temporary visa holders,Percent,3,30.1
3494,r046,1984,Postdoctoral appointees,Total,,2,1203
3494,r047,1984,Postdoctoral appointees,U.S. citizens and permanent residents,Number,3,439
3494,r048,1984,Postdoctoral appointees,U.S. citizens and permanent residents,Percent,3,36.5
3494,r049,1984,Postdoctoral appointees,Temporary visa holders,Number,3,764
3494,r050,1984,Postdoctoral appointees,Temporary visa holders,Percent,3,63.5
3494,r051,1985,Graduate students,Total,,2,96018
3494,r052,1985,Graduate students,U.S. citizens and permanent residents,Number,3,67187
